Breakfast Delivery Model from State Agency Tracking-Original,School ID,School Name,District ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
,13175,Pine Ridge Elem,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97702,19840 Hollygrape Street,,,Public-Regular School,N,,N,,,,,,555,398,126,31,157,13161,2882,15242,16043,5635,1031,1775,6666,,168,168,,,,,,,,OR,16043,95.494047619,6666,39.678571429,OR@13175@0902001,SY16-17,,157,0.282882883,,Public,,,,,,,
,14227,Ponderosa Elementary,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97701,3790 NE Purcell Blvd,,,Public-Regular School,N,,N,,,,,,655,401,190,64,254,21092,7317,21465,28409,8081,2679,4412,10760,,169,169,,,,,,,,OR,28409,168.100591716,10760,63.668639053,OR@14227@0902001,SY16-17,,254,0.387786260,,Public,,,,,,,
,15664,REALMS (Rimrock Expeditionary Alternative Learning),0902001,Bend/LaPine SD,OR,Deschutes,Bend,97703,63175 OB Riley Rd,,,Public-Regular School,N,,N,,,,,,167,116,37,14,51,2243,860,4928,3103,1056,186,615,1242,,166,166,,,,,,,,OR,3103,18.692771084,1242,7.481927711,OR@15664@0902001,SY16-17,,51,0.305389222,,Public,,,,,,,
BIC,14788,Rosland Elementary,0902001,Bend/LaPine SD,OR,Deschutes,La Pine,97739,52350 Rease Drive,,,Public-Regular School,Y,,N,,,,,,187,8,179,0,179,23718,0,1088,23718,24611,0,1130,24611,,170,170,,,,,,,,OR,23718,139.517647059,24611,144.770588235,OR@14788@0902001,SY16-17,,179,0.956139644,,Public,,,,BIC,,,
,15661,Silver Rail Elementary,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97702,61530 Stone Creek Ln,,,Public-Regular School,N,,N,,,,,,468,240,179,49,228,21443,4382,12958,25825,13973,2924,5060,16897,,170,170,,,,,,,,OR,25825,151.911764706,16897,99.394117647,OR@15661@0902001,SY16-17,,228,0.487179487,,Public,,,,,,,
,12303,Sky View Middle School,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97701,63555 - 18th Street,,,Public-Regular School,N,,N,,,,,,703,484,168,51,219,18810,5826,24167,24636,10670,2115,2409,12785,,172,171,,,,,,,,OR,24636,144.070175439,12785,74.331395349,OR@12303@0902001,SY16-17,,219,0.311522048,,Public,,,,,,,
BIC,12278,STRIVE,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97703,520 NW Wall Street,,,Public-Regular School,Y,,N,,,,,,67,2,65,0,65,5957,0,210,5957,4624,0,163,4624,,170,171,,,,,,,,OR,5957,34.836257310,4624,27.2,OR@12278@0902001,SY16-17,,65,0.965947787,,Public,,,,BIC,,,
,12774,Summit High School,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97703,2855 NW Clearwater Drive,,,Public-Regular School,N,,N,,,,,,1628,1357,217,54,271,10240,2761,22254,13001,6095,1499,3068,7594,,172,173,,,,,,,,OR,13001,75.150289017,7594,44.151162791,OR@12774@0902001,SY16-17,,271,0.166461916,,Public,,,,,,,
,13658,Tamarack,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97701,2480 NE Twin Knolls Drive,,,Public-Regular School,Y,,N,,,,,,60,2,58,0,58,3472,0,123,3472,2259,0,79,2259,,170,170,,,,,,,,OR,3472,20.423529412,2259,13.288235294,OR@13658@0902001,SY16-17,,58,0.965785814,,Public,,,,,,,
BIC,10046,Three Rivers Elementary,0902001,Bend/LaPine SD,OR,Deschutes,Sunriver,97707,56900 Enterprise Drive,,,Public-Regular School,N,,Y,,,,,,453,240,163,50,213,17822,6176,15197,23998,30658,9173,21732,39831,,170,170,,,,,,,,OR,23998,141.164705882,39831,234.3,OR@10046@0902001,SY16-17,,213,0.470198675,,Public,,,,BIC,,,
,14475,W.E. Miller Elementary,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97703,300 NW Crosby Drive,,,Public-Regular School,N,,N,,,,,,642,548,77,17,94,6708,1540,28733,8248,2336,630,3320,2966,,168,168,,,,,,,,OR,8248,49.095238095,2966,17.654761905,OR@14475@0902001,SY16-17,,94,0.146417445,,Public,,,,,,,
,10041,Westside Village School,0902001,Bend/LaPine SD,OR,Deschutes,Bend,97703,1101 NW 12th Street,,,Public-Regular School,N,,N,,,,,,294,173,109,12,121,12896,2028,7062,14924,10443,1730,2287,12173,,170,170,,,,,,,,OR,14924,87.788235294,12173,71.605882353,OR@10041@0902001,SY16-17,,121,0.411564626,,Public,,,,,,,
,10581,Cascade Middle,2002002,Bethel SD 52,OR,Lane,Eugene,97402,1525 Echo Hollow,,,Public-Regular School,Y,,N,,,,,,349,50,299,0,299,40508,0,6804,40508,19024,0,3195,19024,,173,173,,,,,,,,OR,40508,234.150289017,19024,109.965317919,OR@10581@2002002,SY16-17,,299,0.856188705,,Public,,,,,,,
,10583,Clear Lake Elem,2002002,Bethel SD 52,OR,Lane,Eugene,97402,4646 Barger Drive,,,Public-Regular School,Y,,N,,,,,,273,3,270,0,270,36880,0,455,36880,24151,0,298,24151,,174,174,,,,,,,,OR,36880,211.954022989,24151,138.798850575,OR@10583@2002002,SY16-17,,270,0.987813044,,Public,,,,,,,
,10584,Danebo Elem,2002002,Bethel SD 52,OR,Lane,Eugene,97402,1265 Candlelight Lane,,,Public-Regular School,Y,,N,,,,,,306,4,302,0,302,45048,0,556,45048,27930,0,346,27930,,174,174,,,,,,,,OR,45048,258.896551724,27930,160.517241379,OR@10584@2002002,SY16-17,,302,0.987808087,,Public,,,,,,,
,10585,Fairfield Elem,2002002,Bethel SD 52,OR,Lane,Eugene,97402,3455 Royal Ave.,,,Public-Regular School,Y,,N,,,,,,364,4,360,0,360,55150,0,681,55150,31062,0,384,31062,,174,174,,,,,,,,OR,55150,316.954022989,31062,178.517241379,OR@10585@2002002,SY16-17,,360,0.987802475,,Public,,,,,,,
,10586,Irving Elem,2002002,Bethel SD 52,OR,Lane,Eugene,97404,3200 Hyacinth St,,,Public-Regular School,N,,N,,,,,,383,209,136,38,174,16051,4513,17469,20564,10082,2863,11096,12945,,174,174,,,,,,,,OR,20564,118.183908046,12945,74.396551724,OR@10586@2002002,SY16-17,,174,0.454308094,,Public,,,,,,,
,12985,Kalapuya High School,2002002,Bethel SD 52,OR,Lane,Eugene,97402,1200 North Terry Street,,,Public-Regular School,Y,,N,,,,,,101,12,89,0,89,8084,0,1058,8084,4878,0,639,4878,,167,166,,,,,,,,OR,8084,48.698795181,4878,29.209580838,OR@12985@2002002,SY16-17,,89,0.884270400,,Public,,,,,,,410204004178
,10587,Malabon Elem,2002002,Bethel SD 52,OR,Lane,Eugene,97402,1380 Taney St.,,,Public-Regular School,Y,,N,,,,,,456,95,361,0,361,50553,0,13287,50553,21338,0,5608,21338,,174,174,,,,,,,,OR,50553,290.534482759,21338,122.632183908,OR@10587@2002002,SY16-17,,361,0.791870301,,Public,,,,,,,
,10588,Meadow View School,2002002,Bethel SD 52,OR,Lane,Eugene,97402,1855 Legacy Drive,,,Public-Regular School,N,,N,,,,,,770,462,231,77,308,23125,8054,17355,31179,7950,2263,8473,10213,,174,173,,,,,,,,OR,31179,180.225433526,10213,58.695402299,OR@10588@2002002,SY16-17,,308,0.4,,Public,,,,,,,410204001391
,12984,Prairie Mountain School,2002002,Bethel SD 52,OR,Lane,Eugene,97402,5305 Royal Ave.,,,Public-Regular School,N,,N,,,,,,748,299,367,82,449,48712,11349,22534,60061,22974,6385,17720,29359,,174,173,,,,,,,,OR,60061,347.173410405,29359,168.729885057,OR@12984@2002002,SY16-17,,449,0.600267380,,Public,,,,,,,410204004179
,10582,Shasta Middle,2002002,Bethel SD 52,OR,Lane,Eugene,97402,4656 Barger Drive,,,Public-Regular School,N,,N,,,,,,446,210,189,47,236,20901,5687,17706,26588,8760,2627,9272,11387,,174,173,,,,,,,,OR,26588,153.687861272,11387,65.442528736,OR@10582@2002002,SY16-17,,236,0.529147982,,Public,,,,,,,
,10580,Willamette High,2002002,Bethel SD 52,OR,Lane,Eugene,97402,1801 Echo Hollow Road,,,Public-Regular School,N,,N,,,,,,1474,732,600,142,742,33478,9301,21831,42779,30316,8786,36994,39102,,172,171,,,,,,,,OR,42779,250.169590643,39102,227.337209302,OR@10580@2002002,SY16-17,,742,0.503392130,,Public,,,,,,,
BIC,10590,Triangle Lake School,2002003,Blachly SD 90,OR,Lane,Blachly,97412,20264 Blachly Grange Rd,,,Public-Charter School,N,,N,,,,,,286,133,126,27,153,12181,2294,5295,14475,14411,3137,14628,17548,,143,145,,,,,,,,OR,14475,99.827586207,17548,122.713286713,OR@10590@2002003,SY16-17,,153,0.534965035,,Charter,,,,BIC,,,
,11346,Belloni Boys Ranch,0602002,Bob Belloni Ranch,OR,Coos,Coos Bay,97420,58787 Hwy 101,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,26,0,26,0,26,6000,0,0,6000,5450,0,0,5450,,365,365,,,,,,,,OR,6000,16.438356164,5450,14.931506849,OR@11346@0602002,SY16-17,,26,1,,Other,,,,,,,
,11347,Belloni Girls Ranch,0602002,Bob Belloni Ranch,OR,Coos,Coos Bay,97420,61516 Richmond Way,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,9,0,9,0,9,948,0,0,948,2282,0,0,2282,,365,365,,,,,,,,OR,948,2.597260274,2282,6.252054795,OR@11347@0602002,SY16-17,,9,1,,Other,,,,,,,
,11348,Belloni Shelter,0602002,Bob Belloni Ranch,OR,Coos,Coos Bay,97420,62754 Karl Road,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,14,0,14,0,14,2689,0,0,2689,2876,0,0,2876,,365,365,,,,,,,,OR,2689,7.367123288,2876,7.879452055,OR@11348@0602002,SY16-17,,14,1,,Other,,,,,,,
,10389,Azalea Middle,0802001,Brookings-Harbor SD 17,OR,Curry,Brookings,97415,505 Pacific Ave,,,Public-Regular School,N,,N,,,,,,400,194,162,44,206,19385,5212,4284,24597,10586,3248,856,13834,,173,173,,,,,,,,OR,24597,142.179190751,13834,79.965317919,OR@10389@0802001,SY16-17,,206,0.515,,Public,,,,,,,
,10388,Brooking-Harbor High,0802001,Brookings-Harbor SD 17,OR,Curry,Brookings,97415,625 Pioneer,,,Public-Regular School,N,,N,,,,,,592,323,212,57,269,20151,6115,2667,26266,19901,6198,2443,26099,,173,174,,,,,,,,OR,26266,150.954022989,26099,150.861271676,OR@10388@0802001,SY16-17,,269,0.454391892,,Public,,,,,,,
,10390,Kalmiopsis Elem,0802001,Brookings-Harbor SD 17,OR,Curry,Brookings,97415,650 Easy Street,,,Public-Regular School,N,,N,,,,,,806,364,379,63,442,47739,6367,7174,54106,31085,4213,1284,35298,,174,174,,,,,,,,OR,54106,310.954022989,35298,202.862068966,OR@10390@0802001,SY16-17,,442,0.548387097,,Public,,,,,,,
,10048,Burnt River Public School,0102002,Burnt River SD,OR,Baker,Unity,97884,201 S 1st Ave.,,,Public-Regular School,N,,N,,,,,,34,24,5,5,10,553,531,2410,1084,309,540,1447,849,,145,145,,,,,,,,OR,1084,7.475862069,849,5.855172414,OR@10048@0102002,SY16-17,,10,0.294117647,,Public,,,,,,,
,14200,Butte Falls Elementary Charter School,1502001,Butte Falls SD 91,OR,Jackson,Butte Falls,97522,239 Main St.,,,Public-Regular School,Y,,N,,,,,,118,18,100,0,100,9866,0,1732,9866,8296,0,1455,8296,,138,139,,,,,,,,OR,9866,70.978417266,8296,60.115942029,OR@14200@1502001,SY16-17,,100,0.850663908,,Public,,,,,,,
,10476,Butte Falls High Charter School,1502001,Butte Falls SD 91,OR,Jackson,Butte Falls,97522,625 Fir St.,,,Public-Regular School,Y,,N,,,,,,118,21,97,0,97,4548,0,959,4548,4990,0,1053,4990,,138,139,,,,,,,,OR,4548,32.719424460,4990,36.159420290,OR@10476@1502001,SY16-17,,97,0.825857999,,Public,,,,,,,
