Breakfast Delivery Model from State Agency Tracking-Original,School ID,School Name,District ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
,10574,Union Elem,1912001,Lakeview SD,OR,Lake,Lakeview,97630,92398 Water Users Lane,,,Public-Regular School,N,,N,,,,,,47,30,13,4,17,1649,253,2660,1902,343,147,141,490,,159,165,,,,,,,,OR,1902,11.527272727,490,3.081761006,OR@10574@1912001,SY16-17,,17,0.361702128,,Public,,,,,,,
,11376,Serbu,2019003,Lane Co. Youth Services,OR,Lane,Eugene,97401,2727 Martin Luther King Blvd,,,Public-Residential Child Care Institution,N,,N,,,,,,800,0,800,0,800,9823,0,0,9823,9941,0,0,9941,,365,365,,,,,,,,OR,9823,26.912328767,9941,27.235616438,OR@11376@2019003,SY16-17,,800,1,,Other,,,,,,,
BIC,13675,Lane School,2012007,Lane ESD,OR,Lane,Eugene,97402,1717 City View,,,Public-Regular School,N,,Y,,,,,,84,35,41,8,49,4900,838,3178,5738,4331,684,3746,5015,,178,178,,,,,,,,OR,5738,32.235955056,5015,28.174157303,OR@13675@2012007,SY16-17,,49,0.583333333,,Public,,,,BIC,,,
,15157,Le Monde French Immersion,2612008,Le Monde French Immersion Public Charter School,OR,Multnomah,Portland,97214,2044 E. Burnside,,,Public-Charter School,N,,N,,,,,,278,247,20,11,31,1985,788,826,2773,0,0,0,0,,0,169,,,,,,,,OR,2773,16.408284024,0,,OR@15157@2612008,SY16-17,,31,0.111510791,,Charter,,,,,,,
,10764,Cascades School,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,2163 7th Street,,,Public-Regular School,Y,,N,,,,,,353,49,304,0,304,39245,0,6266,39245,25713,0,4106,25713,,169,169,,,,,,,,OR,39245,232.218934911,25713,152.147928994,OR@10764@2212001,SY16-17,,304,0.862319000,,Public,,,,,,,410738000682
BIC,10767,Green Acres Elem,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,700 10th Street,,,Public-Regular School,Y,,N,,,,,,326,45,281,0,281,39656,0,6330,39656,32826,0,5239,32826,,169,169,,,,,,,,OR,39656,234.650887574,32826,194.236686391,OR@10767@2212001,SY16-17,,281,0.862349411,,Public,,,,BIC,,,
BIC,10768,Hamilton Creek Elem,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,32135 Berlin Road,,,Public-Regular School,N,,Y,,,,,,287,130,139,18,157,16118,2537,7471,18655,18219,2876,8867,21095,,169,169,,,,,,,,OR,18655,110.384615385,21095,124.822485207,OR@10768@2212001,SY16-17,,157,0.547038328,,Public,,,,BIC,,,
BIC,10769,Lacomb Elem,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,34110 E. Lacomb Road,,,Public-Regular School,N,,Y,,,,,,225,119,82,24,106,9853,2693,8327,12546,11155,2187,11501,13342,,170,170,,,,,,,,OR,12546,73.8,13342,78.482352941,OR@10769@2212001,SY16-17,,106,0.471111111,,Public,,,,BIC,,,
,10759,Lebanon High,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,1700 S. 5th Street,,,Public-Regular School,N,,Y,,,,,,1338,782,488,68,556,28568,6173,10592,34741,42635,11968,20195,54603,,170,170,,,,,,,,OR,34741,204.358823529,54603,321.194117647,OR@10759@2212001,SY16-17,,556,0.415545590,,Public,,,,,,,
BIC,13031,Pioneer School,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,500 N. Fifth Street,,,Public-Regular School,Y,,N,,,,,,367,51,316,0,316,42474,0,6781,42474,40003,0,6385,40003,,169,169,,,,,,,,OR,42474,251.325443787,40003,236.704142012,OR@13031@2212001,SY16-17,,316,0.862328698,,Public,,,,BIC,,,410738004185
,13030,Riverview School,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,1011 Mountain River Drive,,,Public-Regular School,Y,,N,,,,,,405,56,349,0,349,45347,0,7240,45347,29094,0,4645,29094,,169,169,,,,,,,,OR,45347,268.325443787,29094,172.153846154,OR@13030@2212001,SY16-17,,349,0.862323388,,Public,,,,,,,410738004184
BIC,10762,Seven Oak Middle,2212001,Lebanon Community SD 9,OR,Linn,Lebanon,97355,550 Cascade Drive,,,Public-Regular School,N,,Y,,,,,,603,285,285,33,318,30236,3872,11510,34108,25926,8501,35830,34427,,170,170,,,,,,,,OR,34108,200.635294118,34427,202.511764706,OR@10762@2212001,SY16-17,,318,0.527363184,,Public,,,,BIC,,,
,15507,LCMCS,2612007,Lewis & Clark Montessori Charter School,OR,Clackamas,Damascus,97089,15600 SE 232nd Dr.,,,Public-Charter School,N,,N,,,,,,370,266,68,36,104,9909,5313,16271,15222,2663,2003,6609,4666,,54,163,,,,,,,,OR,15222,93.386503067,4666,86.407407407,OR@15507@2612007,SY16-17,,104,0.281081081,,Charter,,,,,,,
BIC,10734,Crestview Heights,2112001,Lincoln Co SD,OR,Lincoln,Waldport,97394,Crestview Heights Elm.,2750 Crestline Drive/ PO Box 830,,Public-Regular School,Y,,N,,,,,,335,59,276,0,276,33149,0,7066,33149,31518,0,6720,31518,,161,161,,,,,,,,OR,33149,205.894409938,31518,195.763975155,OR@10734@2112001,SY16-17,,276,0.824294418,,Public,,,,BIC,,,
,10728,Eddyville Charter School,2112001,Lincoln Co SD,OR,Lincoln,Eddyville,97343,PO Box 68,,,Public-Charter School,Y,,N,,,,,,208,37,171,0,171,14261,0,3039,14261,8369,0,1783,8369,,133,133,,,,,,,,OR,14261,107.225563910,8369,62.924812030,OR@10728@2112001,SY16-17,,171,0.824335260,,Charter,,,,,,,
,10717,Newport High,2112001,Lincoln Co SD,OR,Lincoln,Newport,97365,322 NE Eads St.,,,Public-Regular School,Y,,N,,,,,,630,111,519,0,519,25379,0,5406,25379,14594,0,3110,14594,,168,168,,,,,,,,OR,25379,151.065476190,14594,86.869047619,OR@10717@2112001,SY16-17,,519,0.824394998,,Public,,,,,,,
,10722,Newport Middle School,2112001,Lincoln Co SD,OR,Lincoln,Newport,97365,825 NE 7th Street,,,Public-Regular School,Y,,N,,,,,,428,75,353,0,353,30705,0,6544,30705,11365,0,2422,11365,,169,169,,,,,,,,OR,30705,181.686390533,11365,67.248520710,OR@10722@2112001,SY16-17,,353,0.824317431,,Public,,,,,,,
,10730,Oceanlake Elem,2112001,Lincoln Co SD,OR,Lincoln,Lincoln City,97367,2420 NE 22nd St,,,Public-Regular School,Y,,N,,,,,,423,74,349,0,349,41292,0,8798,41292,31024,0,6612,31024,,168,168,,,,,,,,OR,41292,245.785714286,31024,184.666666667,OR@10730@2112001,SY16-17,,349,0.824356159,,Public,,,,,,,
,10731,Sam Case Elem,2112001,Lincoln Co SD,OR,Lincoln,Newport,97365,459 NE 12th St.,,,Public-Regular School,Y,,N,,,,,,447,79,368,0,368,39733,0,8466,39733,13550,0,2889,13550,,168,168,,,,,,,,OR,39733,236.505952381,13550,80.654761905,OR@10731@2112001,SY16-17,,368,0.824353202,,Public,,,,,,,
,14009,Siletz Early College Academy,2112001,Lincoln Co SD,OR,Lincoln,Siletz,97380,245 Frank James Rd,,,Tribal-Charter School,Y,,N,,,,,,88,15,73,0,73,4361,0,928,4361,3500,0,745,3500,,161,161,,,,,,,,OR,4361,27.086956522,3500,21.739130435,OR@14009@2112001,SY16-17,,73,0.824541501,,Other,,,,,,,
BIC,10732,Siletz Valley School,2112001,Lincoln Co SD,OR,Lincoln,Siletz,97380,245 Frank James Rd,,,Tribal-Charter School,Y,,N,,,,,,146,26,120,0,120,14480,0,3085,14480,12841,0,2736,12841,,162,162,,,,,,,,OR,14480,89.382716049,12841,79.265432099,OR@10732@2112001,SY16-17,,120,0.824366638,,Other,,,,BIC,,,
,10733,Taft Elem,2112001,Lincoln Co SD,OR,Lincoln,Licoln Ctiy,97367,1545 SE 50th,,,Public-Regular School,Y,,N,,,,,,536,94,442,0,442,52327,0,11150,52327,22521,0,4800,22521,,168,168,,,,,,,,OR,52327,311.470238095,22521,134.053571429,OR@10733@2112001,SY16-17,,442,0.824345826,,Public,,,,,,,
,10718,Taft High,2112001,Lincoln Co SD,OR,Lincoln,Lincoln City,97367,3780 SE Spyglass Ridge,,,Public-Regular School,Y,,N,,,,,,693,122,571,0,571,48040,0,10238,48040,29640,0,6318,29640,,168,168,,,,,,,,OR,48040,285.952380952,29640,176.428571429,OR@10718@2112001,SY16-17,,571,0.824324788,,Public,,,,,,,
,10724,Toledo Elementary,2112001,Lincoln Co SD,OR,Lincoln,Toledo,97391,Toledo Elem.,600 SE Sturdevant Rd.,,Public-Regular School,Y,,N,,,,,,434,76,358,0,358,45752,0,9750,45752,29198,0,6224,29198,,161,161,,,,,,,,OR,45752,284.173913043,29198,181.354037267,OR@10724@2112001,SY16-17,,358,0.824330655,,Public,,,,,,,
,10719,Toledo High,2112001,Lincoln Co SD,OR,Lincoln,Toledo,97391,1800 NE Sturdevent Rd,,,Public-Regular School,Y,,N,,,,,,311,55,256,0,256,28620,0,6099,28620,14826,0,3160,14826,,167,167,,,,,,,,OR,28620,171.377245509,14826,88.778443114,OR@10719@2112001,SY16-17,,256,0.824332498,,Public,,,,,,,
,10720,Waldport High,2112001,Lincoln Co SD,OR,Lincoln,Walport,97394,320 Lower Crestline Drive,PO Box 370,,Public-Regular School,Y,,N,,,,,,272,48,224,0,224,20352,0,4337,20352,8038,0,1715,8038,,167,167,,,,,,,,OR,20352,121.868263473,8038,48.131736527,OR@10720@2112001,SY16-17,,224,0.824334724,,Public,,,,,,,
,15633,Yaquina View Elementary,2112001,Lincoln Co SD,OR,Lincoln,"Newport,",97365,351 SE Harney Street,,,Public-Regular School,Y,,N,,,,,,475,84,391,0,391,45377,0,9669,45377,27315,0,5823,27315,,168,168,,,,,,,,OR,45377,270.101190476,27315,162.589285714,OR@15633@2112001,SY16-17,,391,0.824346910,,Public,,,,,,,
,13125,Linn Co. Juvenile Detention,2212004,Linn-Benton Juvenile Detention,OR,Linn,Albany,97322,4400 Lochner Rd. SE,,,Public-Residential Child Care Institution,N,,N,,,,,,16,0,16,0,16,3508,0,0,3508,3556,0,0,3556,,365,365,,,,,,,,OR,3508,9.610958904,3556,9.742465753,OR@13125@2212004,SY16-17,,16,1,,Other,,,,,,,
,10461,Long Creek School,1212001,Long Creek SD 17,OR,Grant,Long Creek,98756,375 E. Main,,,Public-Regular School,Y,,N,,,,,,30,7,23,0,23,2636,0,772,2636,1879,0,548,1879,,141,140,,,,,,,,OR,2636,18.828571429,1879,13.326241135,OR@10461@1212001,SY16-17,,23,0.773474178,,Public,,,,,,,410753000360
,14815,Looking Glass Intensive Treatment Services,2012004,Looking Glass Community Services,OR,Lane,Eugene,,550 River Road,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,7,0,7,0,7,902,0,0,902,906,0,0,906,,160,160,,,,,,,,OR,902,5.6375,906,5.6625,OR@14815@2012004,SY16-17,,7,1,,Other,,,,,,,
,15201,Looking Glass Parole Revocation Diversion Program,2012004,Looking Glass Community Services,OR,Lane,Eugene,,550 River Road,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,11,0,11,0,11,3899,0,0,3899,3646,0,0,3646,,363,363,,,,,,,,OR,3899,10.741046832,3646,10.044077135,OR@15201@2012004,SY16-17,,11,1,,Other,,,,,,,
,14244,Pathways Girls Program,2012004,Looking Glass Community Services,OR,Lane,Eugene,97402,2485 Roosevelt Blvd.,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,9,0,9,0,9,3041,0,0,3041,2309,0,0,2309,,363,363,,,,,,,,OR,3041,8.377410468,2309,6.360881543,OR@14244@2012004,SY16-17,,9,1,,Other,,,,,,,
,12285,River Front,2012004,Looking Glass Community Services,OR,Lane,Eugene,97402,1666 W. 12th Ave.,,,Private - Non-Profit-Regular School,N,,N,,,,,,63,11,52,0,52,3300,0,491,3300,886,0,219,886,,188,188,,,,,,,,OR,3300,17.553191489,886,4.712765957,OR@12285@2012004,SY16-17,,52,0.825396825,,Nonpublic,,,,,,,
,11373,Stepping Stone,2012004,Looking Glass Community Services,OR,Lane,Eugene,97401,2517 Martin Luther King Blvd,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,15,0,15,0,15,4338,0,0,4338,4328,0,0,4328,,363,363,,,,,,,,OR,4338,11.950413223,4328,11.922865014,OR@11373@2012004,SY16-17,,15,1,,Other,,,,,,,
,15842,Youth Shelter,2012004,Looking Glass Community Services,OR,Lane,Eugene,97401,2655 Martin Luther King Jr. Blvd,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,6,0,6,0,6,1235,0,0,1235,1300,0,0,1300,,164,164,,,,,,,,OR,1235,7.530487805,1300,7.926829268,OR@15842@2012004,SY16-17,,6,1,,Other,,,,,,,
,15450,Lowell Community Preschool,2012005,Lowell SD 71,OR,Lane,Lowell,97452,45 S Moss,,,Public-Non-School,N,,N,,,,,,15,14,1,0,1,0,0,0,0,80,0,1142,80,,89,0,,,,,,,,OR,0,,80,0.898876404,OR@15450@2012005,SY16-17,,1,0.066666667,,Other,,,,,,,
,10661,Lowell High,2012005,Lowell SD 71,OR,Lane,Lowell,97452,65 S Pioneer,,,Public-Regular School,Y,,N,,,,,,167,46,121,0,121,13299,0,4989,13299,15502,0,5819,15502,,174,174,,,,,,,,OR,13299,76.431034483,15502,89.091954023,OR@10661@2012005,SY16-17,,121,0.727198163,,Public,,,,,,,
,10662,Lundy Elem,2012005,Lowell SD 71,OR,Lane,Lowell,97452,45 S Moss,,,Public-Regular School,Y,,N,,,,,,147,6,141,0,141,22705,0,1015,22705,20822,0,930,20822,,174,174,,,,,,,,OR,22705,130.488505747,20822,119.666666667,OR@10662@2012005,SY16-17,,141,0.957209106,,Public,,,,,,,
,15451,Mountain View Academy,2012005,Lowell SD 71,OR,Lane,Lowell,97452,45 S Moss,,,Public-Charter School,N,,N,,,,,,132,81,37,14,51,3135,1466,3410,4601,0,0,0,0,,0,142,,,,,,,,OR,4601,32.401408451,0,,OR@15451@2012005,SY16-17,,51,0.386363636,,Charter,,,,,,,410759001834
,14211,Mapleton Elementary,2013001,Mapleton SD 32,OR,Lane,Mapleton,97453,10868 E Mapleton Rd,,,Public-Regular School,Y,,N,,,,,,76,0,76,0,76,8389,0,10,8389,8842,0,10,8842,,142,142,,,,,,,,OR,8389,59.077464789,8842,62.267605634,OR@14211@2013001,SY16-17,,76,0.998809382,,Public,,,,,,,
BIC,10664,Mapleton Jr/Sr High,2013001,Mapleton SD 32,OR,Lane,Mapleton,97453,10868 East Mapleton Rd,,,Public-Regular School,Y,,N,,,,,,80,0,80,0,80,8725,0,10,8725,9196,0,10,9196,,142,142,,,,,,,,OR,8725,61.443661972,9196,64.760563380,OR@10664@2013001,SY16-17,,80,0.998855180,,Public,,,,BIC,,,
,10667,Marcola Elem,2013002,Marcola SD 79J,OR,Lane,Marcola,97454,38300 Wendling Rd.,,,Public-Regular School,N,,N,,,,,,127,53,61,13,74,5955,1048,2623,7003,3505,716,812,4221,,136,135,,,,,,,,OR,7003,51.874074074,4221,31.036764706,OR@10667@2013002,SY16-17,,74,0.582677165,,Public,,,,,,,
,10666,Mohawk Jr/Sr High,2013002,Marcola SD 79J,OR,Lane,Marcola,97454,92250 School House Road,,,Public-Regular School,N,,N,,,,,,128,73,41,14,55,1572,19,464,1591,409,0,21,409,,67,136,,,,,,,,OR,1591,11.698529412,409,6.104477612,OR@10666@2013002,SY16-17,,55,0.4296875,,Public,,,,,,,
,11383,Marion Co. Juvenile Home,2413001,Marion Co. Family Court/Juv.,OR,Marion,Salem,97301,3030 Center St. NE,,,Public-Residential Child Care Institution,N,,N,,,,,,90,0,90,0,90,13128,0,0,13128,14863,0,0,14863,,261,261,,,,,,,,OR,13128,50.298850575,14863,56.946360153,OR@11383@2413001,SY16-17,,90,1,,Other,,,,,,,
,10669,McKenzie High,2013003,McKenzie SD 68,OR,Lane,VIda,97488,51187 Blue River Drive,,,Public-Regular School,Y,,N,,,,,,63,0,63,0,63,6490,0,0,6490,3528,0,0,3528,,146,146,,,,,,,,OR,6490,44.452054795,3528,24.164383562,OR@10669@2013003,SY16-17,,63,1,,Public,,,,,,,
,10670,McKenzie River Elem,2013003,McKenzie SD 68,OR,Lane,Vida,97488,51187 Blue River Drive,,,Public-Regular School,Y,,N,,,,,,132,0,132,0,132,15252,0,0,15252,9866,0,0,9866,,146,146,,,,,,,,OR,15252,104.465753425,9866,67.575342466,OR@10670@2013003,SY16-17,,132,1,,Public,,,,,,,
,11302,A Duniway Middle,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,575 NW Michelbook Lane,,,Public-Regular School,Y,,N,,,,,,759,267,492,0,492,55045,0,29857,55045,20799,0,11280,20799,,173,172,,,,,,,,OR,55045,320.029069767,20799,120.225433526,OR@11302@3613001,SY16-17,,492,0.648335728,,Public,,,,,,,
BIC,11305,Columbus Elem,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,1600 SW Fellows St,,,Public-Regular School,Y,,N,,,,,,488,16,472,0,472,62585,0,2047,62585,46465,0,1520,46465,,173,173,,,,,,,,OR,62585,361.763005780,46465,268.583815029,OR@11305@3613001,SY16-17,,472,0.968328382,,Public,,,,BIC,,,
,11303,F Patton Middle,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,1175 E 19th Street,,,Public-Regular School,Y,,N,,,,,,745,124,621,0,621,73437,0,14695,73437,27986,0,5599,27986,,172,173,,,,,,,,OR,73437,424.491329480,27986,162.709302326,OR@11303@3613001,SY16-17,,621,0.833261471,,Public,,,,,,,
BIC,11677,Grandhaven,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,3200 NE McDonald Lane,,,Public-Regular School,Y,,N,,,,,,554,18,536,0,536,68087,0,2226,68087,69654,0,2276,69654,,173,173,,,,,,,,OR,68087,393.566473988,69654,402.624277457,OR@11677@3613001,SY16-17,,536,0.968341558,,Public,,,,BIC,,,
,11301,McMinnville High,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,615 NE 15th,,,Public-Regular School,Y,,N,,,,,,2214,779,1435,0,1435,91009,0,49363,91009,34653,0,18794,34653,,173,173,,,,,,,,OR,91009,526.063583815,34653,200.306358382,OR@11301@3613001,SY16-17,,1435,0.648341550,,Public,,,,,,,
,11307,Memorial Elem,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,501 NW 14th St,,,Public-Regular School,Y,,N,,,,,,600,184,416,0,416,44023,0,19385,44023,15944,0,7020,15944,,163,173,,,,,,,,OR,44023,254.468208092,15944,97.815950920,OR@11307@3613001,SY16-17,,416,0.694281479,,Public,,,,,,,
BIC,11308,Newby Elem,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,1125 NW 2nd Street,,,Public-Regular School,Y,,N,,,,,,556,18,538,0,538,67115,0,2195,67115,69483,0,2271,69483,,173,173,,,,,,,,OR,67115,387.947976879,69483,401.635838150,OR@11308@3613001,SY16-17,,538,0.968330688,,Public,,,,BIC,,,
,14226,Sue Buel Elementary,3613001,McMinnville SD 40,OR,Yamhill,McMinnville,97128,1985 SE Davis Street,,,Public-Regular School,Y,,N,,,,,,553,18,535,0,535,75373,0,2463,75373,70213,0,2296,70213,,172,173,,,,,,,,OR,75373,435.682080925,70213,408.215116279,OR@14226@3613001,SY16-17,,535,0.968356545,,Public,,,,,,,410801001752
BIC,11309,Wascher Elem,3613001,McMinnville SD 40,OR,Yamhill,Lafayette,97127,986 7th Street Extension,,,Public-Regular School,Y,,N,,,,,,480,147,333,0,333,39829,0,17544,39829,39374,0,17338,39374,,173,172,,,,,,,,OR,39829,231.563953488,39374,227.595375723,OR@11309@3613001,SY16-17,,333,0.694211563,,Public,,,,BIC,,,
,10498,Abraham Lincoln Elem,1513001,Medford SD 549,OR,Jackson,Medford,97504,3101 McLoughlin Drive,,,Public-Regular School,N,,N,,,,,,545,370,137,38,175,17874,3831,23925,21705,6108,1702,5704,7810,,172,172,,,,,,,,OR,21705,126.191860465,7810,45.406976744,OR@10498@1513001,SY16-17,,175,0.321100917,,Public,,,,,,,
,14407,Central Medford High,1513001,Medford SD 549,OR,Jackson,Medford,,815 S. Oakdale Avenue,Cafeteria,,Public-Regular School,Y,,N,,,,,,289,16,273,0,273,14519,0,869,14519,10792,0,645,10792,,173,172,,,,,,,,OR,14519,84.412790698,10792,62.381502890,OR@14407@1513001,SY16-17,,273,0.943527424,,Public,,,,,,,
,10499,Griffin Creek Elem,1513001,Medford SD 549,OR,Jackson,Medford,97501,2430 Griffin Creek Road,,,Public-Regular School,Y,,N,,,,,,607,34,573,0,573,64705,0,3865,64705,30895,0,1843,30895,,172,172,,,,,,,,OR,64705,376.191860465,30895,179.622093023,OR@10499@1513001,SY16-17,,573,0.943634242,,Public,,,,,,,
,10496,Hedrick Middle,1513001,Medford SD 549,OR,Jackson,Medford,97504,1501 E. Jackson Street,,,Public-Regular School,N,,N,,,,,,939,527,368,44,412,42453,5641,27177,48094,13410,1326,3092,14736,,172,172,,,,,,,,OR,48094,279.616279070,14736,85.674418605,OR@10496@1513001,SY16-17,,412,0.438764643,,Public,,,,,,,
,10500,Hoover Elem,1513001,Medford SD 549,OR,Jackson,Medford,97504,2323 Siskiyou Boulevard,,,Public-Regular School,N,,N,,,,,,706,509,181,16,197,18709,1658,20613,20367,6315,297,4573,6612,,172,172,,,,,,,,OR,20367,118.412790698,6612,38.441860465,OR@10500@1513001,SY16-17,,197,0.279036827,,Public,,,,,,,
,10501,Howard Elem,1513001,Medford SD 549,OR,Jackson,Medford,97501,286 Mace Road,,,Public-Regular School,Y,,N,,,,,,497,28,469,0,469,63953,0,3817,63953,17112,0,1020,17112,,172,172,,,,,,,,OR,63953,371.819767442,17112,99.488372093,OR@10501@1513001,SY16-17,,469,0.943677143,,Public,,,,,,,
,10502,Jackson Elementary,1513001,Medford SD 549,OR,Jackson,Medford,97501,713 Summit  Avenue,,,Public-Regular School,Y,,N,,,,,,448,25,423,0,423,68257,0,4076,68257,32847,0,1962,32847,,172,172,,,,,,,,OR,68257,396.843023256,32847,190.970930233,OR@10502@1513001,SY16-17,,423,0.943649510,,Public,,,,,,,
,10503,Jacksonville Elem,1513001,Medford SD 549,OR,Jackson,Jacksonville,97530,655 Hueners Lane,,,Public-Regular School,N,,N,,,,,,439,321,111,7,118,12590,733,10613,13323,5961,399,2506,6360,,172,172,,,,,,,,OR,13323,77.459302326,6360,36.976744186,OR@10503@1513001,SY16-17,,118,0.268792711,,Public,,,,,,,
,10504,Jefferson Elem,1513001,Medford SD 549,OR,Jackson,Medford,97501,333 Holmes Avenue,,,Public-Regular School,Y,,N,,,,,,486,27,459,0,459,65040,0,3883,65040,24904,0,1486,24904,,172,172,,,,,,,,OR,65040,378.139534884,24904,144.790697674,OR@10504@1513001,SY16-17,,459,0.943661767,,Public,,,,,,,
,10505,Kennedy Elem,1513001,Medford SD 549,OR,Jackson,Medford,97504,2860 North Keene Way Drive,,,Public-Regular School,Y,,N,,,,,,584,33,551,0,551,68135,0,4068,68135,28828,0,1721,28828,,172,172,,,,,,,,OR,68135,396.133720930,28828,167.604651163,OR@10505@1513001,SY16-17,,551,0.943658851,,Public,,,,,,,
,10506,Lone Pine Elem,1513001,Medford SD 549,OR,Jackson,Medford,97504,3158 Lone Pine Road,,,Public-Regular School,N,,N,,,,,,623,423,159,41,200,20351,5975,26490,26326,6807,2156,3540,8963,,172,172,,,,,,,,OR,26326,153.058139535,8963,52.110465116,OR@10506@1513001,SY16-17,,200,0.321027287,,Public,,,,,,,
,14806,Madrone Trail Public Charter,1513001,Medford SD 549,OR,Jackson,Central Point,97502,3070 Ross Lane,,,Public-Charter School,N,,N,,,,,,243,163,74,6,80,2188,84,1057,2272,183,4,153,187,,108,157,,,,,,,,OR,2272,14.471337580,187,1.731481481,OR@14806@1513001,SY16-17,,80,0.329218107,,Charter,,,,,,,
,10497,McLoughlin Middle,1513001,Medford SD 549,OR,Jackson,Medford,97501,320 W. 2nd Street,,,Public-Regular School,Y,,N,,,,,,855,48,807,0,807,100265,0,5985,100265,30716,0,1837,30716,,172,172,,,,,,,,OR,100265,582.936046512,30716,178.581395349,OR@10497@1513001,SY16-17,,807,0.943670588,,Public,,,,,,,
,10494,North Medford High,1513001,Medford SD 549,OR,Jackson,Medford,97504,1900 North Keene Way Drive,,,Public-Regular School,N,,N,,,,,,1731,960,660,111,771,53094,9690,22996,62784,20345,4251,3191,24596,,172,173,,,,,,,,OR,62784,362.913294798,24596,143,OR@10494@1513001,SY16-17,,771,0.445407279,,Public,,,,,,,
,10507,Oak Grove,1513001,Medford SD 549,OR,Jackson,Medford,97501,2838 West Main Street,,,Public-Regular School,Y,,N,,,,,,509,29,480,0,480,73612,0,4396,73612,31180,0,1861,31180,,172,172,,,,,,,,OR,73612,427.976744186,31180,181.279069767,OR@10507@1513001,SY16-17,,480,0.943646805,,Public,,,,,,,
,10508,Roosevelt Elem,1513001,Medford SD 549,OR,Jackson,Medford,97504,112 Lindley Street,,,Public-Regular School,Y,,N,,,,,,410,23,387,0,387,51813,0,3094,51813,19189,0,1146,19189,,172,172,,,,,,,,OR,51813,301.238372093,19189,111.563953488,OR@10508@1513001,SY16-17,,387,0.943650172,,Public,,,,,,,
,10509,Ruch Elem,1513001,Medford SD 549,OR,Jackson,Jacksonville,97530,156 Upper Applegate Road,,,Public-Regular School,Y,,N,,,,,,212,12,200,0,200,20953,0,1252,20953,8928,0,533,8928,,143,142,,,,,,,,OR,20953,147.556338028,8928,62.433566434,OR@10509@1513001,SY16-17,,200,0.943616303,,Public,,,,,,,
,10495,South Medford High,1513001,Medford SD 549,OR,Jackson,Medford,97501,1551 Cunningham Avenue,,,Public-Regular School,N,,N,,,,,,1765,952,685,128,813,55205,9386,17909,64591,19096,3015,3476,22111,,172,172,,,,,,,,OR,64591,375.529069767,22111,128.552325581,OR@10495@1513001,SY16-17,,813,0.460623229,,Public,,,,,,,
,15663,The Valley School of Southern Oregon,1513001,Medford SD 549,OR,Jackson,Medford,,1253 N. Riverside Avenue,,,Public-Charter School,N,,N,,,,,,100,86,12,2,14,125,11,52,136,0,0,0,0,,0,108,,,,,,,,OR,136,1.259259259,0,,OR@15663@1513001,SY16-17,,14,0.14,,Charter,,,,,,,
