Operating Days-Breakfast Only,Provision 1 (Y/N),State-Physical,School ID,School Name,District ID,District Name,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
165.792951542,,,11180,Dufur School,3304001,Dufur SD 29,Wasco,,,,,,,Y,N,,,,,,335,,,,227,26088,0,12432,,,,12146,25489,,167,,,,,,,,,OR,26088,156.215568862,25489,153.739949515,OR@11180@3304001,SY17-18,,227,0.677258567,,,,,,,,,410441001162
18.5,,,15210,Eagle Charter School,2405002,Eagle Charter School,Marion,,,,,,,N,N,,,,,,144,,,,54,4904,1420,3106,,,,0,0,,155,,,,,,,,,OR,6324,40.8,0,0,OR@15210@2405002,SY17-18,,54,0.375,,,,,,,,,
177,,,15672,Academia Aguilitas Preschool,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,38,,,,16,484,301,598,,,,235,650,,169,,,,,,,,,OR,785,4.644970414,650,3.672316384,OR@15672@1505001,SY17-18,,16,0.421052632,,,,,,,,,
139.176470588,,,15508,Crater Lake Charter Academy K-12,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,260,,,,95,5651,949,3845,,,,1622,3110,,140,,,,,,,,,OR,6600,47.142857143,3110,22.345731192,OR@15508@1505001,SY17-18,,95,0.365384615,,,,,,,,,
169.482014388,,,11613,Eagle Point High School,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,1095,,,,522,29920,5066,14572,,,,10807,36309,,170,,,,,,,,,OR,34986,205.8,36309,214.235121827,OR@11613@1505001,SY17-18,,522,0.476712329,,,,,,,,,
172.6,,,11614,Eagle Point Middle School,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,460,,,,199,20798,4988,19718,,,,2210,7283,,170,,,,,,,,,OR,25786,151.682352941,7283,42.195828505,OR@11614@1505001,SY17-18,,199,0.432608696,,,,,,,,,
169.131578947,,,13134,Eagle Rock Elem,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,340,,,,140,16300,3606,14195,,,,3251,9603,,170,,,,,,,,,OR,19906,117.094117647,9603,56.778279135,OR@13134@1505001,SY17-18,,140,0.411764706,,,,,,,,,
169.975806452,,,11615,Hillside Elementary,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,523,,,,279,31951,4267,14381,,,,5307,15770,,170,,,,,,,,,OR,36218,213.047058824,15770,92.777909570,OR@11615@1505001,SY17-18,,279,0.533460803,,,,,,,,,
173.361111111,,,11622,Lake Creek Learning Center,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,55,,,,17,1935,367,2777,,,,3770,2471,,170,,,,,,,,,OR,2302,13.541176471,2471,14.253485018,OR@11622@1505001,SY17-18,,17,0.309090909,,,,,,,,,
170.15,,,11617,Lower Table Rock Elementary,1505001,Eagle Point SD,Jackson,,,,,,,Y,N,,,,,,404,,,,372,53687,0,4681,,,,2183,25041,,170,,,,,,,,,OR,53687,315.805882353,25041,147.170143991,OR@11617@1505001,SY17-18,,372,0.919801946,,,,,,,,,
168.921348315,,,11618,Shady Cove Elem,1505001,Eagle Point SD,Jackson,,,,,,,Y,N,,,,,,279,,,,257,39983,0,3487,,,,1207,13827,,170,,,,,,,,,OR,39983,235.194117647,13827,81.854662764,OR@11618@1505001,SY17-18,,257,0.919783759,,,,,,,,,
171.069565217,,,11620,Upper Table Rock Elementary,1505001,Eagle Point SD,Jackson,,,,,,,Y,N,,,,,,359,,,,330,48679,0,4244,,,,1578,18095,,170,,,,,,,,,OR,48679,286.347058824,18095,105.775682407,OR@11620@1505001,SY17-18,,330,0.919808023,,,,,,,,,
113,,,15285,URCEO - At-Risk,1505001,Eagle Point SD,Jackson,,,,,,,N,N,,,,,,75,,,,39,761,6,273,,,,200,365,,132,,,,,,,,,OR,767,5.810606061,365,3.230088496,OR@15285@1505001,SY17-18,,39,0.52,,,,,,,,,
168.866666667,,,13133,White Mountain Middle Sch,1505001,Eagle Point SD,Jackson,,,,,,,Y,N,,,,,,358,,,,329,41026,0,3577,,,,1015,11650,,170,,,,,,,,,OR,41026,241.329411765,11650,68.989340703,OR@13133@1505001,SY17-18,,329,0.919803601,,,,,,,,,
149.316326531,,,11120,Echo School,3005001,Echo SD 5,Umatilla,,,,,,,N,N,,,,,,347,,,,154,13138,4829,11041,,,,15065,14201,,149,,BAB,,,,,,,OR,17967,120.583892617,14201,95.106813367,OR@11120@3005001,SY17-18,,154,0.443804035,,,,,,BAB,,,410453001089
143.917808219,,,11153,Elgin High,3105002,Elgin SD 23,Union,,,,,,,N,N,,,,,,128,,,,93,5651,746,977,,,,3330,7176,,146,,,,,,,,,OR,6397,43.815068493,7176,49.861793261,OR@11153@3105002,SY17-18,,93,0.7265625,,,,,,,,,
145.554973822,,,11154,Stella Mayfield Elem,3105002,Elgin SD 23,Union,,,,,,,N,N,,,,,,314,,,,222,19753,4753,6260,,,,6821,20980,,146,,,,,,,,,OR,24506,167.849315068,20980,144.137980648,OR@11154@3105002,SY17-18,,222,0.707006369,,,,,,,,,
150.073170732,,,10411,Elkton Elem,1005001,Elkton SD 34,Douglas,,,,,,,N,N,,,,,,180,,,,118,10532,2502,5092,,,,2036,10270,,150,,,,,,,,,OR,13034,86.893333333,10270,68.433284577,OR@10411@1005001,SY17-18,,118,0.655555556,,,,,,,,,
149.558139535,,,10410,Elkton High,1005001,Elkton SD 34,Douglas,,,,,,,N,N,,,,,,85,,,,41,2637,364,1720,,,,2842,3589,,147,,,,,,,,,OR,3001,20.414965986,3589,23.997356554,OR@10410@1005001,SY17-18,,41,0.482352941,,,,,,,,,
18.5,,,14097,"Emerson School, The",2605005,"Emerson School, The",Multnomah,,,,,,,N,N,,,,,,144,,,,6,245,261,2113,,,,0,0,,173,,,,,,,,,OR,506,2.924855491,0,0,OR@14097@2605005,SY17-18,,6,0.041666667,,,,,,,,,
150.904761905,,,14191,Enterprise Elementary,3205001,Enterprise SD 21,Wallowa,,,,,,,N,N,,,,,,207,,,,91,7137,3234,7802,,,,566,5772,,147,,,,,,,,,OR,10371,70.551020408,5772,38.249289997,OR@14191@3205001,SY17-18,,91,0.439613527,,,,,,,,,
148.666666667,,,11168,Enterprise High,3205001,Enterprise SD 21,Wallowa,,,,,,,N,N,,,,,,208,,,,72,2434,2865,6965,,,,230,2000,,147,,,,,,,,,OR,5299,36.047619048,2000,13.452914798,OR@11168@3205001,SY17-18,,72,0.346153846,,,,,,,,,
174.695652174,,,13260,Clackamas River,0305002,Estacada SD,Clackamas,,,,,,,N,N,,,,,,413,,,,200,16797,4994,13237,,,,2615,9439,,176,,,,,,,,,OR,21791,123.8125,9439,54.031110005,OR@13260@0305002,SY17-18,,200,0.484261501,,,,,,,,,
177.163934426,,,10211,Estacada High,0305002,Estacada SD,Clackamas,,,,,,,N,N,,,,,,528,,,,237,16192,4156,11196,,,,2322,8485,,176,,,,,,,,,OR,20348,115.613636364,8485,47.893494957,OR@10211@0305002,SY17-18,,237,0.448863636,,,,,,,,,
176.741379310,,,10212,Estacada Middle School,0305002,Estacada SD,Clackamas,,,,,,,N,N,,,,,,379,,,,199,18359,2932,10979,,,,2191,8060,,176,,,,,,,,,OR,21291,120.971590909,8060,45.603355770,OR@10212@0305002,SY17-18,,199,0.525065963,,,,,,,,,
176.771428571,,,10215,River Mill Elem,0305002,Estacada SD,Clackamas,,,,,,,N,N,,,,,,365,,,,210,21884,4818,8163,,,,2954,15607,,176,,,,,,,,,OR,26702,151.715909091,15607,88.289154679,OR@10215@0305002,SY17-18,,210,0.575342466,,,,,,,,,
172.527027027,,,10614,Adams Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,484,,,,200,17040,4153,10784,,,,4289,8478,,173,,,,,,,,,OR,21193,122.502890173,8478,49.140126890,OR@10614@2005005,SY17-18,,200,0.413223140,,,,,,,,,
167.542253521,,,10613,Arts and Technology Academy,2005005,Eugene SD 4J,Lane,,,,,,,Y,N,,,,,,411,,,,332,40811,0,9730,,,,4580,19211,,167,,,,,,,,,OR,40811,244.377245509,19211,114.663612290,OR@10613@2005005,SY17-18,,332,0.807483034,,,,,,,,,
181.218309859,,,10615,Awbrey Park Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,425,,,,227,24243,2734,10554,,,,7411,18322,,182,,,,,,,,,OR,26977,148.225274725,18322,101.104573893,OR@10615@2005005,SY17-18,,227,0.534117647,,,,,,,,,
188.802238806,,,13649,Bertha Holt Elementary,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,574,,,,328,40684,3812,15707,,,,17536,33063,,188,,,,,,,,,OR,44496,236.680851064,33063,175.119745450,OR@13649@2005005,SY17-18,,328,0.571428571,,,,,,,,,
173.780952381,,,14956,Buena Vista Elementary,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,457,,,,152,13087,2121,13020,,,,8968,9279,,173,,,,,,,,,OR,15208,87.907514451,9279,53.394804625,OR@14956@2005005,SY17-18,,152,0.332603939,,,,,,,,,
170.168421053,,,10605,Cal Young Middle,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,531,,,,172,14014,2346,12168,,,,5368,10798,,171,,,,,,,,,OR,16360,95.672514620,10798,63.454781640,OR@10605@2005005,SY17-18,,172,0.323917137,,,,,,,,,
169.637362637,,,10626,Camas Ridge Community School,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,379,,,,174,16017,3231,9923,,,,3882,11555,,170,,,,,,,,,OR,19248,113.223529412,11555,68.115890393,OR@10626@2005005,SY17-18,,174,0.459102902,,,,,,,,,
202.571428571,,,15473,Center Point,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,15,,,,8,1230,20,673,,,,602,816,,175,,,,,,,,,OR,1250,7.142857143,816,4.028208745,OR@15473@2005005,SY17-18,,8,0.533333333,,,,,,,,,
173.241379310,,,10646,Charlemagne French Immersion School,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,346,,,,61,3902,711,6696,,,,3436,1588,,171,,,,,,,,,OR,4613,26.976608187,1588,9.166401274,OR@10646@2005005,SY17-18,,61,0.176300578,,,,,,,,,
181.936639118,,,13502,Chavez,2005005,Eugene SD 4J,Lane,,,,,,,Y,N,,,,,,440,,,,433,61045,0,955,,,,1021,65022,,182,,BAB,,,,,,,OR,61045,335.412087912,65022,357.388156201,OR@13502@2005005,SY17-18,,433,0.984596774,,,,,,BAB,,,
170.209302326,,,10606,Colin Kelly Middle,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,391,,,,277,18873,3618,6388,,,,6946,15011,,170,,,,,,,,,OR,22491,132.3,15011,88.191419593,OR@10606@2005005,SY17-18,,277,0.708439898,,,,,,,,,
173.066666667,,,10641,Corridor Alternative,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,530,,,,210,17913,4452,15819,,,,10437,10331,,173,,,,,,,,,OR,22365,129.277456647,10331,59.693759630,OR@10641@2005005,SY17-18,,210,0.396226415,,,,,,,,,
173.051020408,,,10620,Edgewood Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,398,,,,132,11692,2026,15193,,,,8739,8220,,173,,,,,,,,,OR,13718,79.294797688,8220,47.500442243,OR@10620@2005005,SY17-18,,132,0.331658291,,,,,,,,,
171.640625,,,10622,Edison Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,377,,,,151,13259,1603,12342,,,,4482,6503,,173,,,,,,,,,OR,14862,85.907514451,6503,37.887300865,OR@10622@2005005,SY17-18,,151,0.400530504,,,,,,,,,
170.606557377,,,10650,Education Options East,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,239,,,,148,10098,1373,1183,,,,96,10311,,174,,,,,,,,,OR,11471,65.925287356,10311,60.437301816,OR@10650@2005005,SY17-18,,148,0.619246862,,,,,,,,,
172.226666667,,,10645,Family School,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,179,,,,85,7974,1709,6527,,,,6501,6416,,173,,,,,,,,,OR,9683,55.971098266,6416,37.253232175,OR@10645@2005005,SY17-18,,85,0.474860335,,,,,,,,,410474000690
177.344827586,,,15826,Fox Hollow School,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,65,,,,34,4165,212,1072,,,,1452,3691,,173,,,,,,,,,OR,4377,25.300578035,3691,20.812560762,OR@15826@2005005,SY17-18,,34,0.523076923,,,,,,,,,
172.275590551,,,10625,Gilham Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,566,,,,233,21352,4447,15679,,,,8349,13530,,173,,,,,,,,,OR,25799,149.127167630,13530,78.536953243,OR@10625@2005005,SY17-18,,233,0.411660777,,,,,,,,,
217.534883721,,,10599,Henry D Sheldon High,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,1487,,,,438,13371,2634,4647,,,,1253,8101,,214,,,,,,,,,OR,16005,74.789719626,8101,37.240004276,OR@10599@2005005,SY17-18,,438,0.294552791,,,,,,,,,
170.177606178,,,10627,Howard Elem,2005005,Eugene SD 4J,Lane,,,,,,,Y,N,,,,,,482,,,,439,67737,0,6624,,,,3926,40150,,170,,,,,,,,,OR,67737,398.452941176,40150,235.929984572,OR@10627@2005005,SY17-18,,439,0.910921047,,,,,,,,,
187.526315789,,,10607,James Madison Middle,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,435,,,,219,18034,3084,9359,,,,7674,10141,,187,,,,,,,,,OR,21118,112.930481283,10141,54.077743475,OR@10607@2005005,SY17-18,,219,0.503448276,,,,,,,,,
175.484848485,,,10608,James Monroe Middle,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,543,,,,250,18120,4758,13376,,,,2470,9112,,154,,,,,,,,,OR,22878,148.558441558,9112,51.924710758,OR@10608@2005005,SY17-18,,250,0.460405157,,,,,,,,,
172.870370370,,,10609,John F Kennedy Middle,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,342,,,,196,14161,2745,7020,,,,1784,7551,,171,,,,,,,,,OR,16906,98.865497076,7551,43.680128548,OR@10609@2005005,SY17-18,,196,0.573099415,,,,,,,,,
172.211538462,,,10629,McCornack Elem,2005005,Eugene SD 4J,Lane,,,,,,,Y,N,,,,,,360,,,,305,35174,0,6330,,,,4096,22769,,173,,,,,,,,,OR,35174,203.317919075,22769,132.215298716,OR@10629@2005005,SY17-18,,305,0.847484580,,,,,,,,,
209.733870968,,,10602,North Eugene High,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,930,,,,501,20441,4791,7014,,,,5093,20914,,211,,,,,,,,,OR,25232,119.582938389,20914,99.716845465,OR@10602@2005005,SY17-18,,501,0.538709677,,,,,,,,,
166.128318584,,,10631,River Road Elem,2005005,Eugene SD 4J,Lane,,,,,,,Y,N,,,,,,356,,,,309,43080,0,6612,,,,4998,32547,,166,,,,,,,,,OR,43080,259.518072289,32547,195.914822213,OR@10631@2005005,SY17-18,,309,0.866940353,,,,,,,,,
210.582089552,,,10603,South Eugene High,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,1466,,,,367,15902,5613,10040,,,,2428,11681,,212,,,,,,,,,OR,21515,101.485849057,11681,55.470054575,OR@10603@2005005,SY17-18,,367,0.250341064,,,,,,,,,
169.848,,,10611,Spencer Butte Middle,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,438,,,,136,10679,2115,13720,,,,9549,11682,,171,,,,,,,,,OR,12794,74.818713450,11682,68.779143705,OR@10611@2005005,SY17-18,,136,0.310502283,,,,,,,,,
170.144329897,,,10633,Spring Creek Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,298,,,,164,17474,1855,6364,,,,6957,9547,,170,,,,,,,,,OR,19329,113.7,9547,56.111185167,OR@10633@2005005,SY17-18,,164,0.550335570,,,,,,,,,
171.743243243,,,10612,Theodore Roosevelt Middle,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,576,,,,159,12473,2088,13959,,,,4095,8614,,172,,,,,,,,,OR,14561,84.656976744,8614,50.156267212,OR@10612@2005005,SY17-18,,159,0.276041667,,,,,,,,,
172.852631579,,,10634,Twin Oaks Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,233,,,,107,11678,1869,8334,,,,7273,9148,,173,,,,,,,,,OR,13547,78.306358382,9148,52.923695268,OR@10634@2005005,SY17-18,,107,0.459227468,,,,,,,,,
172.967948718,,,10638,Willagillespie Elem,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,520,,,,241,21285,2632,11584,,,,11858,15125,,173,,,,,,,,,OR,23917,138.248554913,15125,87.443946188,OR@10638@2005005,SY17-18,,241,0.463461538,,,,,,,,,
215.261904762,,,10604,Winston Churchill High,2005005,Eugene SD 4J,Lane,,,,,,,N,N,,,,,,1099,,,,532,24861,7286,7933,,,,3480,23643,,214,,,,,,,,,OR,32147,150.219626168,23643,109.833646720,OR@10604@2005005,SY17-18,,532,0.484076433,,,,,,,,,
149.439560440,,,11097,Fall City Elem,2706001,Falls City SD 57,Polk,,,,,,,Y,N,,,,,,140,,,,140,16370,0,0,,,,0,13599,,150,,,,,,,,,OR,16370,109.133333333,13599,91,OR@11097@2706001,SY17-18,,140,1,,,,,,,,,
149.583333333,,,11096,Fall City High,2706001,Falls City SD 57,Polk,,,,,,,Y,N,,,,,,75,,,,75,5402,0,0,,,,0,5385,,150,,,,,,,,,OR,5402,36.013333333,5385,36,OR@11096@2706001,SY17-18,,75,1,,,,,,,,,
363.666666667,,,13204,Milestones,0206001,"Family Recovery Nonprofit, Inc.",Benton,,,,,,,N,N,,,,,,4,,,,4,1092,0,0,,,,0,1091,,365,,,,,,,,,OR,1092,2.991780822,1091,3,OR@13204@0206001,SY17-18,,4,1,,,,,,,,,
359.105263158,,,13203,YES House,0206001,"Family Recovery Nonprofit, Inc.",Benton,,,,,,,N,N,,,,,,25,,,,25,6844,0,0,,,,0,6823,,365,,,,,,,,,OR,6844,18.750684932,6823,19,OR@13203@0206001,SY17-18,,25,1,,,,,,,,,
172.063492063,,,10654,Elmira Elem,2006003,Fern Ridge SD 28J,Lane,,,,,,,N,N,,,,,,271,,,,142,14192,3867,7056,,,,1410,9430,,171,,,,,,,,,OR,18059,105.608187135,9430,54.805350554,OR@10654@2006003,SY17-18,,142,0.523985240,,,,,,,,,
175.230769231,,,10651,Elmira High,2006003,Fern Ridge SD 28J,Lane,,,,,,,N,N,,,,,,484,,,,186,10314,3267,6906,,,,1378,5456,,172,,,,,,,,,OR,13581,78.959302326,5456,31.136084284,OR@10651@2006003,SY17-18,,186,0.384297521,,,,,,,,,
171.879310345,,,10652,Fern Ridge Middle,2006003,Fern Ridge SD 28J,Lane,,,,,,,N,N,,,,,,347,,,,179,17363,4718,9331,,,,1741,8228,,172,,,,,,,,,OR,22081,128.377906977,8228,47.870799478,OR@10652@2006003,SY17-18,,179,0.515850144,,,,,,,,,
171.535211268,,,10656,Veneta Elem,2006003,Fern Ridge SD 28J,Lane,,,,,,,N,N,,,,,,368,,,,180,21087,3641,10839,,,,1855,10324,,171,,,,,,,,,OR,24728,144.608187135,10324,60.185893752,OR@10656@2006003,SY17-18,,180,0.489130435,,,,,,,,,
18.5,,,15128,Forest Grove Community School,3406003,Forest Grove Community School,Washington,,,,,,,N,N,,,,,,205,,,,43,2805,683,5044,,,,0,0,,137,,,,,,,,,OR,3488,25.459854015,0,0,OR@15128@3406003,SY17-18,,43,0.209756098,,,,,,,,,
172.615384615,,,15529,CALC-Community Alternative Learning Center,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,57,,,,38,3793,630,93,,,,14,2230,,165,,,,,,,,,OR,4423,26.806060606,2230,12.918894831,OR@15529@3406001,SY17-18,,38,0.666666667,,,,,,,,,
174.779816514,,,11233,Cornelius Elem,3406001,Forest Grove SD 15,Washington,,,,,,,Y,N,,,,,,287,,,,287,41652,0,0,,,,0,19051,,175,,,,,,,,,OR,41652,238.011428571,19051,109,OR@11233@3406001,SY17-18,,287,1,,,,,,,,,
173.444444444,,,15854,Cornelius Elementary Pre-K Program,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,21,,,,20,2269,422,56,,,,42,1519,,164,,,,,,,,,OR,2691,16.408536585,1519,8.757847534,OR@15854@3406001,SY17-18,,20,0.952380952,,,,,,,,,
18.5,,,15530,CREATE,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,16,,,,16,1012,93,1,,,,0,0,,165,,,,,,,,,OR,1105,6.696969697,0,0,OR@15530@3406001,SY17-18,,16,1,,,,,,,,,
149.074074074,,,11234,Dilley Elem,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,255,,,,66,7223,658,8251,,,,1161,2864,,167,,,,,,,,,OR,7881,47.191616766,2864,19.211925466,OR@11234@3406001,SY17-18,,66,0.258823529,,,,,,,,,
166.940119760,,,11235,Echo Shaw Elem,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,459,,,,343,41593,9920,7670,,,,4564,23315,,167,,,,,,,,,OR,51513,308.461077844,23315,139.660855841,OR@11235@3406001,SY17-18,,343,0.747276688,,,,,,,,,
167.455223881,,,13283,Fern Hill Elementary,3406001,Forest Grove SD 15,Washington,,,,,,,Y,N,,,,,,377,,,,377,50103,0,0,,,,0,22439,,167,,,,,,,,,OR,50103,300.017964072,22439,134,OR@13283@3406001,SY17-18,,377,1,,,,,,,,,
165.631067961,,,11231,Forest Grove High,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,1844,,,,920,72031,15487,25077,,,,8479,42701,,166,,,,,,,,,OR,87518,527.216867470,42701,257.807913247,OR@11231@3406001,SY17-18,,920,0.498915401,,,,,,,,,
161.814814815,,,15531,Gales Creek Therapeutic Day School,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,42,,,,39,3650,121,390,,,,424,3945,,168,,,,,,,,,OR,3771,22.446428571,3945,24.379720760,OR@15531@3406001,SY17-18,,39,0.928571429,,,,,,,,,
167.546875,,,11237,Harvey Clark Elem,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,491,,,,184,21903,3421,14622,,,,3017,7706,,167,,,,,,,,,OR,25324,151.640718563,7706,45.993098946,OR@11237@3406001,SY17-18,,184,0.374745418,,,,,,,,,
166.758064516,,,11238,Joseph Gale Elem,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,500,,,,337,38456,7033,9570,,,,4956,26061,,167,,,,,,,,,OR,45489,272.389221557,26061,156.280297901,OR@11238@3406001,SY17-18,,337,0.674,,,,,,,,,
166.197802198,,,11232,Neil Armstrong Middle,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,846,,,,486,42661,7122,11761,,,,2276,12848,,167,,,,,,,,,OR,49783,298.101796407,12848,77.305474742,OR@11232@3406001,SY17-18,,486,0.574468085,,,,,,,,,
166.520547945,,,11239,Tom McCall Upper Elem,3406001,Forest Grove SD 15,Washington,,,,,,,N,N,,,,,,774,,,,396,47383,7015,18616,,,,3819,20493,,167,,,,,,,,,OR,54398,325.736526946,20493,123.065893386,OR@11239@3406001,SY17-18,,396,0.511627907,,,,,,,,,
164.866666667,,,11291,Fossil School,3506001,Fossil SD 21J,Wheeler,,,,,,,N,N,,,,,,64,,,,38,3011,691,1730,,,,359,2114,,157,,,,,,,,,OR,3702,23.579617834,2114,12.822482814,OR@11291@3506001,SY17-18,,38,0.59375,,,,,,,,,
173.994535519,,,13186,Four Rivers Community School,2306001,Four Rivers Community School,Malheur,,,,,,,Y,N,,,,,,258,,,,223,32790,0,5183,,,,4346,27495,,174,,,,,,,,,OR,32790,188.448275862,27495,158.022204077,OR@13186@2306001,SY17-18,,223,0.863508282,,,,,,,,,
167.896551724,,,15866,Senior Prep,2306001,Four Rivers Community School,Malheur,,,,,,,Y,N,,,,,,47,,,,47,7387,0,0,,,,0,4869,,170,,BAB,,,,,,,OR,7387,43.452941176,4869,29,OR@15866@2306001,SY17-18,,47,1,,,,,,BAB,,,
165.7,,,11242,Gaston Elem,3407001,Gaston SD 511J,Washington,,,,,,,N,N,,,,,,264,,,,101,7012,710,2859,,,,936,4035,,170,,,,,,,,,OR,7722,45.423529412,4035,24.351237176,OR@11242@3407001,SY17-18,,101,0.382575758,,,,,,,,,
148,,,14209,Gaston Jr/Sr High,3407001,Gaston SD 511J,Washington,,,,,,,N,N,,,,,,294,,,,84,1640,203,815,,,,161,135,,170,,,,,,,,,OR,1843,10.841176471,135,0.912162162,OR@14209@3407001,SY17-18,,84,0.285714286,,,,,,,,,
176.933333333,,,15653,Daycare,2407001,Gervais SD,Marion,,,,,,,Y,N,,,,,,48,,,,45,7812,0,560,,,,354,4954,,180,,BAB,,,,,,,OR,7812,43.4,4954,27.999246420,OR@15653@2407001,SY17-18,,45,0.933110368,,,,,,BAB,,,
169.786666667,,,15276,Gervais Elementary,2407001,Gervais SD,Marion,,,,,,,Y,N,,,,,,428,,,,380,55756,0,7019,,,,4271,33931,,170,,,,,,,,,OR,55756,327.976470588,33931,199.844903408,OR@15276@2407001,SY17-18,,380,0.888187973,,,,,,,,,
168.935294118,,,10073,Gervais High School,2407001,Gervais SD,Marion,,,,,,,Y,N,,,,,,306,,,,197,25204,0,14000,,,,10257,18462,,170,,,,,,,,,OR,25204,148.258823529,18462,109.284445837,OR@10073@2407001,SY17-18,,197,0.642893582,,,,,,,,,
168.061224490,,,10076,Gervais Middle School,2407001,Gervais SD,Marion,,,,,,,Y,N,,,,,,238,,,,214,30223,0,3357,,,,2471,22234,,170,,BAB,,,,,,,OR,30223,177.782352941,22234,132.297024894,OR@10076@2407001,SY17-18,,214,0.900029780,,,,,,BAB,,,
156.666666667,,,15277,Samuel Brown Academy,2407001,Gervais SD,Marion,,,,,,,Y,N,,,,,,42,,,,37,2045,0,257,,,,105,835,,170,,BAB,,,,,,,OR,2045,12.029411765,835,5.329787234,OR@15277@2407001,SY17-18,,37,0.888357950,,,,,,BAB,,,
169.589743590,,,14405,Gladstone Center for Children and Families (GCCF),0307001,Gladstone SD 115,Clackamas,,,,,,,N,N,,,,,,154,,,,76,6883,1697,4357,,,,1682,4932,,169,,BAB,,,,,,,OR,8580,50.769230769,4932,29.081947384,OR@14405@0307001,SY17-18,,76,0.493506494,,,,,,BAB,,,
