Operating Days-Breakfast Only,Provision 1 (Y/N),State-Physical,School ID,School Name,District ID,District Name,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
171.717539863,,,10762,Seven Oak Middle,2212001,Lebanon Community SD 9,Linn,,,,,,,Y,N,,,,,,677,,,,477,42361,0,17812,,,,22314,53070,,172,,BAB,,,,,,,OR,42361,246.284883721,53070,309.054043298,OR@10762@2212001,SY17-18,,477,0.703986838,,,,,,BAB,,,
167.385321101,,,15507,LCMCS,2612007,Lewis & Clark Montessori Charter School,Clackamas,,,,,,,N,N,,,,,,372,,,,126,7228,9462,13612,,,,23691,12799,,167,,,,,,,,,OR,16690,99.940119760,12799,76.464291587,OR@15507@2612007,SY17-18,,126,0.338709677,,,,,,,,,
169.272727273,,,10734,Crestview Heights,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,335,,,,276,35322,0,7518,,,,6208,29170,,170,,BAB,,,,,,,OR,35322,207.776470588,29170,172.325456498,OR@10734@2112001,SY17-18,,276,0.824509804,,,,,,BAB,,,
141.036144578,,,10728,Eddyville Charter School,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,194,,,,160,13260,0,2822,,,,2055,9651,,141,,,,,,,,,OR,13260,94.042553191,9651,68.429267043,OR@10728@2112001,SY17-18,,160,0.824524313,,,,,,,,,
169.205882353,,,10717,Newport High,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,669,,,,552,25158,0,5355,,,,3028,14231,,170,,,,,,,,,OR,25158,147.988235294,14231,84.104641057,OR@10717@2112001,SY17-18,,552,0.824501032,,,,,,,,,
170.049019608,,,10722,Newport Middle School,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,453,,,,373,34147,0,7268,,,,3045,14300,,170,,,,,,,,,OR,34147,200.864705882,14300,84.093398674,OR@10722@2112001,SY17-18,,373,0.824508028,,,,,,,,,
170.372384937,,,10730,Oceanlake Elem,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,405,,,,334,39272,0,8358,,,,7145,33574,,170,,,,,,,,,OR,39272,231.011764706,33574,197.062452418,OR@10730@2112001,SY17-18,,334,0.824522360,,,,,,,,,
169.385964912,,,10731,Sam Case Elem,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,491,,,,405,40979,0,8724,,,,3390,15920,,170,,,,,,,,,OR,40979,241.052941176,15920,93.986535474,OR@10731@2112001,SY17-18,,405,0.824477396,,,,,,,,,
163.712962963,,,10732,Siletz Valley School,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,199,,,,164,17942,0,3819,,,,3101,14580,,163,,BAB,,,,,,,OR,17942,110.073619632,14580,89.058311181,OR@10732@2112001,SY17-18,,164,0.824502550,,,,,,BAB,,,
170.474576271,,,10733,Taft Elem,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,539,,,,444,51718,0,11010,,,,5295,24879,,170,,,,,,,,,OR,51718,304.223529412,24879,145.939650030,OR@10733@2112001,SY17-18,,444,0.824480296,,,,,,,,,
169.108571429,,,10718,Taft High,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,731,,,,603,49067,0,10445,,,,5192,24402,,170,,,,,,,,,OR,49067,288.629411765,24402,144.297830641,OR@10718@2112001,SY17-18,,603,0.824489179,,,,,,,,,
170.200836820,,,10724,Toledo Elementary,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,428,,,,353,49271,0,10489,,,,7140,33538,,170,,,,,,,,,OR,49271,289.829411765,33538,197.049559959,OR@10724@2112001,SY17-18,,353,0.824481258,,,,,,,,,
168.823529412,,,10719,Toledo High,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,308,,,,254,27408,0,5833,,,,3022,14198,,170,,,,,,,,,OR,27408,161.223529412,14198,84.099651568,OR@10719@2112001,SY17-18,,254,0.824523931,,,,,,,,,
170,,,10720,Waldport High,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,265,,,,218,21614,0,4602,,,,2296,10794,,170,,,,,,,,,OR,21614,127.141176471,10794,63.494117647,OR@10720@2112001,SY17-18,,218,0.824458346,,,,,,,,,
170.228155340,,,15633,Yaquina View Elementary,2112001,Lincoln Co SD,Lincoln,,,,,,,Y,N,,,,,,434,,,,358,40374,0,8595,,,,6155,28912,,170,,,,,,,,,OR,40374,237.494117647,28912,169.842644081,OR@15633@2112001,SY17-18,,358,0.824480794,,,,,,,,,
357.222222222,,,13125,Linn Co. Juvenile Detention,2212004,Linn-Benton Juvenile Detention,Linn,,,,,,,N,N,,,,,,16,,,,16,3269,0,0,,,,0,3215,,365,,,,,,,,,OR,3269,8.956164384,3215,9,OR@13125@2212004,SY17-18,,16,1,,,,,,,,,
139.304347826,,,10461,Long Creek School,1212001,Long Creek SD 17,Grant,,,,,,,Y,N,,,,,,33,,,,26,3201,0,933,,,,724,2480,,140,,,,,,,,,OR,3201,22.864285714,2480,17.802746567,OR@10461@1212001,SY17-18,,26,0.774310595,,,,,,,,,410753000360
155.25,,,16038,Kyanite,2012004,Looking Glass Community Services,Lane,,,,,,,N,N,,,,,,6,,,,6,636,0,0,,,,0,621,,146,,,,,,,,,OR,636,4.356164384,621,4,OR@16038@2012004,SY17-18,,6,1,,,,,,,,,
382.375,,,15201,Looking Glass Parole Revocation Diversion Program,2012004,Looking Glass Community Services,Lane,,,,,,,N,N,,,,,,12,,,,12,3661,0,0,,,,0,3059,,365,,,,,,,,,OR,3661,10.030136986,3059,8,OR@15201@2012004,SY17-18,,12,1,,,,,,,,,
338,,,14244,Pathways Girls Program,2012004,Looking Glass Community Services,Lane,,,,,,,N,N,,,,,,11,,,,11,2508,0,0,,,,0,2028,,365,,,,,,,,,OR,2508,6.871232877,2028,6,OR@14244@2012004,SY17-18,,11,1,,,,,,,,,
196.2,,,12285,River Front,2012004,Looking Glass Community Services,Lane,,,,,,,N,N,,,,,,51,,,,38,2236,351,761,,,,255,726,,179,,,,,,,,,OR,2587,14.452513966,726,3.700305810,OR@12285@2012004,SY17-18,,38,0.745098039,,,,,,,,,
368.5,,,11373,Stepping Stone,2012004,Looking Glass Community Services,Lane,,,,,,,N,N,,,,,,13,,,,13,4411,0,0,,,,0,4422,,365,,,,,,,,,OR,4411,12.084931507,4422,12,OR@11373@2012004,SY17-18,,13,1,,,,,,,,,
133,,,15842,Youth Shelter,2012004,Looking Glass Community Services,Lane,,,,,,,N,N,,,,,,7,,,,7,538,0,0,,,,0,532,,129,,,,,,,,,OR,538,4.170542636,532,4,OR@15842@2012004,SY17-18,,7,1,,,,,,,,,
95,,,15450,Lowell Community Preschool,2012005,Lowell SD 71,Lane,,,,,,,N,N,,,,,,14,,,,0,0,0,0,,,,1330,0,,0,,,,,,,,,OR,0,,0,0,OR@15450@2012005,SY17-18,,0,0,,,,,,,,,
174.194244604,,,10661,Lowell High,2012005,Lowell SD 71,Lane,,,,,,,Y,N,,,,,,172,,,,125,14746,0,5530,,,,6605,17608,,174,,,,,,,,,OR,14746,84.747126437,17608,101.082558956,OR@10661@2012005,SY17-18,,125,0.727263760,,,,,,,,,
175.041666667,,,10662,Lundy Elem,2012005,Lowell SD 71,Lane,,,,,,,Y,N,,,,,,174,,,,167,26214,0,1166,,,,1075,24131,,175,,,,,,,,,OR,26214,149.794285714,24131,137.858605094,OR@10662@2012005,SY17-18,,167,0.957414171,,,,,,,,,
18.5,,,15451,Mountain View Academy,2012005,Lowell SD 71,Lane,,,,,,,N,N,,,,,,141,,,,38,3360,1011,3500,,,,0,0,,142,,,,,,,,,OR,4371,30.781690141,0,0,OR@15451@2012005,SY17-18,,38,0.269503546,,,,,,,,,410759001834
144.071428571,,,15995,Bridgeport,2712001,Luckiamute Valley Charter Schools,Polk,,,,,,,N,N,,,,,,131,,,,79,7442,822,2105,,,,674,5377,,146,,,,,,,,,OR,8264,56.602739726,5377,37.321764998,OR@15995@2712001,SY17-18,,79,0.603053435,,,,,,,,,
150.25,,,15994,Pedee,2712001,Luckiamute Valley Charter Schools,Polk,,,,,,,N,N,,,,,,59,,,,29,2539,310,1277,,,,147,1055,,147,,,,,,,,,OR,2849,19.380952381,1055,7.021630616,OR@15994@2712001,SY17-18,,29,0.491525424,,,,,,,,,
142.171875,,,14211,Mapleton Elementary,2013001,Mapleton SD 32,Lane,,,,,,,Y,N,,,,,,73,,,,73,8854,0,11,,,,12,9087,,142,,,,,,,,,OR,8854,62.352112676,9087,63.915595120,OR@14211@2013001,SY17-18,,73,0.998759165,,,,,,,,,
142.709677419,,,10664,Mapleton Jr/Sr High,2013001,Mapleton SD 32,Lane,,,,,,,Y,N,,,,,,69,,,,69,8608,0,10,,,,11,8837,,142,,BAB,,,,,,,OR,8608,60.619718310,8837,61.922920434,OR@10664@2013001,SY17-18,,69,0.998839638,,,,,,BAB,,,
143.390243902,,,10667,Marcola Elem,2013002,Marcola SD 79J,Lane,,,,,,,N,N,,,,,,144,,,,72,5125,1755,4337,,,,1686,4193,,141,,,,,,,,,OR,6880,48.794326241,4193,29.241877870,OR@10667@2013002,SY17-18,,72,0.5,,,,,,,,,
139.642857143,,,10666,Mohawk Jr/Sr High,2013002,Marcola SD 79J,Lane,,,,,,,N,N,,,,,,149,,,,61,2383,379,1914,,,,463,1492,,141,,,,,,,,,OR,2762,19.588652482,1492,10.684398977,OR@10666@2013002,SY17-18,,61,0.409395973,,,,,,,,,
260.140350877,,,11383,Marion Co. Juvenile Home,2413001,Marion Co. Family Court/Juv.,Marion,,,,,,,N,N,,,,,,81,,,,81,12234,0,0,,,,0,14828,,260,,,,,,,,,OR,12234,47.053846154,14828,57,OR@11383@2413001,SY17-18,,81,1,,,,,,,,,
142.873015873,,,10670,MRCS Elementary,2013003,McKenzie SD 68,Lane,,,,,,,Y,N,,,,,,139,,,,139,15734,0,0,,,,0,9001,,143,,,,,,,,,OR,15734,110.027972028,9001,63,OR@10670@2013003,SY17-18,,139,1,,,,,,,,,
140.586206897,,,10669,MRCS High,2013003,McKenzie SD 68,Lane,,,,,,,Y,N,,,,,,63,,,,63,6335,0,0,,,,0,4077,,143,,,,,,,,,OR,6335,44.300699301,4077,29,OR@10669@2013003,SY17-18,,63,1,,,,,,,,,
174.525,,,11302,A Duniway Middle,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,739,,,,479,47997,0,26016,,,,9814,18110,,174,,,,,,,,,OR,47997,275.844827586,18110,103.767368572,OR@11302@3613001,SY17-18,,479,0.648494183,,,,,,,,,
174,,,11305,Columbus Elem,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,487,,,,472,61547,0,2000,,,,1492,45836,,174,,BAB,,,,,,,OR,61547,353.718390805,45836,263.425287356,OR@11305@3613001,SY17-18,,472,0.968527232,,,,,,BAB,,,
174,,,11303,F Patton Middle,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,818,,,,682,74090,0,14814,,,,5972,29872,,174,,,,,,,,,OR,74090,425.804597701,29872,171.678160920,OR@11303@3613001,SY17-18,,682,0.833370827,,,,,,,,,
173.915531335,,,11677,Grandhaven,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,526,,,,509,62207,0,2023,,,,2011,61816,,174,,BAB,,,,,,,OR,62207,357.511494253,61816,355.436915412,OR@11677@3613001,SY17-18,,509,0.968503814,,,,,,BAB,,,
173.911392405,,,11301,McMinnville High,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,2197,,,,1425,83829,0,45438,,,,19317,35639,,174,,,,,,,,,OR,83829,481.775862069,35639,204.926195502,OR@11301@3613001,SY17-18,,1425,0.648494976,,,,,,,,,
174.8828125,,,11307,Memorial Elem,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,617,,,,428,43828,0,19291,,,,6840,15545,,174,,,,,,,,,OR,43828,251.885057471,15545,88.888094706,OR@11307@3613001,SY17-18,,428,0.694370950,,,,,,,,,
173.824257426,,,11308,Newby Elem,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,557,,,,539,63690,0,2071,,,,2212,68013,,174,,BAB,,,,,,,OR,63690,366.034482759,68013,391.274503382,OR@11308@3613001,SY17-18,,539,0.968507170,,,,,,BAB,,,
174.006960557,,,14226,Sue Buel Elementary,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,510,,,,494,71847,0,2336,,,,2364,72633,,174,,BAB,,,,,,,OR,71847,412.913793103,72633,417.414336573,OR@14226@3613001,SY17-18,,494,0.968510306,,,,,,BAB,,,410801001752
173.987841945,,,11309,Wascher Elem,3613001,McMinnville SD 40,Yamhill,,,,,,,Y,N,,,,,,465,,,,323,37391,0,16456,,,,17492,39750,,174,,BAB,,,,,,,OR,37391,214.890804598,39750,228.464239544,OR@11309@3613001,SY17-18,,323,0.694393374,,,,,,BAB,,,
172,,,10498,Abraham Lincoln Elem,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,583,,,,194,18007,3181,23248,,,,8047,8809,,173,,,,,,,,,OR,21188,122.473988439,8809,51.215116279,OR@10498@1513001,SY17-18,,194,0.332761578,,,,,,,,,
173.213483146,,,14407,Central Medford High,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,296,,,,279,18242,0,1094,,,,871,14545,,174,,,,,,,,,OR,18242,104.839080460,14545,83.971523093,OR@14407@1513001,SY17-18,,279,0.943421597,,,,,,,,,
172.830917874,,,10499,Griffin Creek Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,608,,,,574,65348,0,3914,,,,2021,33755,,173,,,,,,,,,OR,65348,377.734104046,33755,195.306490385,OR@10499@1513001,SY17-18,,574,0.943489937,,,,,,,,,
173.440476190,,,10496,Hedrick Middle,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,1001,,,,413,38269,5249,25461,,,,3736,10833,,173,,,,,,,,,OR,43518,251.549132948,10833,62.459468735,OR@10496@1513001,SY17-18,,413,0.412587413,,,,,,,,,
174.046875,,,10500,Hoover Elem,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,738,,,,185,18878,1784,24324,,,,3173,7966,,173,,,,,,,,,OR,20662,119.433526012,7966,45.769279109,OR@10500@1513001,SY17-18,,185,0.250677507,,,,,,,,,
173.598214286,,,10501,Howard Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,490,,,,462,60324,0,3613,,,,1099,18344,,173,,,,,,,,,OR,60324,348.693641618,18344,105.669289719,OR@10501@1513001,SY17-18,,462,0.943491249,,,,,,,,,
172.382550336,,,10502,Jackson Elementary,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,437,,,,412,57867,0,3464,,,,1451,24234,,173,,,,,,,,,OR,57867,334.491329480,24234,140.582674713,OR@10502@1513001,SY17-18,,412,0.943519590,,,,,,,,,
174.345454545,,,10503,Jacksonville Elem,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,448,,,,131,11864,1287,10639,,,,3458,6131,,173,,,,,,,,,OR,13151,76.017341040,6131,35.165814996,OR@10503@1513001,SY17-18,,131,0.292410714,,,,,,,,,
173.068493151,,,10504,Jefferson Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,509,,,,480,63515,0,3804,,,,1427,23841,,173,,,,,,,,,OR,63515,367.138728324,23841,137.754709514,OR@10504@1513001,SY17-18,,480,0.943492922,,,,,,,,,
172.641176471,,,10505,Kennedy Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,553,,,,522,63986,0,3831,,,,1659,27690,,173,,,,,,,,,OR,63986,369.861271676,27690,160.390473270,OR@10505@1513001,SY17-18,,522,0.943509739,,,,,,,,,
174.424657534,,,10506,Lone Pine Elem,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,627,,,,209,20998,5362,25438,,,,3695,9038,,173,,,,,,,,,OR,26360,152.369942197,9038,51.816068483,OR@10506@1513001,SY17-18,,209,0.333333333,,,,,,,,,
110.4,,,14806,Madrone Trail Public Charter,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,240,,,,57,1849,18,674,,,,339,213,,160,,,,,,,,,OR,1867,11.66875,213,1.929347826,OR@14806@1513001,SY17-18,,57,0.2375,,,,,,,,,
172.468354430,,,10497,McLoughlin Middle,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,853,,,,805,93169,0,5580,,,,1541,25709,,173,,,,,,,,,OR,93169,538.549132948,25709,149.065027523,OR@10497@1513001,SY17-18,,805,0.943493099,,,,,,,,,
173.214814815,,,10494,North Medford High,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,1721,,,,711,49133,7633,26905,,,,3294,20090,,173,,,,,,,,,OR,56766,328.127167630,20090,115.983150872,OR@10494@1513001,SY17-18,,711,0.413131900,,,,,,,,,
172.989473684,,,10507,Oak Grove,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,532,,,,502,74875,0,4484,,,,1859,31009,,173,,,,,,,,,OR,74875,432.803468208,31009,179.253681392,OR@10507@1513001,SY17-18,,502,0.943497272,,,,,,,,,
172.991452991,,,10508,Roosevelt Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,442,,,,417,54014,0,3235,,,,1142,19098,,173,,,,,,,,,OR,54014,312.219653179,19098,110.398517787,OR@10508@1513001,SY17-18,,417,0.943492463,,,,,,,,,
143.192307692,,,10509,Ruch Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,189,,,,178,18479,0,1106,,,,420,7026,,142,,,,,,,,,OR,18479,130.133802817,7026,49.066881547,OR@10509@1513001,SY17-18,,178,0.943528210,,,,,,,,,
173.095890411,,,10495,South Medford High,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,1769,,,,805,50456,10388,23426,,,,4170,21102,,173,,,,,,,,,OR,60844,351.699421965,21102,121.909306743,OR@10495@1513001,SY17-18,,805,0.455059356,,,,,,,,,
18.5,,,15663,The Valley School of Southern Oregon,1513001,Medford SD 549,Jackson,,,,,,,N,N,,,,,,101,,,,11,114,0,25,,,,0,0,,67,,,,,,,,,OR,114,1.701492537,0,0,OR@15663@1513001,SY17-18,,11,0.108910891,,,,,,,,,
172.269005848,,,10510,Washington Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,426,,,,402,60414,0,3617,,,,1663,27795,,173,,,,,,,,,OR,60414,349.213872832,27795,161.346493313,OR@10510@1513001,SY17-18,,402,0.943511737,,,,,,,,,
173.429378531,,,10511,Wilson Elem,1513001,Medford SD 549,Jackson,,,,,,,Y,N,,,,,,559,,,,527,72872,0,4363,,,,1734,28963,,173,,,,,,,,,OR,72872,421.225433526,28963,167.001693977,OR@10511@1513001,SY17-18,,527,0.943510067,,,,,,,,,
170.541284404,,,11129,Central Middle,3013001,Milton-Freewater SD 7,Umatilla,,,,,,,Y,N,,,,,,448,,,,333,42344,0,14681,,,,4785,13804,,171,,,,,,,,,OR,42344,247.625730994,13804,80.942277691,OR@11129@3013001,SY17-18,,333,0.742551512,,,,,,,,,
169.866666667,,,11130,Ferndale Elem,3013001,Milton-Freewater SD 7,Umatilla,,,,,,,Y,N,,,,,,274,,,,203,31051,0,10760,,,,5905,17027,,170,,,,,,,,,OR,31051,182.652941176,17027,100.237441130,OR@11130@3013001,SY17-18,,203,0.742651455,,,,,,,,,
169.691780822,,,11131,Freewater Elem,3013001,Milton-Freewater SD 7,Umatilla,,,,,,,Y,N,,,,,,294,,,,218,32867,0,11390,,,,6377,18398,,170,,,,,,,,,OR,32867,193.335294118,18398,108.420100908,OR@11131@3013001,SY17-18,,218,0.742639582,,,,,,,,,
169.911949686,,,11132,Grove Elem,3013001,Milton-Freewater SD 7,Umatilla,,,,,,,Y,N,,,,,,289,,,,215,26667,0,9242,,,,6953,20063,,170,,,,,,,,,OR,26667,156.864705882,20063,118.078805153,OR@11132@3013001,SY17-18,,215,0.742627197,,,,,,,,,
169.638059701,,,11128,McLoughlin High,3013001,Milton-Freewater SD 7,Umatilla,,,,,,,Y,N,,,,,,528,,,,392,34316,0,11893,,,,11703,33760,,169,,,,,,,,,OR,34316,203.053254438,33760,199.011943778,OR@11128@3013001,SY17-18,,392,0.742625895,,,,,,,,,
149.1,,,11292,Mitchell School,3513001,Mitchell SD 55,Wheeler,,,,,,,N,N,,,,,,52,,,,22,2042,309,3568,,,,2399,2074,,150,,,,,,,,,OR,2351,15.673333333,2074,13.910127431,OR@11292@3513001,SY17-18,,22,0.423076923,,,,,,,,,410828001259
18.5,,,15699,Molalla River Academy,0314004,Molalla River Academy,Clackamas,,,,,,,N,N,,,,,,223,,,,27,1416,1693,2987,,,,0,0,,163,,,,,,,,,OR,3109,19.073619632,0,0,OR@15699@0314004,SY17-18,,27,0.121076233,,,,,,,,,
164.8,,,10236,Clarkes Elem,0313001,Molalla River SD 35,Clackamas,,,,,,,N,N,,,,,,167,,,,51,4150,710,7571,,,,2999,2769,,169,,,,,,,,,OR,4860,28.757396450,2769,16.802184466,OR@10236@0313001,SY17-18,,51,0.305389222,,,,,,,,,
169.369565217,,,10239,Molalla Elem,0313001,Molalla River SD 35,Clackamas,,,,,,,N,N,,,,,,421,,,,270,27132,4687,9235,,,,2311,13271,,169,,,,,,,,,OR,31819,188.278106509,13271,78.355281735,OR@10239@0313001,SY17-18,,270,0.641330166,,,,,,,,,
171.928571429,,,10234,Molalla High,0313001,Molalla River SD 35,Clackamas,,,,,,,N,N,,,,,,730,,,,265,16897,3419,16977,,,,1003,3811,,164,,,,,,,,,OR,20316,123.878048780,3811,22.166181969,OR@10234@0313001,SY17-18,,265,0.363013699,,,,,,,,,
170.558139535,,,10235,Molalla River Middle,0313001,Molalla River SD 35,Clackamas,,,,,,,N,N,,,,,,533,,,,255,22649,4225,18878,,,,1689,5645,,168,,,,,,,,,OR,26874,159.964285714,5645,33.097218435,OR@10235@0313001,SY17-18,,255,0.478424015,,,,,,,,,
166.214285714,,,10240,Mulino Elem,0313001,Molalla River SD 35,Clackamas,,,,,,,N,N,,,,,,298,,,,102,9333,1992,9136,,,,1790,5191,,169,,,,,,,,,OR,11325,67.011834320,5191,31.230769231,OR@10240@0313001,SY17-18,,102,0.342281879,,,,,,,,,
168.111111111,,,10241,Rural Dell Elem,0313001,Molalla River SD 35,Clackamas,,,,,,,N,N,,,,,,243,,,,99,9021,2048,9483,,,,2364,5201,,169,,,,,,,,,OR,11069,65.497041420,5201,30.937871778,OR@10241@0313001,SY17-18,,99,0.407407407,,,,,,,,,
167.569444444,,,10188,Monroe Grade School,0213001,Monroe SD,Benton,,,,,,,N,N,,,,,,311,,,,150,12970,2764,8100,,,,3341,8724,,167,,,,,,,,,OR,15734,94.215568862,8724,52.061997513,OR@10188@0213001,SY17-18,,150,0.482315113,,,,,,,,,
171.210526316,,,10187,Monroe High,0213001,Monroe SD,Benton,,,,,,,N,N,,,,,,155,,,,57,3108,530,3582,,,,953,2300,,167,,,,,,,,,OR,3638,21.784431138,2300,13.433753458,OR@10187@0213001,SY17-18,,57,0.367741935,,,,,,,,,
146.515151515,,,10463,Monument School,1213001,Monument SD 8,Grant,,,,,,,N,N,,,,,,53,,,,30,2733,517,1688,,,,1253,3582,,147,,,,,,,,,OR,3250,22.108843537,3582,24.447983454,OR@10463@1213001,SY17-18,,30,0.566037736,,,,,,,,,410846000356
18.5,,,11424,BreakThrough,2613004,Morrison Center,Multnomah,,,,,,,N,N,,,,,,3,,,,3,916,0,0,,,,0,0,,226,,,,,,,,,OR,916,4.053097345,0,0,OR@11424@2613004,SY17-18,,3,1,,,,,,,,,
18.5,,,11421,Counterpoint,2613004,Morrison Center,Multnomah,,,,,,,N,N,,,,,,14,,,,14,1694,0,0,,,,0,0,,198,,,,,,,,,OR,1694,8.555555556,0,0,OR@11421@2613004,SY17-18,,14,1,,,,,,,,,
365.133333333,,,15459,Downtown Shelter Program,2613004,Morrison Center,Multnomah,,,,,,,N,N,,,,,,34,,,,34,10726,0,0,,,,0,10954,,361,,,,,,,,,OR,10726,29.711911357,10954,30,OR@15459@2613004,SY17-18,,34,1,,,,,,,,,
354.142857143,,,14653,Paso,2613004,Morrison Center,Multnomah,,,,,,,N,N,,,,,,7,,,,7,2470,0,0,,,,0,2479,,350,,,,,,,,,OR,2470,7.057142857,2479,7,OR@14653@2613004,SY17-18,,7,1,,,,,,,,,
370.222222222,,,11425,Sage,2613004,Morrison Center,Multnomah,,,,,,,N,N,,,,,,11,,,,11,3629,0,0,,,,0,3332,,363,,,,,,,,,OR,3629,9.997245179,3332,9,OR@11425@2613004,SY17-18,,11,1,,,,,,,,,
149.318181818,,,10918,A C Houghton Elem,2513001,Morrow Co SD,Morrow,,,,,,,Y,N,,,,,,315,,,,297,33416,0,2023,,,,1125,18585,,150,,,,,,,,,OR,33416,222.773333333,18585,124.465753425,OR@10918@2513001,SY17-18,,297,0.942915997,,,,,,,,,
152.794117647,,,10919,Heppner Elem,2513001,Morrow Co SD,Morrow,,,,,,,N,N,,,,,,185,,,,82,8037,1378,7841,,,,1104,4091,,150,,,,,,,,,OR,9415,62.766666667,4091,26.774590953,OR@10919@2513001,SY17-18,,82,0.443243243,,,,,,,,,
150.608695652,,,10914,Heppner High,2513001,Morrow Co SD,Morrow,,,,,,,N,N,,,,,,179,,,,63,4605,1475,7220,,,,2974,3954,,150,,,,,,,,,OR,6080,40.533333333,3954,26.253464203,OR@10914@2513001,SY17-18,,63,0.351955307,,,,,,,,,
152.821428571,,,13374,Irrigon Elementary,2513001,Morrow Co SD,Morrow,,,,,,,N,N,,,,,,227,,,,173,18942,2204,3995,,,,918,7640,,150,,,,,,,,,OR,21146,140.973333333,7640,49.992989016,OR@13374@2513001,SY17-18,,173,0.762114537,,,,,,,,,
149.674698795,,,10917,Irrigon Jr/Sr High School,2513001,Morrow Co SD,Morrow,,,,,,,N,N,,,,,,414,,,,274,21393,3104,5611,,,,1046,11377,,150,,,,,,,,,OR,24497,163.313333333,11377,76.011510907,OR@10917@2513001,SY17-18,,274,0.661835749,,,,,,,,,
164,,,13505,Morrow Education Center,2513001,Morrow Co SD,Morrow,,,,,,,Y,N,,,,,,76,,,,72,1523,0,93,,,,56,928,,150,,BAB,,,,,,,OR,1523,10.153333333,928,5.658536585,OR@13505@2513001,SY17-18,,72,0.942450495,,,,,,BAB,,,
