State-Reporting,Street Address-Line 1,City,State-Physical,Zip Code,School Name,District ID,School ID,District Name,County,Street Address-Line 2,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,School Type-Original
OH,510 5th St, Beverly, Ohio, 45715,Beverly Elementary School,050484,00002659,Fort Frye,Washington,,N,,N,,,9/1/2016,9,2016,257,,105,27,,1933,403,1190,,1371,251,1196,,,18.5,18.5,,,,,,,,,2336,126.270270270,1622,87.675675676,OH@00002659@050484,390504803958,SY16-17,,132,0.513618677,Primary,Public,,,,,,,Elementary School,Public School
OH,5555 Enright Ave, Dayton, Ohio, 45431,Beverly Gardens Elementary School,048702,00002667,Mad River,Montgomery,,N,,N,,,9/1/2016,9,2016,392,,117,67,,1791,991,1946,,889,555,1472,,,18.5,18.5,,,,,,,,,2782,150.378378378,1444,78.054054054,OH@00002667@048702,390487003356,SY16-17,,184,0.469387755,Primary,Public,,,,,,,Elementary School,Public School
OH,326 S Cassingham Rd, Bexley, Ohio, 43209,Bexley High School,043620,00002675,Bexley City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,1652,,103,24,,977,221,4117,,470,58,102,,,18.5,18.5,,,,,,,,,1198,64.756756757,528,28.540540541,OH@00002675@043620,390436200180,SY16-17,,127,0.076876513,High,Public,,,,,,,High School,Public School
OH,8779 State Route 160, Bidwell, Ohio, 45614,River Valley Middle School,065680,00002683,Gallia County,Gallia,,Y,,N,,,9/1/2016,9,2016,360,,163,,,6314,0,512,,2255,0,183,,,18.5,18.5,,,,,,,,,6314,341.297297297,2255,121.891891892,OH@00002683@065680,390656804129,SY16-17,,163,0.924992675,Middle,Public,,,,,,,Middle School,Public School
OH,555 S Old 3c Rd, Sunbury, Ohio, 43074,Big Walnut High School,046748,00002709,Big Walnut,Delaware,,N,,N,,,9/1/2016,9,2016,998,,83,32,,1056,465,7197,,549,121,407,,,18.5,18.5,,,,,,,,,1521,82.216216216,670,36.216216216,OH@00002709@046748,390467402638,SY16-17,,115,0.115230461,High,Public,,,,,,,High School,Public School
OH,1080 Binns Blvd, Columbus, Ohio, 43204,Binns Elementary,043802,00002733,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,328,,197,,,5209,0,0,,5606,0,0,,,18.5,18.5,,,,,,,,,5209,281.567567568,5606,303.027027027,OH@00002733@043802,390438000593,SY16-17,,197,1,Primary,Public,,,,,,,Elementary School,Public School
OH,2222 Bakewell St, Toledo, Ohio, 43605,Birmingham Elementary School,044909,00002758,Toledo Public Schools,Lucas,,Y,,N,,,9/1/2016,9,2016,393,,298,,,6666,0,0,,3774,0,0,,,18.5,18.5,,,,,,,,,6666,360.324324324,3774,204,OH@00002758@044909,390449001772,SY16-17,,298,1,Primary,Public,,,,,,,Elementary School,Public School
OH,1811 Glenwood Dr, Twinsburg, Ohio, 44087,Samuel Bissell Elementary School,050070,00002766,Twinsburg City Sd,Summit,,N,,N,,,9/1/2016,9,2016,640,,81,19,,1308,258,3450,,699,99,449,,,18.5,18.5,,,,,,,,,1566,84.648648649,798,43.135135135,OH@00002766@050070,390500703831,SY16-17,,100,0.15625,Primary,Public,,,,,,,Elementary School,Public School
OH,233 County Road 40, Sullivan, Ohio, 44880,Black River High School,048462,00002782,Black River,Medina,,N,,N,,,9/1/2016,9,2016,397,,98,36,,691,157,943,,178,37,42,,,18.5,18.5,,,,,,,,,848,45.837837838,215,11.621621622,OH@00002782@048462,390484603258,SY16-17,,134,0.337531486,High,Public,,,,,,,High School,Public School
OH,1241 Blairwood Ave, Dayton, Ohio, 45417,Blairwood Elementary School,048686,00002824,Jefferson Township,Montgomery,,Y,,N,,,9/1/2016,9,2016,217,,142,,,3684,0,0,,3279,0,0,,,18.5,18.5,,,,,,,,,3684,199.135135135,3279,177.243243243,OH@00002824@048686,390486803344,SY16-17,,142,1,Primary,Public,,,,,,,Elementary School,Public School
OH,955 Cherry St, Blanchester, Ohio, 45107,Blanchester Middle School,046383,00002832,Blanchester Local Sd,Clinton,,N,,N,,,9/1/2016,9,2016,672,,249,55,,3753,757,1905,,1393,245,108,,,18.5,18.5,,,,,,,,,4510,243.783783784,1638,88.540540541,OH@00002832@046383,390463802534,SY16-17,,304,0.452380952,Middle,Public,,,,,,,Middle School,Public School
OH,953 Cherry St, Blanchester, Ohio, 45107,Blanchester High School,046383,00002840,Blanchester Local Sd,Clinton,,N,,N,,,9/1/2016,9,2016,560,,149,33,,1774,361,1510,,1036,176,344,,,18.5,18.5,,,,,,,,,2135,115.405405405,1212,65.513513514,OH@00002840@046383,390463802535,SY16-17,,182,0.325,High,Public,,,,,,,High School,Public School
OH,200 Market Street, Lithopolis, Ohio, 43136,Bloom Carroll Intermediate School,046862,00002857,Bloom-Carroll Local Sd,Fairfield,,N,,N,,,9/1/2016,9,2016,356,,46,12,,618,176,2061,,498,87,766,,,18.5,18.5,,,,,,,,,794,42.918918919,585,31.621621622,OH@00002857@046862,390468602676,SY16-17,,58,0.162921348,Primary,Public,,,,,,,Elementary School,Public School
OH,10529 Main St, South Webster, Ohio, 45682,South Webster Jr/Sr High School,049593,00002873,Bloom-Vernon Local School District,Scioto,,N,,N,,,9/1/2016,9,2016,454,,199,45,,2648,304,422,,2015,113,16,,,18.5,18.5,,,,,,,,,2952,159.567567568,2128,115.027027027,OH@00002873@049593,390495903640,SY16-17,,244,0.537444934,High,Public,,,,,,,High School,Public School
OH,69 S Beaver Street, Carroll, Ohio, 43112,Bloom Carroll Primary School,046862,00002907,Bloom-Carroll Local Sd,Fairfield,,N,,N,,,9/1/2016,9,2016,446,,67,14,,714,175,2106,,388,72,824,,,18.5,18.5,,,,,,,,,889,48.054054054,460,24.864864865,OH@00002907@046862,390468602679,SY16-17,,81,0.181614350,Primary,Public,,,,,,,Elementary School,Public School
OH,3440 Busenbark Rd, Trenton, Ohio, 45067,Edgewood Elementary School,046094,00002923,Edgewood City School District,Butler,,N,,N,,,9/1/2016,9,2016,937,,340,83,,4932,1179,4209,,3411,804,1723,,,18.5,18.5,,,,,,,,,6111,330.324324324,4215,227.837837838,OH@00002923@046094,390460902423,SY16-17,,423,0.451440768,Primary,Public,,,,,,,Elementary School,Public School
OH,2077 Park West Rd, North Bloomfield, Ohio, 44450,Bloomfield High School,050096,00002956,Bloomfield-Mespo Local Sd,Trumbull,,N,,N,,,9/1/2016,9,2016,131,,45,24,,730,385,506,,465,107,225,,,18.5,18.5,,,,,,,,,1115,60.270270270,572,30.918918919,OH@00002956@050096,390500903835,SY16-17,,69,0.526717557,High,Public,,,,,,,High School,Public School
OH,3818 State Route 41 NW, Washington Court House, Ohio, 43160,Miami Trace Junior High School,046920,00002964,Miami Trace,Fayette,,N,,N,,,9/1/2016,9,2016,677,,249,52,,3394,401,1295,,1167,87,152,,,18.5,18.5,,,,,,,,,3795,205.135135135,1254,67.783783784,OH@00002964@046920,391001002696,SY16-17,,301,0.444608567,Middle,Public,,,,,,,Middle School,Public School
OH,4115 Shady Rd, Youngstown, Ohio, 44505,E J Blott Elementary School,050195,00002980,Liberty Local Sd,Trumbull,,N,,N,,,9/1/2016,9,2016,486,,273,35,,4282,426,923,,3883,371,795,,,18.5,18.5,,,,,,,,,4708,254.486486486,4254,229.945945946,OH@00002980@050195,390501903870,SY16-17,,308,0.633744856,Primary,Public,,,,,,,Elementary School,Public School
OH,9541 Plainfield Rd, Cincinnati, Ohio, 45236,Blue Ash Elementary,044867,00002998,Sycamore Community Schools - Child Nutrition Services,Hamilton,,N,,N,,,9/1/2016,9,2016,524,,91,18,,1300,223,1834,,426,63,117,,,18.5,18.5,,,,,,,,,1523,82.324324324,489,26.432432432,OH@00002998@044867,390448601737,SY16-17,,109,0.208015267,Primary,Public,,,,,,,Elementary School,Public School
OH,106 W College Ave, Bluffton, Ohio, 45817,Bluffton High School,045211,00003038,Bluffton Ex Vill Sd,Allen,,N,,N,,,9/1/2016,9,2016,313,,40,24,,599,225,2248,,24,5,24,,,18.5,18.5,,,,,,,,,824,44.540540541,29,1.567567568,OH@00003038@045211,390452102125,SY16-17,,64,0.204472843,High,Public,,,,,,,High School,Public School
OH,400 W Harrison St, Wapakoneta, Ohio, 45895,Wapakoneta Middle School,044982,00003046,Wapakoneta City,Auglaize,,N,,N,,,9/1/2016,9,2016,796,,257,82,,3499,1183,4031,,1254,351,362,,,18.5,18.5,,,,,,,,,4682,253.081081081,1605,86.756756757,OH@00003046@044982,390449801898,SY16-17,,339,0.425879397,Middle,Public,,,,,,,Middle School,Public School
OH,7635 Glenwood Ave, Youngstown, Ohio, 44512,Glenwood Middle School,048306,00003053,Boardman Local Sd,Mahoning,,N,,N,,,9/1/2016,9,2016,716,,245,39,,3243,443,1973,,1356,90,157,,,18.5,18.5,,,,,,,,,3686,199.243243243,1446,78.162162162,OH@00003053@048306,390483003197,SY16-17,,284,0.396648045,Middle,Public,,,,,,,Junior High School,Public School
OH,7777 Glenwood Ave, Youngstown, Ohio, 44512,Boardman High School,048306,00003061,Boardman Local Sd,Mahoning,,N,,N,,,9/1/2016,9,2016,1405,,377,75,,4017,687,2618,,747,72,85,,,18.5,18.5,,,,,,,,,4704,254.270270270,819,44.270270270,OH@00003061@048306,390483003195,SY16-17,,452,0.321708185,High,Public,,,,,,,High School,Public School
OH,2630 13th St, Cuyahoga Falls, Ohio, 44223,Bolich Middle School,043836,00003103,Cuyahoga Falls,Summit,,N,,N,,,9/1/2016,9,2016,657,,272,47,,4507,675,2111,,1234,84,150,,,18.5,18.5,,,,,,,,,5182,280.108108108,1318,71.243243243,OH@00003103@043836,390438300761,SY16-17,,319,0.485540335,Middle,Public,,,,,,,Middle School,Public School
OH,216 Park Ave SW, Bolivar, Ohio, 44612,Bolivar Elementary School,050302,00003129,Tuscarawas Valley,Tuscarawas,,N,,N,,,9/1/2016,9,2016,309,,159,22,,1639,332,1475,,869,190,402,,,18.5,18.5,,,,,,,,,1971,106.540540541,1059,57.243243243,OH@00003129@050302,390503003905,SY16-17,,181,0.585760518,Primary,Public,,,,,,,Elementary School,Public School
OH,9803 Quebec Ave, Cleveland, Ohio, 44106,Bolton Elementary School,043786,00003137,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,348,,244,,,5072,0,0,,4163,0,0,,,18.5,18.5,,,,,,,,,5072,274.162162162,4163,225.027027027,OH@00003137@043786,390437800425,SY16-17,,244,1,Primary,Public,,,,,,,Elementary School,Public School
OH,1510 California Ave, Cincinnati, Ohio, 45237,Bond Hill Academy Elementary School,043752,00003152,Cincinnati Public Schools,Hamilton,,Y,,N,,,9/1/2016,9,2016,344,,282,,,6885,0,0,,4923,0,0,,,18.5,18.5,,,,,,,,,6885,372.162162162,4923,266.108108108,OH@00003152@043752,390437500293,SY16-17,,282,1,Primary,Public,,,,,,,Elementary School,Public School
OH,4451 Quick Rd, Peninsula, Ohio, 44264,Woodridge Middle School,049973,00003202,Woodridge Local School District,Summit,,N,,N,,,9/1/2016,9,2016,468,,146,24,,2427,386,1631,,1153,135,208,,,18.5,18.5,,,,,,,,,2813,152.054054054,1288,69.621621622,OH@00003202@049973,390499703778,SY16-17,,170,0.363247863,Middle,Public,,,,,,,Middle School,Public School
OH,404 E State St, Botkins, Ohio, 45306,Botkins Elementary School,049767,00003210,Botkins Local Sd,Shelby,,N,,N,,,9/1/2016,9,2016,397,,46,17,,733,290,3628,,0,0,0,,,18.5,18.5,,,,,,,,,1023,55.297297297,0,0,OH@00003210@049767,390497603686,SY16-17,,63,0.158690176,Primary,Public,,,,,,,Elementary School,Public School
OH,404 E State St, Botkins, Ohio, 45306,Botkins High School,049767,00003228,Botkins Local Sd,Shelby,,N,,N,,,9/1/2016,9,2016,313,,45,19,,684,284,2298,,0,0,0,,,18.5,18.5,,,,,,,,,968,52.324324324,0,0,OH@00003228@049767,390497603687,SY16-17,,64,0.204472843,High,Public,,,,,,,High School,Public School
OH,14900 Drexmore Rd, Shaker Heights, Ohio, 44120,Boulevard Elementary School,044750,00003244,Shaker Heights,Cuyahoga,,N,,N,,,9/1/2016,9,2016,370,,112,23,,1480,285,1169,,1148,143,305,,,18.5,18.5,,,,,,,,,1765,95.405405405,1291,69.783783784,OH@00003244@044750,390447501607,SY16-17,,135,0.364864865,Primary,Public,,,,,,,Elementary School,Public School
OH,1749 Lee Rd, Cleveland Heights, Ohio, 44118,Boulevard Elementary School,043794,00003251,Cleveland Heights-University Heights,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,300,,171,,,3535,0,1172,,2472,0,819,,,18.5,18.5,,,,,,,,,3535,191.081081081,2472,133.621621622,OH@00003251@043794,390437900566,SY16-17,,171,0.751009135,Primary,Public,,,,,,,Elementary School,Public School
OH,7205 Cumberland Rd SW, Bowerston, Ohio, 44695,Conotton Valley Elementary,047548,00003277,Conotton Valley Union,Carroll,,N,,N,,,9/1/2016,9,2016,191,,69,27,,780,350,484,,524,181,188,,,18.5,18.5,,,,,,,,,1130,61.081081081,705,38.108108108,OH@00003277@047548,390475402914,SY16-17,,96,0.502617801,Primary,Public,,,,,,,Elementary School,Public School
OH,530 W Poe Rd, Bowling Green, Ohio, 43402,Bowling Green High School,043638,00003285,Bowling Green,Wood,,N,,N,,,9/1/2016,9,2016,921,,253,37,,2771,397,2948,,723,13,55,,,18.5,18.5,,,,,,,,,3168,171.243243243,736,39.783783784,OH@00003285@043638,390436300185,SY16-17,,290,0.314875136,High,Public,,,,,,,High School,Public School
OH,1079 Fairview Ave, Bowling Green, Ohio, 43402,Bowling Green Middle School,043638,00003293,Bowling Green,Wood,,N,,N,,,9/1/2016,9,2016,728,,223,43,,3651,621,3620,,1053,97,107,,,18.5,18.5,,,,,,,,,4272,230.918918919,1150,62.162162162,OH@00003293@043638,390436300186,SY16-17,,266,0.365384615,Middle,Public,,,,,,,Middle School,Public School
OH,2200 Arlington Avenue, Toledo, Ohio, 43614,Bowsher High School,044909,00003301,Toledo Public Schools,Lucas,,N,,N,,,9/1/2016,9,2016,1276,,588,43,,8609,742,1584,,2890,112,98,,,18.5,18.5,,,,,,,,,9351,505.459459459,3002,162.270270270,OH@00003301@044909,390449001773,SY16-17,,631,0.494514107,High,Public,,,,,,,High School,Public School
OH,1001 N Leavitt Rd, Leavittsburg, Ohio, 44430,Labrae Intermediate School,050245,00003335,Labrae Local Sd,Trumbull,,N,,N,,,9/1/2016,9,2016,316,,152,32,,2451,430,855,,1746,274,542,,,18.5,18.5,,,,,,,,,2881,155.729729730,2020,109.189189189,OH@00003335@050245,390502403888,SY16-17,,184,0.582278481,Primary,Public,,,,,,,Elementary School,Public School
OH,750 Railroad Ave, Bradford, Ohio, 45308,Bradford High School,045229,00003376,Bradford Ex Vill Sd,Miami,,N,,N,,,9/1/2016,9,2016,535,,176,70,,2422,709,2484,,1289,132,234,,,18.5,18.5,,,,,,,,,3131,169.243243243,1421,76.810810811,OH@00003376@045229,390452202126,SY16-17,,246,0.459813084,High,Public,,,,,,,High School,Public School
OH,32000 Chagrin Blvd, Pepper Pike, Ohio, 44124,Ballard Brady Middle School,046581,00003400,Orange City School District,Cuyahoga,,N,,N,,,9/1/2016,9,2016,472,,59,8,,586,88,1312,,0,0,0,,,18.5,18.5,,,,,,,,,674,36.432432432,0,0,OH@00003400@046581,391001602597,SY16-17,,67,0.141949153,Middle,Public,,,,,,,Middle School,Public School
OH,609 Brantner Ln, Cincinnati, Ohio, 45244,Brantner Lane Elementary School,046359,00003434,West Clermont,Clermont,,N,,N,,,9/1/2016,9,2016,398,,167,20,,2252,266,953,,1227,75,301,,,18.5,18.5,,,,,,,,,2518,136.108108108,1302,70.378378378,OH@00003434@046359,390463502523,SY16-17,,187,0.469849246,Primary,Public,,,,,,,Elementary School,Public School
OH,4350 Schwinn Dr, Dayton, Ohio, 45404,Brantwood Elementary School,048702,00003442,Mad River,Montgomery,,N,,N,,,9/1/2016,9,2016,411,,224,41,,3575,564,1149,,2063,506,1642,,,18.5,18.5,,,,,,,,,4139,223.729729730,2569,138.864864865,OH@00003442@048702,390487003357,SY16-17,,265,0.644768856,Primary,Public,,,,,,,Elementary School,Public School
OH,6380 Mill Rd, Broadview Heights, Ohio, 44147,Brecksville-Broadview Heights High School,043646,00003467,Brecksville-Broadview Heights,Cuyahoga,,N,,N,,,9/1/2016,9,2016,1364,,88,29,,1041,381,3483,,295,129,91,,,18.5,18.5,,,,,,,,,1422,76.864864865,424,22.918918919,OH@00003467@043646,390436400194,SY16-17,,117,0.085777126,High,Public,,,,,,,High School,Public School
OH,6376 Mill Rd, Broadview Heights, Ohio, 44147,Brecksville-Broadview Heights Middle School,043646,00003475,Brecksville-Broadview Heights,Cuyahoga,,N,,N,,,9/1/2016,9,2016,933,,79,19,,1273,342,5775,,141,2,11,,,18.5,18.5,,,,,,,,,1615,87.297297297,143,7.729729730,OH@00003475@043646,390436400195,SY16-17,,98,0.105037513,Middle,Public,,,,,,,Middle School,Public School
OH,7671 Johnnycake Ridge Rd, Mentor, Ohio, 44060,Brentmoor Elementary School,045492,00003509,Mentor Ex Vill Sd,Lake,,N,,N,,,9/1/2016,9,2016,336,,95,8,,1254,63,1055,,913,34,423,,,18.5,18.5,,,,,,,,,1317,71.189189189,947,51.189189189,OH@00003509@045492,390454902236,SY16-17,,103,0.306547619,Primary,Public,,,,,,,Elementary School,Public School
OH,55707 Industrial Dr, Bridgeport, Ohio, 43912,Bridgeport High School,045237,00003558,Bridgeport Ex Vill Sd,Belmont,,N,,N,,,9/1/2016,9,2016,907,,404,88,,4807,884,1771,,2987,388,582,,,18.5,18.5,,,,,,,,,5691,307.621621622,3375,182.432432432,OH@00003558@045237,390452302128,SY16-17,,492,0.542447630,High,Public,,,,,,,High School,Public School
OH,1004 3rd St, Brilliant, Ohio, 43913,Buckeye North Elementary School,047787,00003590,Buckeye Local Schools,Jefferson,,N,,N,,,9/1/2016,9,2016,381,,198,37,,2594,459,667,,1815,254,791,,,18.5,18.5,,,,,,,,,3053,165.027027027,2069,111.837837838,OH@00003590@047787,390477802970,SY16-17,,235,0.616797900,Primary,Public,,,,,,,Elementary School,Public School
OH,4170 State Route 43, Kent, Ohio, 44240,Brimfield Elementary School,049197,00003616,Field Local Sd,Portage,,N,,N,,,9/1/2016,9,2016,605,,391,25,,2469,262,1689,,1358,76,452,,,18.5,18.5,,,,,,,,,2731,147.621621622,1434,77.513513514,OH@00003616@049197,390491903524,SY16-17,,416,0.687603306,Primary,Public,,,,,,,Elementary School,Public School
OH,205 W Cook Rd, Mansfield, Ohio, 44907,Malabar Intermediate School,044297,00003624,Mansfield City Sd,Richland,,N,,N,,,9/1/2016,9,2016,732,,605,42,,10129,585,471,,7031,410,549,,,18.5,18.5,,,,,,,,,10714,579.135135135,7441,402.216216216,OH@00003624@044297,390442901215,SY16-17,,647,0.883879781,Primary,Public,,,,,,,Elementary School,Public School
OH,1845 State Route 88, Bristolville, Ohio, 44402,Bristol Elementary School,050112,00003632,Bristol Local Sd,Trumbull,,N,,N,,,9/1/2016,9,2016,299,,106,27,,1445,362,1334,,1560,383,2321,,,18.5,18.5,,,,,,,,,1807,97.675675676,1943,105.027027027,OH@00003632@050112,390501103837,SY16-17,,133,0.444816054,Primary,Public,,,,,,,Elementary School,Public School
OH,1845 State Route 88, Bristolville, Ohio, 44402,Bristol High School,050112,00003640,Bristol Local Sd,Trumbull,,N,,N,,,9/1/2016,9,2016,258,,75,26,,1131,423,1669,,392,144,605,,,18.5,18.5,,,,,,,,,1554,84,536,28.972972973,OH@00003640@050112,390501103838,SY16-17,,101,0.391472868,High,Public,,,,,,,High School,Public School
OH,4501 Britton Rd, Hilliard, Ohio, 43026,Britton Elementary School,047019,00003657,Hilliard City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,477,,145,15,,1827,141,1735,,1244,89,425,,,18.5,18.5,,,,,,,,,1968,106.378378378,1333,72.054054054,OH@00003657@047019,390470102745,SY16-17,,160,0.335429769,Primary,Public,,,,,,,Elementary School,Public School
OH,3039 Maryland Ave, Columbus, Ohio, 43209,Broadleigh Elementary School,043802,00003665,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,317,,235,,,5233,0,0,,4839,0,0,,,18.5,18.5,,,,,,,,,5233,282.864864865,4839,261.567567568,OH@00003665@043802,390438000596,SY16-17,,235,1,Primary,Public,,,,,,,Elementary School,Public School
OH,223 W Broadway St, Tipp City, Ohio, 45371,Broadway Elementary School,045617,00003707,Tipp City,Miami,,N,,N,,,9/1/2016,9,2016,383,,63,9,,673,121,1902,,0,0,0,,,18.5,18.5,,,,,,,,,794,42.918918919,0,0,OH@00003707@045617,390456102300,SY16-17,,72,0.187989556,Primary,Public,,,,,,,Elementary School,Public School
OH,614 Bedford Rd SE, Brookfield, Ohio, 44403,Brookfield High School,050120,00003749,Brookfield Local School District,Trumbull,,N,,N,,,9/1/2016,9,2016,343,,113,26,,1612,316,983,,2055,241,786,,,18.5,18.5,,,,,,,,,1928,104.216216216,2296,124.108108108,OH@00003749@050120,390501203840,SY16-17,,139,0.405247813,High,Public,,,,,,,High School,Public School
OH,614 Bedford Rd SE, Brookfield, Ohio, 44403,Brookfield Middle School,050120,00003756,Brookfield Local School District,Trumbull,,N,,N,,,9/1/2016,9,2016,323,,128,36,,1795,482,1036,,0,0,0,,,18.5,18.5,,,,,,,,,2277,123.081081081,0,0,OH@00003756@050120,390501203841,SY16-17,,164,0.507739938,Middle,Public,,,,,,,Middle School,Public School
OH,9200 Biddulph Rd, Brooklyn, Ohio, 44144,Brooklyn High School,043653,00003780,Brooklyn City Sd,Cuyahoga,,N,,N,,,9/1/2016,9,2016,774,,297,61,,3644,708,2195,,1040,87,144,,,18.5,18.5,,,,,,,,,4352,235.243243243,1127,60.918918919,OH@00003780@043653,390436500200,SY16-17,,358,0.462532300,High,Public,,,,,,,High School,Public School
OH,16900 Holland Rd, Brook Park, Ohio, 44142,Brookpark Memorial Elementary School,043612,00003806,Berea City Sd,Cuyahoga,,N,,N,,,9/1/2016,9,2016,468,,200,19,,3114,272,1484,,1052,130,242,,,18.5,18.5,,,,,,,,,3386,183.027027027,1182,63.891891892,OH@00003806@043612,390436000163,SY16-17,,219,0.467948718,Primary,Public,,,,,,,Elementary School,Public School
OH,9200 Biddulph Rd, Brooklyn, Ohio, 44144,Brooklyn Elementary School,043653,00003814,Brooklyn City Sd,Cuyahoga,,N,,N,,,9/1/2016,9,2016,545,,239,47,,2582,479,936,,1337,207,311,,,18.5,18.5,,,,,,,,,3061,165.459459459,1544,83.459459459,OH@00003814@043653,390436500201,SY16-17,,286,0.524770642,Primary,Public,,,,,,,Elementary School,Public School
OH,6700 Mcvey Blvd, Columbus, Ohio, 43235,Brookside Elementary School,045138,00003822,Worthington City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,340,,125,18,,1711,155,1009,,1326,81,155,,,18.5,18.5,,,,,,,,,1866,100.864864865,1407,76.054054054,OH@00003822@045138,390451302034,SY16-17,,143,0.420588235,Primary,Public,,,,,,,Elementary School,Public School
OH,1662 Harris Rd, Sheffield Village, Ohio, 44054,Brookside High School (Bhs),044768,00003830,Sheffield-Sheffield Lake,Lorain,,N,,N,,,9/1/2016,9,2016,582,,207,51,,2490,512,1421,,923,132,94,,,18.5,18.5,,,,,,,,,3002,162.270270270,1055,57.027027027,OH@00003830@044768,390447601619,SY16-17,,258,0.443298969,High,Public,,,,,,,High School,Public School
OH,14105 Snow Rd, Brook Park, Ohio, 44142,Brookview Elementary School,043612,00003848,Berea City Sd,Cuyahoga,,N,,N,,,9/1/2016,9,2016,391,,152,29,,2136,446,1488,,929,235,529,,,18.5,18.5,,,,,,,,,2582,139.567567568,1164,62.918918919,OH@00003848@043612,390436000164,SY16-17,,181,0.462915601,Primary,Public,,,,,,,Elementary School,Public School
OH,1 Blue Pride Drive, Brookville, Ohio, 45309,Brookville High School,048678,00003863,Brookville Local School District,Montgomery,,N,,N,,,9/1/2016,9,2016,942,,160,62,,2611,927,5843,,803,197,185,,,18.5,18.5,,,,,,,,,3538,191.243243243,1000,54.054054054,OH@00003863@048678,390486703341,SY16-17,,222,0.235668790,High,Public,,,,,,,High School,Public School
OH,2494 Walker Rd, Hilliard, Ohio, 43026,Brown Elementary School,047019,00003897,Hilliard City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,569,,162,21,,2424,261,2196,,1735,167,771,,,18.5,18.5,,,,,,,,,2685,145.135135135,1902,102.810810811,OH@00003897@047019,390470102746,SY16-17,,183,0.321616872,Primary,Public,,,,,,,Elementary School,Public School
OH,228 S Scranton St, Ravenna, Ohio, 44266,Brown Middle School,044685,00003905,Ravenna City Sd,Portage,,Y,,N,,,9/1/2016,9,2016,762,,290,,,6276,0,2846,,3192,0,1447,,,18.5,18.5,,,,,,,,,6276,339.243243243,3192,172.540540541,OH@00003905@044685,390446801560,SY16-17,,290,0.688007016,Middle,Public,,,,,,,Middle School,Public School
OH,506-B Aukerman St, Eaton, Ohio, 45320,William Bruce Elementary School,043935,00003954,Eaton City Schools,Preble,,N,,N,,,9/1/2016,9,2016,512,,197,15,,2866,191,2079,,1219,23,306,,,18.5,18.5,,,,,,,,,3057,165.243243243,1242,67.135135135,OH@00003954@043935,390439300882,SY16-17,,212,0.4140625,Primary,Public,,,,,,,Elementary School,Public School
OH,3581 Center Rd, Brunswick, Ohio, 44212,Brunswick High School,043661,00003970,Brunswick City Sd,Medina,,N,,N,,,9/1/2016,9,2016,2205,,346,95,,3815,928,5486,,1293,169,370,,,18.5,18.5,,,,,,,,,4743,256.378378378,1462,79.027027027,OH@00003970@043661,390436600204,SY16-17,,441,0.2,High,Public,,,,,,,High School,Public School
OH,13070 Durkee Rd, Grafton, Ohio, 44044,Midview North Elementary School,048173,00003988,Midview Local Sd,Lorain,,N,,N,,,9/1/2016,9,2016,596,,195,34,,2334,383,924,,2042,268,835,,,18.5,18.5,,,,,,,,,2717,146.864864865,2310,124.864864865,OH@00003988@048173,390481703137,SY16-17,,229,0.384228188,Primary,Public,,,,,,,Elementary School,Public School
OH,4875 Glenlyn Rd, Lyndhurst, Ohio, 44124,Brush High School,044792,00003996,South Euclid-Lyndhurst,Cuyahoga,,N,,N,,,9/1/2016,9,2016,1128,,402,59,,5960,876,3080,,1303,185,131,,,18.5,18.5,,,,,,,,,6836,369.513513514,1488,80.432432432,OH@00003996@044792,390447901645,SY16-17,,461,0.408687943,High,Public,,,,,,,High School,Public School
