State-Reporting,Street Address-Line 1,City,State-Physical,Zip Code,School Name,District ID,School ID,District Name,County,Street Address-Line 2,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,School Type-Original
OH,607 N Pike St, Anna, Ohio, 45302,Anna Elementary School,049759,00000745,Anna Local Sd,Shelby,,N,,N,,,9/1/2016,9,2016,511,,68,16,,1074,305,6163,,0,0,0,,,18.5,18.5,,,,,,,,,1379,74.540540541,0,0,OH@00000745@049759,391000403682,SY16-17,,84,0.164383562,Primary,Public,,,,,,,Elementary School,Public School
OH,1 McRill Way, Anna, Ohio, 45302,Anna High School,049759,00000752,Anna Local Sd,Shelby,,N,,N,,,9/1/2016,9,2016,683,,53,23,,715,271,3263,,0,0,0,,,18.5,18.5,,,,,,,,,986,53.297297297,0,0,OH@00000752@049759,391000403683,SY16-17,,76,0.111273792,High,Public,,,,,,,High School,Public School
OH,600 E Canal St, Ansonia, Ohio, 45303,Ansonia Elementary School,046623,00000760,Ansonia Local Sd,Darke,,N,,N,,,9/1/2016,9,2016,815,,183,74,,2654,951,6005,,1122,276,274,,,18.5,18.5,,,,,,,,,3605,194.864864865,1398,75.567567568,OH@00000760@046623,390466202610,SY16-17,,257,0.315337423,Primary,Public,,,,,,,Elementary School,Public School
OH,16 Farm Ave, Franklin, Ohio, 45005,Anthony Wayne Elementary School,044008,00000802,Franklin City Sd,Warren,,N,,N,,,9/1/2016,9,2016,260,,156,17,,2481,223,761,,2111,230,1047,,,18.5,18.5,,,,,,,,,2704,146.162162162,2341,126.540540541,OH@00000802@044008,390440000962,SY16-17,,173,0.665384615,Primary,Public,,,,,,,Elementary School,Public School
OH,5967 Finzel Rd, Whitehouse, Ohio, 43571,Anthony Wayne High School,048207,00000810,Anthony Wayne,Lucas,,N,,N,,,9/1/2016,9,2016,1502,,113,25,,1298,322,6616,,31,0,0,,,18.5,18.5,,,,,,,,,1620,87.567567568,31,1.675675676,OH@00000810@048207,390482003144,SY16-17,,138,0.091877497,High,Public,,,,,,,High School,Public School
OH,2955 E 71st St, Cleveland, Ohio, 44104,Anton Grdina Elementary School,043786,00000828,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,384,,297,,,6024,0,0,,3800,0,0,,,18.5,18.5,,,,,,,,,6024,325.621621622,3800,205.405405405,OH@00000828@043786,390437800420,SY16-17,,297,1,Primary,Public,,,,,,,Elementary School,Public School
OH,303 S. Harrmann Rd, Antwerp, Ohio, 45813,Antwerp Local High School,048991,00000844,Antwerp Local Sd,Paulding,,N,,N,,,9/1/2016,9,2016,676,,159,60,,2547,718,1850,,622,32,80,,,18.5,18.5,,,,,,,,,3265,176.486486486,654,35.351351351,OH@00000844@048991,390489903468,SY16-17,,219,0.323964497,High,Public,,,,,,,High School,Public School
OH,173 W Main St, Apple Creek, Ohio, 44606,Apple Creek Elementary School,050583,00000851,Southeast Local Sd,Wayne,,N,,N,,,9/1/2016,9,2016,411,,155,37,,2573,480,2210,,1083,74,146,,,18.5,18.5,,,,,,,,,3053,165.027027027,1157,62.540540541,OH@00000851@050583,390505803995,SY16-17,,192,0.467153285,Primary,Public,,,,,,,Elementary School,Public School
OH,3891 Applewood Dr, Brunswick, Ohio, 44212,Applewood Elementary School,043661,00000877,Brunswick City Sd,Medina,,N,,N,,,9/1/2016,9,2016,476,,116,20,,1864,216,1554,,876,31,236,,,18.5,18.5,,,,,,,,,2080,112.432432432,907,49.027027027,OH@00000877@043661,390436600203,SY16-17,,136,0.285714286,Primary,Public,,,,,,,Elementary School,Public School
OH,19033 State Route 12, Arcadia, Ohio, 44804,Arcadia High School,047415,00000893,Arcadia Local Sd,Hancock,,N,,N,,,9/1/2016,9,2016,600,,147,78,,2266,1208,5304,,939,374,329,,,18.5,18.5,,,,,,,,,3474,187.783783784,1313,70.972972973,OH@00000893@047415,391000202888,SY16-17,,225,0.375,High,Public,,,,,,,High School,Public School
OH,2011 Trojan Ave, Arcanum, Ohio, 45304,Arcanum High School,046631,00000919,Arcanum-Butler Local Schools,Darke,,N,,N,,,9/1/2016,9,2016,1170,,209,88,,2553,1070,4826,,779,255,410,,,18.5,18.5,,,,,,,,,3623,195.837837838,1034,55.891891892,OH@00000919@046631,390466302614,SY16-17,,297,0.253846154,High,Public,,,,,,,High School,Public School
OH,500 Lafayette St, Archbold, Ohio, 43502,Archbold Elementary School,047043,00000927,Archbold-Area Local Sd,Fulton,,N,,N,,,9/1/2016,9,2016,499,,108,37,,1642,581,3693,,430,110,176,,,18.5,18.5,,,,,,,,,2223,120.162162162,540,29.189189189,OH@00000927@047043,390470402756,SY16-17,,145,0.290581162,Primary,Public,,,,,,,Elementary School,Public School
OH,600 Lafayette St, Archbold, Ohio, 43502,Archbold High School,047043,00000935,Archbold-Area Local Sd,Fulton,,N,,N,,,9/1/2016,9,2016,413,,53,26,,570,244,1947,,125,10,40,,,18.5,18.5,,,,,,,,,814,44,135,7.297297297,OH@00000935@047043,390470402757,SY16-17,,79,0.191283293,High,Public,,,,,,,High School,Public School
OH,909 Milton Blvd, Newton Falls, Ohio, 44444,Arlington Elementary School,045567,00000950,Newton Falls,Trumbull,,N,,N,,,9/1/2016,9,2016,304,,163,22,,2358,271,869,,1563,87,356,,,18.5,18.5,,,,,,,,,2629,142.108108108,1650,89.189189189,OH@00000950@045567,390455602279,SY16-17,,185,0.608552632,Primary,Public,,,,,,,Elementary School,Public School
OH,707 Woodsdale Ave, Toledo, Ohio, 43609,Arlington Elementary School,044909,00000968,Toledo Public Schools,Lucas,,Y,,N,,,9/1/2016,9,2016,385,,233,,,5337,0,0,,2409,0,0,,,18.5,18.5,,,,,,,,,5337,288.486486486,2409,130.216216216,OH@00000968@044909,390449001769,SY16-17,,233,1,Primary,Public,,,,,,,Elementary School,Public School
OH,336 S Main St, Arlington, Ohio, 45814,Arlington Local High School,047423,00000992,Arlington Local Sd,Hancock,,N,,N,,,9/1/2016,9,2016,572,,98,24,,1588,369,5208,,0,0,0,,,18.5,18.5,,,,,,,,,1957,105.783783784,0,0,OH@00000992@047423,390474202890,SY16-17,,122,0.213286713,High,Public,,,,,,,High School,Public School
OH,1600 Raleigh Blvd, Copley, Ohio, 44321,Arrowhead Primary Elementary School,049981,00001024,Copley-Fairlawn City Sd,Summit,,N,,N,,,9/1/2016,9,2016,356,,43,10,,497,96,1374,,0,0,0,,,18.5,18.5,,,,,,,,,593,32.054054054,0,0,OH@00001024@049981,390499803781,SY16-17,,53,0.148876404,Primary,Public,,,,,,,Elementary School,Public School
OH,4315 W 140th St, Cleveland, Ohio, 44135,Artemus Ward @ Halle,043786,00001040,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,501,,341,,,8323,0,0,,4564,0,0,,,18.5,18.5,,,,,,,,,8323,449.891891892,4564,246.702702703,OH@00001040@043786,390437800421,SY16-17,,341,1,Primary,Public,,,,,,,Elementary School,Public School
OH,33425 Arthur Rd, Solon, Ohio, 44139,Arthur Road Elementary School,046607,00001057,Solon City Sd,Cuyahoga,,N,,N,,,9/1/2016,9,2016,64,,6,,,48,0,15,,0,0,0,,,18.5,18.5,,,,,,,,,48,2.594594595,0,0,OH@00001057@046607,390466002605,SY16-17,,6,0.09375,Primary,Public,,,,,,,Elementary School,Public School
OH,5127 Harbor Blvd, Columbus, Ohio, 43232,Asbury Elementary School,046979,00001073,Groveport Madison,Franklin,,N,,N,,,9/1/2016,9,2016,489,,334,45,,4551,658,879,,2971,294,304,,,18.5,18.5,,,,,,,,,5209,281.567567568,3265,176.486486486,OH@00001073@046979,390469704299,SY16-17,,379,0.775051125,Primary,Public,,,,,,,Elementary School,Public School
OH,1520 King Rd, Ashland, Ohio, 44805,Ashland Middle School,043505,00001099,Ashland City Sd,Ashland,,N,,N,,,9/1/2016,9,2016,745,,228,50,,3859,769,2671,,1621,149,176,,,18.5,18.5,,,,,,,,,4628,250.162162162,1770,95.675675676,OH@00001099@043505,390435000076,SY16-17,,278,0.373154362,Middle,Public,,,,,,,Middle School,Public School
OH,522 E High St, Ashley, Ohio, 43003,Buckeye Valley East Elementary School,046755,00001107,Buckeye Valley,Delaware,,N,,N,,,9/1/2016,9,2016,319,,92,22,,1386,330,1850,,883,200,350,,,18.5,18.5,,,,,,,,,1716,92.756756757,1083,58.540540541,OH@00001107@046755,390467502643,SY16-17,,114,0.357366771,Primary,Public,,,,,,,Elementary School,Public School
OH,6600 Sanborn Rd, Ashtabula, Ohio, 44004,Lakeside High School,043513,00001123,Ashtabula Area City Schools,Ashtabula,,Y,,N,,,9/1/2016,9,2016,853,,491,,,13032,0,185,,5619,0,80,,,18.5,18.5,,,,,,,,,13032,704.432432432,5619,303.729729730,OH@00001123@043513,390435100084,SY16-17,,491,0.986002875,High,Public,,,,,,,High School,Public School
OH,90 Walnut St, Ashville, Ohio, 43103,Ashville Elementary School,049098,00001131,Teays Valley,Pickaway,,N,,N,,,9/1/2016,9,2016,390,,129,30,,1601,379,1369,,577,60,117,,,18.5,18.5,,,,,,,,,1980,107.027027027,637,34.432432432,OH@00001131@049098,390490903488,SY16-17,,159,0.407692308,Primary,Public,,,,,,,Elementary School,Public School
OH,1 High School Rd, The Plains, Ohio, 45780,Athens High School,043521,00001149,Athens City Sd,Athens,,N,,N,,,9/1/2016,9,2016,898,,237,31,,2585,259,1428,,885,31,83,,,18.5,18.5,,,,,,,,,2844,153.729729730,916,49.513513514,OH@00001149@043521,390435200097,SY16-17,,268,0.298440980,High,Public,,,,,,,High School,Public School
OH,1100 Delaware Ave, Fremont, Ohio, 43420,Atkinson Elementary School,044016,00001172,Fremont City Sd,Sandusky,,Y,,N,,,9/1/2016,9,2016,278,,167,,,2833,0,1043,,1167,0,430,,,18.5,18.5,,,,,,,,,2833,153.135135135,1167,63.081081081,OH@00001172@044016,390440100971,SY16-17,,167,0.730908153,Primary,Public,,,,,,,Elementary School,Public School
OH,13343 E US Highway 224, Attica, Ohio, 44807,Seneca East High School,049684,00001198,Seneca East,Seneca,,N,,N,,,9/1/2016,9,2016,912,,156,91,,2586,1380,6282,,880,176,262,,,18.5,18.5,,,,,,,,,3966,214.378378378,1056,57.081081081,OH@00001198@049684,390496803670,SY16-17,,247,0.270833333,High,Public,,,,,,,High School,Public School
OH,1464 Industry Rd, Atwater, Ohio, 44201,Waterloo Elementary School,049247,00001206,Waterloo Local Sd,Portage,,N,,N,,,9/1/2016,9,2016,797,,260,48,,3532,599,2831,,1266,135,240,,,18.5,18.5,,,,,,,,,4131,223.297297297,1401,75.729729730,OH@00001206@049247,390492403544,SY16-17,,308,0.386449184,Primary,Public,,,,,,,Elementary School,Public School
OH,109 Auburn Ave, Shelby, Ohio, 44875,Auburn Elementary School,044776,00001222,Shelby City Sd,Richland,,N,,N,,,9/1/2016,9,2016,368,,176,43,,3035,677,1275,,2562,367,587,,,18.5,18.5,,,,,,,,,3712,200.648648649,2929,158.324324324,OH@00001222@044776,391000901625,SY16-17,,219,0.595108696,Primary,Public,,,,,,,Elementary School,Public School
OH,9595 E Washington St, Chagrin Falls, Ohio, 44023,Timmons Elementary School,047191,00001230,Kenston Local Sd,Geauga,,N,,N,,,9/1/2016,9,2016,702,,56,11,,741,148,3132,,0,0,0,,,18.5,18.5,,,,,,,,,889,48.054054054,0,0,OH@00001230@047191,390471904313,SY16-17,,67,0.095441595,Primary,Public,,,,,,,Elementary School,Public School
OH,309 N 1st St, Oakwood, Ohio, 45873,Oakwood Elementary School,045575,00001255,Paulding Ex Vill Sd,Paulding,,N,,N,,,9/1/2016,9,2016,248,,100,23,,1483,369,1110,,655,124,182,,,18.5,18.5,,,,,,,,,1852,100.108108108,779,42.108108108,OH@00001255@045575,390455702283,SY16-17,,123,0.495967742,Primary,Public,,,,,,,Elementary School,Public School
OH,3117 Aurora Rd NE, Carrollton, Ohio, 44615,Augusta Elementary School,045278,00001271,Carrollton Ex Vill Sd,Carroll,,N,,N,,,9/1/2016,9,2016,116,,39,18,,615,233,550,,468,223,275,,,18.5,18.5,,,,,,,,,848,45.837837838,691,37.351351351,OH@00001271@045278,390452702152,SY16-17,,57,0.491379310,Primary,Public,,,,,,,Elementary School,Public School
OH,109 W Pioneer Trl, Aurora, Ohio, 44202,Aurora High School,049171,00001297,Aurora City Sd,Portage,,N,,N,,,9/1/2016,9,2016,992,,58,18,,464,106,1883,,0,0,0,,,18.5,18.5,,,,,,,,,570,30.810810811,0,0,OH@00001297@049171,390491703512,SY16-17,,76,0.076612903,High,Public,,,,,,,High School,Public School
OH,105 Hurd Rd, Aurora, Ohio, 44202,Craddock/Miller Elementary School,049171,00001313,Aurora City Sd,Portage,,N,,N,,,9/1/2016,9,2016,405,,32,6,,444,95,2548,,0,0,0,,,18.5,18.5,,,,,,,,,539,29.135135135,0,0,OH@00001313@049171,390491703516,SY16-17,,38,0.093827160,Primary,Public,,,,,,,Elementary School,Public School
OH,3030 State Route 307, Austinburg, Ohio, 44010,Austinburg Elementary School,044057,00001321,Geneva Area City Schools,Ashtabula,,N,,N,,,9/1/2016,9,2016,275,,94,14,,1216,168,1002,,765,10,212,,,18.5,18.5,,,,,,,,,1384,74.810810811,775,41.891891892,OH@00001321@044057,390440501000,SY16-17,,108,0.392727273,Primary,Public,,,,,,,Elementary School,Public School
OH,800 S Raccoon Rd, Youngstown, Ohio, 44515,Austintown Middle School,048298,00001339,Austintown Local Sd,Mahoning,,N,,N,,,9/1/2016,9,2016,1181,,513,107,,7453,1291,2882,,1728,217,295,,,18.5,18.5,,,,,,,,,8744,472.648648649,1945,105.135135135,OH@00001339@048298,390482903187,SY16-17,,620,0.524978831,Middle,Public,,,,,,,Middle School,Public School
OH,4388 Avery Rd, Hilliard, Ohio, 43026,Avery Elementary School,047019,00001347,Hilliard City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,399,,78,20,,1161,245,1748,,342,68,146,,,18.5,18.5,,,,,,,,,1406,76,410,22.162162162,OH@00001347@047019,390470102743,SY16-17,,98,0.245614035,Primary,Public,,,,,,,Elementary School,Public School
OH,3100 Nagle Rd, Avon, Ohio, 44011,Avon East Elementary School,048116,00001354,Avon Local Sd,Lorain,,N,,N,,,9/1/2016,9,2016,644,,57,4,,657,30,3092,,160,11,176,,,18.5,18.5,,,,,,,,,687,37.135135135,171,9.243243243,OH@00001354@048116,390481103111,SY16-17,,61,0.094720497,Primary,Public,,,,,,,Elementary School,Public School
OH,3075 Stoney Ridge Rd, Avon, Ohio, 44011,Avon Village Elementary School,048116,00001362,Avon Local Sd,Lorain,,N,,N,,,9/1/2016,9,2016,422,,37,3,,99,15,1411,,142,0,142,,,18.5,18.5,,,,,,,,,114,6.162162162,142,7.675675676,OH@00001362@048116,390481103112,SY16-17,,40,0.094786730,Primary,Public,,,,,,,Elementary School,Public School
OH,37545 Detroit Rd, Avon, Ohio, 44011,Avon High School,048116,00001370,Avon Local Sd,Lorain,,N,,N,,,9/1/2016,9,2016,1289,,111,13,,1022,76,2701,,117,14,24,,,18.5,18.5,,,,,,,,,1098,59.351351351,131,7.081081081,OH@00001370@048116,390481103110,SY16-17,,124,0.096198604,High,Public,,,,,,,High School,Public School
OH,175 Avon Belden Rd, Avon Lake, Ohio, 44012,Avon Lake High School,048124,00001388,Avon Lake City Schools,Lorain,,N,,N,,,9/1/2016,9,2016,1271,,96,35,,1108,356,7225,,0,0,0,,,18.5,18.5,,,,,,,,,1464,79.135135135,0,0,OH@00001388@048124,390481203113,SY16-17,,131,0.103068450,High,Public,,,,,,,High School,Public School
OH,141 Hawkes Ave, Columbus, Ohio, 43222,Avondale Elementary,043802,00001396,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,352,,307,,,5165,0,0,,4516,0,0,,,18.5,18.5,,,,,,,,,5165,279.189189189,4516,244.108108108,OH@00001396@043802,390438000585,SY16-17,,307,1,Primary,Public,,,,,,,Elementary School,Public School
OH,3933 Eaton Rd NW, Canton, Ohio, 44708,Avondale Elementary School,049932,00001404,Plain Local School District,Stark,,N,,N,,,9/1/2016,9,2016,277,,96,22,,1221,288,1106,,549,34,224,,,18.5,18.5,,,,,,,,,1509,81.567567568,583,31.513513514,OH@00001404@049932,390499303757,SY16-17,,118,0.425992780,Primary,Public,,,,,,,Elementary School,Public School
OH,28046 Watson Rd, Defiance, Ohio, 43512,Ayersville High School,046706,00001420,Ayersville Local School District,Defiance,,N,,N,,,9/1/2016,9,2016,748,,125,80,,2061,1320,6107,,494,98,175,,,18.5,18.5,,,,,,,,,3381,182.756756757,592,32,OH@00001420@046706,390467002626,SY16-17,,205,0.274064171,High,Public,,,,,,,High School,Public School
OH,100 Maple Ave, Trenton, Ohio, 45067,Babeck Elementary School,046094,00001438,Edgewood City School District,Butler,,N,,N,,,9/1/2016,9,2016,491,,179,41,,2173,500,1460,,1455,298,682,,,18.5,18.5,,,,,,,,,2673,144.486486486,1753,94.756756757,OH@00001438@046094,390460902422,SY16-17,,220,0.448065173,Primary,Public,,,,,,,Elementary School,Public School
OH,7119 State Route 7, Kinsman, Ohio, 44428,Badger High School,050179,00001446,Joseph Badger,Trumbull,,N,,N,,,9/1/2016,9,2016,244,,60,21,,881,322,1590,,377,86,279,,,18.5,18.5,,,,,,,,,1203,65.027027027,463,25.027027027,OH@00001446@050179,390501703862,SY16-17,,81,0.331967213,High,Public,,,,,,,High School,Public School
OH,4095 Sheridan Dr, Vienna, Ohio, 44473,Baker Elementary School,050153,00001461,Mathews Local Sd,Trumbull,,N,,N,,,9/1/2016,9,2016,210,,77,11,,1097,136,717,,717,33,153,,,18.5,18.5,,,,,,,,,1233,66.648648649,750,40.540540541,OH@00001461@050153,390501503850,SY16-17,,88,0.419047619,Primary,Public,,,,,,,Elementary School,Public School
OH,665 Garry Rd, Akron, Ohio, 44305,Barber Elementary School,043489,00001537,Akron City Schools,Summit,,Y,,N,,,9/1/2016,9,2016,305,,214,,,5252,0,532,,4064,0,412,,,18.5,18.5,,,,,,,,,5252,283.891891892,4064,219.675675676,OH@00001537@043489,390434800019,SY16-17,,214,0.908022130,Primary,Public,,,,,,,Elementary School,Public School
OH,555 Barber Rd, Barberton, Ohio, 44203,Barberton High School,043539,00001545,Barberton City Schools,Summit,,N,,N,,,9/1/2016,9,2016,1391,,693,123,,9134,1457,3253,,3297,339,145,,,18.5,18.5,,,,,,,,,10591,572.486486486,3636,196.540540541,OH@00001545@043539,390435300104,SY16-17,,816,0.586628325,High,Public,,,,,,,High School,Public School
OH,70 Warrior Dr, Vincent, Ohio, 45784,Warren Middle School,050500,00001578,Warren Local Sd,Washington,,N,,N,,,9/1/2016,9,2016,673,,190,46,,2516,570,2489,,868,78,222,,,18.5,18.5,,,,,,,,,3086,166.810810811,946,51.135135135,OH@00001578@050500,391001803967,SY16-17,,236,0.350668648,Middle,Public,,,,,,,Middle School,Public School
OH,210 W Church St, Barnesville, Ohio, 43713,Barnesville Elementary School,045203,00001594,Barnesville Ex Vill Sd,Belmont,,N,,N,,,9/1/2016,9,2016,612,,209,38,,2909,326,1692,,1960,197,1992,,,18.5,18.5,,,,,,,,,3235,174.864864865,2157,116.594594595,OH@00001594@045203,390452002120,SY16-17,,247,0.403594771,Primary,Public,,,,,,,Elementary School,Public School
OH,910 Shamrock Dr, Barnesville, Ohio, 43713,Barnesville High School,045203,00001602,Barnesville Ex Vill Sd,Belmont,,N,,N,,,9/1/2016,9,2016,361,,80,36,,804,278,815,,857,249,2103,,,18.5,18.5,,,,,,,,,1082,58.486486486,1106,59.783783784,OH@00001602@045203,390452002121,SY16-17,,116,0.321329640,High,Public,,,,,,,High School,Public School
OH,1812 Harris Rd, Sheffield Village, Ohio, 44054,Brookside Intermediate School (Bis),044768,00001628,Sheffield-Sheffield Lake,Lorain,,N,,N,,,9/1/2016,9,2016,538,,207,49,,2785,511,1647,,1665,275,682,,,18.5,18.5,,,,,,,,,3296,178.162162162,1940,104.864864865,OH@00001628@044768,390447601624,SY16-17,,256,0.475836431,Primary,Public,,,,,,,Elementary School,Public School
OH,1015 N Leavitt Rd, Leavittsburg, Ohio, 44430,Bascom Elementary School,050245,00001669,Labrae Local Sd,Trumbull,,N,,N,,,9/1/2016,9,2016,276,,162,27,,2508,318,552,,1411,137,223,,,18.5,18.5,,,,,,,,,2826,152.756756757,1548,83.675675676,OH@00001669@050245,390502403884,SY16-17,,189,0.684782609,Primary,Public,,,,,,,Elementary School,Public School
OH,2155 Bassett Rd, Westlake, Ohio, 44145,Bassett Elementary School,045062,00001677,Westlake City Sd,Cuyahoga,,N,,N,,,9/1/2016,9,2016,395,,75,10,,796,69,1829,,0,0,0,,,18.5,18.5,,,,,,,,,865,46.756756757,0,0,OH@00001677@045062,390450601971,SY16-17,,85,0.215189873,Primary,Public,,,,,,,Elementary School,Public School
OH,575 W 6th St, Port Clinton, Ohio, 43452,Bataan Elementary School,044651,00001685,Port Clinton,Ottawa,,N,,N,,,9/1/2016,9,2016,723,,341,43,,5240,509,1567,,2849,208,331,,,18.5,18.5,,,,,,,,,5749,310.756756757,3057,165.243243243,OH@00001685@044651,390446501532,SY16-17,,384,0.531120332,Primary,Public,,,,,,,Elementary School,Public School
OH,3 Bulldog Pl, Batavia, Ohio, 45103,Batavia Elementary School,046300,00001693,Batavia Local Sd,Clermont,,N,,N,,,9/1/2016,9,2016,1242,,484,91,,7432,1235,3672,,5574,972,1924,,,18.5,18.5,,,,,,,,,8667,468.486486486,6546,353.837837838,OH@00001693@046300,390463002503,SY16-17,,575,0.462962963,Primary,Public,,,,,,,Elementary School,Public School
OH,1 Bull Dog Pl, Batavia, Ohio, 45103,Batavia High School,046300,00001701,Batavia Local Sd,Clermont,,N,,N,,,9/1/2016,9,2016,720,,182,38,,2279,524,1918,,1096,131,110,,,18.5,18.5,,,,,,,,,2803,151.513513514,1227,66.324324324,OH@00001701@046300,390463002504,SY16-17,,220,0.305555556,High,Public,,,,,,,High School,Public School
OH,1246 N Cleveland Massillon Rd, Akron, Ohio, 44333,Bath Elementary School,050054,00001735,Revere Local Sd,Summit,,N,,N,,,9/1/2016,9,2016,455,,23,8,,319,43,2798,,0,0,0,,,18.5,18.5,,,,,,,,,362,19.567567568,0,0,OH@00001735@050054,390500503815,SY16-17,,31,0.068131868,Primary,Public,,,,,,,Elementary School,Public School
OH,2450 Bible Rd, Lima, Ohio, 45801,Bath Elementary School,045765,00001743,Bath Local Sd,Allen,,N,,N,,,9/1/2016,9,2016,858,,363,96,,5833,1533,4793,,2016,277,437,,,18.5,18.5,,,,,,,,,7366,398.162162162,2293,123.945945946,OH@00001743@045765,390457602334,SY16-17,,459,0.534965035,Primary,Public,,,,,,,Elementary School,Public School
OH,2850 Bible Rd, Lima, Ohio, 45801,Bath High School,045765,00001750,Bath Local Sd,Allen,,N,,N,,,9/1/2016,9,2016,474,,138,50,,1873,586,2221,,538,89,174,,,18.5,18.5,,,,,,,,,2459,132.918918919,627,33.891891892,OH@00001750@045765,390457602335,SY16-17,,188,0.396624473,High,Public,,,,,,,High School,Public School
OH,2700 Bible Rd, Lima, Ohio, 45801,Bath Middle School,045765,00001768,Bath Local Sd,Allen,,N,,N,,,9/1/2016,9,2016,432,,153,58,,2538,983,2481,,568,127,54,,,18.5,18.5,,,,,,,,,3521,190.324324324,695,37.567567568,OH@00001768@045765,390457602336,SY16-17,,211,0.488425926,Middle,Public,,,,,,,Middle School,Public School
