Enrollment-Reduced,Enrollment-Free,Enrollment-Total,CEP (Y/N),Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,School Name,School ID,District Name,District ID,Claim Date,State-Reporting,County,School Type-Original,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,NCES ID,ISP
15,193,1096,N,,,,,,,Public,,0.189781022,208,,SY17-18,SC@025@2201,53.5,963,96.055555556,1729,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,11/1/2017,SC,Georgetown County,Public,18,1492,1610,119,18,228,957,6,450228001440,0.1642
15,194,1097,N,,,,,,,Public,,0.190519599,209,,SY17-18,SC@025@2201,47.363636364,521,88.272727273,971,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,12/1/2017,SC,Georgetown County,Public,11,889,902,69,11,165,507,14,450228001440,0.1642
14,193,1090,N,,,,,,,Public,,0.189908257,207,,SY17-18,SC@025@2201,42.8125,685,83.5625,1337,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,1/1/2018,SC,Georgetown County,Public,16,1223,1252,85,16,263,671,14,450228001440,0.1642
12,201,1083,N,,,,,,,Public,,0.196675900,213,,SY17-18,SC@025@2201,46.5,930,91,1820,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,2/1/2018,SC,Georgetown County,Public,20,1622,1703,117,20,325,906,24,450228001440,0.1642
12,204,1078,N,,,,,,,Public,,0.200371058,216,,SY17-18,SC@025@2201,56.681818182,1247,84.090909091,1850,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,3/1/2018,SC,Georgetown County,Public,22,1696,1712,138,22,401,1192,55,450228001440,0.1642
12,204,1074,N,,,,,,,Public,,0.201117318,216,,SY17-18,SC@025@2201,55.8125,893,87.4375,1399,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,4/1/2018,SC,Georgetown County,Public,16,1124,1315,84,16,193,865,28,450228001440,0.1642
12,205,1075,N,,,,,,,Public,,0.201860465,217,,SY17-18,SC@025@2201,61.636363636,1356,95,2090,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,5/1/2018,SC,Georgetown County,Public,22,1421,1974,116,22,189,1314,42,450228001440,0.1642
12,205,1074,N,,,,,,,Public,,0.202048417,217,,SY17-18,SC@025@2201,86,172,60.5,121,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Waccamaw High,025,Georgetown County,2201,6/1/2018,SC,Georgetown County,Public,2,61,114,7,2,11,166,6,450228001440,0.1642
21,176,522,N,,,,,,,Public,,0.377394636,197,,SY17-18,SC@029@2201,57.75,462,162.875,1303,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,8/1/2017,SC,Georgetown County,Public,8,463,1235,68,8,45,442,20,450228001518,0.2685
22,151,526,N,,,,,,,Public,,0.328897338,173,,SY17-18,SC@029@2201,67.833333333,1221,157.555555556,2836,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,9/1/2017,SC,Georgetown County,Public,18,985,2620,216,18,82,1159,62,450228001518,0.2685
22,166,522,N,,,,,,,Public,,0.360153257,188,,SY17-18,SC@029@2201,70.523809524,1481,128.428571429,2697,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,10/1/2017,SC,Georgetown County,Public,21,1603,2476,221,21,132,1397,84,450228001518,0.2685
23,167,528,N,,,,,,,Public,,0.359848485,190,,SY17-18,SC@029@2201,71.888888889,1294,143.833333333,2589,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,11/1/2017,SC,Georgetown County,Public,18,1572,2369,220,18,57,1238,56,450228001518,0.2685
23,165,527,N,,,,,,,Public,,0.356736243,188,,SY17-18,SC@029@2201,64.454545455,709,134.090909091,1475,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,12/1/2017,SC,Georgetown County,Public,11,950,1331,144,11,61,667,42,450228001518,0.2685
23,159,518,N,,,,,,,Public,,0.351351351,182,,SY17-18,SC@029@2201,58.9375,943,128.625,2058,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,1/1/2018,SC,Georgetown County,Public,16,1249,1851,207,16,63,875,68,450228001518,0.2685
22,162,515,N,,,,,,,Public,,0.357281553,184,,SY17-18,SC@029@2201,62.25,1245,130.75,2615,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,2/1/2018,SC,Georgetown County,Public,20,1591,2363,252,20,78,1145,100,450228001518,0.2685
22,162,512,N,,,,,,,Public,,0.359375,184,,SY17-18,SC@029@2201,66.136363636,1455,122.272727273,2690,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,3/1/2018,SC,Georgetown County,Public,22,1627,2432,258,22,95,1326,129,450228001518,0.2685
22,162,511,N,,,,,,,Public,,0.360078278,184,,SY17-18,SC@029@2201,70.25,1124,140.5,2248,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,4/1/2018,SC,Georgetown County,Public,16,1213,2046,202,16,77,1040,84,450228001518,0.2685
22,165,511,N,,,,,,,Public,,0.365949119,187,,SY17-18,SC@029@2201,75.363636364,1658,144.454545455,3178,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,5/1/2018,SC,Georgetown County,Public,22,1648,2881,297,22,84,1546,112,450228001518,0.2685
20,167,511,N,,,,,,,Public,,0.365949119,187,,SY17-18,SC@029@2201,118,236,105.5,211,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Waccamaw Intermediate,029,Georgetown County,2201,6/1/2018,SC,Georgetown County,Public,2,113,209,2,2,9,232,4,450228001518,0.2685
9,112,410,N,,,,,,,Public,,0.295121951,121,,SY17-18,SC@028@2201,23.625,189,67.25,538,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,8/1/2017,SC,Georgetown County,Public,8,383,483,55,8,66,176,13,450228000739,0.2327
10,87,412,N,,,,,,,Public,,0.235436893,97,,SY17-18,SC@028@2201,24.166666667,435,65.388888889,1177,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,9/1/2017,SC,Georgetown County,Public,18,816,1025,152,18,178,409,26,450228000739,0.2327
13,101,410,N,,,,,,,Public,,0.278048780,114,,SY17-18,SC@028@2201,31.095238095,653,63.809523810,1340,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,10/1/2017,SC,Georgetown County,Public,21,1101,1160,180,21,270,605,48,450228000739,0.2327
12,102,413,N,,,,,,,Public,,0.276029056,114,,SY17-18,SC@028@2201,31.222222222,562,60.277777778,1085,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,11/1/2017,SC,Georgetown County,Public,18,951,928,157,18,261,515,47,450228000739,0.2327
12,101,412,N,,,,,,,Public,,0.274271845,113,,SY17-18,SC@028@2201,29.909090909,329,58.727272727,646,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,12/1/2017,SC,Georgetown County,Public,11,546,557,89,11,150,295,34,450228000739,0.2327
11,102,411,N,,,,,,,Public,,0.274939173,113,,SY17-18,SC@028@2201,22,352,54.5625,873,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,1/1/2018,SC,Georgetown County,Public,16,743,758,115,16,156,320,32,450228000739,0.2327
11,105,409,N,,,,,,,Public,,0.283618582,116,,SY17-18,SC@028@2201,26.2,524,54.8,1096,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,2/1/2018,SC,Georgetown County,Public,20,925,959,137,20,231,472,52,450228000739,0.2327
12,106,413,N,,,,,,,Public,,0.285714286,118,,SY17-18,SC@028@2201,31.772727273,699,54.318181818,1195,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,3/1/2018,SC,Georgetown County,Public,22,992,1034,161,22,324,620,79,450228000739,0.2327
13,106,414,N,,,,,,,Public,,0.287439614,119,,SY17-18,SC@028@2201,32.8125,525,58.6875,939,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,4/1/2018,SC,Georgetown County,Public,16,777,805,134,16,228,463,62,450228000739,0.2327
13,108,416,N,,,,,,,Public,,0.290865385,121,,SY17-18,SC@028@2201,33.136363636,729,60.636363636,1334,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,5/1/2018,SC,Georgetown County,Public,22,909,1089,245,22,273,646,83,450228000739,0.2327
13,108,416,N,,,,,,,Public,,0.290865385,121,,SY17-18,SC@028@2201,30,60,21,42,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Waccamaw Middle,028,Georgetown County,2201,6/1/2018,SC,Georgetown County,Public,2,43,37,5,2,20,55,5,450228000739,0.2327
14,43,296,N,,,,,,,Charter,,0.192567568,57,,SY17-18,SC@044@6399,10,30,12.333333333,37,,,,,,,,,,,,,,2017,8,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,8/1/2017,SC,Lexington County,Charter,3,300,30,7,3,206,24,6,,
16,67,307,N,,,,,,,Charter,,0.270358306,83,,SY17-18,SC@044@6399,30.052631579,571,55.473684211,1054,,,,,,,,,,,,,,2017,9,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,9/1/2017,SC,Lexington County,Charter,19,1613,829,225,19,474,431,140,,
18,75,270,N,,,,,,,Charter,,0.344444444,93,,SY17-18,SC@044@6399,38.409090909,845,77.636363636,1708,,,,,,,,,,,,,,2017,10,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,10/1/2017,SC,Lexington County,Charter,22,1404,1411,297,22,303,665,180,,
18,80,170,N,,,,,,,Charter,,0.576470588,98,,SY17-18,SC@044@6399,39.555555556,712,80.888888889,1456,,,,,,,,,,,,,,2017,11,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,11/1/2017,SC,Lexington County,Charter,18,1138,1211,245,18,249,557,155,,
18,83,264,N,,,,,,,Charter,,0.382575758,101,,SY17-18,SC@044@6399,33.818181818,372,80.545454545,886,,,,,,,,,,,,,,2017,12,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,12/1/2017,SC,Lexington County,Charter,11,636,745,141,11,175,275,97,,
16,85,269,N,,,,,,,Charter,,0.375464684,101,,SY17-18,SC@044@6399,27.315789474,519,73.736842105,1401,,,,,,,,,,,,,,2018,1,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,1/1/2018,SC,Lexington County,Charter,19,986,1171,230,19,172,380,139,,
16,85,271,N,,,,,,,Charter,,0.372693727,101,,SY17-18,SC@044@6399,28.7,574,71.6,1432,,,,,,,,,,,,,,2018,2,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,2/1/2018,SC,Lexington County,Charter,20,1026,1209,223,20,183,431,143,,
16,84,267,N,,,,,,,Charter,,0.374531835,100,,SY17-18,SC@044@6399,23.809523810,500,71.190476190,1495,,,,,,,,,,,,,,2018,3,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,3/1/2018,SC,Lexington County,Charter,21,1184,1239,256,21,165,359,141,,
16,84,272,N,,,,,,,Charter,,0.367647059,100,,SY17-18,SC@044@6399,24.6,369,70.333333333,1055,,,,,,,,,,,,,,2018,4,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,4/1/2018,SC,Lexington County,Charter,15,850,862,193,15,99,271,98,,
16,84,273,N,,,,,,,Charter,,0.366300366,100,,SY17-18,SC@044@6399,25.181818182,554,71.636363636,1576,,,,,,,,,,,,,,2018,5,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,5/1/2018,SC,Lexington County,Charter,22,1416,1298,278,22,206,418,136,,
16,84,273,N,,,,,,,Charter,,0.366300366,100,,SY17-18,SC@044@6399,15.666666667,94,51.333333333,308,,,,,,,,,,,,,,2018,6,,,,,,,,,,,GREEN Charter School of the Midlands,044,GREEN Charter School of the Midland,6399,6/1/2018,SC,Lexington County,Charter,6,308,251,57,6,37,62,32,,
35,272,563,Y,,,,,,,Public,,0.545293073,307,,SY17-18,SC@119@2301,134.125,1073,233.25,1866,,,,,,,,,,,,,,2017,8,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,1033,1689,177,8,482,997,76,450231001551,0.4007
45,274,568,Y,,,,,,,Public,,0.561619718,319,,SY17-18,SC@119@2301,154.166666667,2775,261.611111111,4709,,,,,,,,,,,,,,2017,9,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,2280,4143,566,18,1145,2494,281,450231001551,0.4007
39,270,562,Y,,,,,,,Public,,0.549822064,309,,SY17-18,SC@119@2301,141.55,2831,253.95,5079,,,,,,,,,,,,,,2017,10,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,2548,4394,685,20,1327,2496,335,450231001551,0.4007
40,271,560,Y,,,,,,,Public,,0.555357143,311,,SY17-18,SC@119@2301,147.578947368,2804,267.052631579,5074,,,,,,,,,,,,,,2017,11,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,2579,4407,667,19,1231,2483,321,450231001551,0.4007
42,276,562,Y,,,,,,,Public,,0.565836299,318,,SY17-18,SC@119@2301,136.428571429,1910,263.928571429,3695,,,,,,,,,,,,,,2017,12,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,1790,3203,492,14,844,1707,203,450231001551,0.4007
42,267,554,Y,,,,,,,Public,,0.557761733,309,,SY17-18,SC@119@2301,132.0625,2113,264.625,4234,,,,,,,,,,,,,,2018,1,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,1970,3653,581,16,927,1853,260,450231001551,0.4007
39,277,552,Y,,,,,,,Public,,0.572463768,316,,SY17-18,SC@119@2301,131.666666667,2370,262.5,4725,,,,,,,,,,,,,,2018,2,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,2226,4096,629,18,998,2090,280,450231001551,0.4007
36,280,550,Y,,,,,,,Public,,0.574545455,316,,SY17-18,SC@119@2301,136.909090909,3012,259.454545455,5708,,,,,,,,,,,,,,2018,3,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,2599,5021,687,22,1217,2686,326,450231001551,0.4007
36,281,549,Y,,,,,,,Public,,0.577413479,317,,SY17-18,SC@119@2301,146.625,2346,265,4240,,,,,,,,,,,,,,2018,4,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,1833,3765,475,16,857,2105,241,450231001551,0.4007
36,285,550,Y,,,,,,,Public,,0.583636364,321,,SY17-18,SC@119@2301,141.636363636,3116,257.181818182,5658,,,,,,,,,,,,,,2018,5,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,2496,5030,628,22,1058,2788,328,450231001551,0.4007
36,285,550,Y,,,,,,,Public,,0.583636364,321,,SY17-18,SC@119@2301,111.75,447,237.25,949,,,,,,,,,,,,,,2018,6,,,,,,,,,,,AJ Wittenburg Elementary,119,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,486,849,100,4,148,407,40,450231001551,0.4007
0,400,400,Y,,,,,,,Public,,1,400,,SY17-18,SC@028@2301,323.625,2589,356.75,2854,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,0,2854,0,8,0,2589,0,450231000488,0.7488
0,403,403,Y,,,,,,,Public,,1,403,,SY17-18,SC@028@2301,321.277777778,5783,361.888888889,6514,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,0,6514,0,18,0,5783,0,450231000488,0.7488
0,412,412,Y,,,,,,,Public,,1,412,,SY17-18,SC@028@2301,318.3,6366,361.75,7235,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,0,7235,0,20,0,6366,0,450231000488,0.7488
0,415,415,Y,,,,,,,Public,,1,415,,SY17-18,SC@028@2301,343.368421053,6524,364.105263158,6918,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,0,6918,0,19,0,6524,0,450231000488,0.7488
0,415,415,Y,,,,,,,Public,,1,415,,SY17-18,SC@028@2301,350.071428571,4901,360.071428571,5041,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,0,5041,0,14,0,4901,0,450231000488,0.7488
0,423,423,Y,,,,,,,Public,,1,423,,SY17-18,SC@028@2301,338.6875,5419,370.125,5922,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,0,5922,0,16,0,5419,0,450231000488,0.7488
0,428,428,Y,,,,,,,Public,,1,428,,SY17-18,SC@028@2301,341.944444444,6155,373.944444444,6731,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,0,6731,0,18,0,6155,0,450231000488,0.7488
0,423,423,Y,,,,,,,Public,,1,423,,SY17-18,SC@028@2301,339.045454545,7459,380.636363636,8374,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,0,8374,0,22,0,7459,0,450231000488,0.7488
0,427,427,Y,,,,,,,Public,,1,427,,SY17-18,SC@028@2301,341,5456,384.25,6148,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,0,6148,0,16,0,5456,0,450231000488,0.7488
0,429,429,Y,,,,,,,Public,,1,429,,SY17-18,SC@028@2301,344.045454545,7569,387.045454545,8515,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,0,8515,0,22,0,7569,0,450231000488,0.7488
0,429,429,Y,,,,,,,Public,,1,429,,SY17-18,SC@028@2301,316.75,1267,296.5,1186,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Alexander Elementary,028,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,0,1186,0,4,0,1267,0,450231000488,0.7488
0,427,427,Y,,,,,,,Public,,1,427,,SY17-18,SC@031@2301,181.5,1452,338.875,2711,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,0,2711,0,8,0,1452,0,450231000490,0.5391
0,429,429,Y,,,,,,,Public,,1,429,,SY17-18,SC@031@2301,180.888888889,3256,350.5,6309,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,0,6309,0,18,0,3256,0,450231000490,0.5391
0,421,421,Y,,,,,,,Public,,1,421,,SY17-18,SC@031@2301,178.55,3571,353.35,7067,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,0,7067,0,20,0,3571,0,450231000490,0.5391
0,422,422,Y,,,,,,,Public,,1,422,,SY17-18,SC@031@2301,174.842105263,3322,352.368421053,6695,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,0,6695,0,19,0,3322,0,450231000490,0.5391
0,421,421,Y,,,,,,,Public,,1,421,,SY17-18,SC@031@2301,162.428571429,2274,361.214285714,5057,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,0,5057,0,14,0,2274,0,450231000490,0.5391
0,429,429,Y,,,,,,,Public,,1,429,,SY17-18,SC@031@2301,159.8125,2557,346.1875,5539,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,0,5539,0,16,0,2557,0,450231000490,0.5391
0,435,435,Y,,,,,,,Public,,1,435,,SY17-18,SC@031@2301,166.555555556,2998,361,6498,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,0,6498,0,18,0,2998,0,450231000490,0.5391
0,437,437,Y,,,,,,,Public,,1,437,,SY17-18,SC@031@2301,167.136363636,3677,364.545454545,8020,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,0,8020,0,22,0,3677,0,450231000490,0.5391
0,436,436,Y,,,,,,,Public,,1,436,,SY17-18,SC@031@2301,165.9375,2655,367.5,5880,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,0,5880,0,16,0,2655,0,450231000490,0.5391
0,432,432,Y,,,,,,,Public,,1,432,,SY17-18,SC@031@2301,164.681818182,3623,368.454545455,8106,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,0,8106,0,22,0,3623,0,450231000490,0.5391
0,432,432,Y,,,,,,,Public,,1,432,,SY17-18,SC@031@2301,133.75,535,303,1212,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Armstrong Elementary,031,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,0,1212,0,4,0,535,0,450231000490,0.5391
49,250,1255,N,,,,,,,Public,,0.238247012,299,,SY17-18,SC@034@2301,23.625,189,37.375,299,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,1255,250,49,8,153,168,21,450231000492,0.0872
8,48,556,N,,,,,,,Public,,0.100719424,56,,SY17-18,SC@034@2301,31.388888889,565,43.444444444,782,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,3627,682,100,18,333,516,49,450231000492,0.0872
5,48,554,N,,,,,,,Public,,0.095667870,53,,SY17-18,SC@034@2301,32.05,641,44.95,899,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,3833,814,85,20,354,581,60,450231000492,0.0872
5,48,555,N,,,,,,,Public,,0.095495495,53,,SY17-18,SC@034@2301,34.052631579,647,44.947368421,854,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,4034,787,67,19,452,582,65,450231000492,0.0872
5,46,556,N,,,,,,,Public,,0.091726619,51,,SY17-18,SC@034@2301,33.5,469,40.928571429,573,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,3038,528,45,14,399,426,43,450231000492,0.0872
4,46,555,N,,,,,,,Public,,0.090090090,50,,SY17-18,SC@034@2301,30.375,486,41.6875,667,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,3451,628,39,16,485,464,22,450231000492,0.0872
4,46,553,N,,,,,,,Public,,0.090415913,50,,SY17-18,SC@034@2301,32.444444444,584,40.777777778,734,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,3663,686,48,18,546,555,29,450231000492,0.0872
4,46,554,N,,,,,,,Public,,0.090252708,50,,SY17-18,SC@034@2301,29.545454545,650,41.136363636,905,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,4614,844,61,22,688,614,36,450231000492,0.0872
3,46,552,N,,,,,,,Public,,0.088768116,49,,SY17-18,SC@034@2301,29.875,478,39.9375,639,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,3277,594,45,16,460,448,30,450231000492,0.0872
3,46,551,N,,,,,,,Public,,0.088929220,49,,SY17-18,SC@034@2301,28.363636364,624,38.681818182,851,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,4377,795,56,22,634,580,44,450231000492,0.0872
3,46,551,N,,,,,,,Public,,0.088929220,49,,SY17-18,SC@034@2301,25,100,27.5,110,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Augusta Circle Elementary,034,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,680,105,5,4,100,95,5,450231000492,0.0872
42,334,943,N,,,,,,,Public,,0.398727466,376,,SY17-18,SC@029@2301,134.75,1078,252,2016,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,956,1858,158,8,281,991,87,450231001240,0.2386
