Enrollment-Reduced,Enrollment-Free,Enrollment-Total,CEP (Y/N),Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,School Name,School ID,District Name,District ID,Claim Date,State-Reporting,County,School Type-Original,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,NCES ID,ISP
125,336,1993,N,,,,,,,Public,,0.231309584,461,,SY17-18,SC@092@4002,83.947368421,1595,176.894736842,3361,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Blythewood High,092,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,3576,2581,780,19,589,1307,288,450339000928,0.1246
129,338,1980,N,,,,,,,Public,,0.235858586,467,,SY17-18,SC@092@4002,84.363636364,928,181.090909091,1992,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Blythewood High,092,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,1883,1521,471,11,312,767,161,450339000928,0.1246
126,349,1988,N,,,,,,,Public,,0.238933602,475,,SY17-18,SC@092@4002,72.578947368,1379,154,2926,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Blythewood High,092,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,2747,2200,726,19,474,1144,235,450339000928,0.1246
125,371,2001,N,,,,,,,Public,,0.247876062,496,,SY17-18,SC@092@4002,84.5,1690,179.65,3593,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Blythewood High,092,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,2918,2761,832,20,566,1388,302,450339000928,0.1246
122,381,1982,N,,,,,,,Public,,0.253784057,503,,SY17-18,SC@092@4002,81.714285714,1716,168.095238095,3530,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Blythewood High,092,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,2800,2768,762,21,586,1435,281,450339000928,0.1246
121,385,1971,N,,,,,,,Public,,0.256722476,506,,SY17-18,SC@092@4002,77.2,1158,166.6,2499,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Blythewood High,092,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,2177,1929,570,15,404,971,187,450339000928,0.1246
120,385,1970,N,,,,,,,Public,,0.256345178,505,,SY17-18,SC@092@4002,73.5,1617,149.954545455,3299,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Blythewood High,092,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,2808,2569,730,22,516,1342,275,450339000928,0.1246
119,376,1948,N,,,,,,,Public,,0.254106776,495,,SY17-18,SC@092@4002,44,220,85,425,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Blythewood High,092,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,347,324,101,5,76,175,45,450339000928,0.1246
69,211,886,N,,,,,,,Public,,0.316027088,280,,SY17-18,SC@085@4002,76.125,609,213.375,1707,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,1668,1295,412,8,273,487,122,450339000203,0.1388
74,211,884,N,,,,,,,Public,,0.322398190,285,,SY17-18,SC@085@4002,89.210526316,1695,221.736842105,4213,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,3700,3120,1093,19,601,1342,353,450339000203,0.1388
74,209,959,N,,,,,,,Public,,0.295099062,283,,SY17-18,SC@085@4002,85.476190476,1795,185.904761905,3904,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,4534,2957,947,21,886,1374,421,450339000203,0.1388
57,178,835,N,,,,,,,Public,,0.281437126,235,,SY17-18,SC@085@4002,80.526315789,1530,185.263157895,3520,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,3869,2707,813,19,729,1168,362,450339000203,0.1388
57,175,833,N,,,,,,,Public,,0.278511405,232,,SY17-18,SC@085@4002,79.181818182,871,187.727272727,2065,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,2290,1591,474,11,433,673,198,450339000203,0.1388
57,181,841,N,,,,,,,Public,,0.282996433,238,,SY17-18,SC@085@4002,74.578947368,1417,188.105263158,3574,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,3816,2763,811,19,713,1131,286,450339000203,0.1388
59,188,847,N,,,,,,,Public,,0.291617473,247,,SY17-18,SC@085@4002,78.85,1577,183.95,3679,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,3766,2806,873,20,750,1237,340,450339000203,0.1388
56,189,838,N,,,,,,,Public,,0.292362768,245,,SY17-18,SC@085@4002,82.190476190,1726,183.333333333,3850,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,4088,2971,879,21,854,1397,329,450339000203,0.1388
56,193,841,N,,,,,,,Public,,0.296076100,249,,SY17-18,SC@085@4002,74.866666667,1123,189.133333333,2837,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,2764,2224,613,15,563,896,227,450339000203,0.1388
55,195,840,N,,,,,,,Public,,0.297619048,250,,SY17-18,SC@085@4002,79.772727273,1755,193.590909091,4259,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,4485,3344,915,22,835,1415,340,450339000203,0.1388
55,195,837,N,,,,,,,Public,,0.298685783,250,,SY17-18,SC@085@4002,63,315,132.6,663,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Blythewood Middle,085,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,632,516,147,5,115,249,66,450339000203,0.1388
37,150,494,N,,,,,,,Public,,0.378542510,187,,SY17-18,SC@087@4002,118.25,946,126.125,1009,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,612,872,137,8,158,904,42,450339000344,0.2425
37,159,497,N,,,,,,,Public,,0.394366197,196,,SY17-18,SC@087@4002,134.894736842,2563,155.631578947,2957,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,1795,2565,392,19,458,2395,168,450339000344,0.2425
37,161,527,N,,,,,,,Public,,0.375711575,198,,SY17-18,SC@087@4002,119.952380952,2519,148.952380952,3128,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,2366,2628,500,21,705,2311,208,450339000344,0.2425
35,137,466,N,,,,,,,Public,,0.369098712,172,,SY17-18,SC@087@4002,130,2470,158.947368421,3020,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,2019,2515,505,19,662,2310,160,450339000344,0.2425
35,167,464,N,,,,,,,Public,,0.435344828,202,,SY17-18,SC@087@4002,135.636363636,1492,158.090909091,1739,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,1236,1421,318,11,399,1394,98,450339000344,0.2425
35,137,464,N,,,,,,,Public,,0.370689655,172,,SY17-18,SC@087@4002,141.210526316,2683,158.526315789,3012,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,1936,2506,506,19,646,2534,149,450339000344,0.2425
37,142,464,N,,,,,,,Public,,0.385775862,179,,SY17-18,SC@087@4002,143.1,2862,159.55,3191,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,2129,2669,522,20,699,2714,148,450339000344,0.2425
33,145,458,N,,,,,,,Public,,0.388646288,178,,SY17-18,SC@087@4002,144.857142857,3042,161.285714286,3387,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,2230,2858,529,21,662,2902,140,450339000344,0.2425
33,147,460,N,,,,,,,Public,,0.391304348,180,,SY17-18,SC@087@4002,147.866666667,2218,167.266666667,2509,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,1621,2124,385,15,462,2118,100,450339000344,0.2425
33,148,459,N,,,,,,,Public,,0.394335512,181,,SY17-18,SC@087@4002,149.272727273,3284,169.727272727,3734,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,2344,3157,577,22,607,3146,138,450339000344,0.2425
32,147,455,N,,,,,,,Public,,0.393406593,179,,SY17-18,SC@087@4002,140.4,702,151.4,757,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Bookman Road Elementary,087,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,417,642,115,5,86,681,21,450339000344,0.2425
81,345,627,N,,,,,,,Public,,0.679425837,426,,SY17-18,SC@096@4002,288.25,2306,266.875,2135,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,597,1785,350,8,898,1882,424,450339001507,0.376
86,345,597,N,,,,,,,Public,,0.721943049,431,,SY17-18,SC@096@4002,333.894736842,6344,304.315789474,5782,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,1430,4722,1060,19,2259,5027,1317,450339001507,0.376
85,346,668,N,,,,,,,Public,,0.645209581,431,,SY17-18,SC@096@4002,288.285714286,6054,283.333333333,5950,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,1962,5037,913,21,3155,4998,1056,450339001507,0.376
64,316,576,N,,,,,,,Public,,0.659722222,380,,SY17-18,SC@096@4002,286.578947368,5445,288.105263158,5474,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,1585,4661,813,19,2581,4486,959,450339001507,0.376
65,317,569,N,,,,,,,Public,,0.671353251,382,,SY17-18,SC@096@4002,298.636363636,3285,302.090909091,3323,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,928,2837,486,11,1471,2722,563,450339001507,0.376
67,324,581,N,,,,,,,Public,,0.672977625,391,,SY17-18,SC@096@4002,291.105263158,5531,295.894736842,5622,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,1548,4753,869,19,2497,4581,950,450339001507,0.376
74,356,614,N,,,,,,,Public,,0.700325733,430,,SY17-18,SC@096@4002,320.25,6405,324,6480,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,1405,5487,993,20,2347,5279,1126,450339001507,0.376
70,360,584,N,,,,,,,Public,,0.736301370,430,,SY17-18,SC@096@4002,332.047619048,6973,335.333333333,7042,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,1428,6061,981,21,2407,5805,1168,450339001507,0.376
70,363,585,N,,,,,,,Public,,0.740170940,433,,SY17-18,SC@096@4002,327.6,4914,337.6,5064,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,989,4342,722,15,1693,4088,826,450339001507,0.376
70,363,585,N,,,,,,,Public,,0.740170940,433,,SY17-18,SC@096@4002,326.363636364,7180,335.818181818,7388,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,1490,6332,1056,22,2474,5989,1191,450339001507,0.376
70,356,575,N,,,,,,,Public,,0.740869565,426,,SY17-18,SC@096@4002,284.4,1422,262.6,1313,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Bridge Creek Elementary,096,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,294,1105,208,5,493,1185,237,450339001507,0.376
66,265,636,N,,,,,,,Public,,0.520440252,331,,SY17-18,SC@101@4002,113.875,911,210.375,1683,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,869,1387,296,8,263,767,144,450339001572,0.3251
70,276,639,N,,,,,,,Public,,0.541471049,346,,SY17-18,SC@101@4002,132.105263158,2510,232.947368421,4426,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,2008,3691,735,19,608,2172,338,450339001572,0.3251
70,276,678,N,,,,,,,Public,,0.510324484,346,,SY17-18,SC@101@4002,122.333333333,2569,220.523809524,4631,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,2479,3904,727,21,853,2228,341,450339001572,0.3251
61,254,618,N,,,,,,,Public,,0.509708738,315,,SY17-18,SC@101@4002,119.894736842,2278,230.736842105,4384,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,2198,3675,709,19,728,1997,281,450339001572,0.3251
60,253,616,N,,,,,,,Public,,0.508116883,313,,SY17-18,SC@101@4002,107.090909091,1178,240.909090909,2650,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,1363,2169,481,11,347,1031,147,450339001572,0.3251
61,256,626,N,,,,,,,Public,,0.506389776,317,,SY17-18,SC@101@4002,109.894736842,2088,241.947368421,4597,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,2245,3831,766,19,623,1831,257,450339001572,0.3251
61,260,624,N,,,,,,,Public,,0.514423077,321,,SY17-18,SC@101@4002,114.2,2284,236.85,4737,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,2393,3960,777,20,703,1971,313,450339001572,0.3251
60,264,625,N,,,,,,,Public,,0.5184,324,,SY17-18,SC@101@4002,122.571428571,2574,243.857142857,5121,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,2506,4267,854,21,766,2232,342,450339001572,0.3251
59,267,633,N,,,,,,,Public,,0.515007899,326,,SY17-18,SC@101@4002,113.2,1698,237.466666667,3562,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,1858,2942,620,15,499,1443,255,450339001572,0.3251
57,267,632,N,,,,,,,Public,,0.512658228,324,,SY17-18,SC@101@4002,117.818181818,2592,234.954545455,5169,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,2803,4308,861,22,787,2204,388,450339001572,0.3251
56,254,618,N,,,,,,,Public,,0.501618123,310,,SY17-18,SC@101@4002,86,430,182.6,913,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Catwaba Trail Elementary,101,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,499,761,152,5,112,360,70,450339001572,0.3251
0,6360,6360,Y,,,,,,,Public,,1,6360,,SY17-18,SC@073@4002,466.125,3729,470.25,3762,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,0,3762,0,8,0,3729,0,450339000968,0.6422
0,634,634,Y,,,,,,,Public,,1,634,,SY17-18,SC@073@4002,510.052631579,9691,515.631578947,9797,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,0,9797,0,19,0,9691,0,450339000968,0.6422
0,706,706,Y,,,,,,,Public,,1,706,,SY17-18,SC@073@4002,502.142857143,10545,502.857142857,10560,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,0,10560,0,21,0,10545,0,450339000968,0.6422
0,569,569,Y,,,,,,,Public,,1,569,,SY17-18,SC@073@4002,501.842105263,9535,506.526315789,9624,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,0,9624,0,19,0,9535,0,450339000968,0.6422
0,568,568,Y,,,,,,,Public,,1,568,,SY17-18,SC@073@4002,502.636363636,5529,509.545454545,5605,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,0,5605,0,11,0,5529,0,450339000968,0.6422
0,567,567,Y,,,,,,,Public,,1,567,,SY17-18,SC@073@4002,505.947368421,9613,511.473684211,9718,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,0,9718,0,19,0,9613,0,450339000968,0.6422
0,590,590,Y,,,,,,,Public,,1,590,,SY17-18,SC@073@4002,505.15,10103,511.2,10224,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,0,10224,0,20,0,10103,0,450339000968,0.6422
0,579,579,Y,,,,,,,Public,,1,579,,SY17-18,SC@073@4002,505.285714286,10611,508.380952381,10676,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,0,10676,0,21,0,10611,0,450339000968,0.6422
0,564,564,Y,,,,,,,Public,,1,564,,SY17-18,SC@073@4002,505.733333333,7586,508,7620,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,0,7620,0,15,0,7586,0,450339000968,0.6422
0,570,570,Y,,,,,,,Public,,1,570,,SY17-18,SC@073@4002,505.727272727,11126,508.136363636,11179,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,0,11179,0,22,0,11126,0,450339000968,0.6422
0,562,562,Y,,,,,,,Public,,1,562,,SY17-18,SC@073@4002,389,1945,367.2,1836,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Condor Elementary,073,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,0,1836,0,5,0,1945,0,450339000968,0.6422
93,747,1364,N,,,,,,,Public,,0.615835777,840,,SY17-18,SC@072@4002,88.875,711,516.625,4133,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Dent Middle,072,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,890,3732,401,8,73,677,34,450339001311,0.3946
100,767,1371,N,,,,,,,Public,,0.632385120,867,,SY17-18,SC@072@4002,113.210526316,2151,578.263157895,10987,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Dent Middle,072,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,1875,9874,1113,19,168,2003,148,450339001311,0.3946
97,773,1510,N,,,,,,,Public,,0.576158940,870,,SY17-18,SC@072@4002,108.523809524,2279,525.285714286,11031,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Dent Middle,072,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,2757,10041,990,21,321,2163,116,450339001311,0.3946
83,667,1291,N,,,,,,,Public,,0.580945004,750,,SY17-18,SC@072@4002,112.421052632,2136,554.526315789,10536,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Dent Middle,072,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,2075,9587,949,19,270,2012,124,450339001311,0.3946
83,677,1271,N,,,,,,,Public,,0.597954367,760,,SY17-18,SC@072@4002,111.636363636,1228,553.454545455,6088,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Dent Middle,072,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,1087,5535,553,11,140,1155,73,450339001311,0.3946
84,681,1269,N,,,,,,,Public,,0.602836879,765,,SY17-18,SC@072@4002,123,2337,520.368421053,9887,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Dent Middle,072,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,1644,8979,908,19,187,2212,125,450339001311,0.3946
83,698,1277,N,,,,,,,Public,,0.611589663,781,,SY17-18,SC@072@4002,125.05,2501,531.4,10628,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Dent Middle,072,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,1724,9679,949,20,220,2375,126,450339001311,0.3946
80,706,1267,N,,,,,,,Public,,0.620363062,786,,SY17-18,SC@072@4002,130.571428571,2742,526.142857143,11049,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Dent Middle,072,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,1642,10108,941,21,235,2593,149,450339001311,0.3946
79,715,1272,N,,,,,,,Public,,0.624213836,794,,SY17-18,SC@072@4002,120.8,1812,516.8,7752,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Dent Middle,072,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,1131,7138,614,15,129,1719,93,450339001311,0.3946
79,719,1276,N,,,,,,,Public,,0.625391850,798,,SY17-18,SC@072@4002,131.727272727,2898,525.409090909,11559,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Dent Middle,072,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,1660,10661,898,22,184,2748,150,450339001311,0.3946
79,709,1259,N,,,,,,,Public,,0.625893566,788,,SY17-18,SC@072@4002,100.6,503,361,1805,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Dent Middle,072,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,291,1677,128,5,43,490,13,450339001311,0.3946
100,632,1460,N,,,,,,,Public,,0.501369863,732,,SY17-18,SC@078@4002,86.75,694,453.875,3631,,,,,,,,,,,,,,2017,8,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,1524,3145,486,8,95,625,69,450339000973,0.324
110,632,1461,N,,,,,,,Public,,0.507871321,742,,SY17-18,SC@078@4002,102.947368421,1956,479.368421053,9108,,,,,,,,,,,,,,2017,9,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,3449,7819,1289,19,259,1769,187,450339000973,0.324
110,626,1596,N,,,,,,,Public,,0.461152882,736,,SY17-18,SC@078@4002,106.190476190,2230,440.571428571,9252,,,,,,,,,,,,,,2017,10,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,5042,7835,1417,21,392,2025,205,450339000973,0.324
96,516,1367,N,,,,,,,Public,,0.447695684,612,,SY17-18,SC@078@4002,109.526315789,2081,464.421052632,8824,,,,,,,,,,,,,,2017,11,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,4619,7490,1334,19,353,1913,168,450339000973,0.324
93,519,1365,N,,,,,,,Public,,0.448351648,612,,SY17-18,SC@078@4002,108.727272727,1196,438.181818182,4820,,,,,,,,,,,,,,2017,12,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,2417,4096,724,11,167,1103,93,450339000973,0.324
91,521,1354,N,,,,,,,Public,,0.451994092,612,,SY17-18,SC@078@4002,102.157894737,1941,420.105263158,7982,,,,,,,,,,,,,,2018,1,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,4086,6797,1185,19,311,1792,149,450339000973,0.324
89,537,1366,N,,,,,,,Public,,0.458272328,626,,SY17-18,SC@078@4002,103.7,2074,439.35,8787,,,,,,,,,,,,,,2018,2,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,4634,7487,1300,20,439,1898,176,450339000973,0.324
85,546,1343,N,,,,,,,Public,,0.469843634,631,,SY17-18,SC@078@4002,116.476190476,2446,461.761904762,9697,,,,,,,,,,,,,,2018,3,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,4741,8339,1358,21,537,2246,200,450339000973,0.324
85,550,1343,N,,,,,,,Public,,0.472822040,635,,SY17-18,SC@078@4002,114.6,1719,447.4,6711,,,,,,,,,,,,,,2018,4,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,3140,5794,917,15,379,1580,139,450339000973,0.324
85,551,1342,N,,,,,,,Public,,0.473919523,636,,SY17-18,SC@078@4002,117.545454545,2586,464.590909091,10221,,,,,,,,,,,,,,2018,5,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,5017,8770,1451,22,555,2367,219,450339000973,0.324
85,543,1328,N,,,,,,,Public,,0.472891566,628,,SY17-18,SC@078@4002,88.4,442,338,1690,,,,,,,,,,,,,,2018,6,,,,,,,,,,,E L Wright Middle,078,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,783,1468,222,5,99,407,35,450339000973,0.324
40,338,674,Y,,,,,,,Public,,0.560830861,378,,SY17-18,SC@074@4002,109.75,878,222,1776,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Forest Lake Elementary,074,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,712,1579,197,8,215,809,69,450339000969,0.4544
47,345,673,Y,,,,,,,Public,,0.582466568,392,,SY17-18,SC@074@4002,127.736842105,2427,243.526315789,4627,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Forest Lake Elementary,074,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,1783,4061,566,19,622,2211,216,450339000969,0.4544
