District Name,District ID,School ID,School Name,Claim Date,School ID-1,School Name-1,Claim Date-1,Operating Days-Lunch Only,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,State-Reporting,Operating Days-Breakfast Only,Enrollment-Total-1,Enrollment-Free-1,Enrollment-Reduced-1,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original
Charleston 01,1001,095,Mt Zion Elementary,1/1/2017,095,Mt Zion Elementary,1/1/2017,19,303,303,0,0,4918,0,SC,19,303,303,0,0,2611,0,Charleston County,Public
Charleston 01,1001,095,Mt Zion Elementary,2/1/2017,095,Mt Zion Elementary,2/1/2017,19,301,301,0,0,4930,0,SC,19,301,301,0,0,2614,0,Charleston County,Public
Charleston 01,1001,095,Mt Zion Elementary,3/1/2017,095,Mt Zion Elementary,3/1/2017,22,296,296,0,0,5561,0,SC,22,296,296,0,0,2883,0,Charleston County,Public
Charleston 01,1001,095,Mt Zion Elementary,4/1/2017,095,Mt Zion Elementary,4/1/2017,15,301,301,0,0,3889,0,SC,15,301,301,0,0,2066,0,Charleston County,Public
Charleston 01,1001,095,Mt Zion Elementary,5/1/2017,095,Mt Zion Elementary,5/1/2017,22,300,300,0,0,5455,0,SC,22,300,300,0,0,2852,0,Charleston County,Public
Charleston 01,1001,095,Mt Zion Elementary,6/1/2017,095,Mt Zion Elementary,6/1/2017,3,300,300,0,0,325,0,SC,3,300,300,0,0,97,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,8/1/2016,063,Mt. Pleasant Academy Elem,8/1/2016,13,564,57,4,1318,552,12,SC,13,564,57,4,57,242,7,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,9/1/2016,063,Mt. Pleasant Academy Elem,9/1/2016,20,580,59,5,2654,929,31,SC,20,580,59,5,78,453,11,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,10/1/2016,063,Mt. Pleasant Academy Elem,10/1/2016,17,577,53,3,2331,684,17,SC,17,577,53,3,65,330,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,11/1/2016,063,Mt. Pleasant Academy Elem,11/1/2016,16,579,55,3,2193,683,15,SC,16,579,55,3,63,277,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,12/1/2016,063,Mt. Pleasant Academy Elem,12/1/2016,12,587,58,3,1815,557,12,SC,12,587,58,3,35,236,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,1/1/2017,063,Mt. Pleasant Academy Elem,1/1/2017,19,590,62,3,2825,900,19,SC,19,590,62,3,59,451,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,2/1/2017,063,Mt. Pleasant Academy Elem,2/1/2017,19,588,59,4,2911,850,22,SC,19,588,59,4,59,431,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,3/1/2017,063,Mt. Pleasant Academy Elem,3/1/2017,22,590,60,4,3374,968,36,SC,22,590,60,4,154,522,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,4/1/2017,063,Mt. Pleasant Academy Elem,4/1/2017,15,588,60,6,2334,676,33,SC,15,588,60,6,37,337,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,5/1/2017,063,Mt. Pleasant Academy Elem,5/1/2017,22,591,61,6,3290,980,52,SC,22,591,61,6,54,501,0,Charleston County,Public
Charleston 01,1001,063,Mt. Pleasant Academy Elem,6/1/2017,063,Mt. Pleasant Academy Elem,6/1/2017,1,591,61,6,120,31,2,SC,1,591,61,6,2,19,0,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,8/1/2016,066,Murray-Lasaine Elementary,8/1/2016,13,324,121,5,381,1136,24,SC,13,324,121,5,915,1076,44,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,9/1/2016,066,Murray-Lasaine Elementary,9/1/2016,20,330,125,10,704,1740,129,SC,20,330,125,10,1508,1640,153,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,10/1/2016,066,Murray-Lasaine Elementary,10/1/2016,17,326,119,11,654,1562,120,SC,17,326,119,11,1328,1394,133,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,11/1/2016,066,Murray-Lasaine Elementary,11/1/2016,16,324,124,11,656,1544,115,SC,16,324,124,11,1267,1360,137,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,12/1/2016,066,Murray-Lasaine Elementary,12/1/2016,12,325,124,11,410,1160,70,SC,12,325,124,11,904,1007,100,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,1/1/2017,066,Murray-Lasaine Elementary,1/1/2017,19,322,122,11,719,1790,142,SC,19,322,122,11,1428,1542,164,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,2/1/2017,066,Murray-Lasaine Elementary,2/1/2017,19,322,125,11,763,1823,140,SC,19,322,125,11,1337,1654,155,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,3/1/2017,066,Murray-Lasaine Elementary,3/1/2017,22,322,126,10,957,2065,140,SC,22,322,126,10,1593,1783,175,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,4/1/2017,066,Murray-Lasaine Elementary,4/1/2017,15,320,126,9,690,1417,99,SC,15,320,126,9,1104,1280,105,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,5/1/2017,066,Murray-Lasaine Elementary,5/1/2017,22,321,126,9,979,2067,132,SC,22,321,126,9,1611,1855,153,Charleston County,Public
Charleston 01,1001,066,Murray-Lasaine Elementary,6/1/2017,066,Murray-Lasaine Elementary,6/1/2017,3,320,126,9,59,115,8,SC,3,320,126,9,169,166,15,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,8/1/2016,114,North Charleston Creative Arts Elementary,8/1/2016,13,445,445,0,0,3623,0,SC,13,445,445,0,0,2900,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,9/1/2016,114,North Charleston Creative Arts Elementary,9/1/2016,20,467,467,0,0,6817,0,SC,20,467,467,0,0,5074,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,10/1/2016,114,North Charleston Creative Arts Elementary,10/1/2016,17,467,467,0,0,6048,0,SC,17,467,467,0,0,4175,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,11/1/2016,114,North Charleston Creative Arts Elementary,11/1/2016,16,467,467,0,0,5603,0,SC,16,467,467,0,0,4070,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,12/1/2016,114,North Charleston Creative Arts Elementary,12/1/2016,12,467,467,0,0,4167,0,SC,12,467,467,0,0,2881,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,1/1/2017,114,North Charleston Creative Arts Elementary,1/1/2017,19,461,461,0,0,6590,0,SC,19,461,461,0,0,4258,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,2/1/2017,114,North Charleston Creative Arts Elementary,2/1/2017,19,462,462,0,0,6593,0,SC,19,462,462,0,0,4474,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,3/1/2017,114,North Charleston Creative Arts Elementary,3/1/2017,22,454,454,0,0,7752,0,SC,22,454,454,0,0,5030,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,4/1/2017,114,North Charleston Creative Arts Elementary,4/1/2017,15,453,453,0,0,5283,0,SC,15,453,453,0,0,3596,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,5/1/2017,114,North Charleston Creative Arts Elementary,5/1/2017,22,453,453,0,0,7459,0,SC,22,453,453,0,0,5131,0,Charleston County,Public
Charleston 01,1001,114,North Charleston Creative Arts Elementary,6/1/2017,114,North Charleston Creative Arts Elementary,6/1/2017,1,454,454,0,0,250,0,SC,1,454,454,0,0,186,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,8/1/2016,067,North Charleston Elem,8/1/2016,13,528,528,0,0,6115,0,SC,13,528,528,0,0,5919,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,9/1/2016,067,North Charleston Elem,9/1/2016,20,563,563,0,0,9939,0,SC,20,563,563,0,0,9770,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,10/1/2016,067,North Charleston Elem,10/1/2016,17,565,565,0,0,8509,0,SC,17,565,565,0,0,8337,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,11/1/2016,067,North Charleston Elem,11/1/2016,16,569,569,0,0,7888,0,SC,16,569,569,0,0,7883,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,12/1/2016,067,North Charleston Elem,12/1/2016,12,562,562,0,0,6019,0,SC,12,562,562,0,0,5796,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,1/1/2017,067,North Charleston Elem,1/1/2017,19,555,555,0,0,9378,0,SC,19,555,555,0,0,8902,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,2/1/2017,067,North Charleston Elem,2/1/2017,19,550,550,0,0,9414,0,SC,19,550,550,0,0,8866,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,3/1/2017,067,North Charleston Elem,3/1/2017,22,550,550,0,0,10767,0,SC,22,550,550,0,0,10090,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,4/1/2017,067,North Charleston Elem,4/1/2017,15,545,545,0,0,7289,0,SC,15,545,545,0,0,6826,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,5/1/2017,067,North Charleston Elem,5/1/2017,22,533,533,0,0,10249,0,SC,22,533,533,0,0,9648,0,Charleston County,Public
Charleston 01,1001,067,North Charleston Elem,6/1/2017,067,North Charleston Elem,6/1/2017,3,533,533,0,0,470,0,SC,3,533,533,0,0,519,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,8/1/2016,002,North Charleston High,8/1/2016,13,489,489,0,0,4315,0,SC,13,489,489,0,0,1430,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,9/1/2016,002,North Charleston High,9/1/2016,20,536,536,0,0,6757,0,SC,20,536,536,0,0,2727,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,10/1/2016,002,North Charleston High,10/1/2016,17,537,537,0,0,5619,0,SC,17,537,537,0,0,2554,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,11/1/2016,002,North Charleston High,11/1/2016,16,533,533,0,0,5292,0,SC,16,533,533,0,0,2644,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,12/1/2016,002,North Charleston High,12/1/2016,12,525,525,0,0,3869,0,SC,12,525,525,0,0,1730,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,1/1/2017,002,North Charleston High,1/1/2017,19,525,525,0,0,5901,0,SC,19,525,525,0,0,2517,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,2/1/2017,002,North Charleston High,2/1/2017,19,525,525,0,0,5839,0,SC,19,525,525,0,0,2868,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,3/1/2017,002,North Charleston High,3/1/2017,22,517,517,0,0,6365,0,SC,22,517,517,0,0,3131,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,4/1/2017,002,North Charleston High,4/1/2017,15,501,501,0,0,4032,0,SC,15,501,501,0,0,1975,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,5/1/2017,002,North Charleston High,5/1/2017,22,496,496,0,0,5745,0,SC,22,496,496,0,0,2848,0,Charleston County,Public
Charleston 01,1001,002,North Charleston High,6/1/2017,002,North Charleston High,6/1/2017,1,492,492,0,0,136,0,SC,1,492,492,0,0,170,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,8/1/2016,030,Northwoods Middle,8/1/2016,13,904,904,0,0,9283,0,SC,13,904,904,0,0,7398,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,9/1/2016,030,Northwoods Middle,9/1/2016,20,872,872,0,0,14634,0,SC,20,872,872,0,0,12172,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,10/1/2016,030,Northwoods Middle,10/1/2016,17,885,885,0,0,12555,0,SC,17,885,885,0,0,9157,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,11/1/2016,030,Northwoods Middle,11/1/2016,16,887,887,0,0,12035,0,SC,16,887,887,0,0,8679,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,12/1/2016,030,Northwoods Middle,12/1/2016,12,897,897,0,0,8822,0,SC,12,897,897,0,0,6228,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,1/1/2017,030,Northwoods Middle,1/1/2017,19,900,900,0,0,13980,0,SC,19,900,900,0,0,9767,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,2/1/2017,030,Northwoods Middle,2/1/2017,19,899,899,0,0,14030,0,SC,19,899,899,0,0,10608,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,3/1/2017,030,Northwoods Middle,3/1/2017,22,898,898,0,0,16075,0,SC,22,898,898,0,0,12001,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,4/1/2017,030,Northwoods Middle,4/1/2017,15,902,902,0,0,11101,0,SC,15,902,902,0,0,8394,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,5/1/2017,030,Northwoods Middle,5/1/2017,22,895,895,0,0,16362,0,SC,22,895,895,0,0,11984,0,Charleston County,Public
Charleston 01,1001,030,Northwoods Middle,6/1/2017,030,Northwoods Middle,6/1/2017,1,892,892,0,0,525,0,SC,1,892,892,0,0,626,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,8/1/2016,068,Oakland Elementary,8/1/2016,13,523,523,0,0,5155,0,SC,13,523,523,0,0,2115,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,9/1/2016,068,Oakland Elementary,9/1/2016,20,551,551,0,0,8945,0,SC,20,551,551,0,0,3878,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,10/1/2016,068,Oakland Elementary,10/1/2016,17,565,565,0,0,7760,0,SC,17,565,565,0,0,3286,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,11/1/2016,068,Oakland Elementary,11/1/2016,16,570,570,0,0,7447,0,SC,16,570,570,0,0,3236,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,12/1/2016,068,Oakland Elementary,12/1/2016,12,570,570,0,0,5606,0,SC,12,570,570,0,0,2417,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,1/1/2017,068,Oakland Elementary,1/1/2017,19,568,568,0,0,8649,0,SC,19,568,568,0,0,3636,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,2/1/2017,068,Oakland Elementary,2/1/2017,19,568,568,0,0,8837,0,SC,19,568,568,0,0,3818,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,3/1/2017,068,Oakland Elementary,3/1/2017,22,566,566,0,0,9983,0,SC,22,566,566,0,0,4204,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,4/1/2017,068,Oakland Elementary,4/1/2017,15,567,567,0,0,6789,0,SC,15,567,567,0,0,2850,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,5/1/2017,068,Oakland Elementary,5/1/2017,22,569,569,0,0,9502,0,SC,22,569,569,0,0,4256,0,Charleston County,Public
Charleston 01,1001,068,Oakland Elementary,6/1/2017,068,Oakland Elementary,6/1/2017,3,568,568,0,0,579,0,SC,3,568,568,0,0,268,0,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,8/1/2016,618,Orange Grove Elementary,8/1/2016,13,1066,176,37,3022,1509,301,SC,13,1066,176,37,153,490,88,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,9/1/2016,618,Orange Grove Elementary,9/1/2016,20,1061,175,41,5537,2476,570,SC,20,1061,175,41,264,768,148,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,10/1/2016,618,Orange Grove Elementary,10/1/2016,17,1058,151,38,4933,1781,440,SC,17,1058,151,38,292,645,137,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,11/1/2016,618,Orange Grove Elementary,11/1/2016,16,1052,159,39,4434,1751,422,SC,16,1052,159,39,249,663,149,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,12/1/2016,618,Orange Grove Elementary,12/1/2016,12,1055,159,39,3458,1345,311,SC,12,1055,159,39,192,519,118,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,1/1/2017,618,Orange Grove Elementary,1/1/2017,19,1055,163,39,5604,2277,528,SC,19,1055,163,39,370,774,172,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,2/1/2017,618,Orange Grove Elementary,2/1/2017,19,1053,164,38,5830,2284,523,SC,19,1053,164,38,326,685,183,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,3/1/2017,618,Orange Grove Elementary,3/1/2017,22,1052,169,39,6556,2640,591,SC,22,1052,169,39,400,761,197,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,4/1/2017,618,Orange Grove Elementary,4/1/2017,15,1051,172,39,4605,1929,424,SC,15,1051,172,39,256,525,118,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,5/1/2017,618,Orange Grove Elementary,5/1/2017,22,1051,173,39,6454,2613,581,SC,22,1051,173,39,379,784,172,Charleston County,Public
Charleston 01,1001,618,Orange Grove Elementary,6/1/2017,618,Orange Grove Elementary,6/1/2017,3,1051,170,39,255,95,20,SC,3,1051,170,39,16,46,12,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,8/1/2016,077,Pepperhill Elementary,8/1/2016,13,639,639,0,0,6816,0,SC,13,639,639,0,0,6589,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,9/1/2016,077,Pepperhill Elementary,9/1/2016,20,635,635,0,0,11036,0,SC,20,635,635,0,0,10943,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,10/1/2016,077,Pepperhill Elementary,10/1/2016,17,643,643,0,0,9445,0,SC,17,643,643,0,0,9260,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,11/1/2016,077,Pepperhill Elementary,11/1/2016,16,638,638,0,0,9044,0,SC,16,638,638,0,0,8773,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,12/1/2016,077,Pepperhill Elementary,12/1/2016,12,639,639,0,0,6693,0,SC,12,639,639,0,0,6526,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,1/1/2017,077,Pepperhill Elementary,1/1/2017,19,646,646,0,0,10773,0,SC,19,646,646,0,0,10376,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,2/1/2017,077,Pepperhill Elementary,2/1/2017,19,653,653,0,0,10853,0,SC,19,653,653,0,0,10598,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,3/1/2017,077,Pepperhill Elementary,3/1/2017,22,647,647,0,0,12441,0,SC,22,647,647,0,0,12264,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,4/1/2017,077,Pepperhill Elementary,4/1/2017,15,656,656,0,0,8667,0,SC,15,656,656,0,0,8565,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,5/1/2017,077,Pepperhill Elementary,5/1/2017,22,656,656,0,0,12307,0,SC,22,656,656,0,0,12296,0,Charleston County,Public
Charleston 01,1001,077,Pepperhill Elementary,6/1/2017,077,Pepperhill Elementary,6/1/2017,1,655,655,0,0,478,0,SC,1,655,655,0,0,947,0,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,8/1/2016,102,Pinckney Elem,8/1/2016,13,1084,114,19,2087,910,138,SC,13,1084,114,19,77,362,53,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,9/1/2016,102,Pinckney Elem,9/1/2016,20,1081,113,22,3834,1545,295,SC,20,1081,113,22,132,669,90,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,10/1/2016,102,Pinckney Elem,10/1/2016,17,1085,96,15,3592,1248,223,SC,17,1085,96,15,133,535,54,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,11/1/2016,102,Pinckney Elem,11/1/2016,16,1082,104,16,3511,1233,205,SC,16,1082,104,16,126,516,49,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,12/1/2016,102,Pinckney Elem,12/1/2016,12,1081,105,16,2560,957,144,SC,12,1081,105,16,16,424,34,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,1/1/2017,102,Pinckney Elem,1/1/2017,19,1079,104,17,4041,1456,246,SC,19,1079,104,17,109,587,52,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,2/1/2017,102,Pinckney Elem,2/1/2017,19,1079,108,16,4136,1543,260,SC,19,1079,108,16,107,610,45,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,3/1/2017,102,Pinckney Elem,3/1/2017,22,1080,107,15,4448,1751,286,SC,22,1080,107,15,90,696,60,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,4/1/2017,102,Pinckney Elem,4/1/2017,15,1071,114,16,2951,1216,192,SC,15,1071,114,16,21,537,41,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,5/1/2017,102,Pinckney Elem,5/1/2017,22,1067,113,17,4150,1746,282,SC,22,1067,113,17,43,700,59,Charleston County,Public
Charleston 01,1001,102,Pinckney Elem,6/1/2017,102,Pinckney Elem,6/1/2017,1,1052,112,17,65,39,7,SC,1,1052,112,17,1,14,1,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,8/1/2016,112,Pinehurst Elementary,8/1/2016,13,648,648,0,0,7241,0,SC,13,648,648,0,0,6548,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,9/1/2016,112,Pinehurst Elementary,9/1/2016,20,639,639,0,0,11383,0,SC,20,639,639,0,0,10496,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,10/1/2016,112,Pinehurst Elementary,10/1/2016,17,639,639,0,0,9537,0,SC,17,639,639,0,0,8698,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,11/1/2016,112,Pinehurst Elementary,11/1/2016,16,633,633,0,0,8968,0,SC,16,633,633,0,0,8251,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,12/1/2016,112,Pinehurst Elementary,12/1/2016,12,634,634,0,0,6803,0,SC,12,634,634,0,0,6107,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,1/1/2017,112,Pinehurst Elementary,1/1/2017,19,634,634,0,0,10727,0,SC,19,634,634,0,0,9322,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,2/1/2017,112,Pinehurst Elementary,2/1/2017,19,643,643,0,0,10509,0,SC,19,643,643,0,0,9391,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,3/1/2017,112,Pinehurst Elementary,3/1/2017,22,635,635,0,0,12368,0,SC,22,635,635,0,0,10942,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,4/1/2017,112,Pinehurst Elementary,4/1/2017,15,627,627,0,0,8382,0,SC,15,627,627,0,0,7511,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,5/1/2017,112,Pinehurst Elementary,5/1/2017,22,620,620,0,0,12045,0,SC,22,620,620,0,0,10917,0,Charleston County,Public
Charleston 01,1001,112,Pinehurst Elementary,6/1/2017,112,Pinehurst Elementary,6/1/2017,3,619,619,0,0,974,0,SC,3,619,619,0,0,856,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,8/1/2016,631,Prestige Preparatory Academy,8/1/2016,11,70,70,0,0,688,0,SC,11,70,70,0,0,638,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,9/1/2016,631,Prestige Preparatory Academy,9/1/2016,20,73,73,0,0,1265,0,SC,20,73,73,0,0,1113,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,10/1/2016,631,Prestige Preparatory Academy,10/1/2016,17,66,66,0,0,920,0,SC,17,66,66,0,0,796,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,11/1/2016,631,Prestige Preparatory Academy,11/1/2016,16,66,66,0,0,973,0,SC,16,66,66,0,0,895,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,12/1/2016,631,Prestige Preparatory Academy,12/1/2016,12,67,67,0,0,793,0,SC,12,67,67,0,0,777,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,1/1/2017,631,Prestige Preparatory Academy,1/1/2017,19,61,61,0,0,1110,0,SC,19,61,61,0,0,1085,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,2/1/2017,631,Prestige Preparatory Academy,2/1/2017,19,59,59,0,0,1102,0,SC,19,59,59,0,0,1101,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,3/1/2017,631,Prestige Preparatory Academy,3/1/2017,22,57,57,0,0,1223,0,SC,22,57,57,0,0,1200,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,4/1/2017,631,Prestige Preparatory Academy,4/1/2017,15,57,57,0,0,822,0,SC,15,57,57,0,0,826,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,5/1/2017,631,Prestige Preparatory Academy,5/1/2017,22,56,56,0,0,1190,0,SC,22,56,56,0,0,1199,0,Charleston County,Public
Charleston 01,1001,631,Prestige Preparatory Academy,6/1/2017,631,Prestige Preparatory Academy,6/1/2017,2,56,56,0,0,85,0,SC,2,56,56,0,0,93,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,8/1/2016,076,Sanders-Clyde Elementary,8/1/2016,13,512,512,0,0,4931,0,SC,13,512,512,0,0,4178,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,9/1/2016,076,Sanders-Clyde Elementary,9/1/2016,20,508,508,0,0,8170,0,SC,20,508,508,0,0,6993,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,10/1/2016,076,Sanders-Clyde Elementary,10/1/2016,17,504,504,0,0,6921,0,SC,17,504,504,0,0,5827,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,11/1/2016,076,Sanders-Clyde Elementary,11/1/2016,16,492,492,0,0,6588,0,SC,16,492,492,0,0,5679,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,12/1/2016,076,Sanders-Clyde Elementary,12/1/2016,12,494,494,0,0,4982,0,SC,12,494,494,0,0,4242,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,1/1/2017,076,Sanders-Clyde Elementary,1/1/2017,19,483,483,0,0,7646,0,SC,19,483,483,0,0,6087,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,2/1/2017,076,Sanders-Clyde Elementary,2/1/2017,19,472,472,0,0,7538,0,SC,19,472,472,0,0,6195,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,3/1/2017,076,Sanders-Clyde Elementary,3/1/2017,22,477,477,0,0,8686,0,SC,22,477,477,0,0,7107,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,4/1/2017,076,Sanders-Clyde Elementary,4/1/2017,15,467,467,0,0,5769,0,SC,15,467,467,0,0,4685,0,Charleston County,Public
Charleston 01,1001,076,Sanders-Clyde Elementary,5/1/2017,076,Sanders-Clyde Elementary,5/1/2017,22,467,467,0,0,8028,0,SC,22,467,467,0,0,6869,0,Charleston County,Public
