School ID,School Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,District ID,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,State-Reporting,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original
031,Chastain Road Elementary,,,,,,,,,,,,8/1/2016,8,2016,582,,309,59,,,,,,,,,,,,,3244,270.333333333,2747,228.916666667,SC@31@3901,450333001565,SY16-17,,368,0.632302405,,Public,,,,,,,Pickens 01,3901,12,1196,2834,410,SC,12,1428,2356,391,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,9/1/2016,9,2016,550,,313,62,,,,,,,,,,,,,5364,282.315789474,4695,247.105263158,SC@31@3901,450333001565,SY16-17,,375,0.681818182,,Public,,,,,,,Pickens 01,3901,19,2149,4627,737,SC,19,2438,4019,676,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,10/1/2016,10,2016,583,,332,54,,,,,,,,,,,,,5768,288.4,4961,248.05,SC@31@3901,450333001565,SY16-17,,386,0.662092624,,Public,,,,,,,Pickens 01,3901,20,2370,4966,802,SC,20,2485,4307,654,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,11/1/2016,11,2016,583,,319,54,,,,,,,,,,,,,4336,271,3725,232.8125,SC@31@3901,450333001565,SY16-17,,373,0.639794168,,Public,,,,,,,Pickens 01,3901,16,1842,3733,603,SC,16,1893,3247,478,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,12/1/2016,12,2016,582,,314,51,,,,,,,,,,,,,3148,286.181818182,2988,271.636363636,SC@31@3901,450333001565,SY16-17,,365,0.627147766,,Public,,,,,,,Pickens 01,3901,11,1353,2703,445,SC,11,1593,2602,386,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,1/1/2017,1,2017,580,,322,55,,,,,,,,,,,,,5650,282.5,4630,231.5,SC@31@3901,450333001565,SY16-17,,377,0.65,,Public,,,,,,,Pickens 01,3901,20,2362,4841,809,SC,20,2278,4022,608,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,2/1/2017,2,2017,580,,325,56,,,,,,,,,,,,,5783,289.15,5254,262.7,SC@31@3901,450333001565,SY16-17,,381,0.656896552,,Public,,,,,,,Pickens 01,3901,20,2314,4953,830,SC,20,2503,4570,684,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,3/1/2017,3,2017,579,,334,60,,,,,,,,,,,,,6523,296.5,5839,265.409090909,SC@31@3901,450333001565,SY16-17,,394,0.680483592,,Public,,,,,,,Pickens 01,3901,22,2508,5602,921,SC,22,2752,5063,776,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,4/1/2017,4,2017,579,,334,57,,,,,,,,,,,,,4513,300.866666667,4180,278.666666667,SC@31@3901,450333001565,SY16-17,,391,0.675302245,,Public,,,,,,,Pickens 01,3901,15,1646,3910,603,SC,15,1831,3584,596,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,5/1/2017,5,2017,579,,333,57,,,,,,,,,,,,,6365,289.318181818,6050,275,SC@31@3901,450333001565,SY16-17,,390,0.673575130,,Public,,,,,,,Pickens 01,3901,22,2274,5532,833,SC,22,2612,5196,854,Pickens County,Public
031,Chastain Road Elementary,,,,,,,,,,,,6/1/2017,6,2017,579,,330,56,,,,,,,,,,,,,,,330,,SC@31@3901,450333001565,SY16-17,,386,0.666666667,,Public,,,,,,,Pickens 01,3901,18.5,,,,SC,0,163,277,53,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,8/1/2016,8,2016,859,,183,24,,,,,,,,,,,,,1823,151.916666667,841,70.083333333,SC@23@3901,450333000891,SY16-17,,207,0.240977881,,Public,,,,,,,Pickens 01,3901,12,3150,1701,122,SC,12,247,823,18,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,9/1/2016,9,2016,858,,198,24,,,,,,,,,,,,,3295,173.421052632,1513,79.631578947,SC@23@3901,450333000891,SY16-17,,222,0.258741259,,Public,,,,,,,Pickens 01,3901,19,5602,3054,241,SC,19,362,1479,34,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,10/1/2016,10,2016,864,,200,18,,,,,,,,,,,,,3531,176.55,1551,77.55,SC@23@3901,450333000891,SY16-17,,218,0.252314815,,Public,,,,,,,Pickens 01,3901,20,5942,3275,256,SC,20,366,1500,51,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,11/1/2016,11,2016,864,,230,18,,,,,,,,,,,,,2823,176.4375,1227,76.6875,SC@23@3901,450333000891,SY16-17,,248,0.287037037,,Public,,,,,,,Pickens 01,3901,16,4574,2624,199,SC,16,281,1190,37,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,12/1/2016,12,2016,861,,204,17,,,,,,,,,,,,,1971,179.181818182,857,77.909090909,SC@23@3901,450333000891,SY16-17,,221,0.256678281,,Public,,,,,,,Pickens 01,3901,11,3333,1833,138,SC,11,195,820,37,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,1/1/2017,1,2017,865,,202,19,,,,,,,,,,,,,3642,182.1,1429,71.45,SC@23@3901,450333000891,SY16-17,,221,0.255491329,,Public,,,,,,,Pickens 01,3901,20,5856,3359,283,SC,20,292,1325,104,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,2/1/2017,2,2017,865,,200,20,,,,,,,,,,,,,3653,182.65,1370,68.5,SC@23@3901,450333000891,SY16-17,,220,0.254335260,,Public,,,,,,,Pickens 01,3901,20,5906,3354,299,SC,20,317,1268,102,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,3/1/2017,3,2017,866,,202,21,,,,,,,,,,,,,3949,179.5,1517,68.954545455,SC@23@3901,450333000891,SY16-17,,223,0.257505774,,Public,,,,,,,Pickens 01,3901,22,6434,3641,308,SC,22,334,1385,132,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,4/1/2017,4,2017,866,,202,18,,,,,,,,,,,,,2566,183.285714286,961,68.642857143,SC@23@3901,450333000891,SY16-17,,220,0.254041570,,Public,,,,,,,Pickens 01,3901,14,4265,2394,172,SC,14,228,890,71,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,5/1/2017,5,2017,866,,200,18,,,,,,,,,,,,,3787,172.136363636,1451,65.954545455,SC@23@3901,450333000891,SY16-17,,218,0.251732102,,Public,,,,,,,Pickens 01,3901,22,6451,3549,238,SC,22,337,1377,74,Pickens County,Public
023,Clemson Elementary,,,,,,,,,,,,6/1/2017,6,2017,866,,196,16,,,,,,,,,,,,,,,95,,SC@23@3901,450333000891,SY16-17,,212,0.244803695,,Public,,,,,,,Pickens 01,3901,18.5,,,,SC,0,18,92,3,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,8/1/2016,8,2016,486,,282,28,,,,,,,,,,,,,2543,211.916666667,2163,180.25,SC@15@3901,450333000883,SY16-17,,310,0.637860082,,Public,,,,,,,Pickens 01,3901,12,1145,2351,192,SC,12,902,1963,200,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,9/1/2016,9,2016,487,,300,24,,,,,,,,,,,,,4389,231,3628,190.947368421,SC@15@3901,450333000883,SY16-17,,324,0.665297741,,Public,,,,,,,Pickens 01,3901,19,1794,4093,296,SC,19,1415,3345,283,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,10/1/2016,10,2016,482,,290,23,,,,,,,,,,,,,4517,225.85,3652,182.6,SC@15@3901,450333000883,SY16-17,,313,0.649377593,,Public,,,,,,,Pickens 01,3901,20,1952,4205,312,SC,20,1546,3368,284,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,11/1/2016,11,2016,482,,295,24,,,,,,,,,,,,,3587,224.1875,2928,183,SC@15@3901,450333000883,SY16-17,,319,0.661825726,,Public,,,,,,,Pickens 01,3901,16,1408,3330,257,SC,16,1285,2685,243,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,12/1/2016,12,2016,482,,295,24,,,,,,,,,,,,,2664,242.181818182,2176,197.818181818,SC@15@3901,450333000883,SY16-17,,319,0.661825726,,Public,,,,,,,Pickens 01,3901,11,1185,2477,187,SC,11,896,1991,185,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,1/1/2017,1,2017,490,,291,24,,,,,,,,,,,,,4552,227.6,3327,166.35,SC@15@3901,450333000883,SY16-17,,315,0.642857143,,Public,,,,,,,Pickens 01,3901,20,1931,4207,345,SC,20,1463,3042,285,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,2/1/2017,2,2017,490,,302,25,,,,,,,,,,,,,4786,239.3,3657,182.85,SC@15@3901,450333000883,SY16-17,,327,0.667346939,,Public,,,,,,,Pickens 01,3901,20,1903,4410,376,SC,20,1513,3344,313,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,3/1/2017,3,2017,491,,318,25,,,,,,,,,,,,,5277,239.863636364,4147,188.5,SC@15@3901,450333000883,SY16-17,,343,0.698574338,,Public,,,,,,,Pickens 01,3901,22,2243,4856,421,SC,22,1789,3767,380,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,4/1/2017,4,2017,491,,319,25,,,,,,,,,,,,,3778,251.866666667,2947,196.466666667,SC@15@3901,450333000883,SY16-17,,344,0.700610998,,Public,,,,,,,Pickens 01,3901,15,1558,3485,293,SC,15,1160,2692,255,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,5/1/2017,5,2017,491,,325,25,,,,,,,,,,,,,5584,253.818181818,4280,194.545454545,SC@15@3901,450333000883,SY16-17,,350,0.712830957,,Public,,,,,,,Pickens 01,3901,22,2204,5153,431,SC,22,1616,3925,355,Pickens County,Public
015,Crosswell Elementary,,,,,,,,,,,,6/1/2017,6,2017,491,,323,23,,,,,,,,,,,,,,,252,,SC@15@3901,450333000883,SY16-17,,346,0.704684318,,Public,,,,,,,Pickens 01,3901,18.5,,,,SC,0,105,220,32,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,8/1/2016,8,2016,651,,315,47,,,,,,,,,,,,,3137,261.416666667,2688,224,SC@16@3901,450333000884,SY16-17,,362,0.556067588,,Public,,,,,,,Pickens 01,3901,12,1552,2752,385,SC,12,1045,2376,312,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,9/1/2016,9,2016,637,,330,48,,,,,,,,,,,,,5534,291.263157895,4404,231.789473684,SC@16@3901,450333000884,SY16-17,,378,0.593406593,,Public,,,,,,,Pickens 01,3901,19,2627,4909,625,SC,19,1676,3943,461,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,10/1/2016,10,2016,643,,314,45,,,,,,,,,,,,,5756,287.8,4164,208.2,SC@16@3901,450333000884,SY16-17,,359,0.558320373,,Public,,,,,,,Pickens 01,3901,20,2935,5104,652,SC,20,1866,3727,437,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,11/1/2016,11,2016,643,,318,43,,,,,,,,,,,,,4573,285.8125,3222,201.375,SC@16@3901,450333000884,SY16-17,,361,0.561430793,,Public,,,,,,,Pickens 01,3901,16,2165,4052,521,SC,16,1244,2877,345,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,12/1/2016,12,2016,645,,320,42,,,,,,,,,,,,,3246,295.090909091,2593,235.727272727,SC@16@3901,450333000884,SY16-17,,362,0.561240310,,Public,,,,,,,Pickens 01,3901,11,1564,2884,362,SC,11,988,2322,271,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,1/1/2017,1,2017,642,,326,45,,,,,,,,,,,,,5962,298.1,3924,196.2,SC@16@3901,450333000884,SY16-17,,371,0.577881620,,Public,,,,,,,Pickens 01,3901,20,2685,5295,667,SC,20,1526,3498,426,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,2/1/2017,2,2017,642,,333,45,,,,,,,,,,,,,6100,305,4759,237.95,SC@16@3901,450333000884,SY16-17,,378,0.588785047,,Public,,,,,,,Pickens 01,3901,20,2638,5458,642,SC,20,1689,4264,495,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,3/1/2017,3,2017,645,,339,45,,,,,,,,,,,,,6813,309.681818182,5241,238.227272727,SC@16@3901,450333000884,SY16-17,,384,0.595348837,,Public,,,,,,,Pickens 01,3901,22,2981,6101,712,SC,22,1975,4676,565,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,4/1/2017,4,2017,645,,341,42,,,,,,,,,,,,,4453,296.866666667,3593,239.533333333,SC@16@3901,450333000884,SY16-17,,383,0.593798450,,Public,,,,,,,Pickens 01,3901,15,2006,4027,426,SC,15,1371,3256,337,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,5/1/2017,5,2017,645,,342,42,,,,,,,,,,,,,6997,318.045454545,5214,237,SC@16@3901,450333000884,SY16-17,,384,0.595348837,,Public,,,,,,,Pickens 01,3901,22,3171,6302,695,SC,22,1900,4748,466,Pickens County,Public
016,Dacusville El,,,,,,,,,,,,6/1/2017,6,2017,645,,341,42,,,,,,,,,,,,,,,333,,SC@16@3901,450333000884,SY16-17,,383,0.593798450,,Public,,,,,,,Pickens 01,3901,18.5,,,,SC,0,120,302,31,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,8/1/2016,8,2016,315,,137,20,,,,,,,,,,,,,1540,128.333333333,660,55,SC@1@3901,450333000896,SY16-17,,157,0.498412698,,Public,,,,,,,Pickens 01,3901,12,1183,1320,220,SC,12,233,551,109,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,9/1/2016,9,2016,312,,137,23,,,,,,,,,,,,,2360,124.210526316,1044,54.947368421,SC@1@3901,450333000896,SY16-17,,160,0.512820513,,Public,,,,,,,Pickens 01,3901,19,1882,2006,354,SC,19,364,882,162,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,10/1/2016,10,2016,314,,124,19,,,,,,,,,,,,,2286,114.3,1063,53.15,SC@1@3901,450333000896,SY16-17,,143,0.455414013,,Public,,,,,,,Pickens 01,3901,20,2094,1947,339,SC,20,409,913,150,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,11/1/2016,11,2016,314,,124,18,,,,,,,,,,,,,1824,114,834,52.125,SC@1@3901,450333000896,SY16-17,,142,0.452229299,,Public,,,,,,,Pickens 01,3901,16,1635,1573,251,SC,16,341,711,123,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,12/1/2016,12,2016,314,,126,17,,,,,,,,,,,,,1322,120.181818182,641,58.272727273,SC@1@3901,450333000896,SY16-17,,143,0.455414013,,Public,,,,,,,Pickens 01,3901,11,1191,1158,164,SC,11,259,573,68,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,1/1/2017,1,2017,314,,128,18,,,,,,,,,,,,,2315,115.75,1023,51.15,SC@1@3901,450333000896,SY16-17,,146,0.464968153,,Public,,,,,,,Pickens 01,3901,20,2076,2014,301,SC,20,384,895,128,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,2/1/2017,2,2017,314,,131,18,,,,,,,,,,,,,2414,120.7,1243,62.15,SC@1@3901,450333000896,SY16-17,,149,0.474522293,,Public,,,,,,,Pickens 01,3901,20,2029,2110,304,SC,20,407,1091,152,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,3/1/2017,3,2017,315,,135,18,,,,,,,,,,,,,2665,121.136363636,1307,59.409090909,SC@1@3901,450333000896,SY16-17,,153,0.485714286,,Public,,,,,,,Pickens 01,3901,22,2192,2321,344,SC,22,480,1130,177,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,4/1/2017,4,2017,315,,139,18,,,,,,,,,,,,,1751,116.733333333,871,58.066666667,SC@1@3901,450333000896,SY16-17,,157,0.498412698,,Public,,,,,,,Pickens 01,3901,15,1429,1519,232,SC,15,297,744,127,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,5/1/2017,5,2017,315,,140,18,,,,,,,,,,,,,2545,115.681818182,1215,55.227272727,SC@1@3901,450333000896,SY16-17,,158,0.501587302,,Public,,,,,,,Pickens 01,3901,22,2028,2225,320,SC,22,387,1064,151,Pickens County,Public
001,Dacusville Middle,,,,,,,,,,,,6/1/2017,6,2017,315,,139,18,,,,,,,,,,,,,,,40,,SC@1@3901,450333000896,SY16-17,,157,0.498412698,,Public,,,,,,,Pickens 01,3901,18.5,,,,SC,0,7,36,4,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,8/1/2016,8,2016,1075,,320,47,,,,,,,,,,,,,2637,219.75,880,73.333333333,SC@3@3901,450333000899,SY16-17,,367,0.341395349,,Public,,,,,,,Pickens 01,3901,12,2895,2336,301,SC,12,183,813,67,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,9/1/2016,9,2016,1085,,294,55,,,,,,,,,,,,,4031,212.157894737,1746,91.894736842,SC@3@3901,450333000899,SY16-17,,349,0.321658986,,Public,,,,,,,Pickens 01,3901,19,4566,3468,563,SC,19,408,1570,176,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,10/1/2016,10,2016,1086,,270,40,,,,,,,,,,,,,3905,195.25,1862,93.1,SC@3@3901,450333000899,SY16-17,,310,0.285451197,,Public,,,,,,,Pickens 01,3901,20,5011,3343,562,SC,20,573,1655,207,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,11/1/2016,11,2016,1086,,272,42,,,,,,,,,,,,,3069,191.8125,1536,96,SC@3@3901,450333000899,SY16-17,,314,0.289134438,,Public,,,,,,,Pickens 01,3901,16,3739,2690,379,SC,16,416,1421,115,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,12/1/2016,12,2016,1085,,274,40,,,,,,,,,,,,,2233,186.083333333,1186,98.833333333,SC@3@3901,450333000899,SY16-17,,314,0.289400922,,Public,,,,,,,Pickens 01,3901,12,2564,1955,278,SC,12,308,1099,87,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,1/1/2017,1,2017,1079,,271,39,,,,,,,,,,,,,3732,186.6,1737,86.85,SC@3@3901,450333000899,SY16-17,,310,0.287303058,,Public,,,,,,,Pickens 01,3901,20,4541,3256,476,SC,20,412,1592,145,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,2/1/2017,2,2017,1079,,269,38,,,,,,,,,,,,,3792,189.6,1889,94.45,SC@3@3901,450333000899,SY16-17,,307,0.284522706,,Public,,,,,,,Pickens 01,3901,20,4492,3331,461,SC,20,529,1697,192,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,3/1/2017,3,2017,1074,,269,39,,,,,,,,,,,,,4257,193.5,2007,91.227272727,SC@3@3901,450333000899,SY16-17,,308,0.286778399,,Public,,,,,,,Pickens 01,3901,22,5093,3714,543,SC,22,534,1826,181,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,4/1/2017,4,2017,1074,,269,38,,,,,,,,,,,,,2776,185.066666667,1379,91.933333333,SC@3@3901,450333000899,SY16-17,,307,0.285847300,,Public,,,,,,,Pickens 01,3901,15,3346,2432,344,SC,15,356,1258,121,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,5/1/2017,5,2017,1074,,268,38,,,,,,,,,,,,,3641,165.5,1933,87.863636364,SC@3@3901,450333000899,SY16-17,,306,0.284916201,,Public,,,,,,,Pickens 01,3901,22,4061,3174,467,SC,22,442,1764,169,Pickens County,Public
003,Daniel Senior High,,,,,,,,,,,,6/1/2017,6,2017,1074,,267,38,,,,,,,,,,,,,92,46,72,36,SC@3@3901,450333000899,SY16-17,,305,0.283985102,,Public,,,,,,,Pickens 01,3901,2,45,83,9,SC,2,13,69,3,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,8/1/2016,8,2016,1715,,705,96,,,,,,,,,,,,,5460,455,1376,114.666666667,SC@5@3901,450333000902,SY16-17,,801,0.467055394,,Public,,,,,,,Pickens 01,3901,12,3785,4777,683,SC,12,230,1261,115,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,9/1/2016,9,2016,1735,,698,93,,,,,,,,,,,,,8721,459,2730,143.684210526,SC@5@3901,450333000902,SY16-17,,791,0.455907781,,Public,,,,,,,Pickens 01,3901,19,6388,7767,954,SC,19,577,2540,190,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,10/1/2016,10,2016,1745,,680,92,,,,,,,,,,,,,8146,407.3,2733,136.65,SC@5@3901,450333000902,SY16-17,,772,0.442406877,,Public,,,,,,,Pickens 01,3901,20,7318,7206,940,SC,20,671,2517,216,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,11/1/2016,11,2016,1745,,623,92,,,,,,,,,,,,,6565,410.3125,2169,135.5625,SC@5@3901,450333000902,SY16-17,,715,0.409742120,,Public,,,,,,,Pickens 01,3901,16,5441,5783,782,SC,16,392,1978,191,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,12/1/2016,12,2016,1745,,618,90,,,,,,,,,,,,,4718,428.909090909,1677,152.454545455,SC@5@3901,450333000902,SY16-17,,708,0.405730659,,Public,,,,,,,Pickens 01,3901,11,3925,4182,536,SC,11,290,1560,117,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,1/1/2017,1,2017,1734,,621,90,,,,,,,,,,,,,8396,419.8,2641,132.05,SC@5@3901,450333000902,SY16-17,,711,0.410034602,,Public,,,,,,,Pickens 01,3901,20,6945,7415,981,SC,20,467,2452,189,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,2/1/2017,2,2017,1734,,622,89,,,,,,,,,,,,,8533,426.65,3237,161.85,SC@5@3901,450333000902,SY16-17,,711,0.410034602,,Public,,,,,,,Pickens 01,3901,20,6795,7515,1018,SC,20,642,3004,233,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,3/1/2017,3,2017,1725,,625,90,,,,,,,,,,,,,9374,426.090909091,3461,157.318181818,SC@5@3901,450333000902,SY16-17,,715,0.414492754,,Public,,,,,,,Pickens 01,3901,22,7492,8278,1096,SC,22,653,3215,246,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,4/1/2017,4,2017,1725,,425,90,,,,,,,,,,,,,5703,380.2,2019,134.6,SC@5@3901,450333000902,SY16-17,,515,0.298550725,,Public,,,,,,,Pickens 01,3901,15,4376,5039,664,SC,15,400,1884,135,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,5/1/2017,5,2017,1725,,619,90,,,,,,,,,,,,,7459,339.045454545,2630,119.545454545,SC@5@3901,450333000902,SY16-17,,709,0.411014493,,Public,,,,,,,Pickens 01,3901,22,5211,6674,785,SC,22,466,2444,186,Pickens County,Public
005,Easley Senior High,,,,,,,,,,,,6/1/2017,6,2017,1725,,607,88,,,,,,,,,,,,,,,95,,SC@5@3901,450333000902,SY16-17,,695,0.402898551,,Public,,,,,,,Pickens 01,3901,18.5,,,,SC,0,10,91,4,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,8/1/2016,8,2016,750,,331,45,,,,,,,,,,,,,3117,259.75,2626,218.833333333,SC@17@3901,450333000885,SY16-17,,376,0.501333333,,Public,,,,,,,Pickens 01,3901,12,1673,2758,359,SC,12,1559,2345,281,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,9/1/2016,9,2016,751,,336,43,,,,,,,,,,,,,5276,277.684210526,4596,241.894736842,SC@17@3901,450333000885,SY16-17,,379,0.504660453,,Public,,,,,,,Pickens 01,3901,19,2904,4701,575,SC,19,2524,4138,458,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,10/1/2016,10,2016,749,,337,40,,,,,,,,,,,,,5402,270.1,4679,233.95,SC@17@3901,450333000885,SY16-17,,377,0.503337784,,Public,,,,,,,Pickens 01,3901,20,3313,4860,542,SC,20,2834,4254,425,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,11/1/2016,11,2016,749,,337,41,,,,,,,,,,,,,4370,273.125,3929,245.5625,SC@17@3901,450333000885,SY16-17,,378,0.504672897,,Public,,,,,,,Pickens 01,3901,16,2442,3919,451,SC,16,2084,3562,367,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,12/1/2016,12,2016,747,,334,40,,,,,,,,,,,,,3122,283.818181818,2863,260.272727273,SC@17@3901,450333000885,SY16-17,,374,0.500669344,,Public,,,,,,,Pickens 01,3901,11,1826,2798,324,SC,11,1489,2590,273,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,1/1/2017,1,2017,750,,340,45,,,,,,,,,,,,,5633,281.65,4560,228,SC@17@3901,450333000885,SY16-17,,385,0.513333333,,Public,,,,,,,Pickens 01,3901,20,3066,5043,590,SC,20,2331,4134,426,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,2/1/2017,2,2017,750,,340,46,,,,,,,,,,,,,5762,288.1,4800,240,SC@17@3901,450333000885,SY16-17,,386,0.514666667,,Public,,,,,,,Pickens 01,3901,20,2964,5092,670,SC,20,2430,4297,503,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,3/1/2017,3,2017,751,,342,46,,,,,,,,,,,,,6107,277.590909091,5298,240.818181818,SC@17@3901,450333000885,SY16-17,,388,0.516644474,,Public,,,,,,,Pickens 01,3901,22,3354,5453,654,SC,22,2746,4804,494,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,4/1/2017,4,2017,751,,347,42,,,,,,,,,,,,,4199,279.933333333,3672,244.8,SC@17@3901,450333000885,SY16-17,,389,0.517976032,,Public,,,,,,,Pickens 01,3901,15,2256,3758,441,SC,15,1825,3333,339,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,5/1/2017,5,2017,751,,341,42,,,,,,,,,,,,,6385,290.227272727,5419,246.318181818,SC@17@3901,450333000885,SY16-17,,383,0.509986684,,Public,,,,,,,Pickens 01,3901,22,3564,5704,681,SC,22,2557,4927,492,Pickens County,Public
017,East End Elementary,,,,,,,,,,,,6/1/2017,6,2017,645,,341,41,,,,,,,,,,,,,,,328,,SC@17@3901,450333000885,SY16-17,,382,0.592248062,,Public,,,,,,,Pickens 01,3901,18.5,,,,SC,0,160,292,36,Pickens County,Public
002,Edwards Middle,,,,,,,,,,,,8/1/2016,8,2016,821,,271,44,,,,,,,,,,,,,2475,206.25,822,68.5,SC@2@3901,450333000897,SY16-17,,315,0.383678441,,Public,,,,,,,Pickens 01,3901,12,1879,2216,259,SC,12,113,777,45,Pickens County,Public
002,Edwards Middle,,,,,,,,,,,,9/1/2016,9,2016,820,,259,49,,,,,,,,,,,,,3925,206.578947368,1571,82.684210526,SC@2@3901,450333000897,SY16-17,,308,0.375609756,,Public,,,,,,,Pickens 01,3901,19,3008,3436,489,SC,19,231,1463,108,Pickens County,Public
