Lunch Meals-Reduced,Lunch Meals-Free,Enrollment-Reduced,Enrollment-Free,Breakfast Meals-Reduced,Breakfast Meals-Free,Enrollment-Paid,Breakfast Meals-Free and Reduced,State-Physical,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Breakfast Meals-Paid,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School ID,School Name,Street Address-Line 1,Street Address-Line 2,City,Zip Code,County,School Type-Original,School Level-Original,Claim Date,Enrollment-Total,Enrollment-Free and Reduced,Operating Days-Lunch Only,Lunch Meals-Free and Reduced,Lunch Meals-Paid,ISP
,,,,,,,,MT,N,,N,,,10,2018,0,,0,,Cafeteria ,,,,,,,MT,296,14.095238095,,,MT@1713@0452,300684000988,SY18-19,,19,0.256756757,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,10/1/2018,74,19,21,296,534,
,,,,,,,,MT,N,,N,,,9,2018,0,,0,,Cafeteria ,,,,,,,MT,277,14.578947368,,,MT@1713@0452,300684000988,SY18-19,,17,0.239436620,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,9/1/2018,71,17,19,277,484,
,,,,,,,490,MT,N,,N,,,5,2019,280,,22,,Cafeteria ,,,,,,,MT,1168,55.619047619,490,22.272727273,MT@0606@0452,300684000188,SY18-19,,65,0.251937984,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,5/1/2019,258,65,21,1168,2267,
,,,,,,,462,MT,N,,N,,,4,2019,260,,19,,Cafeteria ,,,,,,,MT,1136,59.789473684,462,24.315789474,MT@0606@0452,300684000188,SY18-19,,67,0.257692308,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,4/1/2019,260,67,19,1136,2006,
,,,,,,,488,MT,N,,N,,,3,2019,270,,20,,Cafeteria ,,,,,,,MT,1107,55.35,488,24.4,MT@0606@0452,300684000188,SY18-19,,65,0.25,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,3/1/2019,260,65,20,1107,2047,
,,,,,,,339,MT,N,,N,,,2,2019,276,,18,,Cafeteria ,,,,,,,MT,941,52.277777778,339,18.833333333,MT@0606@0452,300684000188,SY18-19,,65,0.249042146,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,2/1/2019,261,65,18,941,1787,
,,,,,,,481,MT,N,,N,,,1,2019,408,,21,,Cafeteria ,,,,,,,MT,1158,55.142857143,481,22.904761905,MT@0606@0452,300684000188,SY18-19,,66,0.249056604,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,1/1/2019,265,66,21,1158,2129,
,,,,,,,436,MT,N,,N,,,12,2018,296,,15,,Cafeteria ,,,,,,,MT,866,57.733333333,436,29.066666667,MT@0606@0452,300684000188,SY18-19,,63,0.238636364,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,12/1/2018,264,63,15,866,1631,
,,,,,,,459,MT,N,,N,,,11,2018,355,,19,,Cafeteria ,,,,,,,MT,1018,53.578947368,459,24.157894737,MT@0606@0452,300684000188,SY18-19,,60,0.229007634,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,11/1/2018,262,60,19,1018,1991,
,,,,,,,550,MT,N,,N,,,10,2018,372,,21,,Cafeteria ,,,,,,,MT,1185,56.428571429,550,26.190476190,MT@0606@0452,300684000188,SY18-19,,75,0.266903915,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,10/1/2018,281,75,21,1185,2189,
,,,,,,,364,MT,N,,N,,,9,2018,307,,19,,Cafeteria ,,,,,,,MT,1032,54.315789474,364,19.157894737,MT@0606@0452,300684000188,SY18-19,,67,0.25,Primary,Public,,,,Cafeteria ,,,0452,Clancy Elementary,0606,Clancy School,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Elementary,9/1/2018,268,67,19,1032,1968,
,,,,,,12,8,MT,N,,N,,,6,2019,0,,4,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,38,9.5,8,2,MT@1738@0595,300687001016,SY18-19,,11,0.478260870,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,6/1/2019,23,11,4,38,22,0.3404
,,,,,,24,114,MT,N,,N,,,5,2019,37,,22,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,253,11.5,114,5.181818182,MT@1738@0595,300687001016,SY18-19,,18,0.428571429,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,5/1/2019,42,18,22,253,183,0.3404
,,,,,,24,150,MT,N,,N,,,4,2019,50,,21,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,243,11.571428571,150,7.142857143,MT@1738@0595,300687001016,SY18-19,,19,0.441860465,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,4/1/2019,43,19,21,243,168,0.3404
,,,,,,24,118,MT,N,,N,,,3,2019,46,,16,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,209,13.0625,118,7.375,MT@1738@0595,300687001016,SY18-19,,19,0.441860465,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,3/1/2019,43,19,16,209,133,0.3404
,,,,,,24,141,MT,N,,N,,,2,2019,71,,19,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,234,12.315789474,141,7.421052632,MT@1738@0595,300687001016,SY18-19,,19,0.441860465,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,2/1/2019,43,19,19,234,145,0.3404
,,,,,,24,126,MT,N,,N,,,1,2019,45,,18,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,218,12.111111111,126,7,MT@1738@0595,300687001016,SY18-19,,19,0.441860465,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,1/1/2019,43,19,18,218,135,0.3404
,,,,,,25,262,MT,N,,N,,,12,2018,328,,15,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,185,12.333333333,262,17.466666667,MT@1738@0595,300687001016,SY18-19,,20,0.444444444,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,12/1/2018,45,20,15,185,113,0.3404
,,,,,,25,166,MT,N,,N,,,11,2018,67,,19,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,236,12.421052632,166,8.736842105,MT@1738@0595,300687001016,SY18-19,,20,0.444444444,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,11/1/2018,45,20,19,236,144,0.3404
,,,,,,28,153,MT,N,,N,,,10,2018,93,,21,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,256,12.190476190,153,7.285714286,MT@1738@0595,300687001016,SY18-19,,19,0.404255319,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,10/1/2018,47,19,21,256,214,0.3404
,,,,,,26,166,MT,N,,N,,,9,2018,66,,19,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,276,14.526315789,166,8.736842105,MT@1738@0595,300687001016,SY18-19,,21,0.446808511,Middle,Public,,,,Other,,,0595,Clinton Elementary,1738,Clinton 7-8,20397 East Mullan Rd,,Clinton,59825,Missoula,Public,Middle,9/1/2018,47,21,19,276,199,0.3404
,,,,,,63,116,MT,N,,N,,,6,2019,35,,4,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,239,59.75,116,29,MT@0799@0595,300687000189,SY18-19,,78,0.553191489,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,6/1/2019,141,78,4,239,97,0.396
,,,,,,66,746,MT,N,,N,,,5,2019,239,,22,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1316,59.818181818,746,33.909090909,MT@0799@0595,300687000189,SY18-19,,77,0.538461538,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,5/1/2019,143,77,22,1316,533,0.396
,,,,,,63,863,MT,N,,N,,,4,2019,304,,21,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1339,63.761904762,863,41.095238095,MT@0799@0595,300687000189,SY18-19,,80,0.559440559,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,4/1/2019,143,80,21,1339,567,0.396
,,,,,,63,613,MT,N,,N,,,3,2019,242,,16,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1014,63.375,613,38.3125,MT@0799@0595,300687000189,SY18-19,,80,0.559440559,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,3/1/2019,143,80,16,1014,386,0.396
,,,,,,62,676,MT,N,,N,,,2,2019,210,,19,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1147,60.368421053,676,35.578947368,MT@0799@0595,300687000189,SY18-19,,81,0.566433566,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,2/1/2019,143,81,19,1147,433,0.396
,,,,,,65,673,MT,N,,N,,,1,2019,184,,18,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1118,62.111111111,673,37.388888889,MT@0799@0595,300687000189,SY18-19,,78,0.545454545,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,1/1/2019,143,78,18,1118,355,0.396
,,,,,,67,611,MT,N,,N,,,12,2018,223,,15,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,958,63.866666667,611,40.733333333,MT@0799@0595,300687000189,SY18-19,,80,0.544217687,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,12/1/2018,147,80,15,958,335,0.396
,,,,,,66,717,MT,N,,N,,,11,2018,256,,19,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1199,63.105263158,717,37.736842105,MT@0799@0595,300687000189,SY18-19,,80,0.547945205,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,11/1/2018,146,80,19,1199,477,0.396
,,,,,,70,759,MT,N,,N,,,10,2018,287,,21,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1258,59.904761905,759,36.142857143,MT@0799@0595,300687000189,SY18-19,,76,0.520547945,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,10/1/2018,146,76,21,1258,532,0.396
,,,,,,64,650,MT,N,,N,,,9,2018,220,,19,,"Breakfast After The Bell , Cafeteria ",,,,,,,MT,1073,56.473684211,650,34.210526316,MT@0799@0595,300687000189,SY18-19,,80,0.555555556,Primary,Public,,,,Other,,,0595,Clinton Elementary,0799,Clinton School,20397 East Mullan Road,,Clinton,59825,Missoula,Public,Elementary,9/1/2018,144,80,19,1073,400,0.396
,,,,,,,284,MT,N,,N,,,5,2019,343,,20,,Cafeteria ,,,,,,,MT,492,24.6,284,14.2,MT@1040@0796,,SY18-19,,42,0.274509804,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,5/1/2019,153,42,20,492,962,
,,,,,,,306,MT,N,,N,,,4,2019,353,,19,,Cafeteria ,,,,,,,MT,495,26.052631579,306,16.105263158,MT@1040@0796,,SY18-19,,44,0.283870968,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,4/1/2019,155,44,19,495,1018,
,,,,,,,272,MT,N,,N,,,3,2019,309,,20,,Cafeteria ,,,,,,,MT,558,27.9,272,13.6,MT@1040@0796,,SY18-19,,44,0.283870968,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,3/1/2019,155,44,20,558,1014,
,,,,,,,260,MT,N,,N,,,2,2019,303,,18,,Cafeteria ,,,,,,,MT,510,28.333333333,260,14.444444444,MT@1040@0796,,SY18-19,,44,0.283870968,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,2/1/2019,155,44,18,510,943,
,,,,,,,342,MT,N,,N,,,1,2019,383,,22,,Cafeteria ,,,,,,,MT,574,26.090909091,342,15.545454545,MT@1040@0796,,SY18-19,,47,0.29375,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,1/1/2019,160,47,22,574,1180,
,,,,,,,231,MT,N,,N,,,12,2018,235,,14,,Cafeteria ,,,,,,,MT,377,26.928571429,231,16.5,MT@1040@0796,,SY18-19,,44,0.276729560,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,12/1/2018,159,44,14,377,798,
,,,,,,,282,MT,N,,N,,,11,2018,259,,18,,Cafeteria ,,,,,,,MT,478,26.555555556,282,15.666666667,MT@1040@0796,,SY18-19,,46,0.282208589,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,11/1/2018,163,46,18,478,943,
,,,,,,,331,MT,N,,N,,,10,2018,303,,21,,Cafeteria ,,,,,,,MT,620,29.523809524,331,15.761904762,MT@1040@0796,,SY18-19,,52,0.319018405,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,10/1/2018,163,52,21,620,1233,
,,,,,,,300,MT,N,,N,,,9,2018,234,,18,,Cafeteria ,,,,,,,MT,648,36,300,16.666666667,MT@1040@0796,,SY18-19,,53,0.323170732,High,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1040,Colstrip High School,5000 Pine Butte Drive,,Colstrip,59323,Rosebud,Public,High,9/1/2018,164,53,18,648,958,
,,,,,,,309,MT,N,,N,,,5,2019,268,,20,,Cafeteria ,,,,,,,MT,723,36.15,309,15.45,MT@1609@0796,300705000874,SY18-19,,48,0.406779661,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,5/1/2019,118,48,20,723,843,
,,,,,,,337,MT,N,,N,,,4,2019,241,,19,,Cafeteria ,,,,,,,MT,718,37.789473684,337,17.736842105,MT@1609@0796,300705000874,SY18-19,,48,0.406779661,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,4/1/2019,118,48,19,718,819,
,,,,,,,284,MT,N,,N,,,3,2019,226,,20,,Cafeteria ,,,,,,,MT,762,38.1,284,14.2,MT@1609@0796,300705000874,SY18-19,,50,0.416666667,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,3/1/2019,120,50,20,762,941,
,,,,,,,291,MT,N,,N,,,2,2019,240,,18,,Cafeteria ,,,,,,,MT,711,39.5,291,16.166666667,MT@1609@0796,300705000874,SY18-19,,50,0.413223140,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,2/1/2019,121,50,18,711,831,
,,,,,,,412,MT,N,,N,,,1,2019,315,,22,,Cafeteria ,,,,,,,MT,924,42,412,18.727272727,MT@1609@0796,300705000874,SY18-19,,51,0.411290323,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,1/1/2019,124,51,22,924,1011,
,,,,,,,279,MT,N,,N,,,12,2018,221,,14,,Cafeteria ,,,,,,,MT,595,42.5,279,19.928571429,MT@1609@0796,300705000874,SY18-19,,50,0.4,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,12/1/2018,125,50,14,595,680,
,,,,,,,346,MT,N,,N,,,11,2018,255,,18,,Cafeteria ,,,,,,,MT,750,41.666666667,346,19.222222222,MT@1609@0796,300705000874,SY18-19,,50,0.390625,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,11/1/2018,128,50,18,750,914,
,,,,,,,410,MT,N,,N,,,10,2018,293,,21,,Cafeteria ,,,,,,,MT,926,44.095238095,410,19.523809524,MT@1609@0796,300705000874,SY18-19,,59,0.464566929,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,10/1/2018,127,59,21,926,1085,
,,,,,,,336,MT,N,,N,,,9,2018,181,,18,,Cafeteria ,,,,,,,MT,827,45.944444444,336,18.666666667,MT@1609@0796,300705000874,SY18-19,,61,0.4765625,Middle,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1609,Frank Brattin Middle Schl,216 Olive Drive,,Colstrip,59323,Rosebud,Public,Middle,9/1/2018,128,61,18,827,865,
,,,,,,167,919,MT,N,,N,,,5,2019,571,,20,,Cafeteria ,,,,,,,MT,1597,79.85,919,45.95,MT@1603@0796,300705000873,SY18-19,,102,0.379182156,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,5/1/2019,269,102,20,1597,1844,
,,,,,,166,904,MT,N,,N,,,4,2019,598,,19,,Cafeteria ,,,,,,,MT,1681,88.473684211,904,47.578947368,MT@1603@0796,300705000873,SY18-19,,102,0.380597015,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,4/1/2019,268,102,19,1681,1937,
,,,,,,166,802,MT,N,,N,,,3,2019,614,,20,,Cafeteria ,,,,,,,MT,1648,82.4,802,40.1,MT@1603@0796,300705000873,SY18-19,,99,0.373584906,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,3/1/2019,265,99,20,1648,1970,
,,,,,,165,741,MT,N,,N,,,2,2019,481,,18,,Cafeteria ,,,,,,,MT,1379,76.611111111,741,41.166666667,MT@1603@0796,300705000873,SY18-19,,98,0.372623574,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,2/1/2019,263,98,18,1379,1743,
,,,,,,163,1056,MT,N,,N,,,1,2019,644,,22,,Cafeteria ,,,,,,,MT,1699,77.227272727,1056,48,MT@1603@0796,300705000873,SY18-19,,92,0.360784314,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,1/1/2019,255,92,22,1699,2179,
,,,,,,163,625,MT,N,,N,,,12,2018,424,,14,,Cafeteria ,,,,,,,MT,1095,78.214285714,625,44.642857143,MT@1603@0796,300705000873,SY18-19,,90,0.355731225,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,12/1/2018,253,90,14,1095,1486,
,,,,,,164,746,MT,N,,N,,,11,2018,556,,18,,Cafeteria ,,,,,,,MT,1400,77.777777778,746,41.444444444,MT@1603@0796,300705000873,SY18-19,,90,0.354330709,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,11/1/2018,254,90,18,1400,1806,
,,,,,,157,914,MT,N,,N,,,10,2018,601,,21,,Cafeteria ,,,,,,,MT,1603,76.333333333,914,43.523809524,MT@1603@0796,300705000873,SY18-19,,97,0.381889764,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,10/1/2018,254,97,21,1603,2224,
,,,,,,163,655,MT,N,,N,,,9,2018,453,,18,,Cafeteria ,,,,,,,MT,1288,71.555555556,655,36.388888889,MT@1603@0796,300705000873,SY18-19,,91,0.358267717,Primary,Public,,,,Cafeteria ,,,0796,Colstrip Public Schools,1603,Pine Butte Elementary Sch,2800 Durango,,Colstrip,59323,Rosebud,Public,Elementary,9/1/2018,254,91,18,1288,1809,
,,,,,,394,289,MT,N,,N,,,6,2019,117,,5,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,352,70.4,289,57.8,MT@0425@0313,300714000203,SY18-19,,224,0.362459547,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,6/1/2019,618,224,5,352,235,
,,,,,,397,2217,MT,N,,N,,,5,2019,1243,,22,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,2123,96.5,2217,100.772727273,MT@0425@0313,300714000203,SY18-19,,229,0.365814696,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,5/1/2019,626,229,22,2123,1361,
,,,,,,401,2249,MT,N,,N,,,4,2019,1210,,22,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,2212,100.545454545,2249,102.227272727,MT@0425@0313,300714000203,SY18-19,,233,0.367507886,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,4/1/2019,634,233,22,2212,1474,
,,,,,,403,1610,MT,N,,N,,,3,2019,832,,16,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,1701,106.3125,1610,100.625,MT@0425@0313,300714000203,SY18-19,,239,0.372274143,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,3/1/2019,642,239,16,1701,1152,
,,,,,,404,1906,MT,N,,N,,,2,2019,904,,18,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,1982,110.111111111,1906,105.888888889,MT@0425@0313,300714000203,SY18-19,,241,0.373643411,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,2/1/2019,645,241,18,1982,1298,
,,,,,,408,2002,MT,N,,N,,,1,2019,844,,21,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,2234,106.380952381,2002,95.333333333,MT@0425@0313,300714000203,SY18-19,,238,0.368421053,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,1/1/2019,646,238,21,2234,1429,
,,,,,,415,1528,MT,N,,N,,,12,2018,694,,15,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,1632,108.8,1528,101.866666667,MT@0425@0313,300714000203,SY18-19,,235,0.361538462,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,12/1/2018,650,235,15,1632,980,
,,,,,,421,1910,MT,N,,N,,,11,2018,812,,18,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,1981,110.055555556,1910,106.111111111,MT@0425@0313,300714000203,SY18-19,,240,0.363086233,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,11/1/2018,661,240,18,1981,1374,
,,,,,,431,1988,MT,N,,N,,,10,2018,1025,,20,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,2065,103.25,1988,99.4,MT@0425@0313,300714000203,SY18-19,,273,0.387784091,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,10/1/2018,704,273,20,2065,1596,
,,,,,,401,1629,MT,N,,N,,,9,2018,614,,19,,"Breakfast After The Bell , Cafeteria , Grab And Go",,,,,,,MT,1863,98.052631579,1629,85.736842105,MT@0425@0313,300714000203,SY18-19,,270,0.402384501,High,Public,,,,GNG,,,0313,Columbia Falls Pub Schls,0425,Columbia Falls High Schl,610 13th St.West,,Columbia Falls,59912,Flathead,Public,High,9/1/2018,671,270,19,1863,1233,
