Lunch Meals-Reduced,Lunch Meals-Free,Enrollment-Reduced,Enrollment-Free,Breakfast Meals-Reduced,Breakfast Meals-Free,Enrollment-Paid,Breakfast Meals-Free and Reduced,State-Physical,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Breakfast Meals-Paid,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School ID,School Name,Street Address-Line 1,Street Address-Line 2,City,Zip Code,County,School Type-Original,School Level-Original,Claim Date,Enrollment-Total,Enrollment-Free and Reduced,Operating Days-Lunch Only,Lunch Meals-Free and Reduced,Lunch Meals-Paid,ISP
,,,,,,,690,MT,N,,N,,,10,2018,244,,21,,"Cafeteria ,Grab And Go",,,,,,,MT,1489,70.904761905,690,32.857142857,MT@1618@0926,301242000880,SY18-19,,80,0.392156863,Middle,Public,,,,GNG,,,0926,Glasgow K-12 Schools,1618,Glasgow Middle School,11 Lasar Drive,,Glasgow,59230,Valley,Public,Middle,10/1/2018,204,80,21,1489,1935,
,,,,,,,574,MT,N,,N,,,9,2018,135,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,1416,74.526315789,574,30.210526316,MT@1618@0926,301242000880,SY18-19,,85,0.414634146,Middle,Public,,,,GNG,,,0926,Glasgow K-12 Schools,1618,Glasgow Middle School,11 Lasar Drive,,Glasgow,59230,Valley,Public,Middle,9/1/2018,205,85,19,1416,1701,
,,,,,,210,2040,MT,N,,N,,,5,2019,741,,22,,Cafeteria ,,,,,,,MT,3086,140.272727273,2040,92.727272727,MT@1198@0926,301242000340,SY18-19,,166,0.441489362,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,5/1/2019,376,166,22,3086,3006,
,,,,,,211,1880,MT,N,,N,,,4,2019,638,,20,,Cafeteria ,,,,,,,MT,2885,144.25,1880,94,MT@1198@0926,301242000340,SY18-19,,167,0.441798942,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,4/1/2019,378,167,20,2885,2811,
,,,,,,212,1834,MT,N,,N,,,3,2019,667,,20,,Cafeteria ,,,,,,,MT,2779,138.95,1834,91.7,MT@1198@0926,301242000340,SY18-19,,167,0.440633245,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,3/1/2019,379,167,20,2779,2645,
,,,,,,215,1687,MT,N,,N,,,2,2019,520,,19,,Cafeteria ,,,,,,,MT,2711,142.684210526,1687,88.789473684,MT@1198@0926,301242000340,SY18-19,,168,0.438642298,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,2/1/2019,383,168,19,2711,2577,
,,,,,,214,2156,MT,N,,N,,,1,2019,735,,21,,Cafeteria ,,,,,,,MT,3092,147.238095238,2156,102.666666667,MT@1198@0926,301242000340,SY18-19,,169,0.441253264,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,1/1/2019,383,169,21,3092,2861,
,,,,,,216,1510,MT,N,,N,,,12,2018,499,,15,,Cafeteria ,,,,,,,MT,2142,142.8,1510,100.666666667,MT@1198@0926,301242000340,SY18-19,,164,0.431578947,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,12/1/2018,380,164,15,2142,2027,
,,,,,,215,1997,MT,N,,N,,,11,2018,811,,20,,Cafeteria ,,,,,,,MT,2788,139.4,1997,99.85,MT@1198@0926,301242000340,SY18-19,,163,0.431216931,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,11/1/2018,378,163,20,2788,2680,
,,,,,,220,2185,MT,N,,N,,,10,2018,790,,21,,Cafeteria ,,,,,,,MT,3039,144.714285714,2185,104.047619048,MT@1198@0926,301242000340,SY18-19,,162,0.424083770,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,10/1/2018,382,162,21,3039,2790,
,,,,,,212,1875,MT,N,,N,,,9,2018,558,,19,,Cafeteria ,,,,,,,MT,2787,146.684210526,1875,98.684210526,MT@1198@0926,301242000340,SY18-19,,173,0.449350649,Primary,Public,,,,Cafeteria ,,,0926,Glasgow K-12 Schools,1198,Irle Elementary School,825 8th St N,,Glasgow,59230,Valley,Public,Elementary,9/1/2018,385,173,19,2787,2370,
,,,,,,,618,MT,N,,N,,,5,2019,823,,18,,Cafeteria ,,,,,,,MT,708,39.333333333,618,34.333333333,MT@0284@0206,,SY18-19,,104,0.302325581,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,5/1/2019,344,104,18,708,1054,
,,,,,,,647,MT,N,,N,,,4,2019,927,,22,,Cafeteria ,,,,,,,MT,722,32.818181818,647,29.409090909,MT@0284@0206,,SY18-19,,103,0.300291545,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,4/1/2019,343,103,22,722,1106,
,,,,,,,807,MT,N,,N,,,3,2019,1091,,21,,Cafeteria ,,,,,,,MT,890,42.380952381,807,38.428571429,MT@0284@0206,,SY18-19,,104,0.299711816,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,3/1/2019,347,104,21,890,1508,
,,,,,,,675,MT,N,,N,,,2,2019,918,,20,,Cafeteria ,,,,,,,MT,786,39.3,675,33.75,MT@0284@0206,,SY18-19,,103,0.295977011,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,2/1/2019,348,103,20,786,1189,
,,,,,,,726,MT,N,,N,,,1,2019,974,,23,,Cafeteria ,,,,,,,MT,930,40.434782609,726,31.565217391,MT@0284@0206,,SY18-19,,102,0.290598291,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,1/1/2019,351,102,23,930,1395,
,,,,,,,583,MT,N,,N,,,12,2018,893,,15,,Cafeteria ,,,,,,,MT,697,46.466666667,583,38.866666667,MT@0284@0206,,SY18-19,,104,0.296296296,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,12/1/2018,351,104,15,697,1030,
,,,,,,,674,MT,N,,N,,,11,2018,1115,,22,,Cafeteria ,,,,,,,MT,797,36.227272727,674,30.636363636,MT@0284@0206,,SY18-19,,104,0.295454545,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,11/1/2018,352,104,22,797,1127,
,,,,,,,781,MT,N,,N,,,10,2018,1012,,21,,Cafeteria ,,,,,,,MT,968,46.095238095,781,37.190476190,MT@0284@0206,,SY18-19,,106,0.300283286,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,10/1/2018,353,106,21,968,1414,
,,,,,,,637,MT,N,,N,,,9,2018,926,,10,,Cafeteria ,,,,,,,MT,757,39.842105263,637,63.7,MT@0284@0206,,SY18-19,,106,0.298591549,High,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0284,Dawson High School,900 N Merrill,,Glendive,59330,Dawson,Public,High,9/1/2018,355,106,19,757,1122,
,,,,,,184,874,MT,N,,N,,,5,2019,369,,18,,Cafeteria ,,,,,,,MT,1361,75.611111111,874,48.555555556,MT@0280@0206,301251000344,SY18-19,,99,0.349823322,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,5/1/2019,283,99,18,1361,1948,
,,,,,,186,825,MT,N,,N,,,4,2019,353,,22,,Cafeteria ,,,,,,,MT,1397,63.5,825,37.5,MT@0280@0206,301251000344,SY18-19,,97,0.342756184,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,4/1/2019,283,97,22,1397,2140,
,,,,,,186,846,MT,N,,N,,,3,2019,391,,21,,Cafeteria ,,,,,,,MT,1473,70.142857143,846,40.285714286,MT@0280@0206,301251000344,SY18-19,,95,0.338078292,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,3/1/2019,281,95,21,1473,2300,
,,,,,,186,814,MT,N,,N,,,2,2019,476,,20,,Cafeteria ,,,,,,,MT,1254,62.7,814,40.7,MT@0280@0206,301251000344,SY18-19,,92,0.330935252,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,2/1/2019,278,92,20,1254,2015,
,,,,,,185,899,MT,N,,N,,,1,2019,479,,23,,Cafeteria ,,,,,,,MT,1516,65.913043478,899,39.086956522,MT@0280@0206,301251000344,SY18-19,,93,0.334532374,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,1/1/2019,278,93,23,1516,2388,
,,,,,,186,661,MT,N,,N,,,12,2018,354,,15,,Cafeteria ,,,,,,,MT,1103,73.533333333,661,44.066666667,MT@0280@0206,301251000344,SY18-19,,94,0.335714286,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,12/1/2018,280,94,15,1103,1735,
,,,,,,185,810,MT,N,,N,,,11,2018,387,,22,,Cafeteria ,,,,,,,MT,1417,64.409090909,810,36.818181818,MT@0280@0206,301251000344,SY18-19,,95,0.339285714,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,11/1/2018,280,95,22,1417,2116,
,,,,,,186,832,MT,N,,N,,,10,2018,412,,21,,Cafeteria ,,,,,,,MT,1590,75.714285714,832,39.619047619,MT@0280@0206,301251000344,SY18-19,,94,0.335714286,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,10/1/2018,280,94,21,1590,2276,
,,,,,,185,725,MT,N,,N,,,9,2018,339,,19,,Cafeteria ,,,,,,,MT,1342,70.631578947,725,38.157894737,MT@0280@0206,301251000344,SY18-19,,95,0.339285714,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0280,Jefferson School,800 Jefferson School Road,,Glendive,59330,Dawson,Public,Elementary,9/1/2018,280,95,19,1342,2067,
,,,,,,,417,MT,N,,N,,,5,2019,183,,18,,Cafeteria ,,,,,,,MT,1172,65.111111111,417,23.166666667,MT@0281@0206,301251000345,SY18-19,,100,0.374531835,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,5/1/2019,267,100,18,1172,1479,
,,,,,,,477,MT,N,,N,,,4,2019,245,,22,,Cafeteria ,,,,,,,MT,1423,64.681818182,477,21.681818182,MT@0281@0206,301251000345,SY18-19,,99,0.370786517,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,4/1/2019,267,99,22,1423,1875,
,,,,,,,588,MT,N,,N,,,3,2019,309,,21,,Cafeteria ,,,,,,,MT,1618,77.047619048,588,28,MT@0281@0206,301251000345,SY18-19,,99,0.372180451,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,3/1/2019,266,99,21,1618,2046,
,,,,,,,448,MT,N,,N,,,2,2019,193,,20,,Cafeteria ,,,,,,,MT,1302,65.1,448,22.4,MT@0281@0206,301251000345,SY18-19,,96,0.360902256,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,2/1/2019,266,96,20,1302,1814,
,,,,,,,557,MT,N,,N,,,1,2019,278,,23,,Cafeteria ,,,,,,,MT,1583,68.826086957,557,24.217391304,MT@0281@0206,301251000345,SY18-19,,96,0.362264151,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,1/1/2019,265,96,23,1583,2111,
,,,,,,,364,MT,N,,N,,,12,2018,187,,15,,Cafeteria ,,,,,,,MT,1129,75.266666667,364,24.266666667,MT@0281@0206,301251000345,SY18-19,,96,0.362264151,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,12/1/2018,265,96,15,1129,1524,
,,,,,,,442,MT,N,,N,,,11,2018,220,,22,,Cafeteria ,,,,,,,MT,1486,67.545454545,442,20.090909091,MT@0281@0206,301251000345,SY18-19,,97,0.361940299,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,11/1/2018,268,97,22,1486,1887,
,,,,,,,503,MT,N,,N,,,10,2018,217,,21,,Cafeteria ,,,,,,,MT,1636,77.904761905,503,23.952380952,MT@0281@0206,301251000345,SY18-19,,98,0.356363636,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,10/1/2018,275,98,21,1636,2178,
,,,,,,,382,MT,N,,N,,,9,2018,165,,19,,Cafeteria ,,,,,,,MT,1435,75.526315789,382,20.105263158,MT@0281@0206,301251000345,SY18-19,,98,0.35,Primary,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,0281,Lincoln School,213 South Nowlan,,Glendive,59330,Dawson,Public,Elementary,9/1/2018,280,98,19,1435,1989,
,,,,,,198,648,MT,N,,N,,,5,2019,828,,18,,Cafeteria ,,,,,,,MT,1480,82.222222222,648,36,MT@1685@0206,301251000952,SY18-19,,118,0.373417722,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,5/1/2019,316,118,18,1480,2490,
,,,,,,196,651,MT,N,,N,,,4,2019,819,,22,,Cafeteria ,,,,,,,MT,1522,69.181818182,651,29.590909091,MT@1685@0206,301251000952,SY18-19,,115,0.369774920,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,4/1/2019,311,115,22,1522,2557,
,,,,,,192,733,MT,N,,N,,,3,2019,922,,21,,Cafeteria ,,,,,,,MT,1763,83.952380952,733,34.904761905,MT@1685@0206,301251000952,SY18-19,,117,0.378640777,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,3/1/2019,309,117,21,1763,2974,
,,,,,,194,583,MT,N,,N,,,2,2019,652,,20,,Cafeteria ,,,,,,,MT,1412,70.6,583,29.15,MT@1685@0206,301251000952,SY18-19,,118,0.378205128,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,2/1/2019,312,118,20,1412,2528,
,,,,,,192,789,MT,N,,N,,,1,2019,927,,23,,Cafeteria ,,,,,,,MT,1733,75.347826087,789,34.304347826,MT@1685@0206,301251000952,SY18-19,,117,0.378640777,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,1/1/2019,309,117,23,1733,2977,
,,,,,,195,568,MT,N,,N,,,12,2018,678,,15,,Cafeteria ,,,,,,,MT,1235,82.333333333,568,37.866666667,MT@1685@0206,301251000952,SY18-19,,110,0.360655738,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,12/1/2018,305,110,15,1235,2149,
,,,,,,196,679,MT,N,,N,,,11,2018,838,,22,,Cafeteria ,,,,,,,MT,1511,68.681818182,679,30.863636364,MT@1685@0206,301251000952,SY18-19,,112,0.363636364,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,11/1/2018,308,112,22,1511,2754,
,,,,,,201,726,MT,N,,N,,,10,2018,869,,21,,Cafeteria ,,,,,,,MT,1763,83.952380952,726,34.571428571,MT@1685@0206,301251000952,SY18-19,,110,0.353697749,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,10/1/2018,311,110,21,1763,3080,
,,,,,,198,458,MT,N,,N,,,9,2018,687,,19,,Cafeteria ,,,,,,,MT,1451,76.368421053,458,24.105263158,MT@1685@0206,301251000952,SY18-19,,103,0.342192691,Middle,Public,,,,Cafeteria ,,,0206,Glendive Public Schools,1685,Washington Middle School,505 N Meade,,Glendive,59330,Dawson,Public,Middle,9/1/2018,301,103,19,1451,2975,
,,,,,,,,MT,N,,N,,,5,2019,0,,0,,NULL,,,,,,,MT,12,0.857142857,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,5/1/2019,,,14,12,38,
,,,,,,,,MT,N,,N,,,4,2019,0,,0,,NULL,,,,,,,MT,14,0.777777778,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,4/1/2019,,,18,14,53,
,,,,,,,,MT,N,,N,,,3,2019,0,,0,,NULL,,,,,,,MT,11,1,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,3/1/2019,,,11,11,32,
,,,,,,,,MT,N,,N,,,2,2019,0,,0,,NULL,,,,,,,MT,15,1,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,2/1/2019,,,15,15,45,
,,,,,,,,MT,N,,N,,,1,2019,0,,0,,NULL,,,,,,,MT,16,0.842105263,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,1/1/2019,,,19,16,50,
,,,,,,,,MT,N,,N,,,12,2018,0,,0,,NULL,,,,,,,MT,12,1,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,12/1/2018,,,12,12,34,
,,,,,,,,MT,N,,N,,,11,2018,0,,0,,NULL,,,,,,,MT,15,1,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,11/1/2018,,,15,15,42,
,,,,,,,,MT,N,,N,,,10,2018,0,,0,,NULL,,,,,,,MT,18,1,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,10/1/2018,,,18,18,54,
,,,,,,,,MT,N,,N,,,9,2018,0,,0,,NULL,,,,,,,MT,16,1,,,MT@1160@0896,301260000348,SY18-19,,,,Primary,Public,,,,,,,0896,Golden Ridge Elementary,1160,Golden Ridge School,1374 Hwy 408,,Fairfield,59436,Teton,Public,Elementary,9/1/2018,,,16,16,48,
,,,,,,,21,MT,N,,N,,,5,2019,11,,16,,"Cafeteria ,Grab And Go",,,,,,,MT,43,2.6875,21,1.3125,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,5/1/2019,6,,16,43,38,
,,,,,,,20,MT,N,,N,,,4,2019,22,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,52,2.736842105,20,1.052631579,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,4/1/2019,6,,19,52,51,
,,,,,,,22,MT,N,,N,,,3,2019,24,,21,,"Cafeteria ,Grab And Go",,,,,,,MT,58,2.761904762,22,1.047619048,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,3/1/2019,6,,21,58,61,
,,,,,,,18,MT,N,,N,,,2,2019,23,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,48,2.526315789,18,0.947368421,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,2/1/2019,6,,19,48,47,
,,,,,,,21,MT,N,,N,,,1,2019,20,,21,,"Cafeteria ,Grab And Go",,,,,,,MT,60,2.857142857,21,1,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,1/1/2019,6,,21,60,58,
,,,,,,,14,MT,N,,N,,,12,2018,12,,14,,"Cafeteria ,Grab And Go",,,,,,,MT,40,2.857142857,14,1,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,12/1/2018,6,,14,40,38,
,,,,,,,17,MT,N,,N,,,11,2018,20,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,47,2.473684211,17,0.894736842,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,11/1/2018,6,,19,47,50,
,,,,,,,12,MT,N,,N,,,10,2018,24,,21,,"Cafeteria ,Grab And Go",,,,,,,MT,62,2.952380952,12,0.571428571,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,10/1/2018,7,,21,62,70,
,,,,,,,2.5,MT,N,,N,,,9,2018,10,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,53,2.789473684,2.5,0.131578947,MT@1795@0268,301296000955,SY18-19,,,,Middle,Public,,,,GNG,,,0268,Grass Range Public Schls,1795,Grass Range 7-8,310 East 2nd Street,,Grass Range,59032,Fergus,Public,Middle,9/1/2018,7,,19,53,73,
,,,,,,6,20,MT,N,,N,,,5,2019,37,,16,,"Cafeteria ,Grab And Go",,,,,,,MT,128,8.533333333,20,1.25,MT@0368@0268,,SY18-19,,11,0.647058824,High,Public,,,,GNG,,,0268,Grass Range Public Schls,0368,Grass Range High School,310 East 2nd Street,,Grass Range,59032,Fergus,Public,High,5/1/2019,17,11,15,128,72,
,,,,,,6,37,MT,N,,N,,,4,2019,62,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,157,8.263157895,37,1.947368421,MT@0368@0268,,SY18-19,,11,0.647058824,High,Public,,,,GNG,,,0268,Grass Range Public Schls,0368,Grass Range High School,310 East 2nd Street,,Grass Range,59032,Fergus,Public,High,4/1/2019,17,11,19,157,98,
,,,,,,6,25,MT,N,,N,,,3,2019,43,,21,,"Cafeteria ,Grab And Go",,,,,,,MT,179,8.523809524,25,1.190476190,MT@0368@0268,,SY18-19,,11,0.647058824,High,Public,,,,GNG,,,0268,Grass Range Public Schls,0368,Grass Range High School,310 East 2nd Street,,Grass Range,59032,Fergus,Public,High,3/1/2019,17,11,21,179,109,
,,,,,,6,12,MT,N,,N,,,2,2019,25,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,160,8.421052632,12,0.631578947,MT@0368@0268,,SY18-19,,11,0.647058824,High,Public,,,,GNG,,,0268,Grass Range Public Schls,0368,Grass Range High School,310 East 2nd Street,,Grass Range,59032,Fergus,Public,High,2/1/2019,17,11,19,160,94,
,,,,,,8,17,MT,N,,N,,,1,2019,31,,21,,"Cafeteria ,Grab And Go",,,,,,,MT,195,9.285714286,17,0.809523810,MT@0368@0268,,SY18-19,,11,0.578947368,High,Public,,,,GNG,,,0268,Grass Range Public Schls,0368,Grass Range High School,310 East 2nd Street,,Grass Range,59032,Fergus,Public,High,1/1/2019,19,11,21,195,133,
,,,,,,8,9,MT,N,,N,,,12,2018,12,,14,,"Cafeteria ,Grab And Go",,,,,,,MT,123,8.785714286,9,0.642857143,MT@0368@0268,,SY18-19,,11,0.578947368,High,Public,,,,GNG,,,0268,Grass Range Public Schls,0368,Grass Range High School,310 East 2nd Street,,Grass Range,59032,Fergus,Public,High,12/1/2018,19,11,14,123,90,
,,,,,,8,2.5,MT,N,,N,,,11,2018,8,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,141,7.421052632,2.5,0.131578947,MT@0368@0268,,SY18-19,,11,0.578947368,High,Public,,,,GNG,,,0268,Grass Range Public Schls,0368,Grass Range High School,310 East 2nd Street,,Grass Range,59032,Fergus,Public,High,11/1/2018,19,11,19,141,104,
