School Name,District ID,School ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
St Thomas Elementary,10073,1034,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,FORT THOMAS,41075-2217,428 S FORT THOMAS AVE,,,,N,,,,,9/1/2016,9,2016,183,,15,2,,170,24,1602,,0,0,0,,,0,21,,,,,,,,,KY,194,9.238095238,0,,KY@1034@10073,,SY16-17,,17,0.092896175,,,,,,,,
St Paul Elementary-Florence,10073,1035,Catholic School Bd. Of Covington,KY,BOONE COUNTY,FLORENCE,41042-2126,7303 DIXIE HWY,,,,N,,,,,9/1/2016,9,2016,377,,24,3,,294,23,2973,,4,0,173,,,20,20,,,,,,,,,KY,317,15.85,4,0.2,KY@1035@10073,,SY16-17,,27,0.071618037,,,,,,,,
Holy Trinity Jr High School,10073,1037,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,NEWPORT,41071-1946,840 WASHINGTON AVE,,,,N,,,,,9/1/2016,9,2016,67,,31,5,,416,104,306,,0,0,0,,,0,21,,,,,,,,,KY,520,24.761904762,0,,KY@1037@10073,,SY16-17,,36,0.537313433,,,,,,,,
Holy Cross Elementary and High School,10073,1038,Catholic School Bd. Of Covington,KY,KENTON COUNTY,Covington,41015,3617 Church Street,,,,N,,,,,9/1/2016,9,2016,571,,178,27,,2198,339,2888,,232,25,149,,,20,20,,,,,,,,,KY,2537,126.85,257,12.85,KY@1038@10073,,SY16-17,,205,0.359019264,,,,,,,,
Mary Queen Of Heaven Elementary,10073,1000,Catholic School Bd. Of Covington,KY,KENTON COUNTY,ERLANGER,41018-1048,1130 DONALDSON HWY,,,,N,,,,,10/1/2016,10,2016,203,,20,6,,297,94,1917,,0,0,0,,,0,20,,,,,,,,,KY,391,19.55,0,,KY@1000@10073,,SY16-17,,26,0.128078818,,,,,,,,
Covington Latin High,10073,1001,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41011-3103,21 E 11TH ST,,,,N,,,,,10/1/2016,10,2016,195,,15,3,,203,41,1384,,0,0,0,,,0,19,,,,,,,,,KY,244,12.842105263,0,,KY@1001@10073,,SY16-17,,18,0.092307692,,,,,,,,
St Peter and Paul Elementary,10073,1002,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,CALIFORNIA,41007-8810,2160 CALIFORNIA CROSS RD,,,,N,,,,,10/1/2016,10,2016,117,,6,1,,79,1,997,,0,0,0,,,0,15,,,,,,,,,KY,80,5.333333333,0,,KY@1002@10073,,SY16-17,,7,0.059829060,,,,,,,,
St Catherine Of Siena Elementary,10073,1003,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,FORT THOMAS,41075-1207,23 ROSSFORD AVE,,,,N,,,,,10/1/2016,10,2016,168,,5,4,,61,74,1974,,0,0,0,,,0,20,,,,,,,,,KY,135,6.75,0,,KY@1003@10073,,SY16-17,,9,0.053571429,,,,,,,,
St Patrick's School,10073,1004,Catholic School Bd. Of Covington,KY,MASON COUNTY,MAYSVILLE,41056-1248,318 LIMESTONE ST,,,,N,,,,,10/1/2016,10,2016,204,,70,7,,942,97,861,,0,0,0,,,0,19,,,,,,,,,KY,1039,54.684210526,0,,KY@1004@10073,,SY16-17,,77,0.377450980,,,,,,,,
Immaculate Heart Of Mary Elementary,10073,1005,Catholic School Bd. Of Covington,KY,BOONE COUNTY,BURLINGTON,41005-8824,5876 VETERANS WAY,,,,N,,,,,10/1/2016,10,2016,524,,15,2,,165,6,3377,,0,0,0,,,0,20,,,,,,,,,KY,171,8.55,0,,KY@1005@10073,,SY16-17,,17,0.032442748,,,,,,,,
St Mary Elementary,10073,1006,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,ALEXANDRIA,41001-1315,9 S JEFFERSON ST,,,,N,,,,,10/1/2016,10,2016,411,,12,1,,163,16,3376,,0,0,0,,,0,16,,,,,,,,,KY,179,11.1875,0,,KY@1006@10073,,SY16-17,,13,0.031630170,,,,,,,,
Bishop Brossart High,10073,1007,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,ALEXANDRIA,41001,4 GROVE ST,,,,N,,,,,10/1/2016,10,2016,254,,14,2,,144,28,2016,,0,0,0,,,0,16,,,,,,,,,KY,172,10.75,0,,KY@1007@10073,,SY16-17,,16,0.062992126,,,,,,,,
St Augustine Elementary,10073,1010,Catholic School Bd. Of Covington,KY,BRACKEN COUNTY,AUGUSTA,41002-1117,203 E 4TH ST,,,,N,,,,,10/1/2016,10,2016,48,,12,2,,204,32,279,,217,32,242,,,19,19,,,,,,,,,KY,236,12.421052632,249,13.105263158,KY@1010@10073,,SY16-17,,14,0.291666667,,,,,,,,
St Pius X Elementary,10073,1011,Catholic School Bd. Of Covington,KY,KENTON COUNTY,EDGEWOOD,41017-2609,348 DUDLEY PIKE,,,,N,,,,,10/1/2016,10,2016,652,,25,5,,354,19,5330,,0,0,0,,,0,20,,,,,,,,,KY,373,18.65,0,,KY@1011@10073,,SY16-17,,30,0.046012270,,,,,,,,
St Joseph Elementary-Cold Spring,10073,1013,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,COLD SPRING,41076-2023,4011 ALEXANDRIA PIKE,,,,N,,,,,10/1/2016,10,2016,384,,20,8,,181,103,2953,,0,0,0,,,0,16,,,,,,,,,KY,284,17.75,0,,KY@1013@10073,,SY16-17,,28,0.072916667,,,,,,,,
Prince Of Peace Elementary,10073,1014,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41011-2148,625 PIKE ST,,,,N,,,,,10/1/2016,10,2016,97,,16,2,,241,19,665,,64,17,46,,,20,20,,,,,,,,,KY,260,13,81,4.05,KY@1014@10073,,SY16-17,,18,0.185567010,,,,,,,,
St Edward Elementary,10073,1015,Catholic School Bd. Of Covington,KY,HARRISON COUNTY,CYNTHIANA,41031-1290,107 N WALNUT ST,,,,N,,,,,10/1/2016,10,2016,59,,11,2,,128,18,333,,47,18,219,,,16,16,,,,,,,,,KY,146,9.125,65,4.0625,KY@1015@10073,,SY16-17,,13,0.220338983,,,,,,,,
St Agnes Elementary,10073,1016,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41011-2708,1322 SLEEPY HOLLOW RD,,,,N,,,,,10/1/2016,10,2016,387,,15,6,,223,19,2998,,0,0,0,,,0,20,,,,,,,,,KY,242,12.1,0,,KY@1016@10073,,SY16-17,,21,0.054263566,,,,,,,,
Covington Catholic High,10073,1017,Catholic School Bd. Of Covington,KY,KENTON COUNTY,PARK HILLS,41011-2702,1600 DIXIE HWY,,,,N,,,,,10/1/2016,10,2016,598,,28,2,,420,34,7917,,0,0,0,,,0,20,,,,,,,,,KY,454,22.7,0,,KY@1017@10073,,SY16-17,,30,0.050167224,,,,,,,,
Holy Trinity Elementary,10073,1018,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,BELLEVUE,41073-1101,235 DIVISION ST,,,,N,,,,,10/1/2016,10,2016,75,,47,4,,737,72,253,,0,0,0,,,0,20,,,,,,,,,KY,809,40.45,0,,KY@1018@10073,,SY16-17,,51,0.68,,,,,,,,
Holy Family Elementary,10073,1019,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41014-1304,336 E 16TH ST,,,,N,,,,,10/1/2016,10,2016,63,,47,3,,837,56,141,,378,22,9,,,20,21,,,,,,,,,KY,893,42.523809524,400,20,KY@1019@10073,,SY16-17,,50,0.793650794,,,,,,,,
St Joseph Academy Elementary,10073,1021,Catholic School Bd. Of Covington,KY,BOONE COUNTY,WALTON,41094-1093,48 NEEDMORE ST,,,,N,,,,,10/1/2016,10,2016,158,,12,5,,115,56,1135,,0,0,0,,,0,19,,,,,,,,,KY,171,9,0,,KY@1021@10073,,SY16-17,,17,0.107594937,,,,,,,,
St Anthony Elementary,10073,1022,Catholic School Bd. Of Covington,KY,KENTON COUNTY,TAYLOR MILL,41015-1896,485 GRAND AVE,,,,N,,,,,10/1/2016,10,2016,47,,10,1,,169,17,376,,0,0,0,,,0,20,,,,,,,,,KY,186,9.3,0,,KY@1022@10073,,SY16-17,,11,0.234042553,,,,,,,,
St Cecilia Elementary,10073,1023,Catholic School Bd. Of Covington,KY,KENTON COUNTY,INDEPENDENCE,41051-8611,5313 MADISON PIKE,,,,N,,,,,10/1/2016,10,2016,250,,19,5,,303,52,2287,,0,0,0,,,0,19,,,,,,,,,KY,355,18.684210526,0,,KY@1023@10073,,SY16-17,,24,0.096,,,,,,,,
Newport Central Catholic HS,10073,1025,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,NEWPORT,41071-2415,13 CAROTHERS RD,,,,N,,,,,10/1/2016,10,2016,334,,36,12,,483,202,2927,,0,0,0,,,0,19,,,,,,,,,KY,685,36.052631579,0,,KY@1025@10073,,SY16-17,,48,0.143712575,,,,,,,,
St Philip Elementary,10073,1026,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,MELBOURNE,41059,1400 MARY INGLES HWY,,,,N,,,,,10/1/2016,10,2016,72,,10,3,,152,37,677,,0,0,0,,,0,16,,,,,,,,,KY,189,11.8125,0,,KY@1026@10073,,SY16-17,,13,0.180555556,,,,,,,,
St Augustine Elementary,10073,1027,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41014,1840 JEFFERSON AVE,,,,N,,,,,10/1/2016,10,2016,156,,78,7,,1260,59,813,,250,0,57,,,17,20,,,,,,,,,KY,1319,65.95,250,14.705882353,KY@1027@10073,,SY16-17,,85,0.544871795,,,,,,,,
Blessed Sacrament Elementary,10073,1028,Catholic School Bd. Of Covington,KY,KENTON COUNTY,FT MITCHELL,41017-2936,2407 DIXIE HWY,,,,N,,,,,10/1/2016,10,2016,569,,19,1,,164,18,3228,,0,0,0,,,0,19,,,,,,,,,KY,182,9.578947368,0,,KY@1028@10073,,SY16-17,,20,0.035149385,,,,,,,,
St Joseph Elem-Crescent Spring,10073,1029,Catholic School Bd. Of Covington,KY,KENTON COUNTY,CRESCENT SPRINGS,41017-1406,2474 LORRAINE CT,,,,N,,,,,10/1/2016,10,2016,286,,19,0,,261,0,1988,,0,0,0,,,0,20,,,,,,,,,KY,261,13.05,0,,KY@1029@10073,,SY16-17,,19,0.066433566,,,,,,,,
St Therese Elementary,10073,1031,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,SOUTHGATE,41071-3225,2516 ALEXANDRIA PIKE,,,,N,,,,,10/1/2016,10,2016,200,,27,9,,361,111,1621,,0,0,0,,,0,20,,,,,,,,,KY,472,23.6,0,,KY@1031@10073,,SY16-17,,36,0.18,,,,,,,,
St Henry High School,10073,1032,Catholic School Bd. Of Covington,KY,BOONE COUNTY,ERLANGER,41018-3597,3755 SCHEBEN DR,,,,N,,,,,10/1/2016,10,2016,560,,15,5,,242,72,6192,,0,0,0,,,0,19,,,,,,,,,KY,314,16.526315789,0,,KY@1032@10073,,SY16-17,,20,0.035714286,,,,,,,,
St Henry Elementary,10073,1033,Catholic School Bd. Of Covington,KY,KENTON COUNTY,ELSMERE,41018-1809,3825 DIXIE HWY,,,,N,,,,,10/1/2016,10,2016,339,,29,1,,335,19,2505,,0,0,0,,,0,19,,,,,,,,,KY,354,18.631578947,0,,KY@1033@10073,,SY16-17,,30,0.088495575,,,,,,,,
St Thomas Elementary,10073,1034,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,FORT THOMAS,41075-2217,428 S FORT THOMAS AVE,,,,N,,,,,10/1/2016,10,2016,180,,15,2,,181,29,1592,,0,0,0,,,0,20,,,,,,,,,KY,210,10.5,0,,KY@1034@10073,,SY16-17,,17,0.094444444,,,,,,,,
St Paul Elementary-Florence,10073,1035,Catholic School Bd. Of Covington,KY,BOONE COUNTY,FLORENCE,41042-2126,7303 DIXIE HWY,,,,N,,,,,10/1/2016,10,2016,370,,28,6,,368,56,3168,,3,0,130,,,19,20,,,,,,,,,KY,424,21.2,3,0.157894737,KY@1035@10073,,SY16-17,,34,0.091891892,,,,,,,,
Holy Trinity Jr High School,10073,1037,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,NEWPORT,41071-1946,840 WASHINGTON AVE,,,,N,,,,,10/1/2016,10,2016,48,,23,6,,324,112,254,,0,0,0,,,0,20,,,,,,,,,KY,436,21.8,0,,KY@1037@10073,,SY16-17,,29,0.604166667,,,,,,,,
Holy Cross Elementary and High School,10073,1038,Catholic School Bd. Of Covington,KY,KENTON COUNTY,Covington,41015,3617 Church Street,,,,N,,,,,10/1/2016,10,2016,563,,152,28,,2080,395,3176,,247,22,150,,,20,20,,,,,,,,,KY,2475,123.75,269,13.45,KY@1038@10073,,SY16-17,,180,0.319715808,,,,,,,,
Mary Queen Of Heaven Elementary,10073,1000,Catholic School Bd. Of Covington,KY,KENTON COUNTY,ERLANGER,41018-1048,1130 DONALDSON HWY,,,,N,,,,,11/1/2016,11,2016,204,,20,6,,259,82,1642,,0,0,0,,,0,16,,,,,,,,,KY,341,21.3125,0,,KY@1000@10073,,SY16-17,,26,0.127450980,,,,,,,,
Covington Latin High,10073,1001,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41011-3103,21 E 11TH ST,,,,N,,,,,11/1/2016,11,2016,194,,15,3,,185,41,1250,,0,0,0,,,0,17,,,,,,,,,KY,226,13.294117647,0,,KY@1001@10073,,SY16-17,,18,0.092783505,,,,,,,,
St Peter and Paul Elementary,10073,1002,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,CALIFORNIA,41007-8810,2160 CALIFORNIA CROSS RD,,,,N,,,,,11/1/2016,11,2016,117,,6,0,,87,0,1221,,0,0,0,,,0,17,,,,,,,,,KY,87,5.117647059,0,,KY@1002@10073,,SY16-17,,6,0.051282051,,,,,,,,
St Catherine Of Siena Elementary,10073,1003,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,FORT THOMAS,41075-1207,23 ROSSFORD AVE,,,,N,,,,,11/1/2016,11,2016,168,,5,4,,58,61,1765,,0,0,0,,,0,17,,,,,,,,,KY,119,7,0,,KY@1003@10073,,SY16-17,,9,0.053571429,,,,,,,,
St Patrick's School,10073,1004,Catholic School Bd. Of Covington,KY,MASON COUNTY,MAYSVILLE,41056-1248,318 LIMESTONE ST,,,,N,,,,,11/1/2016,11,2016,204,,70,7,,817,73,725,,0,0,0,,,0,16,,,,,,,,,KY,890,55.625,0,,KY@1004@10073,,SY16-17,,77,0.377450980,,,,,,,,
Immaculate Heart Of Mary Elementary,10073,1005,Catholic School Bd. Of Covington,KY,BOONE COUNTY,BURLINGTON,41005-8824,5876 VETERANS WAY,,,,N,,,,,11/1/2016,11,2016,523,,15,2,,153,3,2796,,0,0,0,,,0,16,,,,,,,,,KY,156,9.75,0,,KY@1005@10073,,SY16-17,,17,0.032504780,,,,,,,,
St Mary Elementary,10073,1006,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,ALEXANDRIA,41001-1315,9 S JEFFERSON ST,,,,N,,,,,11/1/2016,11,2016,434,,12,1,,156,16,3758,,0,0,0,,,0,16,,,,,,,,,KY,172,10.75,0,,KY@1006@10073,,SY16-17,,13,0.029953917,,,,,,,,
Bishop Brossart High,10073,1007,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,ALEXANDRIA,41001,4 GROVE ST,,,,N,,,,,11/1/2016,11,2016,254,,14,2,,153,32,2158,,0,0,0,,,0,17,,,,,,,,,KY,185,10.882352941,0,,KY@1007@10073,,SY16-17,,16,0.062992126,,,,,,,,
St Augustine Elementary,10073,1010,Catholic School Bd. Of Covington,KY,BRACKEN COUNTY,AUGUSTA,41002-1117,203 E 4TH ST,,,,N,,,,,11/1/2016,11,2016,50,,12,2,,195,29,304,,194,30,261,,,17,17,,,,,,,,,KY,224,13.176470588,224,13.176470588,KY@1010@10073,,SY16-17,,14,0.28,,,,,,,,
St Pius X Elementary,10073,1011,Catholic School Bd. Of Covington,KY,KENTON COUNTY,EDGEWOOD,41017-2609,348 DUDLEY PIKE,,,,N,,,,,11/1/2016,11,2016,652,,25,5,,329,48,5003,,0,0,0,,,0,17,,,,,,,,,KY,377,22.176470588,0,,KY@1011@10073,,SY16-17,,30,0.046012270,,,,,,,,
St Joseph Elementary-Cold Spring,10073,1013,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,COLD SPRING,41076-2023,4011 ALEXANDRIA PIKE,,,,N,,,,,11/1/2016,11,2016,385,,20,8,,219,113,3297,,0,0,0,,,0,17,,,,,,,,,KY,332,19.529411765,0,,KY@1013@10073,,SY16-17,,28,0.072727273,,,,,,,,
Prince Of Peace Elementary,10073,1014,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41011-2148,625 PIKE ST,,,,N,,,,,11/1/2016,11,2016,97,,16,2,,216,27,541,,80,15,46,,,17,17,,,,,,,,,KY,243,14.294117647,95,5.588235294,KY@1014@10073,,SY16-17,,18,0.185567010,,,,,,,,
St Edward Elementary,10073,1015,Catholic School Bd. Of Covington,KY,HARRISON COUNTY,CYNTHIANA,41031-1290,107 N WALNUT ST,,,,N,,,,,11/1/2016,11,2016,58,,10,2,,135,20,341,,63,30,208,,,17,17,,,,,,,,,KY,155,9.117647059,93,5.470588235,KY@1015@10073,,SY16-17,,12,0.206896552,,,,,,,,
St Agnes Elementary,10073,1016,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41011-2708,1322 SLEEPY HOLLOW RD,,,,N,,,,,11/1/2016,11,2016,387,,15,6,,177,15,2573,,0,0,0,,,0,16,,,,,,,,,KY,192,12,0,,KY@1016@10073,,SY16-17,,21,0.054263566,,,,,,,,
Covington Catholic High,10073,1017,Catholic School Bd. Of Covington,KY,KENTON COUNTY,PARK HILLS,41011-2702,1600 DIXIE HWY,,,,N,,,,,11/1/2016,11,2016,598,,28,3,,355,37,6460,,0,0,0,,,0,17,,,,,,,,,KY,392,23.058823529,0,,KY@1017@10073,,SY16-17,,31,0.051839465,,,,,,,,
Holy Trinity Elementary,10073,1018,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,BELLEVUE,41073-1101,235 DIVISION ST,,,,N,,,,,11/1/2016,11,2016,75,,47,4,,650,60,191,,0,0,0,,,0,17,,,,,,,,,KY,710,41.764705882,0,,KY@1018@10073,,SY16-17,,51,0.68,,,,,,,,
Holy Family Elementary,10073,1019,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41014-1304,336 E 16TH ST,,,,N,,,,,11/1/2016,11,2016,68,,53,2,,725,32,121,,306,8,3,,,15,16,,,,,,,,,KY,757,47.3125,314,20.933333333,KY@1019@10073,,SY16-17,,55,0.808823529,,,,,,,,
St Joseph Academy Elementary,10073,1021,Catholic School Bd. Of Covington,KY,BOONE COUNTY,WALTON,41094-1093,48 NEEDMORE ST,,,,N,,,,,11/1/2016,11,2016,159,,12,5,,133,52,1085,,0,0,0,,,0,16,,,,,,,,,KY,185,11.5625,0,,KY@1021@10073,,SY16-17,,17,0.106918239,,,,,,,,
St Anthony Elementary,10073,1022,Catholic School Bd. Of Covington,KY,KENTON COUNTY,TAYLOR MILL,41015-1896,485 GRAND AVE,,,,N,,,,,11/1/2016,11,2016,47,,10,1,,147,14,322,,0,0,0,,,0,17,,,,,,,,,KY,161,9.470588235,0,,KY@1022@10073,,SY16-17,,11,0.234042553,,,,,,,,
St Cecilia Elementary,10073,1023,Catholic School Bd. Of Covington,KY,KENTON COUNTY,INDEPENDENCE,41051-8611,5313 MADISON PIKE,,,,N,,,,,11/1/2016,11,2016,250,,19,5,,270,68,2017,,0,0,0,,,0,16,,,,,,,,,KY,338,21.125,0,,KY@1023@10073,,SY16-17,,24,0.096,,,,,,,,
Newport Central Catholic HS,10073,1025,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,NEWPORT,41071-2415,13 CAROTHERS RD,,,,N,,,,,11/1/2016,11,2016,334,,36,12,,424,160,2420,,0,0,0,,,0,16,,,,,,,,,KY,584,36.5,0,,KY@1025@10073,,SY16-17,,48,0.143712575,,,,,,,,
St Philip Elementary,10073,1026,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,MELBOURNE,41059,1400 MARY INGLES HWY,,,,N,,,,,11/1/2016,11,2016,72,,10,3,,165,51,760,,0,0,0,,,0,17,,,,,,,,,KY,216,12.705882353,0,,KY@1026@10073,,SY16-17,,13,0.180555556,,,,,,,,
St Augustine Elementary,10073,1027,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41014,1840 JEFFERSON AVE,,,,N,,,,,11/1/2016,11,2016,154,,78,5,,1210,56,759,,246,1,20,,,15,18,,,,,,,,,KY,1266,70.333333333,247,16.466666667,KY@1027@10073,,SY16-17,,83,0.538961039,,,,,,,,
Blessed Sacrament Elementary,10073,1028,Catholic School Bd. Of Covington,KY,KENTON COUNTY,FT MITCHELL,41017-2936,2407 DIXIE HWY,,,,N,,,,,11/1/2016,11,2016,569,,19,1,,161,17,3208,,0,0,0,,,0,17,,,,,,,,,KY,178,10.470588235,0,,KY@1028@10073,,SY16-17,,20,0.035149385,,,,,,,,
St Joseph Elem-Crescent Spring,10073,1029,Catholic School Bd. Of Covington,KY,KENTON COUNTY,CRESCENT SPRINGS,41017-1406,2474 LORRAINE CT,,,,N,,,,,11/1/2016,11,2016,285,,20,0,,235,0,1847,,0,0,0,,,0,17,,,,,,,,,KY,235,13.823529412,0,,KY@1029@10073,,SY16-17,,20,0.070175439,,,,,,,,
St Therese Elementary,10073,1031,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,SOUTHGATE,41071-3225,2516 ALEXANDRIA PIKE,,,,N,,,,,11/1/2016,11,2016,200,,29,6,,372,73,1517,,0,0,0,,,0,17,,,,,,,,,KY,445,26.176470588,0,,KY@1031@10073,,SY16-17,,35,0.175,,,,,,,,
St Henry High School,10073,1032,Catholic School Bd. Of Covington,KY,BOONE COUNTY,ERLANGER,41018-3597,3755 SCHEBEN DR,,,,N,,,,,11/1/2016,11,2016,560,,15,5,,225,81,5532,,0,0,0,,,0,17,,,,,,,,,KY,306,18,0,,KY@1032@10073,,SY16-17,,20,0.035714286,,,,,,,,
St Henry Elementary,10073,1033,Catholic School Bd. Of Covington,KY,KENTON COUNTY,ELSMERE,41018-1809,3825 DIXIE HWY,,,,N,,,,,11/1/2016,11,2016,339,,28,1,,305,17,2414,,0,0,0,,,0,17,,,,,,,,,KY,322,18.941176471,0,,KY@1033@10073,,SY16-17,,29,0.085545723,,,,,,,,
St Thomas Elementary,10073,1034,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,FORT THOMAS,41075-2217,428 S FORT THOMAS AVE,,,,N,,,,,11/1/2016,11,2016,180,,15,2,,140,22,1297,,0,0,0,,,0,15,,,,,,,,,KY,162,10.8,0,,KY@1034@10073,,SY16-17,,17,0.094444444,,,,,,,,
St Paul Elementary-Florence,10073,1035,Catholic School Bd. Of Covington,KY,BOONE COUNTY,FLORENCE,41042-2126,7303 DIXIE HWY,,,,N,,,,,11/1/2016,11,2016,372,,26,6,,265,85,2404,,2,0,89,,,12,15,,,,,,,,,KY,350,23.333333333,2,0.166666667,KY@1035@10073,,SY16-17,,32,0.086021505,,,,,,,,
Holy Trinity Jr High School,10073,1037,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,NEWPORT,41071-1946,840 WASHINGTON AVE,,,,N,,,,,11/1/2016,11,2016,48,,23,7,,292,102,225,,0,0,0,,,0,17,,,,,,,,,KY,394,23.176470588,0,,KY@1037@10073,,SY16-17,,30,0.625,,,,,,,,
Holy Cross Elementary and High School,10073,1038,Catholic School Bd. Of Covington,KY,KENTON COUNTY,Covington,41015,3617 Church Street,,,,N,,,,,11/1/2016,11,2016,562,,152,28,,1713,345,2647,,182,17,115,,,17,17,,,,,,,,,KY,2058,121.058823529,199,11.705882353,KY@1038@10073,,SY16-17,,180,0.320284698,,,,,,,,
Mary Queen Of Heaven Elementary,10073,1000,Catholic School Bd. Of Covington,KY,KENTON COUNTY,ERLANGER,41018-1048,1130 DONALDSON HWY,,,,N,,,,,12/1/2016,12,2016,204,,21,6,,205,67,1294,,0,0,0,,,0,13,,,,,,,,,KY,272,20.923076923,0,,KY@1000@10073,,SY16-17,,27,0.132352941,,,,,,,,
Covington Latin High,10073,1001,Catholic School Bd. Of Covington,KY,KENTON COUNTY,COVINGTON,41011-3103,21 E 11TH ST,,,,N,,,,,12/1/2016,12,2016,192,,15,3,,124,22,823,,0,0,0,,,0,11,,,,,,,,,KY,146,13.272727273,0,,KY@1001@10073,,SY16-17,,18,0.09375,,,,,,,,
St Peter and Paul Elementary,10073,1002,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,CALIFORNIA,41007-8810,2160 CALIFORNIA CROSS RD,,,,N,,,,,12/1/2016,12,2016,118,,6,0,,70,0,946,,0,0,0,,,0,13,,,,,,,,,KY,70,5.384615385,0,,KY@1002@10073,,SY16-17,,6,0.050847458,,,,,,,,
St Catherine Of Siena Elementary,10073,1003,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,FORT THOMAS,41075-1207,23 ROSSFORD AVE,,,,N,,,,,12/1/2016,12,2016,165,,4,4,,47,48,1362,,0,0,0,,,0,13,,,,,,,,,KY,95,7.307692308,0,,KY@1003@10073,,SY16-17,,8,0.048484848,,,,,,,,
St Patrick's School,10073,1004,Catholic School Bd. Of Covington,KY,MASON COUNTY,MAYSVILLE,41056-1248,318 LIMESTONE ST,,,,N,,,,,12/1/2016,12,2016,204,,70,7,,647,56,646,,0,0,0,,,0,12,,,,,,,,,KY,703,58.583333333,0,,KY@1004@10073,,SY16-17,,77,0.377450980,,,,,,,,
Immaculate Heart Of Mary Elementary,10073,1005,Catholic School Bd. Of Covington,KY,BOONE COUNTY,BURLINGTON,41005-8824,5876 VETERANS WAY,,,,N,,,,,12/1/2016,12,2016,525,,15,2,,117,0,2354,,0,0,0,,,0,13,,,,,,,,,KY,117,9,0,,KY@1005@10073,,SY16-17,,17,0.032380952,,,,,,,,
St Mary Elementary,10073,1006,Catholic School Bd. Of Covington,KY,CAMPBELL COUNTY,ALEXANDRIA,41001-1315,9 S JEFFERSON ST,,,,N,,,,,12/1/2016,12,2016,434,,12,1,,122,12,2905,,0,0,0,,,0,13,,,,,,,,,KY,134,10.307692308,0,,KY@1006@10073,,SY16-17,,13,0.029953917,,,,,,,,
