Unique ID,District Name,School Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,School ID
DE@SD227@GD363,Red Clay,Shortlidge Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,444,,380,0,,,,,5705,,,,5502,,18,18,,GNG,,,,,,,DE,5705,316.944444444,5502,305.666666667,,SY16-17,,380,,,,,,,GNG,,,GD363,SD227
DE@SD219@GD363,Red Clay,Linden Hill Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,584,,96,5,,,,,1375,,,,713,,18,19,,GNG,,,,,,,DE,1375,72.368421053,713,39.611111111,,SY16-17,,101,,,,,,,GNG,,,GD363,SD219
DE@SD208@GD363,Red Clay,Baltz Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,605,,513,0,,,,,7893,,,,6571,,18,18,,GNG,,,,,,,DE,7893,438.5,6571,365.055555556,,SY16-17,,513,,,,,,,GNG,,,GD363,SD208
DE@SD225@GD363,Red Clay,Richardson Park Elem.*,,,,,,,,,Y,,,,,10/1/2016,10,2016,816,,691,0,,,,,9130,,,,8485,,17,18,,GNG,,,,,,,DE,9130,507.222222222,8485,499.117647059,,SY16-17,,691,,,,,,,GNG,,,GD363,SD225
DE@SD220@GD363,Red Clay,Marbrook Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,460,,390,0,,,,,5790,,,,4468,,17,18,,GNG,,,,,,,DE,5790,321.666666667,4468,262.823529412,,SY16-17,,390,,,,,,,GNG,,,GD363,SD220
DE@SD226@GD363,Red Clay,Richey Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,474,,401,0,,,,,5311,,,,4178,,17,17,,GNG,,,,,,,DE,5311,312.411764706,4178,245.764705882,,SY16-17,,401,,,,,,,GNG,,,GD363,SD226
DE@SD209@GD363,Red Clay,Brandywine Springs,,,,,,,,,,,,,,10/1/2016,10,2016,991,,168,17,,,,,2850,,,,822,,18,18,,GNG,,,,,,,DE,2850,158.333333333,822,45.666666667,,SY16-17,,185,,,,,,,GNG,,,GD363,SD209
DE@SD223@GD363,Red Clay,Mote Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,453,,384,0,,,,,5437,,,,4092,,18,18,,GNG,,,,,,,DE,5437,302.055555556,4092,227.333333333,,SY16-17,,384,,,,,,,GNG,,,GD363,SD223
DE@SD230@GD363,Red Clay,Warner Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,572,,485,0,,,,,6311,,,,5660,,17,18,,GNG,,,,,,,DE,6311,350.611111111,5660,332.941176471,,SY16-17,,485,,,,,,,GNG,,,GD363,SD230
DE@SD224@GD363,Red Clay,North Star Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,702,,31,3,,,,,513,,,,88,,19,19,,GNG,,,,,,,DE,513,27,88,4.631578947,,SY16-17,,34,,,,,,,GNG,,,GD363,SD224
DE@SD231@GD363,Red Clay,Wm.Cooke Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,617,,114,3,,,,,1542,,,,938,,18,18,,GNG,,,,,,,DE,1542,85.666666667,938,52.111111111,,SY16-17,,117,,,,,,,GNG,,,GD363,SD231
DE@SD206@GD363,Red Clay,A.I. duPont Middle,,,,,,,,,Y,,,,,10/1/2016,10,2016,515,,436,0,,,,,6885,,,,4797,,18,18,,GNG,,,,,,,DE,6885,382.5,4797,266.5,,SY16-17,,436,,,,,,,GNG,,,GD363,SD206
DE@SD215@GD363,Red Clay,H.B. duPont Middle,,,,,,,,,Y,,,,,10/1/2016,10,2016,868,,743,0,,,,,10156,,,,3021,,18,18,,GNG,,,,,,,DE,10156,564.222222222,3021,167.833333333,,SY16-17,,743,,,,,,,GNG,,,GD363,SD215
DE@SD228@GD363,Red Clay,Skyline Middle,,,,,,,,,Y,,,,,10/1/2016,10,2016,781,,662,0,,,,,8911,,,,5208,,18,17,,GNG,,,,,,,DE,8911,524.176470588,5208,289.333333333,,SY16-17,,662,,,,,,,GNG,,,GD363,SD228
DE@SD229@GD363,Red Clay,Stanton Middle,,,,,,,,,Y,,,,,10/1/2016,10,2016,772,,654,0,,,,,9950,,,,6062,,18,17,,GNG,,,,,,,DE,9950,585.294117647,6062,336.777777778,,SY16-17,,654,,,,,,,GNG,,,GD363,SD229
DE@SD212@GD363,Red Clay,"Conrad Sch,. Of Science",,,,,,,,,,,,,,10/1/2016,10,2016,896,,279,52,,,,,4822,,,,1530,,19,18,,GNG,,,,,,,DE,4822,267.888888889,1530,80.526315789,,SY16-17,,331,,,,,,,GNG,,,GD363,SD212
DE@SD213@GD363,Red Clay,Dickinson High,,,,,,,,,Y,,,,,10/1/2016,10,2016,888,,753,0,,,,,8541,,,,4729,,17,17,,GNG,,,,,,,DE,8541,502.411764706,4729,278.176470588,,SY16-17,,753,,,,,,,GNG,,,GD363,SD213
DE@SD207@GD363,Red Clay,A.I. High,,,,,,,,,Y,,,,,10/1/2016,10,2016,1120,,949,0,,,,,11478,,,,10709,,17,17,,GNG,,,,,,,DE,11478,675.176470588,10709,629.941176471,,SY16-17,,949,,,,,,,GNG,,,GD363,SD207
DE@SD221@GD363,Red Clay,McKean High,,,,,,,,,Y,,,,,10/1/2016,10,2016,879,,752,0,,,,,9039,,,,5626,,18,17,,GNG,,,,,,,DE,9039,531.705882353,5626,312.555555556,,SY16-17,,752,,,,,,,GNG,,,GD363,SD221
DE@SD210@GD363,Red Clay,Cab Calloway Sch. Of Arts,,,,,,,,,,,,,,10/1/2016,10,2016,973,,100,26,,,,,1769,,,,461,,18,18,,GNG,,,,,,,DE,1769,98.277777778,461,25.611111111,,SY16-17,,126,,,,,,,GNG,,,GD363,SD210
DE@SD211@GD363,Red Clay,Charter Sch. Of Wilm.,,,,,,,,,,,,,,10/1/2016,10,2016,917,,52,9,,,,,585,,,,210,,18,18,,GNG,,,,,,,DE,585,32.5,210,11.666666667,,SY16-17,,61,,,,,,,GNG,,,GD363,SD211
DE@SD222@GD363,Red Clay,Meadowood,,,,,,,,,Y,,,,,10/1/2016,10,2016,52,,44,0,,,,,423,,,,373,,18,18,,BIC,,,,,,,DE,423,23.5,373,20.722222222,,SY16-17,,44,,,,,,,BIC,,,GD363,SD222
DE@SD237@GD364,Seaford,West Seaford Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,415,,99,0,,,,,6494,,,,6531,,19,20,,GNG,,,,,,,DE,6494,324.7,6531,343.736842105,,SY16-17,,99,,,,,,,GNG,,,GD364,SD237
DE@SD233@GD364,Seaford,Central Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,454,,99,0,,,,,7605,,,,6429,,19,19,,GNG,,,,,,,DE,7605,400.263157895,6429,338.368421053,,SY16-17,,99,,,,,,,GNG,,,GD364,SD233
DE@SD232@GD364,Seaford,Blades Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,487,,99,0,,,,,8016,,,,8289,,20,19,,BIC,,,,,,,DE,8016,421.894736842,8289,414.45,,SY16-17,,99,,,,,,,BIC,,,GD364,SD232
DE@SD234@GD364,Seaford,Frederick Douglas Elem,,,,,,,,,Y,,,,,10/1/2016,10,2016,461,,99,0,,,,,8019,,,,7311,,20,20,,BIC,,,,,,,DE,8019,400.95,7311,365.55,,SY16-17,,99,,,,,,,BIC,,,GD364,SD234
DE@SD236@GD364,Seaford,Seaford Middle School,,,,,,,,,Y,,,,,10/1/2016,10,2016,814,,99,0,,,,,14291,,,,10621,,19,19,,GNG,,,,,,,DE,14291,752.157894737,10621,559,,SY16-17,,99,,,,,,,GNG,,,GD364,SD236
DE@SD235@GD364,Seaford,Seaford High School,,,,,,,,,Y,,,,,10/1/2016,10,2016,890,,99,0,,,,,13803,,,,13198,,19,20,,BIC,,,,,,,DE,13803,690.15,13198,694.631578947,,SY16-17,,99,,,,,,,BIC,,,GD364,SD235
DE@SD240@GD365,Silver Lake,Silver Lake Center,,,,,,,,,,,,,,10/1/2016,10,2016,1,,1,0,,,,,21,,,,,,0,11,,,,,,,,,DE,21,1.909090909,,,,SY16-17,,1,,,,,,,,,,GD365,SD240
DE@SD239@GD365,Silver Lake,Odessa House,,,,,,,,,,,,,,10/1/2016,10,2016,4,,4,0,,,,,84,,,,84,,21,21,,,,,,,,,DE,84,4,84,4,,SY16-17,,4,,,,,,,,,,GD365,SD239
DE@SD238@GD365,Silver Lake,Middletown RTC,,,,,,,,,,,,,,10/1/2016,10,2016,8,,8,0,,,,,168,,,,168,,21,21,,,,,,,,,DE,168,8,168,8,,SY16-17,,8,,,,,,,,,,GD365,SD238
DE@SD246@GD366,Smyrna,Smyrna High School,,,,,,,,,,,,,,10/1/2016,10,2016,1445,,480,84,,,,,9360,,,,2269,,20,19,,,,,,,,,DE,9360,492.631578947,2269,113.45,,SY16-17,,564,,,,,,,,,,GD366,SD246
DE@SD247@GD366,Smyrna,Smyrna Middle School,,,,,,,,,,,,,,10/1/2016,10,2016,920,,306,61,,,,,7438,,,,2021,,20,20,,,,,,,,,DE,7438,371.9,2021,101.05,,SY16-17,,367,,,,,,,,,,GD366,SD247
DE@SD243@GD366,Smyrna,JBM Intermediate,,,,,,,,,Y,,,,,10/1/2016,10,2016,403,,262,0,,,,,4588,,,,2893,,19,20,,,,,,,,,DE,4588,229.4,2893,152.263157895,,SY16-17,,262,,,,,,,,,,GD366,SD243
DE@SD242@GD366,Smyrna,Clayton Intermediate,,,,,,,,,,,,,,10/1/2016,10,2016,494,,153,31,,,,,3341,,,,1055,,20,19,,,,,,,,,DE,3341,175.842105263,1055,52.75,,SY16-17,,184,,,,,,,,,,GD366,SD242
DE@SD244@GD366,Smyrna,North Smyrna Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,439,,285,0,,,,,4925,,,,4509,,20,20,,GNG,,,,,,,DE,4925,246.25,4509,225.45,,SY16-17,,285,,,,,,,GNG,,,GD366,SD244
DE@SD245@GD366,Smyrna,Smyrna Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,582,,378,0,,,,,5825,,,,3885,,20,19,,,,,,,,,DE,5825,306.578947368,3885,194.25,,SY16-17,,378,,,,,,,,,,GD366,SD245
DE@SD241@GD366,Smyrna,Clayton Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,453,,151,21,,,,,2814,,,,995,,20,20,,,,,,,,,DE,2814,140.7,995,49.75,,SY16-17,,172,,,,,,,,,,GD366,SD241
DE@SD248@GD366,Smyrna,Sunnyside Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,586,,195,35,,,,,4121,,,,1676,,19,19,,,,,,,,,DE,4121,216.894736842,1676,88.210526316,,SY16-17,,230,,,,,,,,,,GD366,SD248
DE@SD249@GD367,Sussex Academy,Sussex Academy,,,,,,,,,,,,,,10/1/2016,10,2016,687,,101,20,,,,,737,,,,0,,20,20,,,,,,,,,DE,737,36.85,0,0,100001100091,SY16-17,,121,,,,,,,,,,GD367,SD249
DE@SD250@GD368,Sussex Tech,Sussex Tech HS,,,,,,,,,,,,,,10/1/2016,10,2016,1351,,311,52,,,,,5535,,,,2329,,19,19,,,,,,,,,DE,5535,291.315789474,2329,122.578947368,,SY16-17,,363,,,,,,,,,,GD368,SD250
DE@SD251@GD369,Tarbiyah,Tarbiyah School,,,,,,,,,,,,,,10/1/2016,10,2016,150,,120,0,,,,,2277,,,,1173,,20,20,,,,,,,,,DE,2277,113.85,1173,58.65,,SY16-17,,120,,,,,,,,,,GD369,SD251
DE@SD252@GD370,Terry Center,TERRY CENTER,,,,,,,,,,,,,,10/1/2016,10,2016,20,,20,0,,,,,482,,,,415,,31,30,,,,,,,,,DE,482,16.066666667,415,13.387096774,,SY16-17,,20,,,,,,,,,,GD370,SD252
DE@SD253@GD371,Thomas Edison,Thomas Edison Charter,,,,,,,,,,,,,,10/1/2016,10,2016,738,,738,0,,,,,12948,,,,10667,,20,20,,BIC,,,,,,,DE,12948,647.4,10667,533.35,,SY16-17,,738,,,,,,,BIC,,,GD371,SD253
DE@SD254@GD372,Woodbridge,Early Childhood Education,,,,,,,,,,,,,,10/1/2016,10,2016,653,,575,0,,,,,8435,,,,6556,,20,19,,,,,,,,,DE,8435,443.947368421,6556,327.8,,SY16-17,,575,,,,,,,,,,GD372,SD254
DE@SD255@GD372,Woodbridge,Phillis Wheatley Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,642,,565,0,,,,,9591,,,,9053,,19,20,,,,,,,,,DE,9591,479.55,9053,476.473684211,,SY16-17,,565,,,,,,,,,,GD372,SD255
DE@SD257@GD372,Woodbridge,Woodbridge Middle School,,,,,,,,,,,,,,10/1/2016,10,2016,628,,553,0,,,,,9641,,,,6448,,19,20,,,,,,,,,DE,9641,482.05,6448,339.368421053,,SY16-17,,553,,,,,,,,,,GD372,SD257
DE@SD256@GD372,Woodbridge,Woodbridge High School,,,,,,,,,,,,,,10/1/2016,10,2016,716,,631,0,,,,,10442,,,,4579,,19,20,,,,,,,,,DE,10442,522.1,4579,241,,SY16-17,,631,,,,,,,,,,GD372,SD256
