BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,NCES ID,District ID,District Name,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Meals-Paid,Lunch Meals-Paid,Enrollment-Paid,Enrollment-Total,Claim Year,Claim Month,Claim Date,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),CEP (Y/N),School Type-Original,School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,County,State-Physical,School Name,School ID,School Year,Operating Days-Breakfast Only,Operating Days-Lunch Only,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Lunch Meals-Free,Breakfast Meals-Reduced,Lunch Meals-Reduced,Enrollment-Free and Reduced,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced
,,,,,,,,,497,,,7003-000,JUNCTION CITY,AR@000@7003-000,166.197740113,29417,378.050847458,66915,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,497,177,29417,66915
,,,,,,,,,392,,,6102-000,MAYNARD,AR@000@6102-000,161.522471910,28751,279.606741573,49770,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,392,178,28751,49770
,,,,,,,,,840,,,4302-000,ENGLAND,AR@000@4302-000,220.483146067,39246,365.578651685,65073,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,840,178,39246,65073
,,,,,,,,,1091,,,6041-000,LITTLE SCHOLARS OF AR,AR@000@6041-000,211.648044693,37885,545.508379888,97646,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1091,179,37885,97646
,,,,,,,,,434,,,3102-000,DIERKS,AR@000@3102-000,217.084269663,38641,331.640449438,59032,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,434,178,38641,59032
,,,,,,,,,362,,,4902-000,MOUNT IDA,AR@000@4902-000,128.162921348,22813,237.741573034,42318,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,362,178,22813,42318
,,,,,,,,,1911,,,3201-000,BATESVILLE,AR@000@3201-000,792.796875,152217,1306.744791667,250895,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1911,192,152217,250895
,,,,,,,,,534,,,5803-000,HECTOR,AR@000@5803-000,184.744318182,32515,326.903409091,57535,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,534,176,32515,57535
,,,,,,,,,897,,,0101-000,DEWITT,AR@000@0101-000,323.707865169,57620,656.337078652,116828,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,897,178,57620,116828
,,,,,,,,,53,,,3840-000,IMBODE CHARTER,AR@000@3840-000,29.691011236,5285,31.415730337,5592,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,53,178,5285,5592
,,,,,,,,,546,,,2402-000,CHARLESTON,AR@000@2402-000,201.314606742,35834,319.516853933,56874,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,546,178,35834,56874
,,,,,,,,,544,,,0505-000,VALLEY SPRINGS,AR@000@0505-000,126.106741573,22447,287.926966292,51251,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,544,178,22447,51251
,,,,,,,,,922,,,5802-000,DOVER,AR@000@5802-000,524.719101124,93400,688.932584270,122630,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,922,178,93400,122630
,,,,,,,,,575,,,1104-000,PIGGOTT,AR@000@1104-000,221.582417582,40328,386.368131868,70319,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,575,182,40328,70319
,,,,,,,,,247,,,1304-000,WOODLAWN,AR@000@1304-000,70.649717514,12505,151.186440678,26760,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,247,177,12505,26760
,,,,,,,,,168,,,6052-000,SIA TECH CHARTER,AR@000@6052-000,16.646067416,2963,23.601123596,4201,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,168,178,2963,4201
,,,,,,,,,754,,,6205-000,PALESTINE/WHEATLEY,AR@000@6205-000,122.286516854,21767,332.865168539,59250,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,754,178,21767,59250
,,,,,,,,,1337,,,3510-000,WHITE HALL,AR@000@3510-000,423.191011236,75328,872.252808989,155261,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1337,178,75328,155261
,,,,,,,,,1296,,,6401-000,WALDRON,AR@000@6401-000,624.533707865,111167,930.691011236,165663,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1296,178,111167,165663
,,,,,,,,,1680,,,3004-000,MALVERN SPECIAL,AR@000@3004-000,645.814606742,114955,1205.466292135,214573,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1680,178,114955,214573
,,,,,,,,,642,,,5903-000,HAZEN,AR@000@5903-000,190.193181818,33474,362.9375,63877,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,642,176,33474,63877
,,,,,,,,,685,,,6703-000,HORATIO,AR@000@6703-000,225.312849162,40331,478.625698324,85674,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,685,179,40331,85674
,,,,,,,,,3433,,,2603-000,HOT SPRINGS,AR@000@2603-000,2040.843575419,365311,2277.089385475,407599,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,3433,179,365311,407599
,,,,,,,,,287,,,5008-000,NEVADA,AR@000@5008-000,126.477528090,22513,222.095505618,39533,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,287,178,22513,39533
,,,,,,,,,741,,,3804-000,HOXIE,AR@000@3804-000,339.848314607,60493,563.337078652,100274,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,741,178,60493,100274
,,,,,,,,,1183,,,0201-000,CROSSETT,AR@000@0201-000,533.904494382,95035,855.949438202,152359,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1183,178,95035,152359
,,,,,,,,,1151,,,1002-000,ARKADELPHIA,AR@000@1002-000,548.786516854,97684,793.898876404,141314,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1151,178,97684,141314
,,,,,,,,,639,,,1305-000,CLEVELAND COUNTY,AR@000@1305-000,272.831460674,48564,404.387640449,71981,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,639,178,48564,71981
,,,,,,,,,4602,,,4304-000,CABOT,AR@000@4304-000,1559.718232044,282309,3214.176795580,581766,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,4602,181,282309,581766
,,,,,,,,,874,,,2305-000,MAYFLOWER,AR@000@2305-000,317.101694915,56127,474.661016949,84015,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,874,177,56127,84015
,,,,,,,,,365,,,0901-000,DERMOTT,AR@000@0901-000,196.297752809,34941,273.966292135,48766,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,365,178,34941,48766
,,,,,,,,,1148,,,0803-000,GREEN FOREST,AR@000@0803-000,661.649717514,117112,852.045197740,150812,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1148,177,117112,150812
,,,,,,,,,478,,,7401-000,AUGUSTA,AR@000@7401-000,263.865921788,47232,354.245810056,63410,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,478,179,47232,63410
,,,,,,,,,666,,,6050-000,LIGHTHOUSE ACADEMICS,AR@000@6050-000,113.659898477,22391,321.076142132,63252,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,666,197,22391,63252
,,,,,,,,,800,,,5401-000,BARTON-LEXA,AR@000@5401-000,186.584269663,33212,483.438202247,86052,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,800,178,33212,86052
,,,,,,,,,321,,,3541-000,LIGHTHOUSE ACADEMIES,AR@000@3541-000,122.492146597,23396,237.774869110,45415,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,321,191,23396,45415
,,,,,,,,,117,,,7241-000,OZARK EDUCATION INC.,AR@000@7241-000,21.679144385,4054,66.411764706,12419,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,117,187,4054,12419
,,,,,,,,,850,,,2602-000,FOUNTAIN LAKE,AR@000@2602-000,162.264044944,28883,520.831460674,92708,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,850,178,28883,92708
,,,,,,,,,535,,,4901-000,CADDO HILLS,AR@000@4901-000,224.179775281,39904,381.134831461,67842,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,535,178,39904,67842
,,,,,,,,,320,,,0440-000,AR ARTS ACADEMY,AR@000@0440-000,52.674157303,9376,163.443820225,29093,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,320,178,9376,29093
,,,,,,,,,430,,,5901-000,DES ARC,AR@000@5901-000,192.623595506,34287,284.089887640,50568,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,430,178,34287,50568
,,,,,,,,,1301,,,5703-000,MENA,AR@000@5703-000,549.134831461,97746,911.011235955,162160,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1301,178,97746,162160
,,,,,,,,,173,,,6044-000,CITY OF FIRE COM DEV,AR@000@6044-000,55.275675676,10226,113.8,21053,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,173,185,10226,21053
,,,,,,,,,608,,,5303-000,PERRYVILLE,AR@000@5303-000,178.239361702,33509,334.159574468,62822,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,608,188,33509,62822
,,,,,,,,,564,,,2803-000,MARMADUKE,AR@000@2803-000,242.544943820,43173,405.039325843,72097,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,564,178,43173,72097
,,,,,,,,,986,,,1612-000,VALLEY VIEW,AR@000@1612-000,247.657303371,44083,525.084269663,93465,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,986,178,44083,93465
,,,,,,,,,328,,,7009-000,STRONG,AR@000@7009-000,194.685393258,34654,260.202247191,46316,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,328,178,34654,46316
,,,,,,,,,1711,,,0503-000,HARRISON,AR@000@0503-000,511.091428571,89441,962.462857143,168431,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1711,175,89441,168431
,,,,,,,,,1672,,,1507-000,SOUTH CONWAY,AR@000@1507-000,1108.516853933,197316,1287.662921348,229204,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1672,178,197316,229204
,,,,,,,,,703,,,1703-000,MOUNTAINBURG,AR@000@1703-000,344.674157303,61352,380.426966292,67716,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,703,178,61352,67716
,,,,,,,,,459,,,7309-000,PANGBURN,AR@000@7309-000,226.983146067,40403,330.561797753,58840,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,459,178,40403,58840
,,,,,,,,,461,,,1203-000,QUITMAN,AR@000@1203-000,187.219101124,33325,297.870786517,53021,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,461,178,33325,53021
,,,,,,,,,1242,,,6901-000,MOUNTAIN VIEW,AR@000@6901-000,406.536312849,72770,881.206703911,157736,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1242,179,72770,157736
,,,,,,,,,2673,,,2808-000,PARAGOULD,AR@000@2808-000,1071.698324022,191834,1639.044692737,293389,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,2673,179,191834,293389
,,,,,,,,,629,,,3302-000,MELBOURNE,AR@000@3302-000,260.966292135,46452,370.213483146,65898,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,629,178,46452,65898
,,,,,,,,,2658,,,2903-000,HOPE,AR@000@2903-000,965.449438202,171850,1412.966292135,251508,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,2658,178,171850,251508
,,,,,,,,,283,,,5503-000,KIRBY,AR@000@5503-000,92.184971098,15948,191.341040462,33102,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,283,173,15948,33102
,,,,,,,,,341,,,1505-000,WONDERVIEW,AR@000@1505-000,138.310734463,24481,229.045197740,40541,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,341,177,24481,40541
,,,,,,,,,1192,,,0203-000,HAMBURG,AR@000@0203-000,485.167597765,86845,910.586592179,162995,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1192,179,86845,162995
,,,,,,,,,332,,,1503-000,NEMO VISTA,AR@000@1503-000,166.160220994,30075,244.397790055,44236,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,332,181,30075,44236
,,,,,,,,,5473,,,1803-000,WEST MEMPHIS,AR@000@1803-000,3130.466292135,557223,3954.674157303,703932,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,5473,178,557223,703932
,,,,,,,,,1036,,,0407-000,PEA RIDGE,AR@000@0407-000,386.528089888,68802,597.258426966,106312,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1036,178,68802,106312
,,,,,,,,,1457,,,3209-000,SOUTHSIDE,AR@000@3209-000,621.352272727,109358,923.625,162558,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1457,176,109358,162558
,,,,,,,,,352,,,2906-000,SPRING HILL,AR@000@2906-000,148.793296089,26634,220.094972067,39397,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,352,179,26634,39397
,,,,,,,,,534,,,6505-000,OZARK MOUNTAIN,AR@000@6505-000,262.943820225,46804,401.061797753,71389,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,534,178,46804,71389
,,,,,,,,,537,,,3606-000,WESTSIDE,AR@000@3606-000,275.677966102,48795,406.220338983,71901,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,537,177,48795,71901
,,,,,,,,,253,,,6053-000,RESPONSIVE ED SOLU,AR@000@6053-000,70.139664804,12555,118.731843575,21253,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,253,179,12555,21253
,,,,,,,,,684,,,4602-000,GENOA CENTRAL,AR@000@4602-000,186.207865169,33145,324.269662921,57720,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,684,178,33145,57720
,,,,,,,,,650,,,3810-000,LAWRENCE COUNTY,AR@000@3810-000,312.821229050,55995,404.821229050,72463,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,650,179,55995,72463
,,,,,,,,,1551,,,6602-000,GREENWOOD,AR@000@6602-000,515,91670,983.084269663,174989,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1551,178,91670,174989
,,,,,,,,,705,,,1003-000,GURDON,AR@000@1003-000,260.914772727,45921,407.329545455,71690,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,705,176,45921,71690
,,,,,,,,,394,,,3306-000,IZARD CONSOLIDATED,AR@000@3306-000,219.595505618,39088,312.825842697,55683,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,394,178,39088,55683
,,,,,,,,,269,,,6056-000,LIGHTHOUSE ACAD. CENT AR SD,AR@000@6056-000,165.099476440,31534,177.842931937,33968,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,269,191,31534,33968
,,,,,,,,,635,,,0402-000,DECATUR,AR@000@0402-000,332.207865169,59133,415.320224719,73927,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,635,178,59133,73927
,,,,,,,,,4639,,,0401-000,BENTONVILLE,AR@000@0401-000,1189.719101124,211770,2828.966292135,503556,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,4639,178,211770,503556
,,,,,,,,,445,,,2901-000,BLEVINS,AR@000@2901-000,216.590909091,38120,317.681818182,55912,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,445,176,38120,55912
,,,,,,,,,579,,,1901-000,CROSS COUNTY,AR@000@1901-000,279.710227273,49229,355.210227273,62517,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,579,176,49229,62517
,,,,,,,,,1082,,,7202-000,FARMINGTON,AR@000@7202-000,378.960674157,67455,709.404494382,126274,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1082,178,67455,126274
,,,,,,,,,561,,,6304-000,HARMONY GROVE,AR@000@6304-000,192.533707865,34271,350.617977528,62410,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,561,178,34271,62410
,,,,,,,,,671,,,5205-000,HARMONY-GROVE,AR@000@5205-000,256.837078652,45717,450.859550562,80253,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,671,178,45717,80253
,,,,,,,,,5699,,,2301-000,CONWAY,AR@000@2301-000,2601.938202247,463145,4258.061797753,757935,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,5699,178,463145,757935
,,,,,,,,,329,,,3005-000,OUACHITA,AR@000@3005-000,163.954545455,28856,240.329545455,42298,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,329,176,28856,42298
,,,,,,,,,987,,,6301-000,BAUXITE,AR@000@6301-000,426.258426966,75874,487.219101124,86725,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,987,178,75874,86725
,,,,,,,,,2239,,,0303-000,MOUNTAIN HOME,AR@000@0303-000,643.460227273,113249,1351.477272727,237860,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,2239,176,113249,237860
,,,,,,,,,660,,,7304-000,WHITE COUNTY CENTRAL,AR@000@7304-000,291.090395480,51523,389.423728814,68928,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,660,177,51523,68928
,,,,,,,,,511,,,5301-000,EAST END,AR@000@5301-000,318.443820225,56683,286.005617978,50909,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,511,178,56683,50909
,,,,,,,,,516,,,4202-000,MAGAZINE,AR@000@4202-000,279.466292135,49745,386.735955056,68839,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,516,178,49745,68839
,,,,,,,,,630,,,6603-000,HACKETT,AR@000@6603-000,285.887640449,50888,432.303370787,76950,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,630,178,50888,76950
,,,,,,,,,373,,,3104-000,MINERAL SPRINGS,AR@000@3104-000,256.292134831,45620,291.685393258,51920,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,373,178,45620,51920
,,,,,,,,,721,,,3904-000,LEE COUNTY,AR@000@3904-000,428.860335196,76766,632.184357542,113161,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,721,179,76766,113161
,,,,,,,,,3566,,,4605-000,TEXARKANA,AR@000@4605-000,1444.685567010,280269,2101.417525773,407675,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,3566,194,280269,407675
,,,,,,,,,766,,,4603-000,FOUKE,AR@000@4603-000,301.674157303,53698,484.859550562,86305,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,766,178,53698,86305
,,,,,,,,,384,,,7104-000,SHIRLEY,AR@000@7104-000,125.668539326,22369,251.067415730,44690,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,384,178,22369,44690
,,,,,,,,,1142,,,1202-000,HEBER SPRINGS,AR@000@1202-000,418.966292135,74576,694.724719101,123661,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1142,178,74576,123661
,,,,,,,,,568,,,1408-000,EMERSON-TAYLOR,AR@000@1408-000,224.797752809,40014,399.471910112,71106,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,568,178,40014,71106
,,,,,,,,,2070,,,6701-000,DEQUEEN,AR@000@6701-000,936.623595506,166719,1565.707865169,278696,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,2070,178,166719,278696
,,,,,,,,,521,,,4802-000,CLARENDON,AR@000@4802-000,214.586592179,38411,381.251396648,68244,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,521,179,38411,68244
,,,,,,,,,1148,,,4101-000,ASHDOWN,AR@000@4101-000,393.028248588,69566,671.169491525,118797,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1148,177,69566,118797
,,,,,,,,,321,,,3301-000,CALICO ROCK,AR@000@3301-000,143.730337079,25584,236.533707865,42103,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,321,178,25584,42103
,,,,,,,,,570,,,3704-000,LAFAYETTE,AR@000@3704-000,338.488764045,60251,434.887640449,77410,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,570,178,60251,77410
,,,,,,,,,672,,,6502-000,SEARCY COUNTY,AR@000@6502-000,347.084269663,61781,472.084269663,84031,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,672,178,61781,84031
,,,,,,,,,1632,,,2303-000,GREENBRIER,AR@000@2303-000,611.078651685,108772,1003.084269663,178549,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1632,178,108772,178549
,,,,,,,,,1730,,,0602-000,WARREN,AR@000@0602-000,658.569832402,117884,897.882681564,160721,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1730,179,117884,160721
,,,,,,,,,737,,,4501-000,FLIPPIN,AR@000@4501-000,272.825842697,48563,454.724719101,80941,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,737,178,48563,80941
,,,,,,,,,354,,,4102-000,FOREMAN,AR@000@4102-000,175.224719101,31190,275.471910112,49034,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,354,178,31190,49034
,,,,,,,,,2035,,,2307-000,VILONIA,AR@000@2307-000,738.415730337,131438,1108.865168539,197378,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,2035,178,131438,197378
,,,,,,,,,2029,,,3601-000,CLARKSVILLE,AR@000@3601-000,728.393258427,129654,1299.932584270,231388,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,2029,178,129654,231388
,,,,,,,,,2421,,,7311-000,SEARCY,AR@000@7311-000,897.865168539,159820,1703.443820225,303213,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,2421,178,159820,303213
,,,,,,,,,596,,,1802-000,EARLE,AR@000@1802-000,449.118644068,79494,508.197740113,89951,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,596,177,79494,89951
,,,,,,,,,597,,,1702-000,CEDARVILLE,AR@000@1702-000,320.567415730,57061,454.337078652,80872,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,597,178,57061,80872
,,,,,,,,,937,,,7301-000,BALD KNOB,AR@000@7301-000,333.494444444,60029,635.766666667,114438,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,937,180,60029,114438
,,,,,,,,,1343,,,4301-000,LONOKE,AR@000@4301-000,565.241573034,100613,820.028089888,145965,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,1343,178,100613,145965
,,,,,,,,,371,,,0304-000,NORFORK,AR@000@0304-000,221.825842697,39485,281.775280899,50156,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,371,178,39485,50156
,,,,,,,,,948,,,4201-000,BOONEVILLE,AR@000@4201-000,439.966292135,78314,669.168539326,119112,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,948,178,78314,119112
,,,,,,,,,4024,,,3505-000,PINE BLUFF,AR@000@3505-000,2058.303370787,366378,2741.668539326,488017,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,4024,178,366378,488017
,,,,,,,,,953,,,7206-000,PRAIRIE GROVE,AR@000@7206-000,392.123595506,69798,604.022471910,107516,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,953,178,69798,107516
,,,,,,,,,11666,,,2705-000,SHERIDAN,AR@000@2705-000,692.966480447,124041,1382.335195531,247438,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY16-17,,,,,,,,,11666,179,124041,247438
