ISP,State-Reporting,Enrollment-Free and Reduced,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,NCES ID,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Meals-Paid,Lunch Meals-Paid,Enrollment-Paid,Enrollment-Total,Claim Year,Claim Month,Claim Date,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),CEP (Y/N),School Type-Original,School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,County,State-Physical,School Name,School ID,School Year,District ID,District Name,Operating Days-Breakfast Only,Operating Days-Lunch Only,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Lunch Meals-Free,Breakfast Meals-Reduced,Lunch Meals-Reduced
,AR,,,,,,,,,,,,,,877,,,AR@000@5804-000,234.337078652,41712,505.398876404,89961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5804-000,POTTSVILLE SD,178,178,675,202,34351,70442,7361,19519
,AR,,,,,,,,,,,,,,381,,,AR@000@2703-000,96.213483146,17126,177.308988764,31561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2703-000,POYEN SD,178,178,325,56,15511,27428,1615,4133
,AR,,,,,,,,,,,,,,961,,,AR@000@7206-000,448.107344633,79315,649.192090395,114907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7206-000,PRAIRIE GROVE SD,177,177,717,244,62979,87488,16336,27419
,AR,,,,,,,,,,,,,,1003,,,AR@000@5006-000,510.289772727,89811,549.488636364,96710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5006-000,PRESCOTT SD,176,176,1003,0,89811,96710,0,0
,AR,,,,,,,,,,,,,,7752,,,AR@000@6003-000,2657.340782123,475664,4605.368715084,824361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6003-000,PULASKI COUNTY SPECIAL SD,179,179,6606,1146,423939,729418,51725,94943
,AR,,,,,,,,,,,,,,443,,,AR@000@1203-000,218.16,38178,313.771428571,54910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1203-000,QUITMAN SD,175,175,363,80,32811,45833,5367,9077
,AR,,,,,,,,,,,,,,481,,,AR@000@1106-000,220.717514124,39067,320.672316384,56759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1106-000,RECTOR SD,177,177,381,100,31709,45810,7358,10949
,AR,,,,,,,,,,,,,,177,,,AR@000@6053-000,10.406593407,1894,50.692307692,9226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6053-000,RESPONSIVE ED SD,182,182,163,14,1713,8348,181,878
,AR,,,,,,,,,,,,,,943,,,AR@000@4706-000,479.022727273,84308,619.102272727,108962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4706-000,RIVERCREST SD,176,176,796,147,74804,95702,9504,13260
,AR,,,,,,,,,,,,,,584,,,AR@000@1613-000,236.448275862,41142,327.988571429,57398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1613-000,RIVERSIDE SD,174,175,430,154,33604,45575,7538,11823
,AR,,,,,,,,,,,,,,1051,,,AR@000@7307-000,482.016853933,85799,686.168539326,122138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7307-000,RIVERVIEW SD,178,178,874,177,74084,104430,11715,17708
,AR,,,,,,,,,,,,,,10450,,,AR@000@0405-000,4546.935483871,845730,6967.247311828,1295908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0405-000,ROGERS SD,186,186,8359,2091,703399,1064733,142331,231175
,AR,,,,,,,,,,,,,,582,,,AR@000@7310-000,210.074285714,36763,348.835227273,61395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7310-000,ROSE BUD SD,175,176,417,165,26989,44589,9774,16806
,AR,,,,,,,,,,,,,,3403,,,AR@000@5805-000,1812.460674157,322618,2428.258426966,432230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5805-000,RUSSELLVILLE SD,178,178,2866,537,279145,374671,43473,57559
,AR,,,,,,,,,,,,,,620,,,AR@000@2502-000,276.457142857,48380,437.228571429,76515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2502-000,SALEM SD,175,175,473,147,37663,57597,10717,18918
,AR,,,,,,,,,,,,,,257,,,AR@000@6060-000,143.212435233,27640,186.440414508,35983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6060-000,SCHOLARMADE ACHIEVEMENT SD,193,193,229,28,26145,34135,1495,1848
,AR,,,,,,,,,,,,,,268,,,AR@000@4204-000,57.958762887,11244,172.577319588,33480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4204-000,SCRANTON SD,194,194,210,58,9543,27570,1701,5910
,AR,,,,,,,,,,,,,,656,,,AR@000@6502-000,297.875,52426,431.789772727,75995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6502-000,SEARCY COUNTY SD,176,176,503,153,42871,61063,9555,14932
,AR,,,,,,,,,,,,,,2303,,,AR@000@7311-000,868.310734463,153691,1603.915254237,283893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7311-000,SEARCY SPECIAL SD,177,177,1851,452,130292,233658,23399,50235
,AR,,,,,,,,,,,,,,2280,,,AR@000@2705-000,685.880681818,120715,1398.420454545,246122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2705-000,SHERIDAN SD,176,176,1835,445,105047,206069,15668,40053
,AR,,,,,,,,,,,,,,369,,,AR@000@7104-000,123.703910615,22143,258.217877095,46221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7104-000,SHIRLEY SD,179,179,369,0,22143,46221,0,0
,AR,,,,,,,,,,,,,,145,,,AR@000@6052-000,8.859154930,1258,14.042253521,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6052-000,SIA TECH CHARTER SD,142,142,145,0,1258,1994,0,0
,AR,,,,,,,,,,,,,,2863,,,AR@000@0406-000,1211.096045198,214364,1864.192090395,329962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0406-000,SILOAM SPRINGS SD,177,177,2337,526,181211,275323,33153,54639
,AR,,,,,,,,,,,,,,560,,,AR@000@3806-000,199.755681818,35157,352.090909091,61968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3806-000,SLOAN-HENDRIX SD,176,176,454,106,30912,52324,4245,9644
,AR,,,,,,,,,,,,,,947,,,AR@000@7008-000,247.655367232,43835,428.983050847,75930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7008-000,SMACKOVER-NORPHLET SD,177,177,776,171,36868,63971,6967,11959
,AR,,,,,,,,,,,,,,1675,,,AR@000@1507-000,1091.146067416,194224,1294.022471910,230336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1507-000,SOUTH CONWAY COUNTY SD,178,178,1675,0,194224,230336,0,0
,AR,,,,,,,,,,,,,,643,,,AR@000@5504-000,270.471910112,48144,315.067415730,56082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5504-000,SOUTH PIKE COUNTY SD,178,178,546,97,42092,48239,6052,7843
,AR,,,,,,,,,,,,,,99,,,AR@000@3543-000,,0,24.472527473,4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3543-000,SOUTHEAST ARKANSAS PREPARATORY,0,182,63,36,0,3821,0,633
,AR,,,,,,,,,,,,,,1638,,,AR@000@3209-000,635.921348315,113194,943.275280899,167903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3209-000,SOUTHSIDE (BATESVILLE),178,178,1268,370,90296,129821,22898,38082
,AR,,,,,,,,,,,,,,567,,,AR@000@7105-000,282.235955056,50238,225.735955056,40181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7105-000,"SOUTHSIDE-BEE
BRANCH SD",178,178,567,0,50238,40181,0,0
,AR,,,,,,,,,,,,,,347,,,AR@000@2906-000,127.525714286,22317,205.222857143,35914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2906-000,SPRING HILL,175,175,264,83,17819,28265,4498,7649
,AR,,,,,,,,,,,,,,17237,,,AR@000@7207-000,9186.314606742,1635164,13670.095505618,2433277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7207-000,SPRINGDALE SD,178,178,14612,2625,1430205,2093478,204959,339799
,AR,,,,,,,,,,,,,,1088,,,AR@000@4003-000,627.807909605,111122,666.836158192,118030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4003-000,STAR CITY SD,177,177,931,157,95943,103100,15179,14930
,AR,,,,,,,,,,,,,,303,,,AR@000@7009-000,174.870056497,30952,232.242937853,41107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7009-000,STRONG-HUTTIG SD,177,177,280,23,28902,38036,2050,3071
,AR,,,,,,,,,,,,,,1689,,,AR@000@0104-000,486.803370787,86651,876.768361582,155188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0104-000,STUTTGART SD,178,177,1689,0,86651,155188,0,0
,AR,,,,,,,,,,,,,,3252,,,AR@000@4605-000,1321.829383886,278906,1720.639810427,363055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4605-000,TEXARKANA SD,211,211,2963,289,264462,340508,14444,22547
,AR,,,,,,,,,,,,,,36,,,AR@000@7240-000,0.882022472,157,19.943820225,3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7240-000,THE ACADEMY-HAAS HALL SD,178,178,26,10,114,2410,43,1140
,AR,,,,,,,,,,,,,,1749,,,AR@000@5605-000,626.588888889,112786,963.155555556,173368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5605-000,TRUMANN SD,180,180,1594,155,112786,173368,0,0
,AR,,,,,,,,,,,,,,947,,,AR@000@7510-000,481.303370787,85672,534.117977528,95073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7510-000,TWO RIVERS SD,178,178,947,0,85672,95073,0,0
,AR,,,,,,,,,,,,,,466,,,AR@000@0505-000,122.533707865,21811,258.938202247,46091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0505-000,VALLEY SPRINGS,178,178,362,104,16957,36046,4854,10045
,AR,,,,,,,,,,,,,,3507,,,AR@000@1612-000,252.517045455,44443,507.375,89298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1612-000,VALLEY VIEW SD,176,176,2457,1050,32131,63293,12312,26005
,AR,,,,,,,,,,,,,,3771,,,AR@000@1705-000,1272.841807910,225293,2422.858757062,428846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1705-000,VAN BUREN SD,177,177,3094,677,190896,359226,34397,69620
,AR,,,,,,,,,,,,,,2150,,,AR@000@2307-000,662.016853933,117839,1002.415730337,178430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2307-000,VILONIA SD,178,178,1671,479,94096,138631,23743,39799
,AR,,,,,,,,,,,,,,270,,,AR@000@2503-000,149.436781609,26002,185.568965517,32289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2503-000,VIOLA SD,174,174,200,70,19614,24660,6388,7629
,AR,,,,,,,,,,,,,,1281,,,AR@000@6401-000,562.719101124,100164,858.078651685,152738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6401-000,WALDRON SD,178,178,1055,226,84497,126995,15667,25743
,AR,,,,,,,,,,,,,,1614,,,AR@000@0602-000,741.803370787,132041,867.325842697,154384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0602-000,WARREN SD,178,178,1614,0,132041,154384,0,0
,AR,,,,,,,,,,,,,,2391,,,AR@000@3509-000,678.955307263,121533,1381.659217877,247317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3509-000,WATSON CHAPEL SD,179,179,2155,236,111452,224164,10081,23153
,AR,,,,,,,,,,,,,,635,,,AR@000@7208-000,300.005586592,53701,382.435754190,68456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7208-000,WEST FORK SD,179,179,448,187,40274,51580,13427,16876
,AR,,,,,,,,,,,,,,5192,,,AR@000@1803-000,3007.376404494,535313,3664.146067416,652218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1803-000,WEST MEMPHIS SD,178,178,5192,0,535313,652218,0,0
,AR,,,,,,,,,,,,,,499,,,AR@000@1204-000,105.353932584,18753,231.320224719,41175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1204-000,WEST SIDE (CLEBURNE) SD,178,178,499,0,18753,41175,0,0
,AR,,,,,,,,,,,,,,347,,,AR@000@7509-000,225.230337079,40091,269.702247191,48007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7509-000,WESTERN YELL COUNTY SD,178,178,283,64,33967,39486,6124,8521
,AR,,,,,,,,,,,,,,521,,,AR@000@3606-000,240.387640449,42789,379.820224719,67608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3606-000,WESTSIDE (JOHNSON) SD,178,178,432,89,35856,54645,6933,12963
,AR,,,,,,,,,,,,,,1062,,,AR@000@1602-000,487.704545455,85836,717.369318182,126257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1602-000,WESTSIDE CONS (CRAIGHEAD),176,176,798,264,70005,99862,15831,26395
,AR,,,,,,,,,,,,,,709,,,AR@000@7304-000,284.848314607,50703,387.842696629,69036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7304-000,WHITE COUNTY SD,178,178,563,146,42666,56761,8037,12275
,AR,,,,,,,,,,,,,,1487,,,AR@000@3510-000,449.971751412,79645,986.938202247,175675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3510-000,WHITE HALL SD,177,178,1192,295,67141,142690,12504,32985
,AR,,,,,,,,,,,,,,381,,,AR@000@1505-000,117.477528090,20911,217.140449438,38651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1505-000,WONDERVIEW SD,178,178,299,82,17732,31428,3179,7223
,AR,,,,,,,,,,,,,,249,,,AR@000@1304-000,63.664804469,11396,153.770949721,27525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1304-000,WOODLAWN SD,179,179,199,50,9725,22233,1671,5292
,AR,,,,,,,,,,,,,,1694,,,AR@000@1905-000,1031.921348315,183682,1130.511235955,201231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1905-000,WYNNE SD,178,178,1426,268,159387,175325,24295,25906
,AR,,,,,,,,,,,,,,665,,,AR@000@4502-000,301.804597701,52514,407.971264368,70987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4502-000,YELLVILLE-SUMMIT SD,174,174,559,106,45904,61305,6610,9682
