Unique ID,School ID,District ID,School Name,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
ME@546@542,546,542,Coastal Ridge Elementary,York Public Schools,ME,York,York,03909,1 Coastal Ridge Drive York,,2-4,Public,,,,,,3/1/2018,3,2018,394,,41,17,,626,256,3000,,313,90,452,,,20,20,,,,,,,,,ME,882,44.1,403,20.15,231413001049,SY17-18,,58,,Primary,Public,,,,,,
ME@543@542,543,542,Village Elementary School-York,York Public Schools,ME,York,York,03909,124 York Street York,,KG-1,Public,,,,,,3/1/2018,3,2018,222,,16,4,,233,68,1811,,93,43,319,,,19,20,,,,,,,,,ME,301,15.05,136,7.157894737,231413000655,SY17-18,,20,,Primary,Public,,,,,,
ME@545@542,545,542,York High School,York Public Schools,ME,York,York,03909,1 Robert Stevens Drive York,,9-12,Public,,,,,,3/1/2018,3,2018,571,,23,13,,362,168,1946,,97,54,359,,,20,20,,,,,,,,,ME,530,26.5,151,7.55,231413000653,SY17-18,,36,,High,Public,,,,,,
ME@544@542,544,542,York Middle School,York Public Schools,ME,York,York,03909,30 Organug Road York,,5-8,Public,,,,,,3/1/2018,3,2018,583,,50,22,,675,400,2891,,177,85,84,,,20,20,,,,,,,,,ME,1075,53.75,262,13.1,231413000654,SY17-18,,72,,Middle,Public,,,,,,
ME@3@2,3,2,Acton Elementary School,Acton Public Schools,ME,York,Acton,04001,700 Milton Mills Road Acton,,PR-8,Public,,,,,,4/1/2018,4,2018,247,,88,13,,1146,166,901,,844,103,348,,,16,16,,,,,,,,,ME,1312,82,947,59.1875,230222000001,SY17-18,,101,,Primary/Middle,Public,,,,,,
ME@1039@1038,1039,1038,Airline Community School,Airline CSD,ME,Hancock,Aurora,04408,26 Great Pond Road Aurora,,PR-8,Public,,,,,,4/1/2018,4,2018,36,,9,10,,137,141,76,,115,128,93,,,16,16,,,,,,,,,ME,278,17.375,243,15.1875,230250000007,SY17-18,,19,,Primary/Middle,Public,,,,,,
ME@5@4,5,4,Alexander Elementary,Alexander Public Schools,ME,Washington,Alexander,04694,1430 Airline Road Alexander,,PR-8,Public,,,,,,4/1/2018,4,2018,43,,14,7,,163,87,190,,145,101,125,,,16,16,,,,,,,,,ME,250,15.625,246,15.375,230228000975,SY17-18,,21,,Primary/Middle,Public,,,,,,
ME@790@1734,790,1734,Andover Elementary School,Andover Public Schools,ME,Oxford,Andover,04216,PO Box 70 Andover,,PR-5,Public,,,,,,4/1/2018,4,2018,21,,9,2,,180,0,147,,89,0,93,,,16,16,,,,,,,,,ME,180,11.25,89,5.5625,231482300505,SY17-18,,11,,Primary,Public,,,,,,
ME@10@9,10,9,Appleton Village School,Appleton Public Schools,ME,Knox,Appleton,04862,737 Union Road Appleton,,KG-8,Public,,,,,,4/1/2018,4,2018,136,,34,11,,396,78,698,,,,,,,18,16,,,,,,,,,ME,474,29.625,,,230251000906,SY17-18,,45,,Primary/Middle,Public,,,,,,
ME@1070@1069,1070,1069,Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,ME,Cumberland,Portland,04106,675 Westbrook Street South Portland,,7-12,Public,,,,,,4/1/2018,4,2018,88,,88,0,,2015,0,0,,2059,0,0,,,30,30,,,,,,,,,ME,2015,67.166666667,2059,68.633333333,230005000377,SY17-18,,88,,Middle/High,Public,,,,,,
ME@906@1629,906,1629,Athens Community School,Athens Public Schools,ME,Somerset,Athens,04912,8 Fox Hill Road Athens,,PR-8,Public,,,,,,4/1/2018,4,2018,132,,66,16,,773,126,385,,351,29,40,,,16,16,,,,,,,,,ME,899,56.1875,380,23.75,231481700742,SY17-18,,82,,Primary/Middle,Public,,,,,,
ME@25@14,25,14,Auburn Middle School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,38 Falcon Drive Auburn,,7-8,Public,,,,,,4/1/2018,4,2018,509,,204,27,,2287,243,1966,,1066,136,1102,,,16,16,,,,,,,,,ME,2530,158.125,1202,75.125,230261000907,SY17-18,,231,,Middle,Public,,,,,,
ME@15@14,15,14,East Auburn Community School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,15 Andrew Drive Auburn,,PR-6,Public,,,,,,4/1/2018,4,2018,189,,63,11,,597,46,480,,298,4,222,,,16,16,,,,,,,,,ME,643,40.1875,302,18.875,230261000012,SY17-18,,74,,Primary,Public,,,,,,
ME@23@14,23,14,Edward Little High School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,77 Harris Street Auburn,,9-12,Public,,,,,,4/1/2018,4,2018,1060,,409,35,,3643,344,1505,,1693,89,862,,,16,16,,,,,,,,,ME,3987,249.1875,1782,111.375,230261000013,SY17-18,,444,,High,Public,,,,,,
ME@16@14,16,14,Fairview School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,397 Minot Avenue Auburn,,PR-6,Public,,,,,,4/1/2018,4,2018,568,,132,28,,1216,263,2084,,761,173,817,,,16,16,,,,,,,,,ME,1479,92.4375,934,58.375,230261000014,SY17-18,,160,,Primary,Public,,,,,,
ME@27@14,27,14,Park Avenue Elementary School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,161 Park Avenue Auburn,,PR-6,Public,Y,,,,,4/1/2018,4,2018,389,,272,0,,3719,0,574,,1934,0,299,,,16,16,,,,,,,,,ME,3719,232.4375,1934,120.875,230261000626,SY17-18,,272,0.866293967,Primary,Public,,,,,,
ME@24@14,24,14,Sherwood Heights Elementary Sch,Auburn Public Schools,ME,Androscoggin,Auburn,04210,32 Sherwood Drive Auburn,,PR-6,Public,Y,,,,,4/1/2018,4,2018,424,,296,0,,3789,0,585,,1556,0,240,,,16,16,,,,,,,,,ME,3789,236.8125,1556,97.25,230261000018,SY17-18,,296,0.866255144,Primary,Public,,,,,,
ME@21@14,21,14,Walton School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,92 Mary Carroll Street Auburn,,PR-6,Public,Y,,,,,4/1/2018,4,2018,250,,214,0,,2303,0,356,,1254,0,193,,,16,16,,,,,,,,,ME,2303,143.9375,1254,78.375,230261000020,SY17-18,,214,0.866115081,Primary,Public,,,,,,
ME@19@14,19,14,Washburn School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,35 Lake Auburn Avenue Auburn,,PR-6,Public,Y,,,,,4/1/2018,4,2018,265,,241,0,,2248,0,347,,1481,0,228,,,16,16,,,,,,,,,ME,2248,140.5,1481,92.5625,230261000021,SY17-18,,241,0.866281310,Primary,Public,,,,,,
ME@37@28,37,28,Cony,Augusta Public Schools,ME,Kennebec,Augusta,04330,60 Pierce Drive Augusta,,9-12,Public,,,,,,4/1/2018,4,2018,1016,,437,27,,4548,325,3458,,3401,176,1230,,,16,16,,,,,,,,,ME,4873,304.5625,3577,223.5625,230264023118,SY17-18,,464,,High,Public,,,,,,
ME@34@28,34,28,Farrington School,Augusta Public Schools,ME,Kennebec,Augusta,04330,249 Eastern Avenue Augusta,,KG-6,Public,,,,,,4/1/2018,4,2018,299,,197,11,,2714,141,661,,2248,85,483,,,16,16,,,,,,,,,ME,2855,178.4375,2333,145.8125,230264001002,SY17-18,,208,,Primary,Public,,,,,,
ME@31@28,31,28,Lillian Parks Hussey School,Augusta Public Schools,ME,Kennebec,Augusta,04330,12 Gedney Street Augusta,,KG-6,Public,,,,,,4/1/2018,4,2018,295,,125,5,,1579,148,1386,,918,112,552,,,16,16,,,,,,,,,ME,1727,107.9375,1030,64.375,230264000040,SY17-18,,130,,Primary,Public,,,,,,
ME@35@28,35,28,Lincoln School,Augusta Public Schools,ME,Kennebec,Augusta,04330,30 Lincoln Street Augusta,,KG-6,Public,,,,,,4/1/2018,4,2018,310,,179,14,,2110,217,849,,1363,108,330,,,16,16,,,,,,,,,ME,2327,145.4375,1471,91.9375,230264001003,SY17-18,,193,,Primary,Public,,,,,,
ME@33@28,33,28,Sylvio J Gilbert School,Augusta Public Schools,ME,Kennebec,Augusta,04330,16 Sunset Avenue Augusta,,PR-6,Public,,,,,,4/1/2018,4,2018,378,,207,16,,2430,134,804,,1599,113,322,,,16,16,,,,,,,,,ME,2564,160.25,1712,107,230264000042,SY17-18,,223,,Primary,Public,,,,,,
ME@40@38,40,38,Woodland Elementary School,Baileyville Public Schools,ME,Washington,Baileyville,04694,23 Fourth Avenue Baileyville,,PR-6,Public,,,,,,4/1/2018,4,2018,154,,83,15,,834,121,277,,736,118,206,,,16,16,,,,,,,,,ME,955,59.6875,854,53.375,230273000044,SY17-18,,98,,Primary,Public,,,,,,
ME@39@38,39,38,Woodland Jr-Sr High School,Baileyville Public Schools,ME,Washington,Baileyville,04694,14 First Avenue Baileyville,,7-12,Public,,,,,,4/1/2018,4,2018,174,,87,28,,715,163,205,,213,38,27,,,16,16,,,,,,,,,ME,878,54.875,251,15.6875,230273000045,SY17-18,,115,,Middle/High,Public,,,,,,
ME@45@42,45,42,Abraham Lincoln School,Bangor Public Schools,ME,Penobscot,Bangor,04401,45 Forest Avenue Bangor,,PR-3,Public,,,,,,4/1/2018,4,2018,213,,95,15,,1176,121,508,,376,75,105,,,16,16,,,,,,,,,ME,1297,81.0625,451,28.1875,230282000046,SY17-18,,110,,Primary,Public,,,,,,
ME@52@42,52,42,Bangor High School,Bangor Public Schools,ME,Penobscot,Bangor,04401,885 Broadway Bangor,,9-12,Public,,,,,,4/1/2018,4,2018,1199,,436,78,,3742,594,1348,,1570,141,88,,,16,16,,,,,,,,,ME,4336,271,1711,106.9375,230282000047,SY17-18,,514,,High,Public,,,,,,
ME@48@42,48,42,Downeast School,Bangor Public Schools,ME,Penobscot,Bangor,04401,100 Moosehead Blvd Bangor,,PR-3,Public,Y,,,,,4/1/2018,4,2018,308,,308,0,,4014,0,0,,1892,0,0,,,16,16,,,,,,,,,ME,4014,250.875,1892,118.25,230282000049,SY17-18,,308,1,Primary,Public,,,,,,
ME@43@42,43,42,Fairmount School,Bangor Public Schools,ME,Penobscot,Bangor,04401,58 Thirteenth Street Bangor,,4-5,Public,Y,,,,,4/1/2018,4,2018,291,,291,0,,2923,0,0,,1276,0,0,,,16,16,,,,,,,,,ME,2923,182.6875,1276,79.75,230282000050,SY17-18,,291,1,Primary,Public,,,,,,
ME@49@42,49,42,Fourteenth Street School,Bangor Public Schools,ME,Penobscot,Bangor,04401,224 Fourteenth Street Bangor,,PR-3,Public,,,,,,4/1/2018,4,2018,132,,38,10,,402,110,556,,174,22,98,,,16,16,,,,,,,,,ME,512,32,196,12.25,230282001005,SY17-18,,48,,Primary,Public,,,,,,
ME@44@42,44,42,Fruit Street School,Bangor Public Schools,ME,Penobscot,Bangor,04401,175 Fruit Street Bangor,,PR-3,Public,,,,,,4/1/2018,4,2018,317,,89,17,,1096,115,1276,,548,58,265,,,16,16,,,,,,,,,ME,1211,75.6875,606,37.875,230282000053,SY17-18,,106,,Primary,Public,,,,,,
ME@50@42,50,42,James F. Doughty School,Bangor Public Schools,ME,Penobscot,Bangor,04401,143 Fifth Street Bangor,,6-8,Public,,,,,,4/1/2018,4,2018,381,,261,21,,2039,94,347,,782,29,37,,,16,16,,,,,,,,,ME,2133,133.3125,811,50.6875,230282000051,SY17-18,,282,,Middle,Public,,,,,,
ME@46@42,46,42,Mary Snow School,Bangor Public Schools,ME,Penobscot,Bangor,04401,435 Broadway Bangor,,4-5,Public,,,,,,4/1/2018,4,2018,260,,91,18,,986,99,796,,459,5,145,,,16,16,,,,,,,,,ME,1085,67.8125,464,29,230282001004,SY17-18,,109,,Primary,Public,,,,,,
ME@47@42,47,42,Vine Street School,Bangor Public Schools,ME,Penobscot,Bangor,04401,66 Vine Street Bangor,,PR-3,Public,Y,,,,,4/1/2018,4,2018,183,,183,0,,2045,0,0,,841,0,0,,,16,16,,,,,,,,,ME,2045,127.8125,841,52.5625,230282000058,SY17-18,,183,1,Primary,Public,,,,,,
ME@51@42,51,42,William S. Cohen School,Bangor Public Schools,ME,Penobscot,Bangor,04401,304 Garland Street Bangor,,6-8,Public,,,,,,4/1/2018,4,2018,461,,147,32,,1120,147,249,,433,35,18,,,16,16,,,,,,,,,ME,1267,79.1875,468,29.25,230282000054,SY17-18,,179,,Middle,Public,,,,,,
ME@54@53,54,53,Conners-Emerson School,Bar Harbor Public Schools,ME,Hancock,Harbor,04609,11 Eagle Lake Road Bar Harbor,,KG-8,Public,,,,,,4/1/2018,4,2018,350,,53,10,,611,102,1589,,215,17,314,,,16,16,,,,,,,,,ME,713,44.5625,232,14.5,230285000060,SY17-18,,63,,Primary/Middle,Public,,,,,,
ME@63@62,63,62,Beals Elementary School,Beals Public Schools,ME,Washington,Beals,04611,PO Box 220 Beals,,PR-8,Public,,,,,,4/1/2018,4,2018,61,,24,8,,361,65,162,,334,50,67,,,16,16,,,,,,,,,ME,426,26.625,384,24,230295000070,SY17-18,,32,,Primary/Middle,Public,,,,,,
ME@66@65,66,65,Biddeford High School,Biddeford Public Schools,ME,York,Biddeford,04005,20 Maplewood Ave Biddeford,,9-12,Public,,,,,,4/1/2018,4,2018,771,,305,45,,2311,416,1085,,707,129,61,,,15,15,,,,,,,,,ME,2727,181.8,836,55.733333333,230315000072,SY17-18,,350,,High,Public,,,,,,
ME@71@65,71,65,Biddeford Intermediate School,Biddeford Public Schools,ME,York,Biddeford,04005,335 Hill Street Biddeford,,4-5,Public,,,,,,4/1/2018,4,2018,342,,160,25,,1914,194,806,,1007,106,139,,,15,15,,,,,,,,,ME,2108,140.533333333,1113,74.2,230315000622,SY17-18,,185,,Primary,Public,,,,,,
ME@68@65,68,65,Biddeford Middle School,Biddeford Public Schools,ME,York,Biddeford,04005,25 Tiger Drive Biddeford,,6-8,Public,,,,,,4/1/2018,4,2018,591,,268,35,,2996,378,1377,,996,114,64,,,15,15,,,,,,,,,ME,3374,224.933333333,1110,74,230315001017,SY17-18,,303,,Middle,Public,,,,,,
ME@69@65,69,65,Biddeford Primary School,Biddeford Public Schools,ME,York,Biddeford,04005,320 Hill Street Biddeford,,1-3,Public,,,,,,4/1/2018,4,2018,521,,253,42,,3415,409,1444,,2290,474,1544,,,15,15,,,,,,,,,ME,3824,254.933333333,2764,184.266666667,230315001042,SY17-18,,295,,Primary,Public,,,,,,
ME@67@65,67,65,John F Kennedy Memorial School,Biddeford Public Schools,ME,York,Biddeford,04005,64 West Street Biddeford,,,Public,,,,,,4/1/2018,4,2018,244,,125,13,,1299,124,556,,1076,122,684,,,15,15,,,,,,,,,ME,1423,94.866666667,1198,79.866666667,230315000076,SY17-18,,138,,,Public,,,,,,
ME@73@72,73,72,Blue Hill Consolidated School,Blue Hill Public Schools,ME,Hancock,Hill,04614,60 High Street Blue Hill,,PR-8,Public,,,,,,4/1/2018,4,2018,272,,73,15,,1075,169,1315,,511,49,347,,,15,15,,,,,,,,,ME,1244,82.933333333,560,37.333333333,230321000079,SY17-18,,88,,Primary/Middle,Public,,,,,,
ME@1033@1031,1033,1031,Boothbay Region Elem School,Boothbay-Boothbay Hbr CSD,ME,Lincoln,Harbor,04538,238 Townsend Avenue Boothbay Harbor,,PR-8,Public,,,,,,4/1/2018,4,2018,304,,112,36,,1281,361,818,,1119,307,548,,,16,16,,,,,,,,,ME,1642,102.625,1426,89.125,230329000080,SY17-18,,148,,Primary/Middle,Public,,,,,,
ME@1032@1031,1032,1031,Boothbay Region High School,Boothbay-Boothbay Hbr CSD,ME,Lincoln,Harbor,04538,236 Townsend Avenue Boothbay Harbor,,9-12,Public,,,,,,4/1/2018,4,2018,193,,48,12,,360,80,459,,415,132,693,,,16,16,,,,,,,,,ME,440,27.5,547,34.1875,230329000081,SY17-18,,60,,High,Public,,,,,,
ME@85@78,85,78,Brewer Community School,Brewer Public Schools,ME,Penobscot,Brewer,04412,92 Pendleton Street Brewer,,PR-8,Public,,,,,,4/1/2018,4,2018,1007,,383,67,,3620,734,4070,,1846,203,983,,,16,16,,,,,,,,,ME,4354,272.125,2049,128.0625,230351023130,SY17-18,,450,,Primary/Middle,Public,,,,,,
ME@84@78,84,78,Brewer High School,Brewer Public Schools,ME,Penobscot,Brewer,04412,79 Parkway south Brewer,,9-12,Public,,,,,,4/1/2018,4,2018,689,,207,38,,1671,233,1484,,532,33,70,,,16,16,,,,,,,,,ME,1904,119,565,35.3125,230351000084,SY17-18,,245,,High,Public,,,,,,
ME@89@88,89,88,Bristol Consolidated School,Bristol Public Schools,ME,Lincoln,Pemaquid,04558,2153 Bristol Road Pemaquid,,PR-8,Public,,,,,,4/1/2018,4,2018,183,,73,30,,831,295,592,,600,153,220,,,16,16,,,,,,,,,ME,1126,70.375,753,47.0625,230360000090,SY17-18,,103,,Primary/Middle,Public,,,,,,
ME@91@90,91,90,Brooklin School,Brooklin Public Schools,ME,Hancock,Brooklin,04616,PO Box 120 Brooklin,,PR-8,Public,,,,,,4/1/2018,4,2018,62,,24,1,,335,33,367,,201,9,178,,,15,15,,,,,,,,,ME,368,24.533333333,210,14,230361000254,SY17-18,,25,,Primary/Middle,Public,,,,,,
ME@93@92,93,92,Brooksville Elementary School,Brooksville Public Schools,ME,Hancock,Brooksville,04617,1527 Coastal Road Brooksville,,PR-8,Public,,,,,,4/1/2018,4,2018,62,,23,3,,229,13,204,,150,1,105,,,16,16,,,,,,,,,ME,242,15.125,151,9.4375,230364000094,SY17-18,,26,,Primary/Middle,Public,,,,,,
ME@100@94,100,94,Brunswick High School,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,116 Maquoit Road Brunswick,,9-12,Public,,,,,,4/1/2018,4,2018,724,,146,28,,931,342,1670,,479,114,139,,,15,15,,,,,,,,,ME,1273,84.866666667,593,39.533333333,230378000268,SY17-18,,174,,High,Public,,,,,,
ME@99@94,99,94,Brunswick Jr High School,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,65 Columbia Avenue Brunswick,,6-8,Public,,,,,,4/1/2018,4,2018,556,,144,57,,1458,287,1204,,521,102,50,,,15,15,,,,,,,,,ME,1745,116.333333333,623,41.533333333,230378000096,SY17-18,,201,,Middle,Public,,,,,,
ME@95@94,95,94,Coffin School,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,20 Barrows Street Brunswick,,KG-2,Public,,,,,,4/1/2018,4,2018,415,,112,15,,1384,134,1582,,687,109,476,,,15,15,,,,,,,,,ME,1518,101.2,796,53.066666667,230378000097,SY17-18,,127,,Primary,Public,,,,,,
ME@101@94,101,94,Harriet Beecher Stowe Elementary,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,44 McKeen Street Brunswick,,2-5,Public,,,,,,4/1/2018,4,2018,659,,188,37,,1851,315,2183,,826,88,597,,,15,15,,,,,,,,,ME,2166,144.4,914,60.933333333,230378023129,SY17-18,,225,,Primary,Public,,,,,,
ME@109@108,109,108,Calais Elementary School,Calais Public Schools,ME,Washington,Calais,04619,53 Garfield Street Calais,,PR-6,Public,,,,,,4/1/2018,4,2018,269,,158,20,,1813,194,515,,1418,127,289,,,16,16,,,,,,,,,ME,2007,125.4375,1545,96.5625,230387000105,SY17-18,,178,,Primary,Public,,,,,,
ME@111@108,111,108,Calais Middle/High School,Calais Public Schools,ME,Washington,Calais,04619,34 Blue Devil Hill Suite 2 Calais,,7-12,Public,,,,,,4/1/2018,4,2018,279,,146,24,,1313,165,248,,829,83,139,,,16,16,,,,,,,,,ME,1478,92.375,912,57,230387000106,SY17-18,,170,,Middle/High,Public,,,,,,
ME@116@113,116,113,Cape Elizabeth High School,Cape Elizabeth Public Schools,ME,Cumberland,Elizabeth,04107,345 Ocean House Road Cape Elizabeth,,9-12,Public,,,,,,4/1/2018,4,2018,515,,29,2,,198,29,1604,,112,9,360,,,15,15,,,,,,,,,ME,227,15.133333333,121,8.066666667,230393000108,SY17-18,,31,,High,Public,,,,,,
ME@115@113,115,113,Cape Elizabeth Middle School,Cape Elizabeth Public Schools,ME,Cumberland,Elizabeth,04107,14 Scott Dyer Road Cape Elizabeth,,5-8,Public,,,,,,4/1/2018,4,2018,549,,29,3,,289,79,1857,,105,28,100,,,15,15,,,,,,,,,ME,368,24.533333333,133,8.866666667,230393000109,SY17-18,,32,,Middle,Public,,,,,,
ME@114@113,114,113,Pond Cove Elementary,Cape Elizabeth Public Schools,ME,Cumberland,Elizabeth,04107,12 Scott Dyer Road Cape Elizabeth,,KG-4,Public,,,,,,4/1/2018,4,2018,538,,28,4,,312,40,2915,,152,16,273,,,15,15,,,,,,,,,ME,352,23.466666667,168,11.2,230393000110,SY17-18,,32,,Primary,Public,,,,,,
ME@126@125,126,125,Adams School,Castine Public Schools,ME,Hancock,Castine,04421,PO Box 29 Castine,,PR-8,Public,,,,,,4/1/2018,4,2018,55,,11,2,,133,14,290,,,,,,,18,16,,,,,,,,,ME,147,9.1875,,,230408000117,SY17-18,,13,,Primary/Middle,Public,,,,,,
ME@128@127,128,127,Dawn F Barnes Elementary Sch,Caswell Public Schools,ME,Aroostook,Caswell,04750,1025 Van Buren Rd Caswell,,PR-8,Public,Y,,,,,4/1/2018,4,2018,49,,49,0,,664,0,0,,652,0,0,,,16,16,,,,,,,,,ME,664,41.5,652,40.75,230411000118,SY17-18,,49,1,Primary/Middle,Public,,,,,,
ME@131@130,131,130,Charlotte Elementary School,Charlotte Public Schools,ME,Washington,Charlotte,04666,1006 Ayers Junction Road Charlotte,,PR-8,Public,,,,,,4/1/2018,4,2018,39,,20,8,,263,131,78,,240,143,90,,,15,16,,,,,,,,,ME,394,24.625,383,25.533333333,230416000119,SY17-18,,28,,Primary/Middle,Public,,,,,,
ME@755@1628,755,1628,Cherryfield Elementary,Cherryfield Public Schools,ME,Washington,Cherryfield,04622,PO Box 58 Cherryfield,,PR-8,Public,,,,,,4/1/2018,4,2018,125,,60,11,,671,145,236,,363,104,105,,,16,16,,,,,,,,,ME,816,51,467,29.1875,231481400461,SY17-18,,71,,Primary/Middle,Public,,,,,,
ME@1828@1510,1828,1510,Cornville Downtown Campus,Cornville Regional Charter School,ME,Somerset,Skowhegan,04976,48 South Factory Street Skowhegan,,6-12,Charter,,,,,,4/1/2018,4,2018,46,,18,10,,138,35,25,,83,0,0,,,15,15,,,,,,,,,ME,173,11.533333333,83,5.533333333,,SY17-18,,28,,Middle/High,Charter,,,,,,
ME@1829@1510,1829,1510,Cornville Early Childhood Campus,Cornville Regional Charter School,ME,Somerset,Skowhegan,04976,48 South Factory Street Skowhegan,,,Charter,,,,,,4/1/2018,4,2018,32,,19,4,,156,28,3,,193,29,28,,,15,15,,,,,,,,,ME,184,12.266666667,222,14.8,,SY17-18,,23,,,Charter,,,,,,
ME@1511@1510,1511,1510,Cornville Regional Charter School,Cornville Regional Charter School,ME,Somerset,Skowhegan,04976,48 South Factory Street Skowhegan,,KG-8,Charter,,,,,,4/1/2018,4,2018,153,,77,23,,638,128,178,,293,51,95,,,15,15,,,,,,,,,ME,766,51.066666667,344,22.933333333,231480723136,SY17-18,,100,,Primary/Middle,Charter,,,,,,
ME@997@1411,997,1411,Bay Ridge Elementary,Cutler Public Schools,ME,Washington,Cutler,04626,PO Box 240 Cutler,,PR-8,Public,,,,,,4/1/2018,4,2018,63,,22,4,,294,61,134,,181,44,26,,,16,16,,,,,,,,,ME,355,22.1875,225,14.0625,230006501020,SY17-18,,26,,Primary/Middle,Public,,,,,,
ME@146@1661,146,1661,Dayton Consolidated School,Dayton Public Schools,ME,York,Dayton,04005,21 Clarks Mills Road Dayton,,PK-5,Public,,,,,,4/1/2018,4,2018,127,,16,4,,191,42,654,,83,29,176,,,15,15,,,,,,,,,ME,233,15.533333333,112,7.466666667,230486000124,SY17-18,,20,,Primary,Public,,,,,,
ME@149@148,149,148,Dedham School,Dedham Public Schools,ME,Hancock,Dedham,04429,2065 Main Road Dedham,,PR-8,Public,,,,,,4/1/2018,4,2018,196,,28,8,,329,20,668,,264,21,345,,,16,16,,,,,,,,,ME,349,21.8125,285,17.8125,230489000125,SY17-18,,36,,Primary/Middle,Public,,,,,,
ME@1052@1049,1052,1049,Deer Isle-Stonington Elementary Sch,Deer Isle-Stonington CSD,ME,Hancock,Isle,04627,249 North Deer Isle Road Deer Isle,,KG-8,Public,,,,,,4/1/2018,4,2018,203,,90,32,,115,367,1173,,847,264,330,,,16,16,,,,,,,,,ME,482,30.125,1111,69.4375,230489500509,SY17-18,,122,,Primary/Middle,Public,,,,,,
ME@1051@1049,1051,1049,Deer Isle-Stonington High Sch,Deer Isle-Stonington CSD,ME,Hancock,Isle,04627,251 North Deer Isle Road Deer Isle,,9-12,Public,,,,,,4/1/2018,4,2018,113,,38,12,,403,34,302,,393,33,181,,,16,16,,,,,,,,,ME,437,27.3125,426,26.625,230489500127,SY17-18,,50,,High,Public,,,,,,
ME@999@1400,999,1400,Elm Street School-East Machias,East Machias Public Schools,ME,Washington,Machias,04630,PO Box 229 East Machias,,PR-8,Public,,,,,,4/1/2018,4,2018,204,,82,25,,1024,326,623,,711,226,267,,,17,16,,,,,,,,,ME,1350,84.375,937,55.117647059,230006200560,SY17-18,,107,,Primary/Middle,Public,,,,,,
ME@158@157,158,157,Opal Myrick Elementary School,East Millinocket Public Schools,ME,Penobscot,Millinocket,04430,45 North St Suite 1 East Millinocket,,PR-4,Public,,,,,,4/1/2018,4,2018,139,,82,18,,919,217,279,,968,246,592,,,16,16,,,,,,,,,ME,1136,71,1214,75.875,230528000133,SY17-18,,100,,Primary,Public,,,,,,
ME@159@157,159,157,Schenck High School,East Millinocket Public Schools,ME,Penobscot,Millinocket,04430,45 North St Suite 1 East Millinocket,,9-12,Public,,,,,,4/1/2018,4,2018,118,,53,7,,469,73,302,,481,91,353,,,16,16,,,,,,,,,ME,542,33.875,572,35.75,230528000134,SY17-18,,60,,High,Public,,,,,,
ME@1048@1047,1048,1047,East Range II CSD School,East Range CSD,ME,Washington,Topsfield,04490,187 School Street Topsfield,,PR-8,Public,,,,,,4/1/2018,4,2018,28,,9,5,,120,81,141,,141,101,149,,,16,16,,,,,,,,,ME,201,12.5625,242,15.125,230538000139,SY17-18,,14,,Primary/Middle,Public,,,,,,
ME@162@160,162,160,Easton Elementary School,Easton Public Schools,ME,Aroostook,Easton,04740,33 Bangor Road Easton,,PR-6,Public,,,,,,4/1/2018,4,2018,175,,38,21,,532,202,1040,,258,96,186,,,16,16,,,,,,,,,ME,734,45.875,354,22.125,230531000135,SY17-18,,59,,Primary,Public,,,,,,
