State-Physical,School Name,School ID,District Name,District ID,County,Claim Date,Unique ID,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Lunch Only,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Operating Days-Breakfast Only,Street Address-Line 1,City,Zip Code,ISP
,King Middle School,375,Portland Public Schools,364,Cumberland,9/1/2018,ME@375@364,,6-8,Public,,,,,,9,2018,495,,250,16,,,,,,,,,,,,,ME,3982,209.578947368,990,52.105263158,230993000274,SY18-19,,266,,Middle,Public,,,,,,,3773,209,1333,19,952,38,206,19,92 Deering AV,Portland,4102,0.298597194
,Howard C Reiche Community Sch,380,Portland Public Schools,364,Cumberland,9/1/2018,ME@380@364,,PK-5,Public,Y,,,,,9,2018,448,,448,0,,,,,,,,,,,,,ME,5223,274.894736842,4624,243.368421053,230993000273,SY18-19,,448,1,Primary,Public,,,,,,,5223,0,0,19,4624,0,0,19,166 Brackett ST,Portland,4102,0.390350877
,Harrison Lyseth Elem School,373,Portland Public Schools,364,Cumberland,9/1/2018,ME@373@364,,PK-5,Public,,,,,,9,2018,515,,155,22,,,,,,,,,,,,,ME,2342,123.263157895,1032,54.315789474,230993000272,SY18-19,,177,,Primary,Public,,,,,,,2087,255,1660,19,957,75,254,19,175 Auburn ST,Portland,4103,0.241779497
,East End Community School,385,Portland Public Schools,364,Cumberland,9/1/2018,ME@385@364,,PK-5,Public,Y,,,,,9,2018,401,,401,0,,,,,,,,,,,,,ME,6199,326.263157895,6578,346.210526316,230993000279,SY18-19,,401,1,Primary,Public,,,,,,,6199,0,0,19,6578,0,0,19,195 North ST,Portland,4101,0.477832512
,Deering High School,379,Portland Public Schools,364,Cumberland,9/1/2018,ME@379@364,,9-12,Public,,,,,,9,2018,942,,436,43,,,,,,,,,,,,,ME,5294,278.631578947,4594,241.789473684,230993000269,SY18-19,,479,,High,Public,,,,,,,4794,500,868,19,4197,397,1104,19,370 Stevens Avenue,Portland,4103,0.340587595
,Cliff Island School,367,Portland Public Schools,364,Cumberland,9/1/2018,ME@367@364,,KG-5,Public,,,,,,9,2018,2,,0,0,,,,,,,,,,,,,ME,0,0,0,0,230993000267,SY18-19,,0,,Primary,Public,,,,,,,0,0,30,19,0,0,0,19,PO Box 8 Cliff,Island,4019,0
,Casco Bay High School,384,Portland Public Schools,364,Cumberland,9/1/2018,ME@384@364,,9-12,Public,,,,,,9,2018,391,,142,18,,,,,,,,,,,,,ME,1736,91.368421053,645,33.947368421,230993000603,SY18-19,,160,,High,Public,,,,,,,1455,281,534,19,542,103,69,19,196 Allen Avenue,Portland,4103,0.240310078
,Amanda C Rowe School,369,Portland Public Schools,364,Cumberland,9/1/2018,ME@369@364,,PK-5,Public,,,,,,9,2018,429,,153,25,,,,,,,,,,,,,ME,1923,101.210526316,2175,114.473684211,,SY18-19,,178,,Primary,Public,,,,,,,1688,235,901,19,1887,288,2565,19,23 Orono RD,Portland,4102,0.264501160
,Riverton School,381,Portland Public Schools,364,Cumberland,6/1/2019,ME@381@364,,PK-5,Public,Y,,,,,6,2019,432,,432,0,,,,,,,,,,,,,ME,3260,326,2546,254.6,230993000286,SY18-19,,432,1,Primary,Public,,,,,,,3260,0,0,10,2546,0,0,10,1600 Forest AV,Portland,4103,0.515222482
,Presumpscot School,372,Portland Public Schools,364,Cumberland,6/1/2019,ME@372@364,,PK-5,Public,Y,,,,,6,2019,249,,249,0,,,,,,,,,,,,,ME,1666,166.6,2039,203.9,230993001007,SY18-19,,249,1,Primary,Public,,,,,,,1666,0,0,10,2039,0,0,10,69 Presumpscot ST,Portland,4103,0.480158730
,Portland High School,378,Portland Public Schools,364,Cumberland,6/1/2019,ME@378@364,,9-12,Public,,,,,,6,2019,773,,274,39,,,,,,,,,,,,,ME,1099,109.9,1354,135.4,230993000284,SY18-19,,313,,High,Public,,,,,,,993,106,140,10,1211,143,629,10,284 Cumberland AV,Portland,4101,0.219543147
,Peaks Island School,371,Portland Public Schools,364,Cumberland,6/1/2019,ME@371@364,,PK-5,Public,,,,,,6,2019,40,,10,3,,,,,,,,,,,,,ME,74,7.4,25,2.5,230993000283,SY18-19,,13,,Primary,Public,,,,,,,57,17,93,10,23,2,27,10,4 Church AV Peaks,Island,4108,0.025641026
,Ocean Avenue,386,Portland Public Schools,364,Cumberland,6/1/2019,ME@386@364,,KG-5,Public,,,,,,6,2019,350,,134,10,,,,,,,,,,,,,ME,1486,148.6,705,70.5,230993023131,SY18-19,,144,,Primary,Public,,,,,,,1394,92,565,10,681,24,41,10,150 Ocean AV,Portland,4103,0.212765957
,Lyman Moore Middle School,377,Portland Public Schools,364,Cumberland,6/1/2019,ME@377@364,,6-8,Public,,,,,,6,2019,458,,195,35,,,,,,,,,,,,,ME,1389,138.9,2125,212.5,230993000278,SY18-19,,230,,Middle,Public,,,,,,,1190,199,463,10,1817,308,769,10,171 Auburn ST,Portland,4103,0.331868132
,Longfellow SchoolPortland,370,Portland Public Schools,364,Cumberland,6/1/2019,ME@370@364,,KG-5,Public,,,,,,6,2019,328,,48,9,,,,,,,,,,,,,ME,254,25.4,70,7,,SY18-19,,57,,Primary,Public,,,,,,,215,39,543,10,62,8,14,10,432 Stevens AV,Portland,4103,0.095092025
,Lincoln Middle School,376,Portland Public Schools,364,Cumberland,6/1/2019,ME@376@364,,6-8,Public,,,,,,6,2019,531,,203,27,,,,,,,,,,,,,ME,1132,113.2,798,79.8,230993000275,SY18-19,,230,,Middle,Public,,,,,,,998,134,481,10,723,75,958,10,522 Stevens AV,Portland,4103,0.287054409
,King Middle School,375,Portland Public Schools,364,Cumberland,6/1/2019,ME@375@364,,6-8,Public,,,,,,6,2019,495,,250,16,,,,,,,,,,,,,ME,1782,178.2,903,90.3,230993000274,SY18-19,,266,,Middle,Public,,,,,,,1684,98,482,10,866,37,154,10,92 Deering AV,Portland,4102,0.298597194
,Howard C Reiche Community Sch,380,Portland Public Schools,364,Cumberland,6/1/2019,ME@380@364,,PK-5,Public,Y,,,,,6,2019,448,,448,0,,,,,,,,,,,,,ME,2857,285.7,2302,230.2,230993000273,SY18-19,,448,1,Primary,Public,,,,,,,2857,0,0,10,2302,0,0,10,166 Brackett ST,Portland,4102,0.390350877
,Harrison Lyseth Elem School,373,Portland Public Schools,364,Cumberland,6/1/2019,ME@373@364,,PK-5,Public,,,,,,6,2019,515,,155,22,,,,,,,,,,,,,ME,1207,120.7,518,51.8,230993000272,SY18-19,,177,,Primary,Public,,,,,,,1077,130,962,10,483,35,225,10,175 Auburn ST,Portland,4103,0.241779497
,East End Community School,385,Portland Public Schools,364,Cumberland,6/1/2019,ME@385@364,,PK-5,Public,Y,,,,,6,2019,401,,401,0,,,,,,,,,,,,,ME,3433,343.3,3701,370.1,230993000279,SY18-19,,401,1,Primary,Public,,,,,,,3433,0,0,10,3701,0,0,10,195 North ST,Portland,4101,0.477832512
,Deering High School,379,Portland Public Schools,364,Cumberland,6/1/2019,ME@379@364,,9-12,Public,,,,,,6,2019,942,,436,43,,,,,,,,,,,,,ME,1508,150.8,1486,148.6,230993000269,SY18-19,,479,,High,Public,,,,,,,1379,129,268,10,1358,128,399,10,370 Stevens Avenue,Portland,4103,0.340587595
,Cliff Island School,367,Portland Public Schools,364,Cumberland,6/1/2019,ME@367@364,,KG-5,Public,,,,,,6,2019,2,,0,0,,,,,,,,,,,,,ME,0,,0,,230993000267,SY18-19,,0,,Primary,Public,,,,,,,0,0,0,0,0,0,0,0,PO Box 8 Cliff,Island,4019,0
,Casco Bay High School,384,Portland Public Schools,364,Cumberland,6/1/2019,ME@384@364,,9-12,Public,,,,,,6,2019,391,,142,18,,,,,,,,,,,,,ME,543,54.3,175,17.5,230993000603,SY18-19,,160,,High,Public,,,,,,,463,80,307,10,152,23,20,10,196 Allen Avenue,Portland,4103,0.240310078
,Amanda C Rowe School,369,Portland Public Schools,364,Cumberland,6/1/2019,ME@369@364,,PK-5,Public,,,,,,6,2019,429,,153,25,,,,,,,,,,,,,ME,1152,115.2,1060,106,,SY18-19,,178,,Primary,Public,,,,,,,986,166,570,10,873,187,1147,10,23 Orono RD,Portland,4102,0.264501160
,Riverton School,381,Portland Public Schools,364,Cumberland,5/1/2019,ME@381@364,,PK-5,Public,Y,,,,,5,2019,432,,432,0,,,,,,,,,,,,,ME,6983,317.409090909,5755,261.590909091,230993000286,SY18-19,,432,1,Primary,Public,,,,,,,6983,0,0,22,5755,0,0,22,1600 Forest AV,Portland,4103,0.515222482
,Presumpscot School,372,Portland Public Schools,364,Cumberland,5/1/2019,ME@372@364,,PK-5,Public,Y,,,,,5,2019,249,,249,0,,,,,,,,,,,,,ME,3691,167.772727273,4673,212.409090909,230993001007,SY18-19,,249,1,Primary,Public,,,,,,,3691,0,0,22,4673,0,0,22,69 Presumpscot ST,Portland,4103,0.480158730
,Portland High School,378,Portland Public Schools,364,Cumberland,5/1/2019,ME@378@364,,9-12,Public,,,,,,5,2019,773,,274,39,,,,,,,,,,,,,ME,3368,153.090909091,3533,160.590909091,230993000284,SY18-19,,313,,High,Public,,,,,,,3034,334,599,22,3129,404,1789,22,284 Cumberland AV,Portland,4101,0.219543147
,Peaks Island School,371,Portland Public Schools,364,Cumberland,5/1/2019,ME@371@364,,PK-5,Public,,,,,,5,2019,40,,10,3,,,,,,,,,,,,,ME,179,8.136363636,85,3.863636364,230993000283,SY18-19,,13,,Primary,Public,,,,,,,141,38,208,22,79,6,75,22,4 Church AV Peaks,Island,4108,0.025641026
,Ocean Avenue,386,Portland Public Schools,364,Cumberland,5/1/2019,ME@386@364,,KG-5,Public,,,,,,5,2019,350,,134,10,,,,,,,,,,,,,ME,3264,148.363636364,1435,65.227272727,230993023131,SY18-19,,144,,Primary,Public,,,,,,,3051,213,1151,22,1377,58,116,22,150 Ocean AV,Portland,4103,0.212765957
,Lyman Moore Middle School,377,Portland Public Schools,364,Cumberland,5/1/2019,ME@377@364,,6-8,Public,,,,,,5,2019,458,,195,35,,,,,,,,,,,,,ME,3279,149.045454545,4864,221.090909091,230993000278,SY18-19,,230,,Middle,Public,,,,,,,2791,488,1362,22,4190,674,2361,22,171 Auburn ST,Portland,4103,0.331868132
,Longfellow SchoolPortland,370,Portland Public Schools,364,Cumberland,5/1/2019,ME@370@364,,KG-5,Public,,,,,,5,2019,328,,48,9,,,,,,,,,,,,,ME,602,27.363636364,185,8.409090909,,SY18-19,,57,,Primary,Public,,,,,,,503,99,1210,22,167,18,53,22,432 Stevens AV,Portland,4103,0.095092025
,Lincoln Middle School,376,Portland Public Schools,364,Cumberland,5/1/2019,ME@376@364,,6-8,Public,,,,,,5,2019,531,,203,27,,,,,,,,,,,,,ME,2922,132.818181818,2171,98.681818182,230993000275,SY18-19,,230,,Middle,Public,,,,,,,2560,362,1243,22,1967,204,2220,22,522 Stevens AV,Portland,4103,0.287054409
,King Middle School,375,Portland Public Schools,364,Cumberland,5/1/2019,ME@375@364,,6-8,Public,,,,,,5,2019,495,,250,16,,,,,,,,,,,,,ME,4436,201.636363636,2275,103.409090909,230993000274,SY18-19,,266,,Middle,Public,,,,,,,4155,281,1305,22,2165,110,540,22,92 Deering AV,Portland,4102,0.298597194
,Howard C Reiche Community Sch,380,Portland Public Schools,364,Cumberland,5/1/2019,ME@380@364,,PK-5,Public,Y,,,,,5,2019,448,,448,0,,,,,,,,,,,,,ME,6401,290.954545455,5053,229.681818182,230993000273,SY18-19,,448,1,Primary,Public,,,,,,,6401,0,0,22,5053,0,0,22,166 Brackett ST,Portland,4102,0.390350877
,Harrison Lyseth Elem School,373,Portland Public Schools,364,Cumberland,5/1/2019,ME@373@364,,PK-5,Public,,,,,,5,2019,515,,155,22,,,,,,,,,,,,,ME,2928,133.090909091,1335,60.681818182,230993000272,SY18-19,,177,,Primary,Public,,,,,,,2601,327,2143,22,1262,73,471,22,175 Auburn ST,Portland,4103,0.241779497
,East End Community School,385,Portland Public Schools,364,Cumberland,5/1/2019,ME@385@364,,PK-5,Public,Y,,,,,5,2019,401,,401,0,,,,,,,,,,,,,ME,7646,347.545454545,8308,377.636363636,230993000279,SY18-19,,401,1,Primary,Public,,,,,,,7646,0,0,22,8308,0,0,22,195 North ST,Portland,4101,0.477832512
,Deering High School,379,Portland Public Schools,364,Cumberland,5/1/2019,ME@379@364,,9-12,Public,,,,,,5,2019,942,,436,43,,,,,,,,,,,,,ME,4115,187.045454545,3694,167.909090909,230993000269,SY18-19,,479,,High,Public,,,,,,,3660,455,990,22,3295,399,1381,22,370 Stevens Avenue,Portland,4103,0.340587595
,Cliff Island School,367,Portland Public Schools,364,Cumberland,5/1/2019,ME@367@364,,KG-5,Public,,,,,,5,2019,2,,0,0,,,,,,,,,,,,,ME,0,0,0,,230993000267,SY18-19,,0,,Primary,Public,,,,,,,0,0,32,22,0,0,0,0,PO Box 8 Cliff,Island,4019,0
,Casco Bay High School,384,Portland Public Schools,364,Cumberland,5/1/2019,ME@384@364,,9-12,Public,,,,,,5,2019,391,,142,18,,,,,,,,,,,,,ME,1347,61.227272727,444,20.181818182,230993000603,SY18-19,,160,,High,Public,,,,,,,1177,170,675,22,393,51,119,22,196 Allen Avenue,Portland,4103,0.240310078
,Amanda C Rowe School,369,Portland Public Schools,364,Cumberland,5/1/2019,ME@369@364,,PK-5,Public,,,,,,5,2019,429,,153,25,,,,,,,,,,,,,ME,2503,113.772727273,2445,111.136363636,,SY18-19,,178,,Primary,Public,,,,,,,2111,392,1075,22,2003,442,2533,22,23 Orono RD,Portland,4102,0.264501160
,Riverton School,381,Portland Public Schools,364,Cumberland,4/1/2019,ME@381@364,,PK-5,Public,Y,,,,,4,2019,432,,432,0,,,,,,,,,,,,,ME,5327,332.9375,4750,296.875,230993000286,SY18-19,,432,1,Primary,Public,,,,,,,5327,0,0,16,4750,0,0,16,1600 Forest AV,Portland,4103,0.515222482
,Presumpscot School,372,Portland Public Schools,364,Cumberland,4/1/2019,ME@372@364,,PK-5,Public,Y,,,,,4,2019,249,,249,0,,,,,,,,,,,,,ME,2763,172.6875,3374,210.875,230993001007,SY18-19,,249,1,Primary,Public,,,,,,,2763,0,0,16,3374,0,0,16,69 Presumpscot ST,Portland,4103,0.480158730
,Portland High School,378,Portland Public Schools,364,Cumberland,4/1/2019,ME@378@364,,9-12,Public,,,,,,4,2019,773,,274,39,,,,,,,,,,,,,ME,2767,172.9375,2847,177.9375,230993000284,SY18-19,,313,,High,Public,,,,,,,2493,274,510,16,2557,290,1359,16,284 Cumberland AV,Portland,4101,0.219543147
,Peaks Island School,371,Portland Public Schools,364,Cumberland,4/1/2019,ME@371@364,,PK-5,Public,,,,,,4,2019,40,,10,3,,,,,,,,,,,,,ME,130,8.125,62,3.875,230993000283,SY18-19,,13,,Primary,Public,,,,,,,104,26,152,16,59,3,63,16,4 Church AV Peaks,Island,4108,0.025641026
,Ocean Avenue,386,Portland Public Schools,364,Cumberland,4/1/2019,ME@386@364,,KG-5,Public,,,,,,4,2019,350,,134,10,,,,,,,,,,,,,ME,2239,139.9375,984,61.5,230993023131,SY18-19,,144,,Primary,Public,,,,,,,2104,135,803,16,933,51,73,16,150 Ocean AV,Portland,4103,0.212765957
,Lyman Moore Middle School,377,Portland Public Schools,364,Cumberland,4/1/2019,ME@377@364,,6-8,Public,,,,,,4,2019,458,,195,35,,,,,,,,,,,,,ME,2684,167.75,3541,221.3125,230993000278,SY18-19,,230,,Middle,Public,,,,,,,2321,363,966,16,3041,500,1823,16,171 Auburn ST,Portland,4103,0.331868132
,Longfellow SchoolPortland,370,Portland Public Schools,364,Cumberland,4/1/2019,ME@370@364,,KG-5,Public,,,,,,4,2019,328,,48,9,,,,,,,,,,,,,ME,431,26.9375,152,9.5,,SY18-19,,57,,Primary,Public,,,,,,,359,72,878,16,141,11,29,16,432 Stevens AV,Portland,4103,0.095092025
,Lincoln Middle School,376,Portland Public Schools,364,Cumberland,4/1/2019,ME@376@364,,6-8,Public,,,,,,4,2019,531,,203,27,,,,,,,,,,,,,ME,2418,151.125,1668,104.25,230993000275,SY18-19,,230,,Middle,Public,,,,,,,2146,272,906,16,1494,174,1750,16,522 Stevens AV,Portland,4103,0.287054409
,King Middle School,375,Portland Public Schools,364,Cumberland,4/1/2019,ME@375@364,,6-8,Public,,,,,,4,2019,495,,250,16,,,,,,,,,,,,,ME,3630,226.875,1916,119.75,230993000274,SY18-19,,266,,Middle,Public,,,,,,,3429,201,971,16,1827,89,449,16,92 Deering AV,Portland,4102,0.298597194
,Howard C Reiche Community Sch,380,Portland Public Schools,364,Cumberland,4/1/2019,ME@380@364,,PK-5,Public,Y,,,,,4,2019,448,,448,0,,,,,,,,,,,,,ME,4707,294.1875,3663,228.9375,230993000273,SY18-19,,448,1,Primary,Public,,,,,,,4707,0,0,16,3663,0,0,16,166 Brackett ST,Portland,4102,0.390350877
,Harrison Lyseth Elem School,373,Portland Public Schools,364,Cumberland,4/1/2019,ME@373@364,,PK-5,Public,,,,,,4,2019,515,,155,22,,,,,,,,,,,,,ME,2160,135,873,54.5625,230993000272,SY18-19,,177,,Primary,Public,,,,,,,1902,258,1488,16,824,49,278,16,175 Auburn ST,Portland,4103,0.241779497
,East End Community School,385,Portland Public Schools,364,Cumberland,4/1/2019,ME@385@364,,PK-5,Public,Y,,,,,4,2019,401,,401,0,,,,,,,,,,,,,ME,5511,344.4375,5954,372.125,230993000279,SY18-19,,401,1,Primary,Public,,,,,,,5511,0,0,16,5954,0,0,16,195 North ST,Portland,4101,0.477832512
,Deering High School,379,Portland Public Schools,364,Cumberland,4/1/2019,ME@379@364,,9-12,Public,,,,,,4,2019,942,,436,43,,,,,,,,,,,,,ME,3938,246.125,3461,216.3125,230993000269,SY18-19,,479,,High,Public,,,,,,,3627,311,765,16,3196,265,1016,16,370 Stevens Avenue,Portland,4103,0.340587595
,Cliff Island School,367,Portland Public Schools,364,Cumberland,4/1/2019,ME@367@364,,KG-5,Public,,,,,,4,2019,2,,0,0,,,,,,,,,,,,,ME,0,,0,,230993000267,SY18-19,,0,,Primary,Public,,,,,,,0,0,0,0,0,0,0,0,PO Box 8 Cliff,Island,4019,0
,Casco Bay High School,384,Portland Public Schools,364,Cumberland,4/1/2019,ME@384@364,,9-12,Public,,,,,,4,2019,391,,142,18,,,,,,,,,,,,,ME,1134,70.875,479,29.9375,230993000603,SY18-19,,160,,High,Public,,,,,,,1006,128,459,16,418,61,96,16,196 Allen Avenue,Portland,4103,0.240310078
,Amanda C Rowe School,369,Portland Public Schools,364,Cumberland,4/1/2019,ME@369@364,,PK-5,Public,,,,,,4,2019,429,,153,25,,,,,,,,,,,,,ME,1862,116.375,1714,107.125,,SY18-19,,178,,Primary,Public,,,,,,,1582,280,819,16,1399,315,1899,16,23 Orono RD,Portland,4102,0.264501160
,Riverton School,381,Portland Public Schools,364,Cumberland,3/1/2019,ME@381@364,,PK-5,Public,Y,,,,,3,2019,432,,432,0,,,,,,,,,,,,,ME,6727,336.35,5874,293.7,230993000286,SY18-19,,432,1,Primary,Public,,,,,,,6727,0,0,20,5874,0,0,20,1600 Forest AV,Portland,4103,0.515222482
,Presumpscot School,372,Portland Public Schools,364,Cumberland,3/1/2019,ME@372@364,,PK-5,Public,Y,,,,,3,2019,249,,249,0,,,,,,,,,,,,,ME,3405,170.25,4137,206.85,230993001007,SY18-19,,249,1,Primary,Public,,,,,,,3405,0,0,20,4137,0,0,20,69 Presumpscot ST,Portland,4103,0.480158730
,Portland High School,378,Portland Public Schools,364,Cumberland,3/1/2019,ME@378@364,,9-12,Public,,,,,,3,2019,773,,274,39,,,,,,,,,,,,,ME,3545,177.25,3595,179.75,230993000284,SY18-19,,313,,High,Public,,,,,,,3216,329,643,20,3215,380,1773,20,284 Cumberland AV,Portland,4101,0.219543147
,Peaks Island School,371,Portland Public Schools,364,Cumberland,3/1/2019,ME@371@364,,PK-5,Public,,,,,,3,2019,40,,10,3,,,,,,,,,,,,,ME,161,8.05,82,4.1,230993000283,SY18-19,,13,,Primary,Public,,,,,,,129,32,190,20,72,10,58,20,4 Church AV Peaks,Island,4108,0.025641026
,Ocean Avenue,386,Portland Public Schools,364,Cumberland,3/1/2019,ME@386@364,,KG-5,Public,,,,,,3,2019,350,,134,10,,,,,,,,,,,,,ME,2647,132.35,1095,54.75,230993023131,SY18-19,,144,,Primary,Public,,,,,,,2467,180,1023,20,1024,71,98,20,150 Ocean AV,Portland,4103,0.212765957
,Lyman Moore Middle School,377,Portland Public Schools,364,Cumberland,3/1/2019,ME@377@364,,6-8,Public,,,,,,3,2019,458,,195,35,,,,,,,,,,,,,ME,3279,163.95,4372,218.6,230993000278,SY18-19,,230,,Middle,Public,,,,,,,2795,484,1081,20,3751,621,2083,20,171 Auburn ST,Portland,4103,0.331868132
,Longfellow SchoolPortland,370,Portland Public Schools,364,Cumberland,3/1/2019,ME@370@364,,KG-5,Public,,,,,,3,2019,328,,48,9,,,,,,,,,,,,,ME,588,29.4,189,9.45,,SY18-19,,57,,Primary,Public,,,,,,,488,100,1159,20,158,31,35,20,432 Stevens AV,Portland,4103,0.095092025
,Lincoln Middle School,376,Portland Public Schools,364,Cumberland,3/1/2019,ME@376@364,,6-8,Public,,,,,,3,2019,531,,203,27,,,,,,,,,,,,,ME,2995,149.75,2123,106.15,230993000275,SY18-19,,230,,Middle,Public,,,,,,,2672,323,1150,20,1893,230,2220,20,522 Stevens AV,Portland,4103,0.287054409
,King Middle School,375,Portland Public Schools,364,Cumberland,3/1/2019,ME@375@364,,6-8,Public,,,,,,3,2019,495,,250,16,,,,,,,,,,,,,ME,4415,220.75,2121,106.05,230993000274,SY18-19,,266,,Middle,Public,,,,,,,4137,278,1272,20,2007,114,478,20,92 Deering AV,Portland,4102,0.298597194
,Howard C Reiche Community Sch,380,Portland Public Schools,364,Cumberland,3/1/2019,ME@380@364,,PK-5,Public,Y,,,,,3,2019,448,,448,0,,,,,,,,,,,,,ME,5833,291.65,4366,218.3,230993000273,SY18-19,,448,1,Primary,Public,,,,,,,5833,0,0,20,4366,0,0,20,166 Brackett ST,Portland,4102,0.390350877
,Harrison Lyseth Elem School,373,Portland Public Schools,364,Cumberland,3/1/2019,ME@373@364,,PK-5,Public,,,,,,3,2019,515,,155,22,,,,,,,,,,,,,ME,2666,133.3,1067,53.35,230993000272,SY18-19,,177,,Primary,Public,,,,,,,2355,311,1873,20,998,69,332,20,175 Auburn ST,Portland,4103,0.241779497
,East End Community School,385,Portland Public Schools,364,Cumberland,3/1/2019,ME@385@364,,PK-5,Public,Y,,,,,3,2019,401,,401,0,,,,,,,,,,,,,ME,6895,344.75,7462,373.1,230993000279,SY18-19,,401,1,Primary,Public,,,,,,,6895,0,0,20,7462,0,0,20,195 North ST,Portland,4101,0.477832512
,Deering High School,379,Portland Public Schools,364,Cumberland,3/1/2019,ME@379@364,,9-12,Public,,,,,,3,2019,942,,436,43,,,,,,,,,,,,,ME,5156,257.8,4378,218.9,230993000269,SY18-19,,479,,High,Public,,,,,,,4698,458,958,20,4006,372,1220,20,370 Stevens Avenue,Portland,4103,0.340587595
,Cliff Island School,367,Portland Public Schools,364,Cumberland,3/1/2019,ME@367@364,,KG-5,Public,,,,,,3,2019,2,,0,0,,,,,,,,,,,,,ME,0,0,0,0,230993000267,SY18-19,,0,,Primary,Public,,,,,,,0,0,29,20,0,0,0,20,PO Box 8 Cliff,Island,4019,0
,Casco Bay High School,384,Portland Public Schools,364,Cumberland,3/1/2019,ME@384@364,,9-12,Public,,,,,,3,2019,391,,142,18,,,,,,,,,,,,,ME,1559,77.95,724,36.2,230993000603,SY18-19,,160,,High,Public,,,,,,,1387,172,671,20,619,105,144,20,196 Allen Avenue,Portland,4103,0.240310078
,Amanda C Rowe School,369,Portland Public Schools,364,Cumberland,3/1/2019,ME@369@364,,PK-5,Public,,,,,,3,2019,429,,153,25,,,,,,,,,,,,,ME,2230,111.5,2178,108.9,,SY18-19,,178,,Primary,Public,,,,,,,1910,320,916,20,1778,400,2502,20,23 Orono RD,Portland,4102,0.264501160
,Riverton School,381,Portland Public Schools,364,Cumberland,2/1/2019,ME@381@364,,PK-5,Public,Y,,,,,2,2019,432,,432,0,,,,,,,,,,,,,ME,4660,332.857142857,4192,299.428571429,230993000286,SY18-19,,432,1,Primary,Public,,,,,,,4660,0,0,14,4192,0,0,14,1600 Forest AV,Portland,4103,0.515222482
,Presumpscot School,372,Portland Public Schools,364,Cumberland,2/1/2019,ME@372@364,,PK-5,Public,Y,,,,,2,2019,249,,249,0,,,,,,,,,,,,,ME,2383,170.214285714,2921,208.642857143,230993001007,SY18-19,,249,1,Primary,Public,,,,,,,2383,0,0,14,2921,0,0,14,69 Presumpscot ST,Portland,4103,0.480158730
,Portland High School,378,Portland Public Schools,364,Cumberland,2/1/2019,ME@378@364,,9-12,Public,,,,,,2,2019,773,,274,39,,,,,,,,,,,,,ME,2654,189.571428571,2563,183.071428571,230993000284,SY18-19,,313,,High,Public,,,,,,,2399,255,461,14,2270,293,1320,14,284 Cumberland AV,Portland,4101,0.219543147
,Peaks Island School,371,Portland Public Schools,364,Cumberland,2/1/2019,ME@371@364,,PK-5,Public,,,,,,2,2019,40,,10,3,,,,,,,,,,,,,ME,99,7.071428571,57,4.071428571,230993000283,SY18-19,,13,,Primary,Public,,,,,,,80,19,129,14,49,8,45,14,4 Church AV Peaks,Island,4108,0.025641026
,Ocean Avenue,386,Portland Public Schools,364,Cumberland,2/1/2019,ME@386@364,,KG-5,Public,,,,,,2,2019,350,,134,10,,,,,,,,,,,,,ME,1822,130.142857143,810,57.857142857,230993023131,SY18-19,,144,,Primary,Public,,,,,,,1701,121,730,14,765,45,69,14,150 Ocean AV,Portland,4103,0.212765957
,Lyman Moore Middle School,377,Portland Public Schools,364,Cumberland,2/1/2019,ME@377@364,,6-8,Public,,,,,,2,2019,458,,195,35,,,,,,,,,,,,,ME,2400,171.428571429,2940,210,230993000278,SY18-19,,230,,Middle,Public,,,,,,,2063,337,817,14,2499,441,1665,14,171 Auburn ST,Portland,4103,0.331868132
,Longfellow SchoolPortland,370,Portland Public Schools,364,Cumberland,2/1/2019,ME@370@364,,KG-5,Public,,,,,,2,2019,328,,48,9,,,,,,,,,,,,,ME,403,28.785714286,128,9.142857143,,SY18-19,,57,,Primary,Public,,,,,,,327,76,769,14,98,30,25,14,432 Stevens AV,Portland,4103,0.095092025
