"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","131","Williamsburg-James City County","203","Stonehouse Elementary","745","","745"
"2018-2019","131","Williamsburg-James City County","100","Toano Middle","704","","704"
"2018-2019","131","Williamsburg-James City County","204","Warhill High","1,394","","1,394"
"2018-2019","132","Winchester City","75","Daniel Morgan Intermediate School","688","","688"
"2018-2019","132","Winchester City","70","Daniel Morgan Middle School","655","","655"
"2018-2019","132","Winchester City","80","Frederick Douglass Elementary","341","","341"
"2018-2019","132","Winchester City","50","Garland R. Quarles Elementary","396","","396"
"2018-2019","132","Winchester City","40","John Handley High School","1,320","","1,320"
"2018-2019","132","Winchester City","90","John Kerr Elementary","528","","528"
"2018-2019","132","Winchester City","20","Virginia Avenue Charlotte Dehart Elementary","429","","429"
"2018-2019","96","Wise County","1000","Central High","633","","633"
"2018-2019","96","Wise County","651","Coeburn Middle","358","","358"
"2018-2019","96","Wise County","653","Coeburn Primary","435","","435"
"2018-2019","96","Wise County","652","Eastside High","418","","418"
"2018-2019","96","Wise County","73","J.W. Adams Combined","463","","463"
"2018-2019","96","Wise County","320","L.F. Addington Middle","491","","491"
"2018-2019","96","Wise County","871","St. Paul Elementary","266","","266"
"2018-2019","96","Wise County","1010","Union High","625","","625"
"2018-2019","96","Wise County","1013","Union Middle","601","","601"
"2018-2019","96","Wise County","1012","Union Primary School","789","","789"
"2018-2019","96","Wise County","1020","Wise Primary","676","","676"
"2018-2019","97","Wythe County","760","Fort Chiswell High","491","","491"
"2018-2019","97","Wythe County","1073","Fort Chiswell Middle","342","","342"
"2018-2019","97","Wythe County","721","George Wythe High","406","","406"
"2018-2019","97","Wythe County","730","Jackson Memorial Elementary","218","","218"
"2018-2019","97","Wythe County","100","Max Meadows Elementary","223","","223"
"2018-2019","97","Wythe County","201","Rural Retreat Elementary","369","","369"
"2018-2019","97","Wythe County","202","Rural Retreat High","354","","354"
"2018-2019","97","Wythe County","1074","Rural Retreat Middle","244","","244"
"2018-2019","97","Wythe County","1075","Scott Memorial Middle","382","","382"
"2018-2019","97","Wythe County","740","Sheffey Elementary","260","","260"
"2018-2019","97","Wythe County","440","Speedwell Elementary","150","","150"
"2018-2019","97","Wythe County","190","Spiller Elementary","637","","637"
"2018-2019","98","York County","180","Bethel Manor Elementary","627","38","665"
"2018-2019","98","York County","20","Bruton High","551","","551"
"2018-2019","98","York County","90","Coventry Elementary","681","17","698"
"2018-2019","98","York County","160","Dare Elementary","407","16","423"
"2018-2019","98","York County","140","Grafton Bethel Elementary","620","12","632"
"2018-2019","98","York County","332","Grafton High","1,169","","1,169"
"2018-2019","98","York County","333","Grafton Middle","933","4","937"
"2018-2019","98","York County","10","Magruder Elementary","612","21","633"
"2018-2019","98","York County","80","Mount Vernon Elementary","591","15","606"
"2018-2019","98","York County","200","Queens Lake Middle","478","","478"
"2018-2019","98","York County","170","Seaford Elementary","523","17","540"
"2018-2019","98","York County","50","Tabb Elementary","665","32","697"
"2018-2019","98","York County","230","Tabb High","1,120","","1,120"
"2018-2019","98","York County","190","Tabb Middle","871","","871"
"2018-2019","98","York County","220","Waller Mill Elementary","368","20","388"
"2018-2019","98","York County","30","York High","1,120","","1,120"
"2018-2019","98","York County","335","York River Academy","71","13","84"
"2018-2019","98","York County","210","Yorktown Elementary","615","17","632"
"2018-2019","98","York County","60","Yorktown Middle","728","","728"
