"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","1","Accomack County","701","Accawmacke Elementary","502","","502"
"2018-2019","1","Accomack County","540","Arcadia High","656","","656"
"2018-2019","1","Accomack County","704","Arcadia Middle","535","","535"
"2018-2019","1","Accomack County","80","Chincoteague Elementary","244","","244"
"2018-2019","1","Accomack County","580","Chincoteague High","293","","293"
"2018-2019","1","Accomack County","600","Kegotank Elementary","582","","582"
"2018-2019","1","Accomack County","702","Metompkin Elementary","581","","581"
"2018-2019","1","Accomack County","70","Nandua High","704","1","705"
"2018-2019","1","Accomack County","703","Nandua Middle","509","","509"
"2018-2019","1","Accomack County","590","Pungoteague Elementary","457","","457"
"2018-2019","1","Accomack County","530","Tangier Combined","52","","52"
"2018-2019","2","Albemarle County","160","Agnor-Hurt Elementary","482","","482"
"2018-2019","2","Albemarle County","1060","Albemarle County Community Public Charter","46","","46"
"2018-2019","2","Albemarle County","880","Albemarle High","1,914","13","1,927"
"2018-2019","2","Albemarle County","1053","Baker-Butler Elem","640","","640"
"2018-2019","2","Albemarle County","100","Broadus Wood Elementary","280","","280"
"2018-2019","2","Albemarle County","941","Brownsville Elementary","817","","817"
"2018-2019","2","Albemarle County","340","Crozet Elementary","363","","363"
"2018-2019","2","Albemarle County","10","Hollymead Elementary","440","","440"
"2018-2019","2","Albemarle County","950","Jack Jouett Middle","609","","609"
"2018-2019","2","Albemarle County","69","Jackson P. Burley Middle","584","","584"
"2018-2019","2","Albemarle County","942","Joseph T. Henley Middle","899","1","900"
"2018-2019","2","Albemarle County","20","Leslie H. Walton Middle","358","","358"
"2018-2019","2","Albemarle County","40","Mary Carr Greer Elementary","577","","577"
"2018-2019","2","Albemarle County","250","Meriwether Lewis Elementary","405","","405"
"2018-2019","2","Albemarle County","1052","Monticello High","1,138","4","1,142"
"2018-2019","2","Albemarle County","1051","Mortimer Y. Sutherland Middle","590","1","591"
"2018-2019","2","Albemarle County","890","Murray High","89","","89"
"2018-2019","2","Albemarle County","150","Paul H. Cale Elementary","683","","683"
"2018-2019","2","Albemarle County","540","Red Hill Elementary","196","","196"
"2018-2019","2","Albemarle County","30","Scottsville Elementary","250","","250"
"2018-2019","2","Albemarle County","920","Stone Robinson Elementary","433","","433"
"2018-2019","2","Albemarle County","240","Stony Point Elementary","239","","239"
"2018-2019","2","Albemarle County","910","Virginia L. Murray Elementary","270","","270"
"2018-2019","2","Albemarle County","140","Western Albemarle High","1,158","","1,158"
"2018-2019","2","Albemarle County","930","Woodbrook Elementary","534","","534"
"2018-2019","101","Alexandria City","120","Charles Barrett Elementary","554","","554"
"2018-2019","101","Alexandria City","160","Cora Kelly Magnet Elementary","394","","394"
"2018-2019","101","Alexandria City","110","Douglas Macarthur Elementary","710","","710"
"2018-2019","101","Alexandria City","360","Early Childhood Center","175","","175"
"2018-2019","101","Alexandria City","350","Ferdinand T. Day Elementary","426","","426"
"2018-2019","101","Alexandria City","140","Francis C. Hammond Middle","1,478","","1,478"
"2018-2019","101","Alexandria City","100","George Mason Elementary","494","","494"
"2018-2019","101","Alexandria City","130","George Washington Middle","1,504","","1,504"
"2018-2019","101","Alexandria City","220","James K. Polk Elementary","795","","795"
"2018-2019","101","Alexandria City","90","Jefferson-Houston Elementary","641","","641"
"2018-2019","101","Alexandria City","230","John Adams Elementary","744","","744"
"2018-2019","101","Alexandria City","80","Lyles-Crouch Elementary","468","","468"
"2018-2019","101","Alexandria City","60","Maury Elementary","383","","383"
"2018-2019","101","Alexandria City","30","Mount Vernon Elementary","892","","892"
"2018-2019","101","Alexandria City","50","Patrick Henry Elementary","805","","805"
"2018-2019","101","Alexandria City","333","Samuel W. Tucker Elementary","834","","834"
"2018-2019","101","Alexandria City","210","T.C. Williams High","3,985","2","3,987"
"2018-2019","101","Alexandria City","190","William Ramsay Elementary","684","","684"
"2018-2019","3","Alleghany County","310","Alleghany High","662","","662"
"2018-2019","3","Alleghany County","110","Callaghan Elementary","220","","220"
"2018-2019","3","Alleghany County","1040","Clifton Middle","474","","474"
"2018-2019","3","Alleghany County","1041","Mountain View Elementary","524","","524"
"2018-2019","3","Alleghany County","90","Sharon Elementary","204","","204"
"2018-2019","4","Amelia County","220","Amelia County Elementary","694","","694"
"2018-2019","4","Amelia County","10","Amelia County High","527","","527"
"2018-2019","4","Amelia County","210","Amelia County Middle","540","","540"
"2018-2019","5","Amherst County","780","Amelon Elementary","444","","444"
"2018-2019","5","Amherst County","750","Amherst County High","1,157","","1,157"
"2018-2019","5","Amherst County","790","Amherst Elementary","283","","283"
"2018-2019","5","Amherst County","670","Amherst Middle","372","","372"
"2018-2019","5","Amherst County","770","Central Elementary","335","","335"
"2018-2019","5","Amherst County","760","Elon Elementary","335","","335"
"2018-2019","5","Amherst County","500","Madison Heights Elementary","433","","433"
"2018-2019","5","Amherst County","20","Monelison Middle","606","","606"
"2018-2019","5","Amherst County","740","Temperance Elementary","113","","113"
"2018-2019","6","Appomattox County","260","Appomattox County High","689","","689"
"2018-2019","6","Appomattox County","110","Appomattox Elementary","509","","509"
"2018-2019","6","Appomattox County","160","Appomattox Middle","469","","469"
"2018-2019","6","Appomattox County","250","Appomattox Primary","554","","554"
"2018-2019","7","Arlington County","350","Abingdon Elementary","671","","671"
"2018-2019","7","Arlington County","618","Arlington Community High","157","","157"
"2018-2019","7","Arlington County","613","Arlington Science Focus","682","","682"
"2018-2019","7","Arlington County","470","Arlington Traditional","560","","560"
"2018-2019","7","Arlington County","490","Ashlawn Elementary","772","","772"
"2018-2019","7","Arlington County","150","Barcroft Elementary","434","","434"
"2018-2019","7","Arlington County","250","Barrett Elementary","561","","561"
"2018-2019","7","Arlington County","615","Campbell Elementary","444","","444"
"2018-2019","7","Arlington County","90","Carlin Springs Elementary","617","","617"
"2018-2019","7","Arlington County","622","Claremont Immersion","750","","750"
"2018-2019","7","Arlington County","626","Discovery Elementary","594","","594"
"2018-2019","7","Arlington County","200","Drew Model Elementary","673","","673"
"2018-2019","7","Arlington County","111","Francis Scott Key Elementary","718","","718"
"2018-2019","7","Arlington County","100","Glebe Elementary","586","","586"
"2018-2019","7","Arlington County","611","Gunston Middle","1,063","","1,063"
"2018-2019","7","Arlington County","160","Henry Elementary","636","","636"
"2018-2019","7","Arlington County","614","Hoffman-Boston Elementary","538","","538"
"2018-2019","7","Arlington County","440","Jamestown Elementary","602","","602"
"2018-2019","7","Arlington County","180","Jefferson Middle","1,187","","1,187"
"2018-2019","7","Arlington County","500","Kenmore Middle","1,002","","1,002"
"2018-2019","7","Arlington County","460","Long Branch Elementary","631","","631"
"2018-2019","7","Arlington County","380","McKinley Elementary","791","","791"
"2018-2019","7","Arlington County","410","Nottingham Elementary","499","","499"
"2018-2019","7","Arlington County","360","Oakridge Elementary","784","","784"
"2018-2019","7","Arlington County","510","Randolph Elementary","452","","452"
"2018-2019","7","Arlington County","240","Swanson Middle","1,328","","1,328"
"2018-2019","7","Arlington County","420","Taylor Elementary","663","","663"
"2018-2019","7","Arlington County","211","Tuckahoe Elementary","531","","531"
"2018-2019","7","Arlington County","450","Wakefield High","2,339","","2,339"
"2018-2019","7","Arlington County","80","Washington-Lee High","2,482","","2,482"
"2018-2019","7","Arlington County","480","Williamsburg Middle","1,379","","1,379"
"2018-2019","7","Arlington County","330","Yorktown High","2,308","","2,308"
"2018-2019","8","Augusta County","212","Beverley Manor Middle","740","","740"
"2018-2019","8","Augusta County","660","Buffalo Gap High","485","","485"
"2018-2019","8","Augusta County","30","Cassell Elementary","708","","708"
"2018-2019","8","Augusta County","140","Churchville Elementary","401","","401"
"2018-2019","8","Augusta County","370","Craigsville Elementary","154","","154"
"2018-2019","8","Augusta County","842","Edward G. Clymore Elementary","779","","779"
"2018-2019","8","Augusta County","670","Fort Defiance High","788","","788"
"2018-2019","8","Augusta County","843","Guy K. Stump Elementary","408","","408"
"2018-2019","8","Augusta County","40","North River Elementary","275","","275"
"2018-2019","8","Augusta County","740","Riverheads Elementary","710","","710"
"2018-2019","8","Augusta County","680","Riverheads High","457","1","458"
"2018-2019","8","Augusta County","90","S. Gordon Stewart Middle","505","","505"
"2018-2019","8","Augusta County","440","Stuarts Draft Elementary","599","","599"
"2018-2019","8","Augusta County","730","Stuarts Draft High","706","","706"
"2018-2019","8","Augusta County","60","Stuarts Draft Middle","569","","569"
"2018-2019","8","Augusta County","640","Wilson Elementary","680","","680"
"2018-2019","8","Augusta County","720","Wilson Memorial High","785","","785"
"2018-2019","8","Augusta County","844","Wilson Middle","657","","657"
"2018-2019","9","Bath County","140","Bath County High","202","","202"
"2018-2019","9","Bath County","120","Millboro Elementary","142","","142"
"2018-2019","9","Bath County","150","Valley Elementary","199","","199"
"2018-2019","10","Bedford County","480","Bedford Elementary","475","","475"
"2018-2019","10","Bedford County","1200","Bedford Primary","281","","281"
"2018-2019","10","Bedford County","30","Big Island Elementary","152","","152"
"2018-2019","10","Bedford County","160","Boonsboro Elementary","321","","321"
"2018-2019","10","Bedford County","500","Forest Elementary","361","","361"
"2018-2019","10","Bedford County","1211","Forest Middle","936","1","937"
"2018-2019","10","Bedford County","1214","Goodview Elementary","462","","462"
"2018-2019","10","Bedford County","980","Huddleston Elementary","278","","278"
"2018-2019","10","Bedford County","1212","Jefferson Forest High","1,395","","1,395"
"2018-2019","10","Bedford County","1180","Liberty High","774","","774"
"2018-2019","10","Bedford County","490","Liberty Middle","571","","571"
"2018-2019","10","Bedford County","970","Moneta Elementary","232","","232"
"2018-2019","10","Bedford County","180","Montvale Elementary","259","","259"
"2018-2019","10","Bedford County","610","New London Academy Elementary","316","","316"
"2018-2019","10","Bedford County","1170","Otter River Elementary","220","","220"
"2018-2019","10","Bedford County","1190","Staunton River High","949","","949"
"2018-2019","10","Bedford County","1191","Staunton River Middle","702","","702"
"2018-2019","10","Bedford County","640","Stewartsville Elementary","337","1","338"
"2018-2019","10","Bedford County","1213","Thomas Jefferson Elementary","611","","611"
"2018-2019","11","Bland County","250","Bland County Elementary","372","","372"
"2018-2019","11","Bland County","260","Bland County High","364","","364"
"2018-2019","12","Botetourt County","220","Breckinridge Elementary","206","","206"
"2018-2019","12","Botetourt County","20","Buchanan Elementary","271","","271"
"2018-2019","12","Botetourt County","420","Central Academy Middle","389","","389"
"2018-2019","12","Botetourt County","390","Cloverdale Elementary","284","","284"
"2018-2019","12","Botetourt County","400","Colonial Elementary","395","","395"
"2018-2019","12","Botetourt County","30","Eagle Rock Elementary","163","","163"
"2018-2019","12","Botetourt County","460","Greenfield Elementary","413","","413"
"2018-2019","12","Botetourt County","430","James River High","535","","535"
"2018-2019","12","Botetourt County","440","Lord Botetourt High","1,063","","1,063"
"2018-2019","12","Botetourt County","450","Read Mountain Middle","692","","692"
"2018-2019","12","Botetourt County","40","Troutville Elementary","248","","248"
"2018-2019","102","Bristol City","60","Highland View Elementary","188","","188"
"2018-2019","102","Bristol City","100","Joseph Van Pelt Elementary","469","","469"
"2018-2019","102","Bristol City","70","Stonewall Jackson Elementary","255","","255"
"2018-2019","102","Bristol City","80","Virginia High","670","","670"
"2018-2019","102","Bristol City","10","Virginia Middle","497","","497"
"2018-2019","102","Bristol City","90","Washington-Lee Elementary","192","","192"
"2018-2019","13","Brunswick County","650","Brunswick High","497","","497"
"2018-2019","13","Brunswick County","660","James S. Russell Middle","343","","343"
"2018-2019","13","Brunswick County","690","Meherrin Powellton Elementary","281","","281"
"2018-2019","13","Brunswick County","700","Red Oak-Sturgeon Elementary","219","","219"
"2018-2019","13","Brunswick County","720","Totaro Elementary","276","","276"
"2018-2019","14","Buchanan County","90","Council Elementary/Middle School","191","","191"
"2018-2019","14","Buchanan County","1000","Council High","131","","131"
"2018-2019","14","Buchanan County","990","Grundy High","409","","409"
"2018-2019","14","Buchanan County","120","Hurley Elementary/Middle","426","","426"
"2018-2019","14","Buchanan County","1020","Hurley High","238","","238"
"2018-2019","14","Buchanan County","1040","Riverview Elementary/Middle","792","","792"
"2018-2019","14","Buchanan County","1041","Twin Valley Elementary/Middle","361","","361"
"2018-2019","14","Buchanan County","1042","Twin Valley High","210","","210"
"2018-2019","15","Buckingham County","724","Buckingham Co Elementary","503","","503"
"2018-2019","15","Buckingham County","20","Buckingham Co Prekindergarten Center","114","","114"
"2018-2019","15","Buckingham County","723","Buckingham Co Primary","449","","449"
"2018-2019","15","Buckingham County","700","Buckingham County High","573","","573"
"2018-2019","15","Buckingham County","721","Buckingham County Middle","488","","488"
"2018-2019","103","Buena Vista City","40","Enderly Heights Elementary","183","","183"
"2018-2019","103","Buena Vista City","70","F.W. Kling Jr. Elementary","232","","232"
"2018-2019","103","Buena Vista City","62","Parry McCluer High","389","","389"
"2018-2019","103","Buena Vista City","61","Parry McCluer Middle","114","","114"
"2018-2019","16","Campbell County","560","Altavista Elementary","505","","505"
"2018-2019","16","Campbell County","200","Altavista High","657","1","658"
"2018-2019","16","Campbell County","650","Brookneal Elementary","366","","366"
"2018-2019","16","Campbell County","720","Brookville High","997","","997"
"2018-2019","16","Campbell County","20","Brookville Middle","723","","723"
"2018-2019","16","Campbell County","130","Concord Elementary","400","","400"
"2018-2019","16","Campbell County","690","Leesville Road Elementary","671","","671"
"2018-2019","16","Campbell County","821","Rustburg Elementary","466","","466"
"2018-2019","16","Campbell County","222","Rustburg High","826","","826"
"2018-2019","16","Campbell County","211","Rustburg Middle","627","","627"
"2018-2019","16","Campbell County","60","Tomahawk Elementary","685","","685"
"2018-2019","16","Campbell County","542","William Campbell High","425","","425"
"2018-2019","16","Campbell County","710","Yellow Branch Elementary","542","","542"
"2018-2019","17","Caroline County","620","Bowling Green Elementary","725","","725"
"2018-2019","17","Caroline County","460","Caroline High","1,179","","1,179"
"2018-2019","17","Caroline County","450","Caroline Middle","927","","927"
"2018-2019","17","Caroline County","9020","Lewis & Clark Elementary","903","","903"
"2018-2019","17","Caroline County","630","Madison Elementary","480","","480"
"2018-2019","18","Carroll County","1230","Carroll County High","1,101","","1,101"
"2018-2019","18","Carroll County","450","Carroll County Middle","835","","835"
"2018-2019","18","Carroll County","1180","Fancy Gap Elementary","146","","146"
"2018-2019","18","Carroll County","1150","Gladesboro Elementary","123","","123"
"2018-2019","18","Carroll County","1210","Gladeville Elementary","296","","296"
"2018-2019","18","Carroll County","1170","Hillsville Elementary","507","","507"
"2018-2019","18","Carroll County","1160","Laurel Elementary","238","","238"
"2018-2019","18","Carroll County","1130","Oakland Elementary","188","","188"
"2018-2019","18","Carroll County","1110","St. Paul","328","","328"
"2018-2019","19","Charles City County","80","Charles City County Elementary","330","","330"
"2018-2019","19","Charles City County","100","Charles City County High","303","","303"
"2018-2019","20","Charlotte County","470","Bacon District Elementary","167","","167"
"2018-2019","20","Charlotte County","210","Central Middle","411","","411"
"2018-2019","20","Charlotte County","100","Eureka Elementary","474","","474"
"2018-2019","20","Charlotte County","450","Phenix Elementary","268","","268"
"2018-2019","20","Charlotte County","460","Randolph-Henry High","530","","530"
"2018-2019","104","Charlottesville City","100","Buford Middle","536","","536"
"2018-2019","104","Charlottesville City","70","Burnley-Moran Elementary","390","","390"
"2018-2019","104","Charlottesville City","140","Charlottesville High","1,196","2","1,198"
"2018-2019","104","Charlottesville City","50","Clark Elementary","317","","317"
"2018-2019","104","Charlottesville City","90","Greenbrier Elementary","403","","403"
"2018-2019","104","Charlottesville City","120","Jackson-Via Elementary","364","","364"
"2018-2019","104","Charlottesville City","10","Johnson Elementary","362","","362"
"2018-2019","104","Charlottesville City","40","Venable Elementary","335","","335"
"2018-2019","104","Charlottesville City","110","Walker Upper Elementary","656","","656"
"2018-2019","136","Chesapeake City","630","B.M. Williams Primary","888","","888"
"2018-2019","136","Chesapeake City","860","Butts Road Intermediate","656","1","657"
"2018-2019","136","Chesapeake City","770","Butts Road Primary","553","2","555"
"2018-2019","136","Chesapeake City","90","Camelot Elementary","560","","560"
"2018-2019","136","Chesapeake City","900","Cedar Road Elementary","840","1","841"
"2018-2019","136","Chesapeake City","700","Crestwood Intermediate","701","","701"
"2018-2019","136","Chesapeake City","560","Crestwood Middle","603","","603"
"2018-2019","136","Chesapeake City","660","Deep Creek Central Elementary","792","","792"
"2018-2019","136","Chesapeake City","210","Deep Creek Elementary","760","","760"
"2018-2019","136","Chesapeake City","100","Deep Creek High","1,613","1","1,614"
"2018-2019","136","Chesapeake City","610","Deep Creek Middle","764","","764"
"2018-2019","136","Chesapeake City","640","Edwin W. Chittum Elementary","760","","760"
"2018-2019","136","Chesapeake City","720","G.A. Treakle Elementary","474","1","475"
"2018-2019","136","Chesapeake City","50","George W. Carver Intermediate","573","","573"
"2018-2019","136","Chesapeake City","820","Georgetown Primary","839","","839"
"2018-2019","136","Chesapeake City","950","Grassfield Elementary","1,035","","1,035"
"2018-2019","136","Chesapeake City","960","Grassfield High","2,303","","2,303"
"2018-2019","136","Chesapeake City","120","Great Bridge High","1,428","","1,428"
"2018-2019","136","Chesapeake City","850","Great Bridge Intermediate","680","","680"
"2018-2019","136","Chesapeake City","590","Great Bridge Middle","1,369","1","1,370"
"2018-2019","136","Chesapeake City","680","Great Bridge Primary","588","","588"
"2018-2019","136","Chesapeake City","870","Greenbrier Intermediate","672","","672"
"2018-2019","136","Chesapeake City","972","Greenbrier Middle","932","","932"
"2018-2019","136","Chesapeake City","140","Greenbrier Primary","724","1","725"
"2018-2019","136","Chesapeake City","340","Hickory Elementary","478","3","481"
"2018-2019","136","Chesapeake City","890","Hickory High","1,735","","1,735"
"2018-2019","136","Chesapeake City","280","Hickory Middle","1,286","","1,286"
"2018-2019","136","Chesapeake City","920","Hugo A. Owens Middle","1,281","2","1,283"
"2018-2019","136","Chesapeake City","830","Indian River High","1,706","1","1,707"
"2018-2019","136","Chesapeake City","710","Indian River Middle","781","","781"
"2018-2019","136","Chesapeake City","973","Jolliff Middle","695","","695"
"2018-2019","136","Chesapeake City","160","Norfolk Highlands Primary","327","","327"
"2018-2019","136","Chesapeake City","80","Oscar F. Smith High","2,148","","2,148"
"2018-2019","136","Chesapeake City","10","Oscar Smith Middle","1,082","1","1,083"
"2018-2019","136","Chesapeake City","730","Portlock Primary","576","","576"
"2018-2019","136","Chesapeake City","200","Rena B. Wright Primary","352","","352"
"2018-2019","136","Chesapeake City","620","Southeastern Elementary","804","","804"
"2018-2019","136","Chesapeake City","600","Southwestern Elementary","582","","582"
"2018-2019","136","Chesapeake City","750","Sparrow Road Intermediate","509","","509"
"2018-2019","136","Chesapeake City","40","Thurgood Marshall Elementary","511","","511"
"2018-2019","136","Chesapeake City","971","Truitt Intermediate","288","","288"
"2018-2019","136","Chesapeake City","840","Western Branch High","2,144","2","2,146"
"2018-2019","136","Chesapeake City","810","Western Branch Intermediate","775","","775"
"2018-2019","136","Chesapeake City","740","Western Branch Middle","912","1","913"
"2018-2019","136","Chesapeake City","110","Western Branch Primary","800","1","801"
"2018-2019","21","Chesterfield County","620","A.M. Davis Elementary","706","1","707"
"2018-2019","21","Chesterfield County","861","Alberta Smith Elementary","594","","594"
"2018-2019","21","Chesterfield County","631","Bailey Bridge Middle","1,560","1","1,561"
"2018-2019","21","Chesterfield County","660","Bellwood Elementary","552","","552"
"2018-2019","21","Chesterfield County","430","Bensley Elementary","586","1","587"
"2018-2019","21","Chesterfield County","510","Bettie Weaver Elementary","674","","674"
"2018-2019","21","Chesterfield County","130","Beulah Elementary","844","","844"
"2018-2019","21","Chesterfield County","20","Bon Air Elementary","639","","639"
"2018-2019","21","Chesterfield County","50","C.C. Wells Elementary","678","","678"
"2018-2019","21","Chesterfield County","492","C.E. Curtis Elementary","756","","756"
"2018-2019","21","Chesterfield County","30","Carver College and Career Academy","270","","270"
"2018-2019","21","Chesterfield County","420","Carver Middle","1,020","","1,020"
"2018-2019","21","Chesterfield County","150","Clover Hill Elementary","723","","723"
"2018-2019","21","Chesterfield County","740","Clover Hill High","1,824","1","1,825"
"2018-2019","21","Chesterfield County","840","Cosby High","2,234","4","2,238"
"2018-2019","21","Chesterfield County","560","Crestwood Elementary","565","","565"
"2018-2019","21","Chesterfield County","480","Ecoff Elementary","712","","712"
"2018-2019","21","Chesterfield County","870","Elizabeth Davis Middle","1,246","2","1,248"
"2018-2019","21","Chesterfield County","850","Elizabeth Scott Elementary","997","7","1,004"
"2018-2019","21","Chesterfield County","390","Enon Elementary","516","","516"
"2018-2019","21","Chesterfield County","350","Ettrick Elementary","566","","566"
"2018-2019","21","Chesterfield County","300","Evergreen Elementary","1,044","","1,044"
"2018-2019","21","Chesterfield County","590","Falling Creek Elementary","825","1","826"
"2018-2019","21","Chesterfield County","670","Falling Creek Middle","1,383","","1,383"
"2018-2019","21","Chesterfield County","180","Grange Hall Elementary","857","","857"
"2018-2019","21","Chesterfield County","70","Greenfield Elementary","572","","572"
"2018-2019","21","Chesterfield County","460","Harrowgate Elementary","521","","521"
"2018-2019","21","Chesterfield County","60","Hopkins Road Elementary","715","1","716"
"2018-2019","21","Chesterfield County","550","J.A. Chalkley Elementary","861","","861"
"2018-2019","21","Chesterfield County","650","J.B. Watkins Elementary","1,232","","1,232"
"2018-2019","21","Chesterfield County","500","J.G. Hening Elementary","860","","860"
"2018-2019","21","Chesterfield County","400","Jacobs Road Elementary","746","","746"
"2018-2019","21","Chesterfield County","770","James River High","1,986","5","1,991"
"2018-2019","21","Chesterfield County","10","Lloyd C. Bird High","1,858","1","1,859"
"2018-2019","21","Chesterfield County","632","Manchester High","2,089","3","2,092"
"2018-2019","21","Chesterfield County","600","Manchester Middle","1,210","","1,210"
"2018-2019","21","Chesterfield County","780","Marguerite F. Christian Elementary","707","","707"
"2018-2019","21","Chesterfield County","370","Matoaca Elementary","403","","403"
"2018-2019","21","Chesterfield County","530","Matoaca High","1,655","4","1,659"
"2018-2019","21","Chesterfield County","110","Matoaca Middle","954","2","956"
"2018-2019","21","Chesterfield County","580","Meadowbrook High","1,780","3","1,783"
"2018-2019","21","Chesterfield County","320","Midlothian High","1,798","5","1,803"
"2018-2019","21","Chesterfield County","40","Midlothian Middle","1,325","","1,325"
"2018-2019","21","Chesterfield County","280","Monacan High","1,516","1","1,517"
"2018-2019","21","Chesterfield County","360","O.B. Gates Elementary","695","1","696"
"2018-2019","21","Chesterfield County","380","Providence Elementary","635","","635"
"2018-2019","21","Chesterfield County","690","Providence Middle","1,080","","1,080"
"2018-2019","21","Chesterfield County","700","Reams Road Elementary","541","","541"
"2018-2019","21","Chesterfield County","730","Robious Elementary","651","","651"
"2018-2019","21","Chesterfield County","760","Robious Middle","1,263","2","1,265"
"2018-2019","21","Chesterfield County","720","Salem Church Elementary","598","","598"
"2018-2019","21","Chesterfield County","722","Salem Church Middle","898","","898"
"2018-2019","21","Chesterfield County","800","Spring Run Elementary","925","","925"
"2018-2019","21","Chesterfield County","340","Swift Creek Elementary","873","","873"
"2018-2019","21","Chesterfield County","270","Swift Creek Middle","1,019","2","1,021"
"2018-2019","21","Chesterfield County","410","Thelma Crenshaw Elementary","666","","666"
"2018-2019","21","Chesterfield County","610","Thomas Dale High","2,401","6","2,407"
"2018-2019","21","Chesterfield County","880","Tomahawk Creek Middle","1,551","2","1,553"
"2018-2019","21","Chesterfield County","290","W.W. Gordon Elementary","611","","611"
"2018-2019","21","Chesterfield County","860","Winterpock Elementary","1,170","","1,170"
"2018-2019","21","Chesterfield County","440","Woolridge Elementary","816","","816"
"2018-2019","22","Clarke County","250","Boyce Elementary","275","","275"
"2018-2019","22","Clarke County","10","Clarke County High","686","4","690"
"2018-2019","22","Clarke County","290","D.G. Cooley Elementary","531","1","532"
"2018-2019","22","Clarke County","280","Johnson-Williams Middle","474","","474"
"2018-2019","202","Colonial Beach","22","Colonial Beach Elementary","447","","447"
"2018-2019","202","Colonial Beach","21","Colonial Beach High","224","","224"
"2018-2019","106","Colonial Heights City","40","Colonial Heights High","874","","874"
"2018-2019","106","Colonial Heights City","20","Colonial Heights Middle","624","","624"
"2018-2019","106","Colonial Heights City","50","Lakeview Elementary","407","","407"
"2018-2019","106","Colonial Heights City","30","North Elementary","370","","370"
"2018-2019","106","Colonial Heights City","60","Tussing Elementary","591","","591"
"2018-2019","107","Covington City","350","Covington High","361","","361"
"2018-2019","107","Covington City","260","Edgemont Primary","395","","395"
"2018-2019","107","Covington City","360","Jeter-Watson Intermediate","314","","314"
"2018-2019","23","Craig County","11","Craig County High","342","","342"
"2018-2019","23","Craig County","10","McCleary Elementary","260","","260"
"2018-2019","24","Culpeper County","240","A.G. Richardson Elementary","585","","585"
"2018-2019","24","Culpeper County","480","Culpeper County High","1,176","","1,176"
"2018-2019","24","Culpeper County","20","Culpeper Middle","1,101","","1,101"
"2018-2019","24","Culpeper County","50","Eastern View High","1,362","","1,362"
"2018-2019","24","Culpeper County","450","Emerald Hill Elementary","695","","695"
"2018-2019","24","Culpeper County","470","Farmington Elementary","634","","634"
"2018-2019","24","Culpeper County","581","Floyd T. Binns Middle","818","","818"
"2018-2019","24","Culpeper County","582","Galbreath-Marshall Building","6","","6"
"2018-2019","24","Culpeper County","10","Pearl Sample Elementary","531","","531"
"2018-2019","24","Culpeper County","460","Sycamore Park Elementary","627","","627"
"2018-2019","24","Culpeper County","40","Yowell Elementary","700","","700"
"2018-2019","25","Cumberland County","140","Cumberland Elementary","549","","549"
"2018-2019","25","Cumberland County","151","Cumberland High","419","","419"
"2018-2019","25","Cumberland County","152","Cumberland Middle","398","","398"
"2018-2019","108","Danville City","490","Edwin A. Gibson Elementary","571","","571"
"2018-2019","108","Danville City","20","Forest Hills Elementary","252","","252"
"2018-2019","108","Danville City","190","G.L.H. Johnson Elementary","335","","335"
"2018-2019","108","Danville City","1374","Galileo Magnet High","290","","290"
"2018-2019","108","Danville City","210","George Washington High","1,265","","1,265"
"2018-2019","108","Danville City","200","Grove Park Preschool","112","","112"
"2018-2019","108","Danville City","260","O. Trent Bonner Middle","644","","644"
"2018-2019","108","Danville City","250","Park Avenue Elementary","448","","448"
"2018-2019","108","Danville City","40","Schoolfield Elementary","513","","513"
"2018-2019","108","Danville City","30","The Northside Preschool","120","","120"
"2018-2019","108","Danville City","1372","Westwood Middle","580","","580"
"2018-2019","108","Danville City","220","Woodberry Hills Elementary","241","","241"
"2018-2019","108","Danville City","1379","Woodrow Wilson Intermediate","315","","315"
"2018-2019","26","Dickenson County","20","Clintwood Elementary","450","","450"
"2018-2019","26","Dickenson County","530","Ervinton Elementary","130","","130"
"2018-2019","26","Dickenson County","275","Ridgeview High","581","","581"
"2018-2019","26","Dickenson County","280","Ridgeview Middle","468","","468"
"2018-2019","26","Dickenson County","860","Sandlick Elementary","425","","425"
"2018-2019","27","Dinwiddie County","500","Dinwiddie County High","1,330","","1,330"
"2018-2019","27","Dinwiddie County","471","Dinwiddie County Middle","998","","998"
"2018-2019","27","Dinwiddie County","310","Dinwiddie Elementary","343","","343"
"2018-2019","27","Dinwiddie County","250","Midway Elementary","398","","398"
"2018-2019","27","Dinwiddie County","10","Southside Elementary","512","","512"
"2018-2019","27","Dinwiddie County","180","Sunnyside Elementary","270","","270"
"2018-2019","27","Dinwiddie County","520","Sutherland Elementary","528","","528"
"2018-2019","28","Essex County","10","Essex High","523","","523"
"2018-2019","28","Essex County","150","Essex Intermediate","401","","401"
"2018-2019","28","Essex County","160","Tappahannock Elementary","398","","398"
"2018-2019","29","Fairfax County","2203","Aldrin Elementary","663","","663"
"2018-2019","29","Fairfax County","660","Annandale High","2,240","","2,240"
"2018-2019","29","Fairfax County","1360","Annandale Terrace Elementary","652","","652"
"2018-2019","29","Fairfax County","110","Archer Elementary","654","","654"
"2018-2019","29","Fairfax County","1530","Armstrong Elementary","431","","431"
"2018-2019","29","Fairfax County","550","Bailey's Elementary School for the Arts and Sciences","762","","762"
