"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2017-2018","97","Wythe County","1074","Rural Retreat Middle","250","","250"
"2017-2018","97","Wythe County","1075","Scott Memorial Middle","334","","334"
"2017-2018","97","Wythe County","740","Sheffey Elementary","251","","251"
"2017-2018","97","Wythe County","440","Speedwell Elementary","139","","139"
"2017-2018","97","Wythe County","190","Spiller Elementary","683","","683"
"2017-2018","98","York County","180","Bethel Manor Elementary","600","46","646"
"2017-2018","98","York County","20","Bruton High","603","","603"
"2017-2018","98","York County","90","Coventry Elementary","567","21","588"
"2017-2018","98","York County","160","Dare Elementary","417","17","434"
"2017-2018","98","York County","140","Grafton Bethel Elementary","632","5","637"
"2017-2018","98","York County","332","Grafton High","1,181","","1,181"
"2017-2018","98","York County","333","Grafton Middle","902","","902"
"2017-2018","98","York County","10","Magruder Elementary","592","27","619"
"2017-2018","98","York County","80","Mount Vernon Elementary","585","15","600"
"2017-2018","98","York County","200","Queens Lake Middle","465","","465"
"2017-2018","98","York County","170","Seaford Elementary","441","23","464"
"2017-2018","98","York County","50","Tabb Elementary","615","37","652"
"2017-2018","98","York County","230","Tabb High","1,136","","1,136"
"2017-2018","98","York County","190","Tabb Middle","860","","860"
"2017-2018","98","York County","220","Waller Mill Elementary","390","18","408"
"2017-2018","98","York County","30","York High","1,115","","1,115"
"2017-2018","98","York County","335","York River Academy","67","","67"
"2017-2018","98","York County","210","Yorktown Elementary","662","25","687"
"2017-2018","98","York County","60","Yorktown Middle","746","","746"
