BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,District ID,District Name,School ID,School Name,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Claim Year,Claim Month,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),School Type-Original,Street Address-Line 2,School Level-Original,Breakfast Delivery Model from State Agency Tracking-Original,Street Address-Line 1,City,State-Physical,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Free,Enrollment-Reduced,Enrollment-Total,Enrollment-Paid,Operating Days-Lunch Only,Operating Days-Breakfast Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,NCES ID
,,Cafeteria,,,,,Primary,0.515895954,357,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,60.35,1207,235.1,4702,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,1/1/2018,291,66,692,335,20,20,3794,908,2791,1020,187,248,490003000005
,,Cafeteria,,,,,Primary,0.515895954,357,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,56.894736842,1081,238.105263158,4524,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,2/1/2018,291,66,692,335,19,19,3661,863,2651,904,177,203,490003000005
,,Cafeteria,,,,,Primary,0.510769231,332,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,52.285714286,1098,236.238095238,4961,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,3/1/2018,267,65,650,318,21,21,3990,971,2819,937,161,208,490003000005
,,Cafeteria,,,,,Primary,0.511485452,334,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,49.5625,793,228.375,3654,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,4/1/2018,269,65,653,319,16,16,2917,737,2136,678,115,197,490003000005
,,Cafeteria,,,,,Primary,0.510736196,333,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,48.285714286,1014,231.238095238,4856,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,5/1/2018,272,61,652,319,21,21,3951,905,2914,882,132,218,490003000005
,,Cafeteria,,,,,Middle/Jr,0.459459459,561,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,64.125,513,302.888888889,2726,UT,,,,,,,,,,,,2017,8,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,8/1/2017,451,110,1221,660,9,8,2166,560,1768,384,129,87,490003000819
,,Cafeteria,,,,,Middle/Jr,0.469809760,568,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,71.4,1428,341.05,6821,UT,,,,,,,,,,,,2017,9,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,9/1/2017,457,111,1209,641,20,20,5560,1261,4172,1106,322,336,490003000819
,,Cafeteria,,,,,Middle/Jr,0.407114625,515,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,65.526315789,1245,296.789473684,5639,UT,,,,,,,,,,,,2017,10,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,10/1/2017,423,92,1265,750,19,19,4595,1044,4721,971,274,409,490003000819
,,Cafeteria,,,,,Middle/Jr,0.421528348,513,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,65.947368421,1253,295.631578947,5617,UT,,,,,,,,,,,,2017,11,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,11/1/2017,427,86,1217,704,19,19,4634,983,4246,983,270,380,490003000819
,,Cafeteria,,,,,Middle/Jr,0.425514403,517,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,60.428571429,846,285.285714286,3994,UT,,,,,,,,,,,,2017,12,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,12/1/2017,430,87,1215,698,14,14,3282,712,3017,666,180,275,490003000819
,,Cafeteria,,,,,Middle/Jr,0.430081301,529,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,66.4,1328,306.8,6136,UT,,,,,,,,,,,,2018,1,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,1/1/2018,440,89,1230,701,20,20,5081,1055,4439,1076,252,399,490003000819
,,Cafeteria,,,,,Middle/Jr,0.432058584,531,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,67.157894737,1276,306.736842105,5828,UT,,,,,,,,,,,,2018,2,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,2/1/2018,442,89,1229,698,19,19,4805,1023,3962,1032,244,313,490003000819
,,Cafeteria,,,,,Middle/Jr,0.431605777,508,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,67.523809524,1418,308.857142857,6486,UT,,,,,,,,,,,,2018,3,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,3/1/2018,418,90,1177,669,21,21,5324,1162,4516,1124,294,372,490003000819
,,Cafeteria,,,,,Middle/Jr,0.431489362,507,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,71.6875,1147,313.3125,5013,UT,,,,,,,,,,,,2018,4,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,4/1/2018,418,89,1175,668,16,16,4105,908,3553,948,199,280,490003000819
,,Cafeteria,,,,,Middle/Jr,0.431489362,507,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-405,CANYON VIEW JR HIGH,UT@ 01-405@1,63.952380952,1343,270,5670,UT,,,,,,,,,,,,2018,5,,,,,,,Middle/Jr,Traditional,625 E 925 N,OREM,UT,84097,Utah,N,5/1/2018,418,89,1175,668,21,21,4610,1060,4001,1099,244,355,490003000819
,,Cafeteria,,,,,Primary,0.309090909,238,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,42.5,340,155.625,1245,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,8/1/2017,183,55,770,532,8,8,982,263,1550,255,85,112,490003000006
,,Cafeteria,,,,,Primary,0.313570487,238,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,56.5,1130,163.8,3276,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,9/1/2017,184,54,759,521,20,20,2531,745,4365,879,251,356,490003000006
,,Cafeteria,,,,,Primary,0.27734375,213,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,48.315789474,918,145.263157895,2760,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,10/1/2017,176,37,768,555,19,19,2267,493,4686,786,132,497,490003000006
,,Cafeteria,,,,,Primary,0.278580815,212,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,47.052631579,894,143.789473684,2732,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,11/1/2017,176,36,761,549,19,19,2244,488,4713,780,114,440,490003000006
,,Cafeteria,,,,,Primary,0.279314888,212,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,51.071428571,715,147.785714286,2069,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,12/1/2017,176,36,759,547,14,14,1718,351,3639,621,94,366,490003000006
,,Cafeteria,,,,,Primary,0.284031414,217,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,50.2,1004,146.1,2922,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,1/1/2018,182,35,764,547,20,20,2441,481,4856,867,137,421,490003000006
,,Cafeteria,,,,,Primary,0.284031414,217,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,49.210526316,935,143.421052632,2725,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,2/1/2018,181,36,764,547,19,19,2263,462,4390,809,126,343,490003000006
,,Cafeteria,,,,,Primary,0.297442799,221,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,55.095238095,1157,155.285714286,3261,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,3/1/2018,185,36,743,522,21,21,2776,485,5108,1050,107,338,490003000006
,,Cafeteria,,,,,Primary,0.301480485,224,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,56.125,898,155.9375,2495,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,4/1/2018,189,35,743,519,16,16,2132,363,3908,809,89,317,490003000006
,,Cafeteria,,,,,Primary,0.297554348,219,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-108,CASCADE ELEMENTARY,UT@ 01-108@1,47.904761905,1006,151.095238095,3173,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,160 N 800 E,OREM,UT,84057,Utah,N,5/1/2018,189,30,736,517,21,21,2782,391,5148,889,117,293,490003000006
,,Cafeteria,,,,,Primary,0.149833518,135,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,12.375,99,67.125,537,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,8/1/2017,113,22,901,766,8,8,467,70,1524,93,6,85,490003000440
,,Cafeteria,,,,,Primary,0.155728587,140,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,20.6,412,80.5,1610,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,9/1/2017,117,23,899,759,20,20,1417,193,4277,367,45,298,490003000440
,,Cafeteria,,,,,Primary,0.143634385,132,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,16.368421053,311,73.947368421,1405,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,10/1/2017,120,12,919,787,19,19,1266,139,4747,307,4,320,490003000440
,,Cafeteria,,,,,Primary,0.147414741,134,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,13.842105263,263,75.210526316,1429,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,11/1/2017,121,13,909,775,19,19,1280,149,4638,263,0,288,490003000440
,,Cafeteria,,,,,Primary,0.147252747,134,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,13.357142857,187,76.214285714,1067,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,12/1/2017,121,13,910,776,14,14,957,110,3591,185,2,209,490003000440
,,Cafeteria,,,,,Primary,0.15,138,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,14.6,292,72.25,1445,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,1/1/2018,125,13,920,782,20,20,1309,136,4745,292,0,339,490003000440
,,Cafeteria,,,,,Primary,0.151746725,139,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,17.421052632,331,81.789473684,1554,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,2/1/2018,126,13,916,777,19,19,1388,166,4652,328,3,254,490003000440
,,Cafeteria,,,,,Primary,0.150900901,134,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,19.190476190,403,80.714285714,1695,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,3/1/2018,120,14,888,754,21,21,1484,211,5078,392,11,325,490003000440
,,Cafeteria,,,,,Primary,0.152714932,135,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,17.5,280,80.1875,1283,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,4/1/2018,121,14,884,749,16,16,1136,147,3841,275,5,230,490003000440
,,Cafeteria,,,,,Primary,0.151755379,134,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-111,CEDAR RIDGE ELEMENTARY,UT@ 01-111@1,18.238095238,383,77.571428571,1629,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,4501 W CEDAR HILLS DR,CEDAR HILLS,UT,84062,Utah,N,5/1/2018,121,13,883,749,21,21,1436,193,5050,382,1,383,490003000440
,,Cafeteria,,,,,Primary,0.368852459,45,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,10,80,28.375,227,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,8/1/2017,28,17,122,77,8,8,153,74,271,67,13,65,490003000007
,,Cafeteria,,,,,Primary,0.406779661,48,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,12.15,243,32.65,653,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,9/1/2017,31,17,118,70,20,20,434,219,653,217,26,137,490003000007
,,Cafeteria,,,,,Primary,0.362068966,42,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,11.684210526,222,33.421052632,635,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,10/1/2017,28,14,116,74,19,19,428,207,718,203,19,182,490003000007
,,Cafeteria,,,,,Primary,0.373983740,46,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,9.105263158,173,35.052631579,666,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,11/1/2017,28,18,123,77,19,19,408,258,806,144,29,192,490003000007
,,Cafeteria,,,,,Primary,0.373983740,46,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,12.785714286,179,36.285714286,508,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,12/1/2017,28,18,123,77,14,14,316,192,593,137,42,157,490003000007
,,Cafeteria,,,,,Primary,0.379032258,47,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,11.55,231,34.35,687,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,1/1/2018,29,18,124,77,20,20,444,243,855,188,43,221,490003000007
,,Cafeteria,,,,,Primary,0.379032258,47,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,10.842105263,206,37.684210526,716,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,2/1/2018,29,18,124,77,19,19,437,279,765,163,43,195,490003000007
,,Cafeteria,,,,,Primary,0.378151261,45,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,9.714285714,204,33.476190476,703,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,3/1/2018,28,17,119,74,21,21,441,262,838,154,50,228,490003000007
,,Cafeteria,,,,,Primary,0.378151261,45,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,8.8125,141,33.5625,537,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,4/1/2018,28,17,119,74,16,16,332,205,656,98,43,145,490003000007
,,Cafeteria,,,,,Primary,0.378151261,45,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-112,CEDAR VALLEY ELEMENTARY,UT@ 01-112@1,8.619047619,181,31.476190476,661,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,40 E CENTER,CEDAR FORT,UT,84013,Utah,N,5/1/2018,28,17,119,74,21,21,425,236,826,127,54,172,490003000007
,,Cafeteria,,,,,Primary,0.474380165,287,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,60.75,486,171.25,1370,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,8/1/2017,212,75,605,318,8,8,1096,274,670,357,129,162,490003000008
,,Cafeteria,,,,,Primary,0.459677419,285,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,62.6,1252,197.5,3950,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,9/1/2017,221,64,620,335,20,20,3199,751,2025,1050,202,375,490003000008
,,Cafeteria,,,,,Primary,0.430124224,277,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,73.736842105,1401,196.631578947,3736,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,10/1/2017,230,47,644,367,19,19,3116,620,2440,1207,194,468,490003000008
,,Cafeteria,,,,,Primary,0.441497660,283,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,73.684210526,1400,195.842105263,3721,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,11/1/2017,239,44,641,358,19,19,3179,542,2567,1230,170,421,490003000008
,,Cafeteria,,,,,Primary,0.449139280,287,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,68.714285714,962,203.642857143,2851,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,12/1/2017,241,46,639,352,14,14,2450,401,1952,841,121,349,490003000008
,,Cafeteria,,,,,Primary,0.453292496,296,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,72.55,1451,205,4100,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,1/1/2018,249,47,653,357,20,20,3501,599,2647,1251,200,468,490003000008
,,Cafeteria,,,,,Primary,0.464285714,299,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,79.631578947,1513,214.105263158,4068,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,2/1/2018,253,46,644,345,19,19,3501,567,2440,1339,174,345,490003000008
,,Cafeteria,,,,,Primary,0.469648562,294,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,75.619047619,1588,212.047619048,4453,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,3/1/2018,246,48,626,332,21,21,3823,630,2705,1399,189,389,490003000008
,,Cafeteria,,,,,Primary,0.468998410,295,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,69.875,1118,213.8125,3421,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,4/1/2018,247,48,629,334,16,16,2931,490,2075,949,169,290,490003000008
,,Cafeteria,,,,,Primary,0.470494418,295,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,65.428571429,1374,204.904761905,4303,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,5/1/2018,247,48,627,332,21,21,3668,635,2770,1172,202,274,490003000008
,,Cafeteria,,,,,Primary,1,2701,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-116,CENTRAL ELEMENTARY,UT@ 01-116@1,,0,,0,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,Traditional,95 N 400 E,PLEASANT GROVE,UT,84062,Utah,N,6/1/2018,2701,0,2701,0,0,0,0,0,0,0,0,0,490003000008
,,Cafeteria,,,,,Primary,0.544902913,449,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,103.625,829,308.25,2466,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,8/1/2017,366,83,824,375,8,8,2027,439,977,745,84,101,490003000009
,,Cafeteria,,,,,Primary,0.562123040,466,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,112.6,2252,348.05,6961,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,9/1/2017,381,85,829,363,20,20,5840,1121,2582,2094,158,249,490003000009
,,Cafeteria,,,,,Primary,0.512166860,442,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,101.263157895,1924,326.052631579,6195,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,10/1/2017,370,72,863,421,19,19,5216,979,3167,1792,132,334,490003000009
,,Cafeteria,,,,,Primary,0.538736591,452,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,98.578947368,1873,335.315789474,6371,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,11/1/2017,384,68,839,387,19,19,5395,976,3018,1747,126,328,490003000009
,,Cafeteria,,,,,Primary,0.546650718,457,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,100.5,1407,339.285714286,4750,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,12/1/2017,386,71,836,379,14,14,4030,720,2247,1295,112,192,490003000009
,,Cafeteria,,,,,Primary,0.549700599,459,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,100.6,2012,337.85,6757,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,1/1/2018,385,74,835,376,20,20,5699,1058,3030,1874,138,278,490003000009
,,Cafeteria,,,,,Primary,0.551094891,453,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,96.263157895,1829,336.473684211,6393,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,2/1/2018,379,74,822,369,19,19,5405,988,2924,1685,144,221,490003000009
,,Cafeteria,,,,,Primary,0.564516129,455,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,93.380952381,1961,338.809523810,7115,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,3/1/2018,383,72,806,351,21,21,6025,1090,3118,1826,135,214,490003000009
,,Cafeteria,,,,,Primary,0.567164179,456,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-118,CHERRY HILL ELEMENTARY,UT@ 01-118@1,97.375,1558,343.9375,5503,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,250 E 1650 S,OREM,UT,84058,Utah,N,4/1/2018,385,71,804,348,16,16,4677,826,2429,1481,77,187,490003000009
