BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,District ID,District Name,School ID,School Name,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Claim Year,Claim Month,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),School Type-Original,Street Address-Line 2,School Level-Original,Breakfast Delivery Model from State Agency Tracking-Original,Street Address-Line 1,City,State-Physical,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Free,Enrollment-Reduced,Enrollment-Total,Enrollment-Paid,Operating Days-Lunch Only,Operating Days-Breakfast Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,NCES ID
,,Cafeteria,,,,,Primary,0.5,215,,SY17-18,07,DAVIS SCHOOL DISTRICT,145,MEADOWBROOK ELEMENTARY,UT@145@7,46.105263158,876,130.631578947,2482,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,700 N 325 W,BOUNTIFUL,UT,84010,Davis,N,2/1/2018,173,42,430,215,19,19,1940,542,1776,756,120,176,
,,Cafeteria,,,,,Primary,0.503496503,216,,SY17-18,07,DAVIS SCHOOL DISTRICT,145,MEADOWBROOK ELEMENTARY,UT@145@7,42.571428571,894,132.285714286,2778,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,700 N 325 W,BOUNTIFUL,UT,84010,Davis,N,3/1/2018,172,44,429,213,21,21,2188,590,2005,764,130,171,
,,Cafeteria,,,,,Primary,0.507109005,214,,SY17-18,07,DAVIS SCHOOL DISTRICT,145,MEADOWBROOK ELEMENTARY,UT@145@7,45.5625,729,131.6875,2107,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,700 N 325 W,BOUNTIFUL,UT,84010,Davis,N,4/1/2018,170,44,422,208,16,16,1651,456,1517,591,138,155,
,,Cafeteria,,,,,Primary,0.509569378,213,,SY17-18,07,DAVIS SCHOOL DISTRICT,145,MEADOWBROOK ELEMENTARY,UT@145@7,38.272727273,842,126.454545455,2782,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,700 N 325 W,BOUNTIFUL,UT,84010,Davis,N,5/1/2018,168,45,418,205,22,22,2162,620,2102,705,137,135,
,,Cafeteria,,,,,Primary,0.512019231,213,,SY17-18,07,DAVIS SCHOOL DISTRICT,145,MEADOWBROOK ELEMENTARY,UT@145@7,21,21,86,86,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,Traditional,700 N 325 W,BOUNTIFUL,UT,84010,Davis,N,6/1/2018,168,45,416,203,1,1,69,17,78,20,1,4,
,,Cafeteria,,,,,Middle/Jr,0.268656716,180,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,20.142857143,141,123.857142857,867,UT,,,,,,,,,,,,2017,8,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,8/1/2017,141,39,670,490,7,7,700,167,1061,132,9,6,
,,Cafeteria,,,,,Middle/Jr,0.259426848,172,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,24.65,493,128.75,2575,UT,,,,,,,,,,,,2017,9,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,9/1/2017,130,42,663,491,20,20,2048,527,3217,445,48,48,
,,Cafeteria,,,,,Middle/Jr,0.222891566,148,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,20.368421053,387,114.052631579,2167,UT,,,,,,,,,,,,2017,10,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,10/1/2017,112,36,664,516,19,19,1667,500,3276,346,41,89,
,,Cafeteria,,,,,Middle/Jr,0.234042553,154,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,24.263157895,461,120.894736842,2297,UT,,,,,,,,,,,,2017,11,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,11/1/2017,118,36,658,504,19,19,1784,513,3345,416,45,137,
,,Cafeteria,,,,,Middle/Jr,0.232522796,153,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,20.071428571,281,108.357142857,1517,UT,,,,,,,,,,,,2017,12,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,12/1/2017,117,36,658,505,14,14,1191,326,2234,250,31,72,
,,Cafeteria,,,,,Middle/Jr,0.231240429,151,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,20.4,408,112.55,2251,UT,,,,,,,,,,,,2018,1,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,1/1/2018,116,35,653,502,20,20,1742,509,3312,377,31,73,
,,Cafeteria,,,,,Middle/Jr,0.229832572,151,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,20.421052632,388,115.105263158,2187,UT,,,,,,,,,,,,2018,2,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,2/1/2018,116,35,657,506,19,19,1699,488,3176,365,23,82,
,,Cafeteria,,,,,Middle/Jr,0.233231707,153,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,22.285714286,468,116.190476190,2440,UT,,,,,,,,,,,,2018,3,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,3/1/2018,118,35,656,503,21,21,1873,567,3447,416,52,84,
,,Cafeteria,,,,,Middle/Jr,0.233231707,153,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,20.75,332,112.9375,1807,UT,,,,,,,,,,,,2018,4,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,4/1/2018,118,35,656,503,16,16,1384,423,2743,285,47,112,
,,Cafeteria,,,,,Middle/Jr,0.230061350,150,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,21.454545455,472,106.318181818,2339,UT,,,,,,,,,,,,2018,5,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,5/1/2018,116,34,652,502,22,22,1770,569,3604,399,73,150,
,,Cafeteria,,,,,Middle/Jr,,0,,SY17-18,07,DAVIS SCHOOL DISTRICT,411,MILLCREEK JR HIGH,UT@411@7,,0,,0,UT,,,,,,,,,,,,2018,6,,,,,,,Middle/Jr,Traditional,245 E 1000 S,BOUNTIFUL,UT,84010,Davis,N,6/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,
,,Cafeteria,,,,,Primary,0.135935397,101,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,6,42,47.285714286,331,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,8/1/2017,68,33,743,642,7,7,231,100,1361,27,15,46,
,,Cafeteria,,,,,Primary,0.132978723,100,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,10.4,208,57.5,1150,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,9/1/2017,66,34,752,652,20,20,716,434,4567,146,62,150,
,,Cafeteria,,,,,Primary,0.106524634,80,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,13.684210526,260,51.052631579,970,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,10/1/2017,51,29,751,671,19,19,590,380,4745,185,75,196,
,,Cafeteria,,,,,Primary,0.112307692,73,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,10.736842105,204,53.684210526,1020,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,11/1/2017,48,25,650,577,19,19,636,384,4848,151,53,193,
,,Cafeteria,,,,,Primary,0.115127175,86,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,13.571428571,190,58.142857143,814,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,12/1/2017,57,29,747,661,14,14,516,298,3699,118,72,168,
,,Cafeteria,,,,,Primary,0.122503329,92,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,8.35,167,58.85,1177,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,1/1/2018,63,29,751,659,20,20,788,389,4963,129,38,285,
,,Cafeteria,,,,,Primary,0.125333333,94,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,12.526315789,238,58.157894737,1105,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,2/1/2018,67,27,750,656,19,19,804,301,4784,196,42,275,
,,Cafeteria,,,,,Primary,0.125,94,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,13.238095238,278,57.714285714,1212,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,3/1/2018,67,27,752,658,21,21,900,312,5151,245,33,228,
,,Cafeteria,,,,,Primary,0.122503329,92,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,12,192,57.0625,913,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,4/1/2018,68,24,751,659,16,16,677,236,4004,167,25,195,
,,Cafeteria,,,,,Primary,0.122503329,92,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,12.181818182,268,57.181818182,1258,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,5/1/2018,68,24,751,659,22,22,915,343,5530,225,43,265,
,,Cafeteria,,,,,Primary,0.122830441,92,,SY17-18,07,DAVIS SCHOOL DISTRICT,141,MORGAN ELEMENTARY,UT@141@7,10,10,51,51,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,Traditional,1065 THORNFIELD RD,KAYSVILLE,UT,84037,Davis,N,6/1/2018,68,24,749,657,1,1,38,13,249,8,2,8,
,,Cafeteria,,,,,High,0.209836066,64,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,27.714285714,194,52.714285714,369,UT,,,,,,,,,,,,2017,8,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,8/1/2017,55,9,305,241,7,7,358,11,83,193,1,4,
,,Cafeteria,,,,,High,0.234375,75,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,33.6,672,52.6,1052,UT,,,,,,,,,,,,2017,9,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,9/1/2017,63,12,320,245,20,20,1029,23,876,659,13,22,
,,Cafeteria,,,,,High,0.145,58,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,31.368421053,596,52.263157895,993,UT,,,,,,,,,,,,2017,10,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,10/1/2017,51,7,400,342,19,19,969,24,318,581,15,14,
,,Cafeteria,,,,,High,0.153465347,62,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,35.789473684,680,56.789473684,1079,UT,,,,,,,,,,,,2017,11,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,11/1/2017,55,7,404,342,19,19,1045,34,320,662,18,44,
,,Cafeteria,,,,,High,0.322751323,61,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,36.285714286,508,54.857142857,768,UT,,,,,,,,,,,,2017,12,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,12/1/2017,53,8,189,128,14,14,742,26,185,494,14,46,
,,Cafeteria,,,,,High,0.324873096,64,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,32.6,652,48.35,967,UT,,,,,,,,,,,,2018,1,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,1/1/2018,56,8,197,133,20,20,941,26,371,644,8,66,
,,Cafeteria,,,,,High,0.328431373,67,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,32.473684211,617,47.368421053,900,UT,,,,,,,,,,,,2018,2,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,2/1/2018,60,7,204,137,19,19,873,27,393,605,12,70,
,,Cafeteria,,,,,High,0.338095238,71,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,34.857142857,732,51.619047619,1084,UT,,,,,,,,,,,,2018,3,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,3/1/2018,63,8,210,139,21,21,1040,44,384,707,25,93,
,,Cafeteria,,,,,High,0.328431373,67,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,34.125,546,53.25,852,UT,,,,,,,,,,,,2018,4,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,4/1/2018,60,7,204,137,16,16,806,46,267,526,20,55,
,,Cafeteria,,,,,High,0.326633166,65,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,31.272727273,688,47.090909091,1036,UT,,,,,,,,,,,,2018,5,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,5/1/2018,58,7,199,134,22,22,978,58,321,660,28,73,
,,Cafeteria,,,,,High,0.321243523,62,,SY17-18,07,DAVIS SCHOOL DISTRICT,730,MOUNTAIN HIGH,UT@730@7,19,19,27,27,UT,,,,,,,,,,,,2018,6,,,,,,,High,Traditional,490 S 500 E,KAYSVILLE,UT,84037,Davis,N,6/1/2018,55,7,193,131,1,1,27,0,0,19,0,0,
,,Cafeteria,,,,,Primary,0.269411765,229,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,44.428571429,311,157.142857143,1100,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,8/1/2017,181,48,850,621,7,7,880,220,1271,292,19,61,
,,Cafeteria,,,,,Primary,0.263839812,224,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,49.15,983,162.2,3244,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,9/1/2017,171,53,849,625,20,20,2503,741,4075,835,148,276,
,,Cafeteria,,,,,Primary,0.224299065,192,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,46,874,139.421052632,2649,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,10/1/2017,147,45,856,664,19,19,2029,620,4557,754,120,396,
,,Cafeteria,,,,,Primary,0.246238030,180,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,47.315789474,899,137.631578947,2615,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,11/1/2017,138,42,731,551,19,19,2026,589,4634,791,108,408,
,,Cafeteria,,,,,Primary,0.237037037,192,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,48.357142857,677,134.428571429,1882,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,12/1/2017,149,43,810,618,14,14,1449,433,3538,599,78,353,
,,Cafeteria,,,,,Primary,0.238566131,193,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,49.95,999,139.9,2798,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,1/1/2018,152,41,809,616,20,20,2184,614,4680,906,93,485,
,,Cafeteria,,,,,Primary,0.241379310,196,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,46.947368421,892,139.736842105,2655,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,2/1/2018,156,40,812,616,19,19,2151,504,4524,815,77,422,
,,Cafeteria,,,,,Primary,0.240740741,195,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,44.190476190,928,135.666666667,2849,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,3/1/2018,158,37,810,615,21,21,2365,484,5009,831,97,456,
,,Cafeteria,,,,,Primary,0.238329238,194,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,43.75,700,135.4375,2167,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,4/1/2018,158,36,814,620,16,16,1784,383,3892,634,66,357,
,,Cafeteria,,,,,Primary,0.239157373,193,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,38.318181818,843,133.136363636,2929,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,5/1/2018,157,36,807,614,22,22,2415,514,5385,737,106,379,
,,Cafeteria,,,,,Primary,0.239751553,193,,SY17-18,07,DAVIS SCHOOL DISTRICT,154,MOUNTAIN VIEW ELEMENTARY,UT@154@7,17,17,102,102,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,Traditional,2025 E 3100 N,LAYTON,UT,84040,Davis,N,6/1/2018,157,36,805,612,1,1,80,22,245,13,4,16,
,,Cafeteria,,,,,Middle/Jr,0.233193277,222,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,11.142857143,78,149.142857143,1044,UT,,,,,,,,,,,,2017,8,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,8/1/2017,157,65,952,730,7,7,727,317,2027,64,14,29,
,,Cafeteria,,,,,Middle/Jr,0.231177094,218,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,19.45,389,158.7,3174,UT,,,,,,,,,,,,2017,9,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,9/1/2017,147,71,943,725,20,20,2121,1053,5922,332,57,185,
,,Cafeteria,,,,,Middle/Jr,0.204665960,193,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,22.210526316,422,150.421052632,2858,UT,,,,,,,,,,,,2017,10,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,10/1/2017,132,61,943,750,19,19,1937,921,5943,356,66,266,
,,Cafeteria,,,,,Middle/Jr,0.207627119,196,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,25.157894737,478,144.842105263,2752,UT,,,,,,,,,,,,2017,11,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,11/1/2017,135,61,944,748,19,19,1841,911,5959,416,62,223,
,,Cafeteria,,,,,Middle/Jr,0.208686441,197,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,25.928571429,363,140.714285714,1970,UT,,,,,,,,,,,,2017,12,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,12/1/2017,136,61,944,747,14,14,1323,647,4273,304,59,161,
,,Cafeteria,,,,,Middle/Jr,0.209302326,198,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,19.2,384,141.7,2834,UT,,,,,,,,,,,,2018,1,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,1/1/2018,136,62,946,748,20,20,1887,947,6022,341,43,287,
,,Cafeteria,,,,,Middle/Jr,0.208686441,197,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,19.105263158,363,144.368421053,2743,UT,,,,,,,,,,,,2018,2,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,2/1/2018,137,60,944,747,19,19,1891,852,5743,300,63,252,
,,Cafeteria,,,,,Middle/Jr,0.209968187,198,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,22,462,142.285714286,2988,UT,,,,,,,,,,,,2018,3,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,3/1/2018,138,60,943,745,21,21,2091,897,6358,382,80,257,
,,Cafeteria,,,,,Middle/Jr,0.208955224,196,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,22.6875,363,142.4375,2279,UT,,,,,,,,,,,,2018,4,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,4/1/2018,139,57,938,742,16,16,1550,729,4786,293,70,191,
,,Cafeteria,,,,,Middle/Jr,0.212379936,199,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,23.045454545,507,141.5,3113,UT,,,,,,,,,,,,2018,5,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,5/1/2018,141,58,937,738,22,22,2129,984,6397,415,92,292,
,,Cafeteria,,,,,Middle/Jr,0.211146838,197,,SY17-18,07,DAVIS SCHOOL DISTRICT,413,MUELLER PARK JR HIGH,UT@413@7,5,5,0,0,UT,,,,,,,,,,,,2018,6,,,,,,,Middle/Jr,Traditional,955 E 1800 S,BOUNTIFUL,UT,84010,Davis,N,6/1/2018,139,58,933,736,1,1,0,0,0,3,2,1,
,,Cafeteria,,,,,Primary,0.112162162,83,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,9.285714286,65,50,350,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,8/1/2017,62,21,740,657,7,7,265,85,989,59,6,29,
,,Cafeteria,,,,,Primary,0.103633917,77,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,11.55,231,50.9,1018,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,9/1/2017,63,14,743,666,20,20,810,208,3624,225,6,116,
,,Cafeteria,,,,,Primary,0.095174263,71,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,12.210526316,232,53.631578947,1019,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,10/1/2017,55,16,746,675,19,19,741,278,3863,202,30,112,
,,Cafeteria,,,,,Primary,0.105095541,66,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,12.473684211,237,56.473684211,1073,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,11/1/2017,49,17,628,562,19,19,772,301,4065,204,33,136,
,,Cafeteria,,,,,Primary,0.105473965,79,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,12.571428571,176,57.857142857,810,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,12/1/2017,58,21,749,670,14,14,576,234,3095,157,19,123,
,,Cafeteria,,,,,Primary,0.113333333,85,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,14.6,292,60.7,1214,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,1/1/2018,61,24,750,665,20,20,839,375,4030,234,58,151,
,,Cafeteria,,,,,Primary,0.112600536,84,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,13.263157895,252,57.473684211,1092,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,2/1/2018,60,24,746,662,19,19,751,341,3775,191,61,155,
,,Cafeteria,,,,,Primary,0.112600536,84,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,14.333333333,301,61.190476190,1285,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,3/1/2018,60,24,746,662,21,21,887,398,4409,249,52,204,
,,Cafeteria,,,,,Primary,0.112903226,84,,SY17-18,07,DAVIS SCHOOL DISTRICT,142,MUIR ELEMENTARY,UT@142@7,12.8125,205,61.1875,979,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,2275 S DAVIS BLVD,BOUNTIFUL,UT,84010,Davis,N,4/1/2018,60,24,744,660,16,16,672,307,3534,171,34,161,
