Enrollment-Paid,Provision 2 (Y/N),BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Type-Original,School Level-Standardized,FR Enrollment Percentage,Enrollment-Reduced,Enrollment-Free,FR Enrollment,Target Area,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Claim Date,Universal Free (Y/N),Provision 3 (Y/N),Provision 1 (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,Claim Year,School Year,State-Reporting,Enrollment-Free and Reduced,ISP,District ID,District Name,School ID,School Name,County,Claim Month,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,CEP (Y/N),NCES ID
,,,,GNG,,,,,,,,,,187.2,,NE@0006@280066,87.315789474,1659,146.947368421,2792,,,,,,,,,1659,2792,2/1/2018,,,,,,,,,,2018,SY17-18,NE,187.2,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,2,1330,329,606,2221,571,2600,19,19,GRABANDGO,416,,
,,,,GNG,,,,,,,,,,187.65,,NE@0006@280066,90.095238095,1892,150.523809524,3161,,,,,,,,,1892,3161,3/1/2018,,,,,,,,,,2018,SY17-18,NE,187.65,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,3,1529,363,827,2523,638,2735,21,21,GRABANDGO,417,,
,,,,GNG,,,,,,,,,,189,,NE@0006@280066,87.375,1398,151.8125,2429,,,,,,,,,1398,2429,4/1/2018,,,,,,,,,,2018,SY17-18,NE,189,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,4,1123,275,578,1946,483,2206,16,16,GRABANDGO,420,,
,,,,GNG,,,,,,,,,,191.82,,NE@0006@280066,86.578947368,1645,154.526315789,2936,,,,,,,,,1645,2936,5/1/2018,,,,,,,,,,2018,SY17-18,NE,191.82,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,5,1327,318,702,2345,591,2629,19,19,GRABANDGO,417,,
,,,,GNG,,,,,,,,,,172.2,,NE@0006@280066,89.894736842,1708,149.842105263,2847,,,,,,,,,1708,2847,9/1/2017,,,,,,,,,,2017,SY17-18,NE,172.2,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,9,1359,349,763,2253,594,2494,19,19,GRABANDGO,420,,
,,,,GNG,,,,,,,,,,179.31,,NE@0006@280066,87.85,1757,143.5,2870,,,,,,,,,1757,2870,10/1/2017,,,,,,,,,,2017,SY17-18,NE,179.31,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,10,1441,316,915,2314,556,2750,20,20,GRABANDGO,417,,
,,,,GNG,,,,,,,,,,183.04,,NE@0006@280066,91.368421053,1736,146.210526316,2778,,,,,,,,,1736,2778,11/1/2017,,,,,,,,,,2017,SY17-18,NE,183.04,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,11,1428,308,764,2216,562,2586,19,19,GRABANDGO,416,,
,,,,GNG,,,,,,,,,,183.48,,NE@0006@280066,92.75,1484,150.5,2408,,,,,,,,,1484,2408,12/1/2017,,,,,,,,,,2017,SY17-18,NE,183.48,,280066,Westside Community Schools,0006,Hillside Elementary,Douglas,12,1209,275,658,1916,492,2210,16,16,GRABANDGO,417,,
,,,,Cafeteria,,,,,,,,,,66.22,,NE@0007@280066,13.714285714,192,56.785714286,795,,,,,,,,,192,795,1/1/2018,,,,,,,,,,2018,SY17-18,NE,66.22,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,1,159,33,532,630,165,1867,14,14,TRADITIONAL,301,,
,,,,Cafeteria,,,,,,,,,,69.46,,NE@0007@280066,13,247,59.263157895,1126,,,,,,,,,247,1126,2/1/2018,,,,,,,,,,2018,SY17-18,NE,69.46,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,2,209,38,709,900,226,2496,19,19,TRADITIONAL,302,,
,,,,Cafeteria,,,,,,,,,,69.46,,NE@0007@280066,13.142857143,276,60.095238095,1262,,,,,,,,,276,1262,3/1/2018,,,,,,,,,,2018,SY17-18,NE,69.46,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,3,227,49,797,1006,256,2801,21,21,TRADITIONAL,302,,
,,,,Cafeteria,,,,,,,,,,70.15,,NE@0007@280066,12,192,60.75,972,,,,,,,,,192,972,4/1/2018,,,,,,,,,,2018,SY17-18,NE,70.15,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,4,158,34,620,771,201,2144,16,16,TRADITIONAL,305,,
,,,,Cafeteria,,,,,,,,,,72.96,,NE@0007@280066,14.052631579,267,61.947368421,1177,,,,,,,,,267,1177,5/1/2018,,,,,,,,,,2018,SY17-18,NE,72.96,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,5,214,53,677,947,230,2523,19,19,TRADITIONAL,304,,
,,,,Cafeteria,,,,,,,,,,67.98,,NE@0007@280066,12.789473684,243,60.578947368,1151,,,,,,,,,243,1151,9/1/2017,,,,,,,,,,2017,SY17-18,NE,67.98,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,9,154,89,783,907,244,2522,19,19,TRADITIONAL,309,,
,,,,Cafeteria,,,,,,,,,,66.88,,NE@0007@280066,11.6,232,60.5,1210,,,,,,,,,232,1210,10/1/2017,,,,,,,,,,2017,SY17-18,NE,66.88,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,10,175,57,774,947,263,2802,20,20,TRADITIONAL,304,,
,,,,Cafeteria,,,,,,,,,,69.69,,NE@0007@280066,12.263157895,233,61.052631579,1160,,,,,,,,,233,1160,11/1/2017,,,,,,,,,,2017,SY17-18,NE,69.69,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,11,206,27,780,937,223,2586,19,19,TRADITIONAL,303,,
,,,,Cafeteria,,,,,,,,,,69.69,,NE@0007@280066,14.125,226,58.6875,939,,,,,,,,,226,939,12/1/2017,,,,,,,,,,2017,SY17-18,NE,69.69,,280066,Westside Community Schools,0007,Loveland Elementary,Douglas,12,184,42,651,746,193,2175,16,16,TRADITIONAL,303,,
,,,,Cafeteria,,,,,,,,,,54.18,,NE@0008@280066,23,276,45.083333333,541,,,,,,,,,276,541,1/1/2018,,,,,,,,,,2018,SY17-18,NE,54.18,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,1,229,47,506,449,92,1907,12,12,TRADITIONAL,301,,
,,,,Cafeteria,,,,,,,,,,54.36,,NE@0008@280066,24.789473684,471,45.105263158,857,,,,,,,,,471,857,2/1/2018,,,,,,,,,,2018,SY17-18,NE,54.36,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,2,374,97,861,696,161,3084,19,19,TRADITIONAL,302,,
,,,,Cafeteria,,,,,,,,,,54.36,,NE@0008@280066,23.095238095,485,44.571428571,936,,,,,,,,,485,936,3/1/2018,,,,,,,,,,2018,SY17-18,NE,54.36,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,3,392,93,884,768,168,3294,21,21,TRADITIONAL,302,,
,,,,Cafeteria,,,,,,,,,,54.36,,NE@0008@280066,23.6875,379,44.8125,717,,,,,,,,,379,717,4/1/2018,,,,,,,,,,2018,SY17-18,NE,54.36,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,4,306,73,708,587,130,2520,16,16,TRADITIONAL,302,,
,,,,Cafeteria,,,,,,,,,,54.54,,NE@0008@280066,24.052631579,457,43.684210526,830,,,,,,,,,457,830,5/1/2018,,,,,,,,,,2018,SY17-18,NE,54.54,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,5,378,79,846,683,147,3073,19,19,TRADITIONAL,303,,
,,,,Cafeteria,,,,,,,,,,52.19,,NE@0008@280066,24.789473684,471,44.947368421,854,,,,,,,,,471,854,9/1/2017,,,,,,,,,,2017,SY17-18,NE,52.19,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,9,411,60,850,674,180,2952,19,19,TRADITIONAL,307,,
,,,,Cafeteria,,,,,,,,,,54.9,,NE@0008@280066,26,520,45.8,916,,,,,,,,,520,916,10/1/2017,,,,,,,,,,2017,SY17-18,NE,54.9,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,10,434,86,875,731,185,3287,20,20,TRADITIONAL,305,,
,,,,Cafeteria,,,,,,,,,,51.17,,NE@0008@280066,24.315789474,462,44.473684211,845,,,,,,,,,462,845,11/1/2017,,,,,,,,,,2017,SY17-18,NE,51.17,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,11,392,70,796,683,162,3021,19,19,TRADITIONAL,301,,
,,,,Cafeteria,,,,,,,,,,54.36,,NE@0008@280066,25.1875,403,44.5625,713,,,,,,,,,403,713,12/1/2017,,,,,,,,,,2017,SY17-18,NE,54.36,,280066,Westside Community Schools,0008,Oakdale Elementary,Douglas,12,335,68,710,588,125,2617,16,16,TRADITIONAL,302,,
,,,,GNG,,,,,,,,,,181.66,,NE@0010@280066,104.785714286,1467,162.214285714,2271,,,,,,,,,1467,2271,1/1/2018,,,,,,,,,,2018,SY17-18,NE,181.66,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,1,1274,193,535,1887,384,1068,14,14,GRABANDGO,293,,
,,,,GNG,,,,,,,,,,185.85,,NE@0010@280066,112.052631579,2129,164.210526316,3120,,,,,,,,,2129,3120,2/1/2018,,,,,,,,,,2018,SY17-18,NE,185.85,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,2,1855,274,724,2587,533,1485,19,19,GRABANDGO,295,,
,,,,GNG,,,,,,,,,,183.33,,NE@0010@280066,110.476190476,2320,163.380952381,3431,,,,,,,,,2320,3431,3/1/2018,,,,,,,,,,2018,SY17-18,NE,183.33,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,3,2020,300,843,2825,606,1576,21,21,GRABANDGO,291,,
,,,,GNG,,,,,,,,,,177.32,,NE@0010@280066,105.0625,1681,158.125,2530,,,,,,,,,1681,2530,4/1/2018,,,,,,,,,,2018,SY17-18,NE,177.32,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,4,1432,249,597,2086,444,1218,16,16,GRABANDGO,286,,
,,,,GNG,,,,,,,,,,174.84,,NE@0010@280066,102.368421053,1945,152.894736842,2905,,,,,,,,,1945,2905,5/1/2018,,,,,,,,,,2018,SY17-18,NE,174.84,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,5,1672,273,640,2393,512,1472,19,19,GRABANDGO,282,,
,,,,GNG,,,,,,,,,,182.7,,NE@0010@280066,114.421052632,2174,162.210526316,3082,,,,,,,,,2174,3082,9/1/2017,,,,,,,,,,2017,SY17-18,NE,182.7,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,9,1880,294,642,2507,575,1294,19,19,GRABANDGO,290,,
,,,,GNG,,,,,,,,,,177.51,,NE@0010@280066,109.15,2183,158.6,3172,,,,,,,,,2183,3172,10/1/2017,,,,,,,,,,2017,SY17-18,NE,177.51,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,10,1898,285,774,2603,569,1565,20,20,GRABANDGO,291,,
,,,,GNG,,,,,,,,,,178.73,,NE@0010@280066,110.473684211,2099,160,3040,,,,,,,,,2099,3040,11/1/2017,,,,,,,,,,2017,SY17-18,NE,178.73,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,11,1811,288,755,2511,529,1487,19,19,GRABANDGO,293,,
,,,,GNG,,,,,,,,,,181.66,,NE@0010@280066,112.8125,1805,164.5625,2633,,,,,,,,,1805,2633,12/1/2017,,,,,,,,,,2017,SY17-18,NE,181.66,,280066,Westside Community Schools,0010,Westgate Elementary,Douglas,12,1568,237,610,2166,467,1270,16,16,GRABANDGO,293,,
,,,,Cafeteria,,,,,,,,,,600.78,,NE@0011@280066,175.857142857,2462,399.714285714,5596,,,,,,,,,2462,5596,1/1/2018,,,,,,,,,,2018,SY17-18,NE,600.78,,280066,Westside Community Schools,0011,Westside High School,Douglas,1,1923,539,905,4143,1453,7867,14,14,TRADITIONAL,1938,,317866001724
,,,,Cafeteria,,,,,,,,,,597.37,,NE@0011@280066,189.105263158,3593,402.052631579,7639,,,,,,,,,3593,7639,2/1/2018,,,,,,,,,,2018,SY17-18,NE,597.37,,280066,Westside Community Schools,0011,Westside High School,Douglas,2,2807,786,1194,5666,1973,10682,19,19,TRADITIONAL,1927,,317866001724
,,,,Cafeteria,,,,,,,,,,614.08,,NE@0011@280066,195.761904762,4111,408.285714286,8574,,,,,,,,,4111,8574,3/1/2018,,,,,,,,,,2018,SY17-18,NE,614.08,,280066,Westside Community Schools,0011,Westside High School,Douglas,3,3251,860,1294,6341,2233,11798,21,21,TRADITIONAL,1919,,317866001724
,,,,Cafeteria,,,,,,,,,,613.44,,NE@0011@280066,176.375,2822,355.5,5688,,,,,,,,,2822,5688,4/1/2018,,,,,,,,,,2018,SY17-18,NE,613.44,,280066,Westside Community Schools,0011,Westside High School,Douglas,4,2240,582,1007,4268,1420,7880,16,16,TRADITIONAL,1917,,317866001724
,,,,Cafeteria,,,,,,,,,,609.28,,NE@0011@280066,160.473684211,3049,329.368421053,6258,,,,,,,,,3049,6258,5/1/2018,,,,,,,,,,2018,SY17-18,NE,609.28,,280066,Westside Community Schools,0011,Westside High School,Douglas,5,2396,653,1180,4719,1539,8657,19,19,TRADITIONAL,1904,,317866001724
,,,,Cafeteria,,,,,,,,,,634.92,,NE@0011@280066,183.368421053,3484,464.263157895,8821,,,,,,,,,3484,8821,9/1/2017,,,,,,,,,,2017,SY17-18,NE,634.92,,280066,Westside Community Schools,0011,Westside High School,Douglas,9,2820,664,1219,6596,2225,11203,19,19,TRADITIONAL,1924,,317866001724
,,,,Cafeteria,,,,,,,,,,610.39,,NE@0011@280066,186.3,3726,424.25,8485,,,,,,,,,3726,8485,10/1/2017,,,,,,,,,,2017,SY17-18,NE,610.39,,280066,Westside Community Schools,0011,Westside High School,Douglas,10,2927,799,1452,6347,2138,12050,20,20,TRADITIONAL,1969,,317866001724
,,,,Cafeteria,,,,,,,,,,606.67,,NE@0011@280066,198.842105263,3778,422.263157895,8023,,,,,,,,,3778,8023,11/1/2017,,,,,,,,,,2017,SY17-18,NE,606.67,,280066,Westside Community Schools,0011,Westside High School,Douglas,11,2972,806,1415,6006,2017,11347,19,19,TRADITIONAL,1957,,317866001724
,,,,Cafeteria,,,,,,,,,,606.36,,NE@0011@280066,175.3125,2805,375.3125,6005,,,,,,,,,2805,6005,12/1/2017,,,,,,,,,,2017,SY17-18,NE,606.36,,280066,Westside Community Schools,0011,Westside High School,Douglas,12,2250,555,1082,4538,1467,8076,16,16,TRADITIONAL,1956,,317866001724
,,,,Cafeteria,,,,,,,,,,345.8,,NE@0012@280066,40.357142857,565,284.428571429,3982,,,,,,,,,565,3982,1/1/2018,,,,,,,,,,2018,SY17-18,NE,345.8,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,1,487,78,97,3010,972,5955,14,14,TRADITIONAL,988,,317866001915
,,,,Cafeteria,,,,,,,,,,345.45,,NE@0012@280066,40.631578947,772,281,5339,,,,,,,,,772,5339,2/1/2018,,,,,,,,,,2018,SY17-18,NE,345.45,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,2,668,104,166,4049,1290,7695,19,19,TRADITIONAL,987,,317866001915
,,,,Cafeteria,,,,,,,,,,354.6,,NE@0012@280066,45.380952381,953,287.761904762,6043,,,,,,,,,953,6043,3/1/2018,,,,,,,,,,2018,SY17-18,NE,354.6,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,3,841,112,200,4639,1404,8453,21,21,TRADITIONAL,985,,317866001915
,,,,Cafeteria,,,,,,,,,,354.24,,NE@0012@280066,45.375,726,297.6875,4763,,,,,,,,,726,4763,4/1/2018,,,,,,,,,,2018,SY17-18,NE,354.24,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,4,648,78,131,3674,1089,6502,16,16,TRADITIONAL,984,,317866001915
,,,,Cafeteria,,,,,,,,,,352.8,,NE@0012@280066,44.631578947,848,263.052631579,4998,,,,,,,,,848,4998,5/1/2018,,,,,,,,,,2018,SY17-18,NE,352.8,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,5,742,106,167,3844,1154,6847,19,19,TRADITIONAL,980,,317866001915
,,,,Cafeteria,,,,,,,,,,368.15,,NE@0012@280066,53.631578947,1019,310.736842105,5904,,,,,,,,,1019,5904,9/1/2017,,,,,,,,,,2017,SY17-18,NE,368.15,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,9,783,236,191,4394,1510,8178,19,19,TRADITIONAL,995,,317866001915
,,,,Cafeteria,,,,,,,,,,335.58,,NE@0012@280066,49.4,988,284.15,5683,,,,,,,,,988,5683,10/1/2017,,,,,,,,,,2017,SY17-18,NE,335.58,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,10,819,169,253,4262,1421,8681,20,20,TRADITIONAL,987,,317866001915
,,,,Cafeteria,,,,,,,,,,335.58,,NE@0012@280066,42.947368421,816,288.315789474,5478,,,,,,,,,816,5478,11/1/2017,,,,,,,,,,2017,SY17-18,NE,335.58,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,11,705,111,230,4126,1352,8348,19,19,TRADITIONAL,987,,317866001915
,,,,Cafeteria,,,,,,,,,,345.1,,NE@0012@280066,47.4375,759,284.5,4552,,,,,,,,,759,4552,12/1/2017,,,,,,,,,,2017,SY17-18,NE,345.1,,280066,Westside Community Schools,0012,Westside Middle School,Douglas,12,655,104,156,3412,1140,6722,16,16,TRADITIONAL,986,,317866001915
,,,,Cafeteria,,,,,,,,,,313.04,,NE@0049@280066,84.142857143,1178,231.642857143,3243,,,,,,,,,1178,3243,1/1/2018,,,,,,,,,,2018,SY17-18,NE,313.04,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,1,981,197,424,2597,646,1703,14,14,TRADITIONAL,602,,
,,,,Cafeteria,,,,,,,,,,312.52,,NE@0049@280066,90.052631579,1711,231,4389,,,,,,,,,1711,4389,2/1/2018,,,,,,,,,,2018,SY17-18,NE,312.52,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,2,1473,238,618,3501,888,2292,19,19,TRADITIONAL,601,,
,,,,Cafeteria,,,,,,,,,,308.36,,NE@0049@280066,91.476190476,1921,235.666666667,4949,,,,,,,,,1921,4949,3/1/2018,,,,,,,,,,2018,SY17-18,NE,308.36,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,3,1595,326,666,3965,984,2544,21,21,TRADITIONAL,593,,
,,,,Cafeteria,,,,,,,,,,313.04,,NE@0049@280066,85.9375,1375,232.5625,3721,,,,,,,,,1375,3721,4/1/2018,,,,,,,,,,2018,SY17-18,NE,313.04,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,4,1143,232,539,2977,744,1965,16,16,TRADITIONAL,602,,
,,,,Cafeteria,,,,,,,,,,315.12,,NE@0049@280066,83.578947368,1588,229.947368421,4369,,,,,,,,,1588,4369,5/1/2018,,,,,,,,,,2018,SY17-18,NE,315.12,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,5,1327,261,662,3506,863,2237,19,19,TRADITIONAL,606,,
,,,,Cafeteria,,,,,,,,,,321.84,,NE@0049@280066,100.157894737,1903,243,4617,,,,,,,,,1903,4617,9/1/2017,,,,,,,,,,2017,SY17-18,NE,321.84,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,9,1539,364,641,3609,1008,2000,19,19,TRADITIONAL,596,,
,,,,Cafeteria,,,,,,,,,,308.36,,NE@0049@280066,96.4,1928,231.15,4623,,,,,,,,,1928,4623,10/1/2017,,,,,,,,,,2017,SY17-18,NE,308.36,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,10,1559,369,753,3580,1043,2304,20,20,TRADITIONAL,593,,
,,,,Cafeteria,,,,,,,,,,309.92,,NE@0049@280066,90.684210526,1723,229.315789474,4357,,,,,,,,,1723,4357,11/1/2017,,,,,,,,,,2017,SY17-18,NE,309.92,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,11,1428,295,704,3381,976,2207,19,19,TRADITIONAL,596,,
,,,,Cafeteria,,,,,,,,,,313.04,,NE@0049@280066,90.75,1452,228.5,3656,,,,,,,,,1452,3656,12/1/2017,,,,,,,,,,2017,SY17-18,NE,313.04,,280066,Westside Community Schools,0049,Westbrook Elementary,Douglas,12,1176,276,618,2826,830,1888,16,16,TRADITIONAL,602,,
,,,,Cafeteria,,,,,,,,,,79.52,,NE@0002@290117,18.444444444,332,58.105263158,1104,,,,,,,,,332,1104,1/1/2018,,,,,,,,,,2018,SY17-18,NE,79.52,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,1,300,32,19,913,191,716,18,19,TRADITIONAL,142,,310007701886
,,,,Cafeteria,,,,,,,,,,75.98,,NE@0002@290117,18.833333333,339,55.388888889,997,,,,,,,,,339,997,2/1/2018,,,,,,,,,,2018,SY17-18,NE,75.98,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,2,305,34,14,817,180,624,18,18,TRADITIONAL,131,,310007701886
,,,,Cafeteria,,,,,,,,,,74.1,,NE@0002@290117,22,418,58.157894737,1105,,,,,,,,,418,1105,3/1/2018,,,,,,,,,,2018,SY17-18,NE,74.1,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,3,377,41,46,924,181,685,19,19,TRADITIONAL,130,,310007701886
,,,,Cafeteria,,,,,,,,,,75.04,,NE@0002@290117,23.55,471,58.85,1177,,,,,,,,,471,1177,4/1/2018,,,,,,,,,,2018,SY17-18,NE,75.04,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,4,433,38,31,992,185,752,20,20,TRADITIONAL,134,,310007701886
,,,,Cafeteria,,,,,,,,,,74.1,,NE@0002@290117,22.076923077,287,49.076923077,638,,,,,,,,,287,638,5/1/2018,,,,,,,,,,2018,SY17-18,NE,74.1,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,5,262,25,15,546,92,439,13,13,TRADITIONAL,130,,310007701886
,,,,Cafeteria,,,,,,,,,,72.61,,NE@0002@290117,23.210526316,441,61.894736842,1176,,,,,,,,,441,1176,9/1/2017,,,,,,,,,,2017,SY17-18,NE,72.61,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,9,337,104,20,907,269,693,19,19,TRADITIONAL,137,,310007701886
,,,,Cafeteria,,,,,,,,,,84.37,,NE@0002@290117,22.714285714,477,61.142857143,1284,,,,,,,,,477,1284,10/1/2017,,,,,,,,,,2017,SY17-18,NE,84.37,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,10,382,95,31,971,313,884,21,21,TRADITIONAL,143,,310007701886
,,,,Cafeteria,,,,,,,,,,87.91,,NE@0002@290117,21.85,437,65.3,1306,,,,,,,,,437,1306,11/1/2017,,,,,,,,,,2017,SY17-18,NE,87.91,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,11,398,39,19,1069,237,840,20,20,TRADITIONAL,149,,310007701886
,,,,Cafeteria,,,,,,,,,,71.82,,NE@0002@290117,22.133333333,332,59,885,,,,,,,,,332,885,12/1/2017,,,,,,,,,,2017,SY17-18,NE,71.82,,290117,Dundy County Public School,0002,Benkelman Elementary School,Dundy,12,295,37,17,737,148,656,15,15,TRADITIONAL,133,,310007701886
,,,,Cafeteria,,,,,,,,,,79.05,,NE@0003@290117,38.5,693,61.842105263,1175,,,,,,,,,693,1175,1/1/2018,,,,,,,,,,2018,SY17-18,NE,79.05,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,1,493,200,305,843,332,865,18,19,TRADITIONAL,155,,
,,,,Cafeteria,,,,,,,,,,77.52,,NE@0003@290117,42.944444444,773,61.833333333,1113,,,,,,,,,773,1113,2/1/2018,,,,,,,,,,2018,SY17-18,NE,77.52,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,2,553,220,312,803,310,799,18,18,TRADITIONAL,152,,
,,,,Cafeteria,,,,,,,,,,79.56,,NE@0003@290117,43.210526316,821,63.578947368,1208,,,,,,,,,821,1208,3/1/2018,,,,,,,,,,2018,SY17-18,NE,79.56,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,3,580,241,367,847,361,867,19,19,TRADITIONAL,153,,
,,,,Cafeteria,,,,,,,,,,78,,NE@0003@290117,38.35,767,52.5,1050,,,,,,,,,767,1050,4/1/2018,,,,,,,,,,2018,SY17-18,NE,78,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,4,527,240,336,744,306,748,20,20,TRADITIONAL,150,,
,,,,Cafeteria,,,,,,,,,,77.48,,NE@0003@290117,43.076923077,560,51.461538462,669,,,,,,,,,560,669,5/1/2018,,,,,,,,,,2018,SY17-18,NE,77.48,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,5,388,172,187,490,179,409,13,13,TRADITIONAL,149,,
,,,,Cafeteria,,,,,,,,,,75.5,,NE@0003@290117,33.368421053,634,63,1197,,,,,,,,,634,1197,9/1/2017,,,,,,,,,,2017,SY17-18,NE,75.5,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,9,361,273,189,689,508,755,19,19,TRADITIONAL,151,,
,,,,Cafeteria,,,,,,,,,,78.52,,NE@0003@290117,39,819,63.333333333,1330,,,,,,,,,819,1330,10/1/2017,,,,,,,,,,2017,SY17-18,NE,78.52,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,10,520,299,258,848,482,892,21,21,TRADITIONAL,151,,
,,,,Cafeteria,,,,,,,,,,79.56,,NE@0003@290117,39.05,781,60.85,1217,,,,,,,,,781,1217,11/1/2017,,,,,,,,,,2017,SY17-18,NE,79.56,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,11,534,247,319,862,355,850,20,20,TRADITIONAL,156,,
,,,,Cafeteria,,,,,,,,,,73.01,,NE@0003@290117,38.866666667,583,59.466666667,892,,,,,,,,,583,892,12/1/2017,,,,,,,,,,2017,SY17-18,NE,73.01,,290117,Dundy County Public School,0003,Benkelman High School,Dundy,12,397,186,257,634,258,673,15,15,TRADITIONAL,149,,
,,,,Cafeteria,,,,,,,,,,33,,NE@0004@290117,14.944444444,269,19.315789474,367,,,,,,,,,269,367,1/1/2018,,,,,,,,,,2018,SY17-18,NE,33,,290117,Dundy County Public School,0004,Stratton Elementary,Dundy,1,206,63,51,317,50,122,18,19,TRADITIONAL,44,,
,,,,Cafeteria,,,,,,,,,,25.92,,NE@0004@290117,11.611111111,209,18.5,333,,,,,,,,,209,333,2/1/2018,,,,,,,,,,2018,SY17-18,NE,25.92,,290117,Dundy County Public School,0004,Stratton Elementary,Dundy,2,174,35,57,293,40,121,18,18,TRADITIONAL,36,,
,,,,Cafeteria,,,,,,,,,,25.92,,NE@0004@290117,15.684210526,298,17,323,,,,,,,,,298,323,3/1/2018,,,,,,,,,,2018,SY17-18,NE,25.92,,290117,Dundy County Public School,0004,Stratton Elementary,Dundy,3,231,67,51,277,46,106,19,19,TRADITIONAL,36,,
