Street Address-Line 1,State-Physical,Street Address-Line 2,School Type-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,District ID,School Name,School Level-Original,School ID,City,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,4004,266.933333333,1692,112.8,HI@113@1434-6,150003000216,SY16-17,,302,0.867816092,Primary,,,,,,,Hawaii DOE,1434-6,Kaewai Elementary,Elementary,113,Honolulu,96819,Honolulu,N,1/1/2017,348,278,24,1637,55,65,3686,318,564,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4782,265.666666667,2417,134.277777778,HI@113@1434-6,150003000216,SY16-17,,302,0.867816092,Primary,,,,,,,Hawaii DOE,1434-6,Kaewai Elementary,Elementary,113,Honolulu,96819,Honolulu,N,2/1/2017,348,278,24,2322,95,113,4374,408,667,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,4426,260.352941176,1950,114.705882353,HI@113@1434-6,150003000216,SY16-17,,302,0.867816092,Primary,,,,,,,Hawaii DOE,1434-6,Kaewai Elementary,Elementary,113,Honolulu,96819,Honolulu,N,3/1/2017,348,279,23,1895,55,101,4064,362,624,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,5115,269.210526316,2176,114.526315789,HI@113@1434-6,150003000216,SY16-17,,304,0.873563218,Primary,,,,,,,Hawaii DOE,1434-6,Kaewai Elementary,Elementary,113,Honolulu,96819,Honolulu,N,4/1/2017,348,281,23,2126,50,95,4713,402,695,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,5472,273.6,2277,113.85,HI@113@1434-6,150003000216,SY16-17,,301,0.864942529,Primary,,,,,,,Hawaii DOE,1434-6,Kaewai Elementary,Elementary,113,Honolulu,96819,Honolulu,N,5/1/2017,348,279,22,2218,59,116,5068,404,764,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,7961,379.095238095,3163,150.619047619,HI@371@1434-6,150003000232,SY16-17,,566,0.733160622,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,8/1/2016,772,466,100,2823,340,327,6700,1261,2327,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,19,19,,Cafeteria,,,,,,,HI,7359,387.315789474,2788,146.736842105,HI@371@1434-6,150003000232,SY16-17,,540,0.699481865,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,9/1/2016,772,445,95,2425,363,368,6247,1112,2563,19,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,5990,374.375,2142,133.875,HI@371@1434-6,150003000232,SY16-17,,500,0.647668394,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,10/1/2016,772,424,76,1886,256,305,5062,928,2084,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,17,17,,Cafeteria,,,,,,,HI,6723,395.470588235,2296,135.058823529,HI@371@1434-6,150003000232,SY16-17,,487,0.630829016,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,11/1/2016,772,412,75,2018,278,219,5658,1065,2146,17,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,14,14,,Cafeteria,,,,,,,HI,5416,386.857142857,1969,140.642857143,HI@371@1434-6,150003000232,SY16-17,,493,0.638601036,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,12/1/2016,772,417,76,1675,294,209,4560,856,1854,14,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,6336,396,2104,131.5,HI@371@1434-6,150003000232,SY16-17,,489,0.633419689,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,1/1/2017,772,410,79,1793,311,228,5367,969,2128,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,7127,395.944444444,2465,136.944444444,HI@371@1434-6,150003000232,SY16-17,,480,0.621761658,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,2/1/2017,772,403,77,2130,335,269,6014,1113,2279,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,6675,392.647058824,2381,140.058823529,HI@371@1434-6,150003000232,SY16-17,,488,0.632124352,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,3/1/2017,772,411,77,2077,304,264,5605,1070,2318,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,7676,404,2660,140,HI@371@1434-6,150003000232,SY16-17,,485,0.628238342,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,4/1/2017,772,404,81,2286,374,272,6429,1247,2658,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,7525,376.25,2836,141.8,HI@371@1434-6,150003000232,SY16-17,,485,0.628238342,Primary,,,,,,,Hawaii DOE,1434-6,Kahakai Elementary,Elementary,371,Kailua-Kona,96740,Hawaii,N,5/1/2017,772,404,81,2413,423,330,6333,1192,2765,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,1247,56.681818182,509,23.136363636,HI@114@1434-6,150003000215,SY16-17,,83,0.220744681,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,8/1/2016,376,61,22,416,93,634,974,273,4504,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,1074,53.7,476,23.8,HI@114@1434-6,150003000215,SY16-17,,74,0.196808511,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,9/1/2016,376,53,21,358,118,669,795,279,4286,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,797,49.8125,333,20.8125,HI@114@1434-6,150003000215,SY16-17,,61,0.162234043,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,10/1/2016,376,45,16,251,82,567,602,195,3400,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,902,50.111111111,331,18.388888889,HI@114@1434-6,150003000215,SY16-17,,60,0.159574468,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,11/1/2016,376,45,15,257,74,643,696,206,3884,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,747,49.8,274,18.266666667,HI@114@1434-6,150003000215,SY16-17,,60,0.159574468,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,12/1/2016,376,46,14,199,75,504,592,155,3154,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,736,49.066666667,243,16.2,HI@114@1434-6,150003000215,SY16-17,,60,0.159574468,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,1/1/2017,376,47,13,194,49,430,592,144,3227,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,881,48.944444444,302,16.777777778,HI@114@1434-6,150003000215,SY16-17,,63,0.167553191,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,2/1/2017,376,50,13,231,71,472,709,172,3631,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,906,53.294117647,392,23.058823529,HI@114@1434-6,150003000215,SY16-17,,62,0.164893617,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,3/1/2017,376,48,14,293,99,473,725,181,3592,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,1016,53.473684211,458,24.105263158,HI@114@1434-6,150003000215,SY16-17,,62,0.164893617,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,4/1/2017,376,48,14,344,114,542,801,215,4091,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,894,44.7,470,23.5,HI@114@1434-6,150003000215,SY16-17,,62,0.164893617,Primary,,,,,,,Hawaii DOE,1434-6,Kahala Elementary,Elementary,114,Honolulu,96816,Honolulu,N,5/1/2017,376,48,14,360,110,581,716,178,3671,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,3972,189.142857143,2567,122.238095238,HI@306@1434-6,150003000006,SY16-17,,243,0.788961039,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,8/1/2016,308,210,33,2235,332,472,3474,498,1012,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,4003,190.619047619,2532,120.571428571,HI@306@1434-6,150003000006,SY16-17,,232,0.753246753,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,9/1/2016,308,198,34,2125,407,559,3393,610,1101,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,3108,194.25,1915,119.6875,HI@306@1434-6,150003000006,SY16-17,,224,0.727272727,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,10/1/2016,308,192,32,1614,301,415,2645,463,875,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,17,17,,Cafeteria,,,,,,,HI,3149,185.235294118,1963,115.470588235,HI@306@1434-6,150003000006,SY16-17,,221,0.717532468,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,11/1/2016,308,189,32,1665,298,488,2694,455,910,17,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2767,184.466666667,1616,107.733333333,HI@306@1434-6,150003000006,SY16-17,,138,0.448051948,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,12/1/2016,308,109,29,1371,245,414,2371,396,852,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,2969,197.933333333,1668,111.2,HI@306@1434-6,150003000006,SY16-17,,226,0.733766234,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,1/1/2017,308,197,29,1402,266,409,2564,405,912,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,3408,189.333333333,1997,110.944444444,HI@306@1434-6,150003000006,SY16-17,,225,0.730519481,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,2/1/2017,308,196,29,1698,299,472,2957,451,1001,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3181,187.117647059,2058,121.058823529,HI@306@1434-6,150003000006,SY16-17,,224,0.727272727,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,3/1/2017,308,194,30,1754,304,461,2757,424,910,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,3563,187.526315789,2294,120.736842105,HI@306@1434-6,150003000006,SY16-17,,225,0.730519481,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,4/1/2017,308,196,29,1966,328,525,3093,470,1074,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,3443,172.15,1258,62.9,HI@306@1434-6,150003000006,SY16-17,,221,0.717532468,Primary,,,,,,,Hawaii DOE,1434-6,Kahaluu Elementary,Elementary,306,Honolulu,96744,Honolulu,N,5/1/2017,308,192,29,952,306,519,3007,436,1065,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,4551,216.714285714,1811,86.238095238,HI@331@1434-6,150003000236,SY16-17,,289,0.68,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,8/1/2016,425,219,70,1523,288,328,3618,933,2346,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,4507,225.35,1639,81.95,HI@331@1434-6,150003000236,SY16-17,,261,0.614117647,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,9/1/2016,425,196,65,1390,249,316,3469,1038,2279,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,3507,219.1875,1045,65.3125,HI@331@1434-6,150003000236,SY16-17,,249,0.585882353,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,10/1/2016,425,192,57,889,156,175,2708,799,1855,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,4046,224.777777778,1241,68.944444444,HI@331@1434-6,150003000236,SY16-17,,251,0.590588235,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,11/1/2016,425,196,55,1049,192,243,3148,898,2111,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,3312,220.8,937,62.466666667,HI@331@1434-6,150003000236,SY16-17,,249,0.585882353,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,12/1/2016,425,195,54,768,169,204,2601,711,1770,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,3358,223.866666667,977,65.133333333,HI@331@1434-6,150003000236,SY16-17,,252,0.592941176,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,1/1/2017,425,198,54,862,115,204,2624,734,1739,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4010,222.777777778,1203,66.833333333,HI@331@1434-6,150003000236,SY16-17,,254,0.597647059,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,2/1/2017,425,200,54,1065,138,279,3174,836,2015,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3830,225.294117647,1228,72.235294118,HI@331@1434-6,150003000236,SY16-17,,252,0.592941176,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,3/1/2017,425,200,52,1084,144,284,3059,771,1918,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,4398,231.473684211,1278,67.263157895,HI@331@1434-6,150003000236,SY16-17,,254,0.597647059,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,4/1/2017,425,202,52,1134,144,331,3479,919,2299,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,3721,186.05,1138,56.9,HI@331@1434-6,150003000236,SY16-17,,253,0.595294118,Primary,,,,,,,Hawaii DOE,1434-6,Kahuku Elementary,Elementary,331,Kahuku,96731,Honolulu,N,5/1/2017,425,201,52,980,158,296,2942,779,1910,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,20,20,,Cafeteria,,,,,,,HI,7963,398.15,4819,240.95,HI@307@1434-6,150003000007,SY16-17,,817,0.570929420,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,8/1/2016,1431,581,236,3901,918,1898,6181,1782,5106,20,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,6930,346.5,4291,214.55,HI@307@1434-6,150003000007,SY16-17,,735,0.513626834,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,9/1/2016,1431,526,209,3346,945,1739,5296,1634,4536,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,5637,352.3125,3420,213.75,HI@307@1434-6,150003000007,SY16-17,,650,0.454227813,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,10/1/2016,1431,473,177,2693,727,1396,4322,1315,3635,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,5938,329.888888889,3829,212.722222222,HI@307@1434-6,150003000007,SY16-17,,661,0.461914745,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,11/1/2016,1431,477,184,2972,857,1516,4554,1384,3857,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,5028,335.2,3257,217.133333333,HI@307@1434-6,150003000007,SY16-17,,659,0.460517121,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,12/1/2016,1431,476,183,2543,714,1219,3857,1171,2974,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,5168,344.533333333,3194,212.933333333,HI@307@1434-6,150003000007,SY16-17,,669,0.467505241,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,1/1/2017,1431,486,183,2433,761,1128,3895,1273,3255,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,6130,340.555555556,4051,225.055555556,HI@307@1434-6,150003000007,SY16-17,,664,0.464011181,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,2/1/2017,1431,485,179,3162,889,1562,4667,1463,3978,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,5774,339.647058824,3797,223.352941176,HI@307@1434-6,150003000007,SY16-17,,654,0.457023061,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,3/1/2017,1431,478,176,2903,894,1737,4352,1422,3851,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,6833,359.631578947,4347,228.789473684,HI@307@1434-6,150003000007,SY16-17,,651,0.454926625,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,4/1/2017,1431,476,175,3317,1030,1808,5089,1744,4490,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,6016,300.8,3938,196.9,HI@307@1434-6,150003000007,SY16-17,,651,0.454926625,Other,,,,,,,Hawaii DOE,1434-6,Kahuku High & Intermediate,"Middle, High School",307,Kahuku,96731,Honolulu,N,5/1/2017,1431,476,175,3047,891,1526,4538,1478,3874,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,11111,505.045454545,3246,147.545454545,HI@405@1434-6,150003000060,SY16-17,,684,0.671905697,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,8/1/2016,1018,520,164,2838,408,427,8785,2326,6324,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,10252,488.190476190,2934,139.714285714,HI@405@1434-6,150003000060,SY16-17,,622,0.611001965,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,9/1/2016,1018,475,147,2594,340,560,8096,2156,6318,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,7464,497.6,2097,139.8,HI@405@1434-6,150003000060,SY16-17,,588,0.577603143,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,10/1/2016,1018,464,124,1881,216,383,5880,1584,4370,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,8973,498.5,2402,133.444444444,HI@405@1434-6,150003000060,SY16-17,,596,0.585461690,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,11/1/2016,1018,472,124,2133,269,395,7082,1891,5064,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,7702,513.466666667,1986,132.4,HI@405@1434-6,150003000060,SY16-17,,592,0.581532417,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,12/1/2016,1018,470,122,1788,198,332,6102,1600,4307,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,7904,526.933333333,1903,126.866666667,HI@405@1434-6,150003000060,SY16-17,,606,0.595284872,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,1/1/2017,1018,480,126,1720,183,273,6253,1651,4150,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,9094,505.222222222,2416,134.222222222,HI@405@1434-6,150003000060,SY16-17,,609,0.598231827,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,2/1/2017,1018,483,126,2191,225,342,7210,1884,4863,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,8462,497.764705882,2503,147.235294118,HI@405@1434-6,150003000060,SY16-17,,603,0.592337917,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,3/1/2017,1018,478,125,2219,284,398,6647,1815,4598,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,9582,504.315789474,2875,151.315789474,HI@405@1434-6,150003000060,SY16-17,,605,0.594302554,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,4/1/2017,1018,480,125,2539,336,471,7572,2010,5109,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,9418,470.9,3056,152.8,HI@405@1434-6,150003000060,SY16-17,,605,0.594302554,Primary,,,,,,,Hawaii DOE,1434-6,Kahului Elementary,Elementary,405,Kahului,96732,Maui,N,5/1/2017,1018,478,127,2699,357,574,7474,1944,4966,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,4022,182.818181818,1911,86.863636364,HI@308@1434-6,150003000008,SY16-17,,240,0.648648649,Primary,,,,,,,Hawaii DOE,1434-6,Kailua Elementary,Elementary,308,Kailua,96734,Honolulu,N,8/1/2016,370,206,34,1773,138,311,3587,435,2000,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,3554,177.7,1569,78.45,HI@308@1434-6,150003000008,SY16-17,,223,0.602702703,Primary,,,,,,,Hawaii DOE,1434-6,Kailua Elementary,Elementary,308,Kailua,96734,Honolulu,N,9/1/2016,370,191,32,1433,136,243,3092,462,1777,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2763,184.2,1185,79,HI@308@1434-6,150003000008,SY16-17,,226,0.610810811,Primary,,,,,,,Hawaii DOE,1434-6,Kailua Elementary,Elementary,308,Kailua,96734,Honolulu,N,10/1/2016,370,198,28,1094,91,184,2434,329,1435,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,17,17,,Cafeteria,,,,,,,HI,3102,182.470588235,1268,74.588235294,HI@308@1434-6,150003000008,SY16-17,,223,0.602702703,Primary,,,,,,,Hawaii DOE,1434-6,Kailua Elementary,Elementary,308,Kailua,96734,Honolulu,N,11/1/2016,370,198,25,1163,105,219,2777,325,1563,17,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,17,17,,Cafeteria,,,,,,,HI,2645,155.588235294,1006,59.176470588,HI@308@1434-6,150003000008,SY16-17,,221,0.597297297,Primary,,,,,,,Hawaii DOE,1434-6,Kailua Elementary,Elementary,308,Kailua,96734,Honolulu,N,12/1/2016,370,196,25,912,94,174,2348,297,1374,17,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,2757,183.8,1055,70.333333333,HI@308@1434-6,150003000008,SY16-17,,220,0.594594595,Primary,,,,,,,Hawaii DOE,1434-6,Kailua Elementary,Elementary,308,Kailua,96734,Honolulu,N,1/1/2017,370,195,25,959,96,182,2424,333,1371,15,Cafeteria Breakfast
