Claim Year,Claim Month,NCES ID,ISP,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,CEP (Y/N),Enrollment-Free and Reduced,Operating Days-Lunch Only,Operating Days-Breakfast Only,School Name,School ID,District ID,State-Reporting,School Year,Claim Date,District Name,Enrollment-Paid,Provision 2 (Y/N),BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Type-Original,School Level-Standardized,FR Enrollment Percentage,Enrollment-Reduced,Enrollment-Free,FR Enrollment,Target Area,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Universal Free (Y/N),Provision 3 (Y/N),Provision 1 (Y/N),School Level-Original,Street Address-Line 2,State-Physical,Street Address-Line 1,City,Zip Code,County,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
2018,1,,,,,,,18.5,18.5,,,0042,NH,SY17-18,1/1/2018,Nashua SAU Office,,,,,,,,,,,,,,,,,NH@000@0042,1032.702702703,19105,3325.729729730,61526,,,,,,,,18.5,,,,,,,,,,,,,51392,10134,47382,17130,1975,2715
2018,2,,,,,,,18.5,18.5,,,0084,NH,SY17-18,2/1/2018,Littleton SAU Office,,,,,,,,,,,,,,,,,NH@000@0084,118.432432432,2191,192.108108108,3554,,,,,,,,18.5,,,,,,,,,65 Maple Street,Littleton,3561,Grafton,3055,499,1997,1872,319,659
2018,4,,,,,,,18.5,18.5,,,0773,NH,SY17-18,4/1/2018,NFI North Inc,,,,,,,,,,,,,,,,,NH@000@0773,18.756756757,347,19.243243243,356,,,,,,,,18.5,,,,,,,,,PO Box 417,Contoocook,3583,Coos,356,0,3,347,0,0
2018,6,,,,,,,18.5,18.5,,,0088,NH,SY17-18,6/1/2018,Lebanon SAU Office,,,,,,,,,,,,,,,,,NH@000@0088,81.135135135,1501,106.972972973,1979,,,,,,,,18.5,,,,,,,,,20 Seminary Hill,West Lebanon,3766,Grafton,1571,408,3034,1314,187,522
2017,9,,,,,,,18.5,18.5,,,0502,NH,SY17-18,9/1/2017,Youth Development Services,,,,,,,,,,,,,,,,,NH@000@0502,65.135135135,1205,66.486486486,1230,,,,,,,,18.5,,,,,,,,,1056 North River Road,Manchester,3104,Hillsborough,1230,0,0,1205,0,0
2018,4,,,,,,,18.5,18.5,,,0084,NH,SY17-18,4/1/2018,Littleton SAU Office,,,,,,,,,,,,,,,,,NH@000@0084,118.648648649,2195,192.324324324,3558,,,,,,,,18.5,,,,,,,,,65 Maple Street,Littleton,3561,Grafton,3074,484,1711,1930,265,486
2018,6,,,,,,,18.5,18.5,,,0068,NH,SY17-18,6/1/2018,Lincoln-Woodstock SAU Office,,,,,,,,,,,,,,,,,NH@000@0068,32.270270270,597,36.702702703,679,,,,,,,,18.5,,,,,,,,,PO Box 846,Lincoln,3251,Grafton,549,130,626,544,53,140
2018,1,,,,,,,18.5,18.5,,,0023,NH,SY17-18,1/1/2018,Haverhill Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0023,68.918918919,1275,261.405405405,4836,,,,,,,,18.5,,,,,,,,,2975 Dartmouth College Hwy,Haverhill,3785,Grafton,3914,922,3340,1091,184,459
2017,10,,,,,,,18.5,18.5,,,0087,NH,SY17-18,10/1/2017,Mascenic Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0087,159.027027027,2942,238.054054054,4404,,,,,,,,18.5,,,,,,,,,16 School Street,Greenville,3071,Hillsborough,3568,836,3617,2620,322,653
2017,10,,,,,,,18.5,18.5,,,0013,NH,SY17-18,10/1/2017,Tamworth SAU Office,,,,,,,,,,,,,,,,,NH@000@0013,51.297297297,949,139.459459459,2580,,,,,,,,18.5,,,,,,,,,881a Tamworth RD,Tamworth,3849,Carroll,2032,548,1318,762,187,404
2018,6,,,,,,,18.5,18.5,,,0027,NH,SY17-18,6/1/2018,Litchfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0027,5.405405405,100,51.837837838,959,,,,,,,,18.5,,,,,,,,,1 Highlander Court,Litchfield,3052,Hillsborough,797,162,4390,88,12,192
2018,2,,,,,,,18.5,18.5,,,0071,NH,SY17-18,2/1/2018,Lempster SAU Office,,,,,,,,,,,,,,,,,NH@000@0071,13.081081081,242,19.945945946,369,,,,,,,,18.5,,,,,,,,,29 School Road,Lempster,3605,Sullivan,203,166,244,149,93,121
2017,11,,,,,,,18.5,18.5,,,0066,NH,SY17-18,11/1/2017,Hopkinton SAU Office,,,,,,,,,,,,,,,,,NH@000@0066,40.216216216,744,49.135135135,909,,,,,,,,18.5,,,,,,,,,204 Maple Street,Contoocook,3229,Merrimack,750,159,4027,644,100,1080
2017,11,,,,,,,18.5,18.5,,,0003,NH,SY17-18,11/1/2017,Berlin SAU Office,,,,,,,,,,,,,,,,,NH@000@0003,214.648648649,3971,478.054054054,8844,,,,,,,,18.5,,,,,,,,,183 Hillside Ave,Berlin,3570,Coos,8137,707,4824,3715,256,647
2018,3,,,,,,,18.5,18.5,,,0026,NH,SY17-18,3/1/2018,Merrimack SAU Office,,,,,,,,,,,,,,,,,NH@000@0026,18.972972973,351,234.486486486,4338,,,,,,,,18.5,,,,,,,,,36 McElwain Street,Merrimack,3054,Hillsborough,3525,813,22384,212,139,689
2017,10,,,,,,,18.5,18.5,,,0001,NH,SY17-18,10/1/2017,Contoocook Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0001,219.243243243,4056,451.135135135,8346,,,,,,,,18.5,,,,,,,,,106 Hancock Road,Peterborough,3458,Hillsborough,6880,1466,10522,3454,602,2045
2018,4,,,,,,,18.5,18.5,,,0012,NH,SY17-18,4/1/2018,Londonderry SAU Office,,,,,,,,,,,,,,,,,NH@000@0012,6.918918919,128,198.756756757,3677,,,,,,,,18.5,,,,,,,,,6A Kitty Hawk Landing,Londonderry,3053,Rockingham,3112,565,17040,103,25,308
2018,4,,,,,,,18.5,18.5,,,0051,NH,SY17-18,4/1/2018,Pittsfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0051,91.243243243,1688,173.081081081,3202,,,,,,,,18.5,,,,,,,,,23 Oneida Street  Unit 1,Pittsfield,3263,Merrimack,2859,343,1441,1567,121,384
2018,3,,,,,,,18.5,18.5,,,0059,NH,SY17-18,3/1/2018,Winnisquam Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0059,123.243243243,2280,295.459459459,5466,,,,,,,,18.5,,,,,,,,,433 West Main St,Tilton,3276,Belknap,4543,923,6629,1963,317,954
2017,9,,,,,,,18.5,18.5,,,0009,NH,SY17-18,9/1/2017,Conway SAU Office,,,,,,,,,,,,,,,,,NH@000@0009,161.837837838,2994,429.243243243,7941,,,,,,,,18.5,,,,,,,,,176A Main Street,Conway,3860,Carroll,6535,1406,4082,2673,321,479
2017,11,,,,,,,18.5,18.5,,,0036,NH,SY17-18,11/1/2017,White Mountains Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0036,119.135135135,2204,324.540540541,6004,,,,,,,,18.5,,,,,,,,,14 King Square,Whitefield,3598,Coos,4658,1346,4237,1891,313,415
2018,1,,,,,,,18.5,18.5,,,0075,NH,SY17-18,1/1/2018,Grantham SAU Office,,,,,,,,,,,,,,,,,NH@000@0075,10.918918919,202,16.324324324,302,,,,,,,,18.5,,,,,,,,,300 RT 10S,Grantham,3753,Sullivan,204,98,941,145,57,539
2018,6,,,,,,,18.5,18.5,,,0092,NH,SY17-18,6/1/2018,Hinsdale SAU Office,,,,,,,,,,,,,,,,,NH@000@0092,78.756756757,1457,160.918918919,2977,,,,,,,,18.5,,,,,,,,,49 School Street,Hinsdale,3451,Cheshire,2569,408,2054,1213,244,587
2017,8,,,,,,,18.5,18.5,,,0048,NH,SY17-18,8/1/2017,Plymouth SAU Office,,,,,,,,,,,,,,,,,NH@000@0048,28.918918919,535,64,1184,,,,,,,,18.5,,,,,,,,,47 Old Ward Bridge Rd.,Plymouth,3264,Grafton,1016,168,1054,471,64,178
2017,12,,,,,,,18.5,18.5,,,0071,NH,SY17-18,12/1/2017,Lempster SAU Office,,,,,,,,,,,,,,,,,NH@000@0071,11.351351351,210,16.918918919,313,,,,,,,,18.5,,,,,,,,,29 School Road,Lempster,3605,Sullivan,201,112,313,149,61,151
2018,5,,,,,,,18.5,18.5,,,0062,NH,SY17-18,5/1/2018,Mascoma Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0062,275.729729730,5101,353.729729730,6544,,,,,,,,18.5,,,,,,,,,PO Box 789,Enfield,3748,Grafton,5598,946,5863,4500,601,1663
2018,6,,,,,,,18.5,18.5,,,0042,NH,SY17-18,6/1/2018,Nashua SAU Office,,,,,,,,,,,,,,,,,NH@000@0042,1009.243243243,18671,2625.891891892,48579,,,,,,,,18.5,,,,,,,,,,,,,41121,7458,37098,16736,1935,2925
2017,8,,,,,,,18.5,18.5,,,0512,NH,SY17-18,8/1/2017,"Easter Seals NH, Inc.",,,,,,,,,,,,,,,,,NH@000@0512,102.054054054,1888,89.459459459,1655,,,,,,,,18.5,,,,,,,,,1 Mammoth Rd,Manchester,3102,Hillsborough,1655,0,41,1888,0,51
2018,1,,,,,,,18.5,18.5,,,0088,NH,SY17-18,1/1/2018,Lebanon SAU Office,,,,,,,,,,,,,,,,,NH@000@0088,94.972972973,1757,243.189189189,4499,,,,,,,,18.5,,,,,,,,,20 Seminary Hill,West Lebanon,3766,Grafton,3579,920,6887,1476,281,1043
2017,8,,,,,,,18.5,18.5,,,0089,NH,SY17-18,8/1/2017,Mason SAU Office,,,,,,,,,,,,,,,,,NH@000@0089,0.324324324,6,0.972972973,18,,,,,,,,18.5,,,,,,,,,13 Darling Hill Road,Mason,3048,Hillsborough,18,0,32,6,0,1
2018,2,,,,,,,18.5,18.5,,,0017,NH,SY17-18,2/1/2018,Sanborn Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0017,31.405405405,581,130.054054054,2406,,,,,,,,18.5,,,,,,,,,17 Danville Road,Kingston,3848,Rockingham,2084,322,7524,535,46,572
2017,10,,,,,,,18.5,18.5,,,0016,NH,SY17-18,10/1/2017,Exeter SAU Office,,,,,,,,,,,,,,,,,NH@000@0016,146.378378378,2708,383.405405405,7093,,,,,,,,18.5,,,,,,,,,30 Linden Street,Exeter,3885,Rockingham,5760,1333,27806,2329,379,4273
2017,11,,,,,,,18.5,18.5,,,0010,NH,SY17-18,11/1/2017,Derry Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0010,223.459459459,4134,582.216216216,10771,,,,,,,,18.5,,,,,,,,,Derry Cooperative School District,Derry,3038,Rockingham,8332,2439,20658,3271,863,4145
2017,11,,,,,,,18.5,18.5,,,0049,NH,SY17-18,11/1/2017,Governor Wentworth Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0049,196.162162162,3629,468.864864865,8674,,,,,,,,18.5,,,,,,,,,PO Box 190,Wolfeboro,3894,Carroll,7167,1507,10720,3130,499,1592
2018,3,,,,,,,18.5,18.5,,,0079,NH,SY17-18,3/1/2018,Gilmanton SAU Office,,,,,,,,,,,,,,,,,NH@000@0079,5.891891892,109,34.540540541,639,,,,,,,,18.5,,,,,,,,,1386 NH Rte 140,Gilmanton Iron Works,3837,Belknap,496,143,1864,94,15,193
2018,1,,,,,,,18.5,18.5,,,0067,NH,SY17-18,1/1/2018,Bow SAU Office,,,,,,,,,,,,,,,,,NH@000@0067,21.189189189,392,91.027027027,1684,,,,,,,,18.5,,,,,,,,,32 White Rock Hill Road,Bow,3304,Merrimack,1494,190,12442,338,54,1294
2018,5,,,,,,,18.5,18.5,,,0002,NH,SY17-18,5/1/2018,Inter-Lakes Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0002,180.648648649,3342,340.270270270,6295,,,,,,,,18.5,,,,,,,,,"103 Main St, Suite #2",Meredith,3217,Grafton,5635,660,6211,3066,276,1022
2017,10,,,,,,,18.5,18.5,,,0029,NH,SY17-18,10/1/2017,Keene SAU Office,,,,,,,,,,,,,,,,,NH@000@0029,727.135135135,13452,1102.054054054,20388,,,,,,,,18.5,,,,,,,,,193 Maple Street,Keene,3431,Cheshire,16493,3895,15601,11163,2289,5565
2018,4,,,,,,,18.5,18.5,,,0103,NH,SY17-18,4/1/2018,Hill SAU Office,,,,,,,,,,,,,,,,,NH@000@0103,9.243243243,171,12.756756757,236,,,,,,,,18.5,,,,,,,,,32 Crescent St.,Hill,3243,Merrimack,223,13,278,171,0,89
2017,10,,,,,,,18.5,18.5,,,0011,NH,SY17-18,10/1/2017,Dover SAU Office,,,,,,,,,,,,,,,,,NH@000@0011,283.621621622,5247,769.675675676,14239,,,,,,,,18.5,,,,,,,,,McConnell Center,Dover,3820,Strafford,11826,2413,19830,4764,483,1376
2018,3,,,,,,,18.5,18.5,,,0007,NH,SY17-18,3/1/2018,Colebrook SAU Office,,,,,,,,,,,,,,,,,NH@000@0007,85.351351351,1579,140.648648649,2602,,,,,,,,18.5,,,,,,,,,21 Academy St.,Colebrook,3576,Coos,2128,474,2220,1310,269,771
2018,4,,,,,,,18.5,18.5,,,0039,NH,SY17-18,4/1/2018,Amherst SAU Office,,,,,,,,,,,,,,,,,NH@000@0039,7.729729730,143,78,1443,,,,,,,,18.5,,,,,,,,,1 School Street,Amherst,3031,Hillsborough,1173,270,7828,128,15,24
2018,5,,,,,,,18.5,18.5,,,0032,NH,SY17-18,5/1/2018,Plainfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0032,,,8.810810811,163,,,,,,,,18.5,,,,,,,,,92 Bonner Road,Meriden,3745,Sullivan,163,0,909,,,
2018,4,,,,,,,18.5,18.5,,,0066,NH,SY17-18,4/1/2018,Hopkinton SAU Office,,,,,,,,,,,,,,,,,NH@000@0066,38.594594595,714,45.783783784,847,,,,,,,,18.5,,,,,,,,,204 Maple Street,Contoocook,3229,Merrimack,694,153,3993,642,72,1154
2018,3,,,,,,,18.5,18.5,,,0014,NH,SY17-18,3/1/2018,Epping SAU Office,,,,,,,,,,,,,,,,,NH@000@0014,51.027027027,944,149.513513514,2766,,,,,,,,18.5,,,,,,,,,213 Main Street,Epping,3042,Rockingham,2262,504,5236,789,155,844
2018,2,,,,,,,18.5,18.5,,,0023,NH,SY17-18,2/1/2018,Haverhill Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0023,56.918918919,1053,189.891891892,3513,,,,,,,,18.5,,,,,,,,,2975 Dartmouth College Hwy,Haverhill,3785,Grafton,2824,689,2366,914,139,332
2018,5,,,,,,,18.5,18.5,,,0065,NH,SY17-18,5/1/2018,Kearsarge Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0065,198.216216216,3667,270.432432432,5003,,,,,,,,18.5,,,,,,,,,114 Cougar Court,New London,3257,Merrimack,4401,602,7645,3481,186,1713
2018,3,,,,,,,18.5,18.5,,,0301,NH,SY17-18,3/1/2018,Prospect Mountain JMA,,,,,,,,,,,,,,,,,NH@000@0301,38.270270270,708,64.972972973,1202,,,,,,,,18.5,,,,,,,,,242 Suncook Valley Road,Alton,3809,Belknap,959,243,2888,606,102,916
2017,10,,,,,,,18.5,18.5,,,0085,NH,SY17-18,10/1/2017,Sunapee SAU Office,,,,,,,,,,,,,,,,,NH@000@0085,30.918918919,572,50.270270270,930,,,,,,,,18.5,,,,,,,,,70 Lower Main Street,Sunapee,3782,Sullivan,855,75,2109,547,25,502
2018,4,,,,,,,18.5,18.5,,,0053,NH,SY17-18,4/1/2018,Pembroke SAU Office,,,,,,,,,,,,,,,,,NH@000@0053,228.810810811,4233,460.540540541,8520,,,,,,,,18.5,,,,,,,,,267 Pembroke Street,Pembroke,3275,Merrimack,7233,1287,13347,3893,340,2027
2017,9,,,,,,,18.5,18.5,,,0032,NH,SY17-18,9/1/2017,Plainfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0032,,,7.243243243,134,,,,,,,,18.5,,,,,,,,,92 Bonner Road,Meriden,3745,Sullivan,113,21,792,,,
2018,1,,,,,,,18.5,18.5,,,0065,NH,SY17-18,1/1/2018,Kearsarge Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0065,132.378378378,2449,216,3996,,,,,,,,18.5,,,,,,,,,114 Cougar Court,New London,3257,Merrimack,3446,550,6109,2307,142,1337
2017,10,,,,,,,18.5,18.5,,,0026,NH,SY17-18,10/1/2017,Merrimack SAU Office,,,,,,,,,,,,,,,,,NH@000@0026,22.108108108,409,247.405405405,4577,,,,,,,,18.5,,,,,,,,,36 McElwain Street,Merrimack,3054,Hillsborough,3743,834,25322,274,135,618
2018,3,,,,,,,18.5,18.5,,,0087,NH,SY17-18,3/1/2018,Mascenic Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0087,168,3108,202.810810811,3752,,,,,,,,18.5,,,,,,,,,16 School Street,Greenville,3071,Hillsborough,3107,645,2779,2823,285,426
2017,9,,,,,,,18.5,18.5,,,0088,NH,SY17-18,9/1/2017,Lebanon SAU Office,,,,,,,,,,,,,,,,,NH@000@0088,92.324324324,1708,261.513513514,4838,,,,,,,,18.5,,,,,,,,,20 Seminary Hill,West Lebanon,3766,Grafton,3897,941,7154,1451,257,799
2017,8,,,,,,,18.5,18.5,,,0073,NH,SY17-18,8/1/2017,Gilford SAU Office,,,,,,,,,,,,,,,,,NH@000@0073,2.594594595,48,13.675675676,253,,,,,,,,18.5,,,,,,,,,2 Belknap Mountain Rd.,Gilford,3249,Belknap,206,47,584,40,8,19
2017,12,,,,,,,18.5,18.5,,,0011,NH,SY17-18,12/1/2017,Dover SAU Office,,,,,,,,,,,,,,,,,NH@000@0011,208.054054054,3849,555.459459459,10276,,,,,,,,18.5,,,,,,,,,McConnell Center,Dover,3820,Strafford,8466,1810,16510,3457,392,1317
2018,4,,,,,,,18.5,18.5,,,0836,NH,SY17-18,4/1/2018,Cedarcrest Inc,,,,,,,,,,,,,,,,,NH@000@0836,30.702702703,568,30.810810811,570,,,,,,,,18.5,,,,,,,,,91 Maple Avenue,Keene,3431,Cheshire,570,0,96,568,0,57
2017,9,,,,,,,18.5,18.5,,,0051,NH,SY17-18,9/1/2017,Pittsfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0051,101.405405405,1876,217.783783784,4029,,,,,,,,18.5,,,,,,,,,23 Oneida Street  Unit 1,Pittsfield,3263,Merrimack,3414,615,1730,1665,211,431
2017,12,,,,,,,18.5,18.5,,,0061,NH,SY17-18,12/1/2017,Farmington SAU Office,,,,,,,,,,,,,,,,,NH@000@0061,110.756756757,2049,238.648648649,4415,,,,,,,,18.5,,,,,,,,,35 School Street,Farmington,3835,Strafford,3816,599,2162,1851,198,426
2017,9,,,,,,,18.5,18.5,,,0024,NH,SY17-18,9/1/2017,Henniker SAU Office,,,,,,,,,,,,,,,,,NH@000@0024,120.648648649,2232,322.162162162,5960,,,,,,,,18.5,,,,,,,,,258 Western Ave,Henniker,3281,Hillsborough,5078,882,12288,2032,200,1762
2018,5,,,,,,,18.5,18.5,,,0015,NH,SY17-18,5/1/2018,Hooksett SAU Office,,,,,,,,,,,,,,,,,NH@000@0015,131.783783784,2438,322.162162162,5960,,,,,,,,18.5,,,,,,,,,90 Farmer Road,Hooksett,3032,Rockingham,4770,1190,17870,2176,262,2280
2018,3,,,,,,,18.5,18.5,,,0528,NH,SY17-18,3/1/2018,Monarch School of New England,,,,,,,,,,,,,,,,,NH@000@0528,,,16.594594595,307,,,,,,,,18.5,,,,,,,,,PO Box 1921,Rochester,3866,Strafford,283,24,230,,,
2017,10,,,,,,,18.5,18.5,,,0083,NH,SY17-18,10/1/2017,Fremont SAU Office,,,,,,,,,,,,,,,,,NH@000@0083,14.648648649,271,33.297297297,616,,,,,,,,18.5,,,,,,,,,432 Main Street,Fremont,3044,Rockingham,361,255,2470,177,94,426
2017,10,,,,,,,18.5,18.5,,,0041,NH,SY17-18,10/1/2017,Hollis-Brookline SAU Office,,,,,,,,,,,,,,,,,NH@000@0041,16.540540541,306,74.162162162,1372,,,,,,,,18.5,,,,,,,,,4 Lund Lane,Hollis,3049,Hillsborough,964,408,14546,239,67,709
2018,1,,,,,,,18.5,18.5,,,0057,NH,SY17-18,1/1/2018,Salem SAU Office,,,,,,,,,,,,,,,,,NH@000@0057,171.945945946,3181,280.702702703,5193,,,,,,,,18.5,,,,,,,,,38 Geremonty Drive,Salem,3079,Rockingham,4149,1044,15841,2824,357,3005
2018,1,,,,,,,18.5,18.5,,,0059,NH,SY17-18,1/1/2018,Winnisquam Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0059,119.783783784,2216,307.243243243,5684,,,,,,,,18.5,,,,,,,,,433 West Main St,Tilton,3276,Belknap,4709,975,7082,1884,332,962
2018,1,,,,,,,18.5,18.5,,,0081,NH,SY17-18,1/1/2018,Hudson SAU Office,,,,,,,,,,,,,,,,,NH@000@0081,105.405405405,1950,320.108108108,5922,,,,,,,,18.5,,,,,,,,,20 Library Street,Hudson,3051,Hillsborough,4378,1544,18550,1449,501,2899
2018,3,,,,,,,18.5,18.5,,,0017,NH,SY17-18,3/1/2018,Sanborn Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0017,35.243243243,652,131.891891892,2440,,,,,,,,18.5,,,,,,,,,17 Danville Road,Kingston,3848,Rockingham,2096,344,7499,597,55,468
2018,4,,,,,,,18.5,18.5,,,0077,NH,SY17-18,4/1/2018,Monroe SAU Office,,,,,,,,,,,,,,,,,NH@000@0077,9.027027027,167,16.378378378,303,,,,,,,,18.5,,,,,,,,,PO Box 130,Monroe,3771,Grafton,257,46,624,146,21,68
2018,4,,,,,,,18.5,18.5,,,0585,NH,SY17-18,4/1/2018,Orion House,,,,,,,,,,,,,,,,,NH@000@0585,33.135135135,613,25.081081081,464,,,,,,,,18.5,,,,,,,,,139 Elm St,Newport,3773,Sullivan,464,0,131,613,0,131
2017,10,,,,,,,18.5,18.5,,,0039,NH,SY17-18,10/1/2017,Amherst SAU Office,,,,,,,,,,,,,,,,,NH@000@0039,9.351351351,173,96.054054054,1777,,,,,,,,18.5,,,,,,,,,1 School Street,Amherst,3031,Hillsborough,1380,397,9363,160,13,11
2017,11,,,,,,,18.5,18.5,,,0025,NH,SY17-18,11/1/2017,Bedford SAU Office,,,,,,,,,,,,,,,,,NH@000@0025,12.918918919,239,135.783783784,2512,,,,,,,,18.5,,,,,,,,,103 County Road,Bedford,3110,Hillsborough,2113,399,32818,194,45,909
2018,6,,,,,,,18.5,18.5,,,0010,NH,SY17-18,6/1/2018,Derry Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0010,139.405405405,2579,353.081081081,6532,,,,,,,,18.5,,,,,,,,,Derry Cooperative School District,Derry,3038,Rockingham,5158,1374,12248,2130,449,2656
2018,6,,,,,,,18.5,18.5,,,0086,NH,SY17-18,6/1/2018,Barnstead SAU Office,,,,,,,,,,,,,,,,,NH@000@0086,60.378378378,1117,73.891891892,1367,,,,,,,,18.5,,,,,,,,,PO BOX 250,Barnstead,3225,Belknap,1123,244,1478,965,152,733
2018,5,,,,,,,18.5,18.5,,,0007,NH,SY17-18,5/1/2018,Colebrook SAU Office,,,,,,,,,,,,,,,,,NH@000@0007,104.378378378,1931,174.162162162,3222,,,,,,,,18.5,,,,,,,,,21 Academy St.,Colebrook,3576,Coos,2655,567,2711,1596,335,1035
2017,11,,,,,,,18.5,18.5,,,0585,NH,SY17-18,11/1/2017,Orion House,,,,,,,,,,,,,,,,,NH@000@0585,34.054054054,630,26.378378378,488,,,,,,,,18.5,,,,,,,,,139 Elm St,Newport,3773,Sullivan,488,0,149,630,0,149
2017,12,,,,,,,18.5,18.5,,,0031,NH,SY17-18,12/1/2017,Newmarket SAU Office,,,,,,,,,,,,,,,,,NH@000@0031,71.135135135,1316,116.918918919,2163,,,,,,,,18.5,,,,,,,,,186A Main St,Newmarket,3857,Rockingham,1890,273,3840,1241,75,1020
2017,10,,,,,,,18.5,18.5,,,0044,NH,SY17-18,10/1/2017,Northwood SAU Office,,,,,,,,,,,,,,,,,NH@000@0044,49.837837838,922,116.918918919,2163,,,,,,,,18.5,,,,,,,,,23A Mountain Avenue,Northwood,3261,Rockingham,1745,418,7388,766,156,1406
2018,6,,,,,,,18.5,18.5,,,0034,NH,SY17-18,6/1/2018,Hillsboro-Deering SAU Office,,,,,,,,,,,,,,,,,NH@000@0034,177.351351351,3281,265.243243243,4907,,,,,,,,18.5,,,,,,,,,PO Box 2190,Hillsboro,3244,Hillsborough,3924,983,3409,2850,431,761
2018,1,,,,,,,18.5,18.5,,,0013,NH,SY17-18,1/1/2018,Tamworth SAU Office,,,,,,,,,,,,,,,,,NH@000@0013,48.054054054,889,133.135135135,2463,,,,,,,,18.5,,,,,,,,,881a Tamworth RD,Tamworth,3849,Carroll,1905,558,1148,695,194,184
2018,5,,,,,,,18.5,18.5,,,0023,NH,SY17-18,5/1/2018,Haverhill Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0023,93.081081081,1722,283.675675676,5248,,,,,,,,18.5,,,,,,,,,2975 Dartmouth College Hwy,Haverhill,3785,Grafton,4231,1017,3805,1501,221,619
2017,8,,,,,,,18.5,18.5,,,0090,NH,SY17-18,8/1/2017,Hampton SAU Office,,,,,,,,,,,,,,,,,NH@000@0090,8.216216216,152,18.810810811,348,,,,,,,,18.5,,,,,,,,,7 Scott Road,Hampton,3842,Rockingham,314,34,973,136,16,146
2017,10,,,,,,,18.5,18.5,,,0002,NH,SY17-18,10/1/2017,Inter-Lakes Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0002,143.405405405,2653,301.513513514,5578,,,,,,,,18.5,,,,,,,,,"103 Main St, Suite #2",Meredith,3217,Grafton,4926,652,5118,2395,258,772
2018,6,,,,,,,18.5,18.5,,,0025,NH,SY17-18,6/1/2018,Bedford SAU Office,,,,,,,,,,,,,,,,,NH@000@0025,14.054054054,260,86.162162162,1594,,,,,,,,18.5,,,,,,,,,103 County Road,Bedford,3110,Hillsborough,1337,257,21764,239,21,1027
2018,3,,,,,,,18.5,18.5,,,0058,NH,SY17-18,3/1/2018,Northumberland SAU Office,,,,,,,,,,,,,,,,,NH@000@0058,93.945945946,1738,156.810810811,2901,,,,,,,,18.5,,,,,,,,,15 Preble Street,Groveton,3582,Coos,2503,398,1437,1569,169,669
2017,12,,,,,,,18.5,18.5,,,0009,NH,SY17-18,12/1/2017,Conway SAU Office,,,,,,,,,,,,,,,,,NH@000@0009,130.108108108,2407,353.405405405,6538,,,,,,,,18.5,,,,,,,,,176A Main Street,Conway,3860,Carroll,5197,1341,4274,1974,433,635
2018,5,,,,,,,18.5,18.5,,,0034,NH,SY17-18,5/1/2018,Hillsboro-Deering SAU Office,,,,,,,,,,,,,,,,,NH@000@0034,315.729729730,5841,445.783783784,8247,,,,,,,,18.5,,,,,,,,,PO Box 2190,Hillsboro,3244,Hillsborough,6591,1656,5463,5083,758,1578
2017,9,,,,,,,18.5,18.5,,,0506,NH,SY17-18,9/1/2017,Pine Haven Boys School,,,,,,,,,,,,,,,,,NH@000@0506,30.270270270,560,30.540540541,565,,,,,,,,18.5,,,,,,,,,PO Box 162,Allenstown,3275,Merrimack,565,0,0,560,0,0
