Unique ID,School ID,District ID,County,School Name,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Enrollment-Total,Claim Date,Operating Days-Lunch Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid
NV@002-601@002,002-601,002,Clark,Boulder City High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,282,56,43,,,13,,,,,,,,,NV,1269,97.615384615,338,26,,SY17-18,,154,0.247588424,High,,,,,,,,9-12,121,33,154,622,8/1/2017,13,1040,229,722
NV@002-279@002,002-279,002,Clark,"Bowler, G Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,425,37,81,,,14,,,,,,,,,NV,1120,80,462,33,,SY17-18,,126,0.193251534,Primary,,,,,,,,PK-5,101,25,126,652,8/1/2017,14,939,181,744
NV@002-159@002,002-159,002,Clark,"Bowler, J. Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,3710,930,1342,,,14,,,,,,,,,NV,3200,228.571428571,4640,331.428571429,,SY17-18,,387,0.780241935,Primary,,,,,,,,PK-5,291,96,387,496,8/1/2017,14,2763,437,337
NV@002-081@002,002-081,002,Clark,Bozarth Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,243,191,277,,,14,,,,,,,,,NV,1189,84.928571429,434,31,,SY17-18,,172,0.169124877,Primary,,,,,,,,PK-5,113,59,172,1017,8/1/2017,14,801,388,1857
NV@002-246@002,002-246,002,Clark,Bracken Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,958,91,217,,,14,,,,,,,,,NV,2862,204.428571429,1049,74.928571429,,SY17-18,,323,0.633333333,Primary,,,,,,,,PK-5,264,59,323,510,8/1/2017,14,2485,377,660
NV@002-307@002,002-307,002,Clark,Bridger Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,4028,342,291,,,14,,,,,,,,,NV,10770,769.285714286,4370,312.142857143,,SY17-18,,1173,0.836661912,Middle,,,,,,,,6-8,1038,135,1173,1402,8/1/2017,14,9932,838,290
NV@002-306@002,002-306,002,Clark,Brinley Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,3593,0,566,,,14,,,,,,,,,NV,8211,586.5,3593,256.642857143,,SY17-18,,857,0.863952020,Middle,,,,,,,,6-8,,,857,941,8/1/2017,14,8211,0,1293
NV@002-179@002,002-179,002,Clark,Brookman Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,984,198,283,,,14,,,,,,,,,NV,4397,314.071428571,1182,84.428571429,,SY17-18,,484,0.640211640,Primary,,,,,,,,PK-5,403,81,484,756,8/1/2017,14,3633,764,848
NV@002-319@002,002-319,002,Clark,Brown Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,3317,0,554,,,14,,,,,,,,,NV,10526,751.857142857,3317,236.928571429,,SY17-18,,655,0.857026543,Middle,,,,,,,,6-8,,,655,1060.042078006,8/1/2017,14,10526,0,1756
NV@002-147@002,002-147,002,Clark,Bruner Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,5771,0,1003,,,14,,,,,,,,,NV,5615,401.071428571,5771,412.214285714,,SY17-18,,514,0.852048558,Primary,,,,,,,,PK-5,,,514,682,8/1/2017,14,5615,0,975
NV@002-148@002,002-148,002,Clark,"Bryan, Richard H. Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,644,96,93,,,14,,,,,,,,,NV,2097,149.785714286,740,52.857142857,,SY17-18,,273,0.488372093,Primary,,,,,,,,PK-5,219,54,273,559,8/1/2017,14,1818,279,629
NV@002-156@002,002-156,002,Clark,"Bryan, Roger M. Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,675,108,133,,,14,,,,,,,,,NV,3685,263.214285714,783,55.928571429,,SY17-18,,452,0.580231065,Primary,,,,,,,,PK-5,370,82,452,779,8/1/2017,14,3111,574,1303
NV@002-163@002,002-163,002,Clark,Bunker Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,5202,760,1362,,,14,,,,,,,,,NV,5905,421.785714286,5962,425.857142857,,SY17-18,,582,0.756827048,Primary,,,,,,,,PK-5,,,582,769,8/1/2017,14,5300,605,670
NV@002-922@002,002-922,002,Clark,Burk Horizon SW,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,203,0,34,,,14,,,,,,,,,NV,617,44.071428571,203,14.5,,SY17-18,,68,0.855755895,High,,,,,,,,9-12,,,68,87,8/1/2017,14,617,0,104
NV@002-313@002,002-313,002,Clark,Burkholder Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,916,94,65,,,14,,,,,,,,,NV,4670,333.571428571,1010,72.142857143,,SY17-18,,435,0.688291139,Middle,,,,,,,,6-8,362,73,435,632,8/1/2017,14,4028,642,609
NV@002-348@002,002-348,002,Clark,Cadwaller Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,744,203,199,,,14,,,,,,,,,NV,4015,286.785714286,947,67.642857143,,SY17-18,,477,0.2981,Middle,,,,,,,,6-8,358,119,477,1600.134183160,8/1/2017,14,3340,675,2094
NV@002-225@002,002-225,002,Clark,Cahlan Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,8082,0,1382,,,14,,,,,,,,,NV,8742,624.428571429,8082,577.285714286,,SY17-18,,869,0.853961121,Primary,,,,,,,,PK-5,,,869,869,8/1/2017,14,8742,0,1495
NV@002-155@002,002-155,002,Clark,Cambeiro Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,6031,0,990,,,14,,,,,,,,,NV,6679,477.071428571,6031,430.785714286,,SY17-18,,639,0.859035370,Primary,,,,,,,,PK-5,,,639,639,8/1/2017,14,6679,0,1096
NV@002-349@002,002-349,002,Clark,Canarelli Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,1177,252,162,,,14,,,,,,,,,NV,8407,600.5,1429,102.071428571,,SY17-18,,916,0.491944146,Middle,,,,,,,,6-8,715,201,916,1862,8/1/2017,14,6552,1855,2911
NV@002-316@002,002-316,002,Clark,Cannon Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,3045,300,283,,,14,,,,,,,,,NV,9118,651.285714286,3345,238.928571429,,SY17-18,,809,0.834881321,Middle,,,,,,,,6-8,721,88,809,969,8/1/2017,14,8306,812,604
NV@002-429@002,002-429,002,Clark,Canyon Springs High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,6989,621,683,,,14,,,,,,,,,NV,14157,1011.214285714,7610,543.571428571,,SY17-18,,2233,0.775616534,High,,,,,,,,9-12,1986,247,2233,2879,8/1/2017,14,12917,1240,493
NV@002-171@002,002-171,002,Clark,Carl Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,1992,0,327,,,14,,,,,,,,,NV,4956,354,1992,142.285714286,,SY17-18,,472,0.859074363,Primary,,,,,,,,PK-5,,,472,786,8/1/2017,14,4956,0,813
NV@002-219@002,002-219,002,Clark,Carson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,4420,0,768,,,14,,,,,,,,,NV,3742,267.285714286,4420,315.714285714,,SY17-18,,354,0.852003643,Primary,,,,,,,,PK-5,,,354,399,8/1/2017,14,3742,0,650
NV@002-158@002,002-158,002,Clark,Cartwright Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,716,62,56,,,14,,,,,,,,,NV,2773,198.071428571,778,55.571428571,,SY17-18,,363,0.533823529,Primary,,,,,,,,PK-5,307,56,363,680,8/1/2017,14,2431,342,963
NV@002-304@002,002-304,002,Clark,Cashman Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,6088,326,749,,,14,,,,,,,,,NV,12320,880,6414,458.142857143,,SY17-18,,1254,0.8038,Middle,,,,,,,,6-8,1118,136,1254,1560.089574521,8/1/2017,14,11670,650,615
NV@002-607@002,002-607,002,Clark,Centennial High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,3746,0,651,,,14,,,,,,,,,NV,11489,820.642857143,3746,267.571428571,,SY17-18,,1143,0.851983686,High,,,,,,,,9-12,,,1143,3114,8/1/2017,14,11489,0,1996
NV@002-409@002,002-409,002,Clark,Chaparral High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,8996,1040,1335,,,14,,,,,,,,,NV,12150,867.857142857,10036,716.857142857,,SY17-18,,1917,0.770188831,High,,,,,,,,9-12,,237,1917,2489,8/1/2017,14,10940,1210,480
NV@002-415@002,002-415,002,Clark,Cheyenne High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,4532,612,792,,,14,,,,,,,,,NV,9306,664.714285714,5144,367.428571429,,SY17-18,,1513,0.718764846,High,,,,,,,,9-12,1259,254,1513,2105,8/1/2017,14,7880,1426,516
NV@002-109@002,002-109,002,Clark,Christensen Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,540,72,103,,,14,,,,,,,,,NV,2414,172.428571429,612,43.714285714,,SY17-18,,299,0.520905923,Primary,,,,,,,,PK-5,257,42,299,574,8/1/2017,14,2110,304,783
NV@002-414@002,002-414,002,Clark,Cimarron Memorial High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,3490,477,163,,,14,,,,,,,,,NV,12716,908.285714286,3967,283.357142857,,SY17-18,,1729,0.660427807,High,,,,,,,,9-12,1474,255,1729,2618,8/1/2017,14,11050,1666,859
NV@002-401@002,002-401,002,Clark,Clark High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,3901,482,108,,,14,,,,,,,,,NV,13241,945.785714286,4383,313.071428571,,SY17-18,,2026,0.630563336,High,,,,,,,,9-12,1763,263,2026,3213,8/1/2017,14,11892,1349,802
NV@002-184@002,002-184,002,Clark,Conners Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,838,215,327,,,14,,,,,,,,,NV,3066,219,1053,75.214285714,,SY17-18,,396,0.536585366,Primary,,,,,,,,PK-5,285,111,396,738,8/1/2017,14,2466,600,1506
NV@002-612@002,002-612,002,Clark,Coronado High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,343,88,78,,,14,,,,,,,,,NV,2064,147.428571429,431,30.785714286,,SY17-18,,501,0.148268719,High,,,,,,,,9-11,387,114,501,3379,8/1/2017,14,1615,449,1309
NV@002-165@002,002-165,002,Clark,Cortez Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,6765,0,1147,,,14,,,,,,,,,NV,7686,549,6765,483.214285714,,SY17-18,,780,0.854949944,Primary,,,,,,,,PK-5,,,780,780,8/1/2017,14,7686,0,1304
NV@002-335@002,002-335,002,Clark,Cortney Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,3061,255,203,,,14,,,,,,,,,NV,10858,775.571428571,3316,236.857142857,,SY17-18,,1,0.000823723,Middle,,,,,,,,6-8,865,135,1,1214,8/1/2017,14,9687,1171,485
NV@002-932@002,002-932,002,Clark,Cowan Behavioral School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,375,0,58,,,14,,,,,,,,,NV,517,36.928571429,375,26.785714286,,SY17-18,,89,0.865996650,Other,,,,,,,,6-12,,,89,89,8/1/2017,14,517,0,80
NV@002-293@002,002-293,002,Clark,"Cox, Clyde Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,5489,455,372,,,14,,,,,,,,,NV,8508,607.714285714,5944,424.571428571,,SY17-18,,696,0.916996047,Primary,,,,,,,,PK-5,,,696,759,8/1/2017,14,7826,682,355
NV@002-126@002,002-126,002,Clark,"Cox, David Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,1290,0,215,,,14,,,,,,,,,NV,3740,267.142857143,1290,92.142857143,,SY17-18,,222,0.857011916,Primary,,,,,,,,PK-5,,,222,665,8/1/2017,14,3740,0,624
NV@002-180@002,002-180,002,Clark,Cozine Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,4619,616,2150,,,14,,,,,,,,,NV,4757,339.785714286,5235,373.928571429,,SY17-18,,538,0.779710145,Primary,,,,,,,,PK-5,,,538,690,8/1/2017,14,4255,502,1471
NV@002-223@002,002-223,002,Clark,Craig Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,6360,0,1053,,,14,,,,,,,,,NV,6713,479.5,6360,454.285714286,,SY17-18,,757,0.858001022,Primary,,,,,,,,PK-5,,,757,757,8/1/2017,14,6713,0,1111
NV@002-342@002,002-342,002,Clark,Cram Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,1736,308,154,,,14,,,,,,,,,NV,7944,567.428571429,2044,146,,SY17-18,,899,0.598137059,Middle,,,,,,,,6-8,697,202,899,1503,8/1/2017,14,6541,1403,1726
NV@002-205@002,002-205,002,Clark,Crestwood Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,5755,438,637,,,14,,,,,,,,,NV,6051,432.214285714,6193,442.357142857,,SY17-18,,574,0.849112426,Primary,,,,,,,,PK-5,523,51,574,676,8/1/2017,14,5586,465,345
NV@002-233@002,002-233,002,Clark,Culley Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,6972,873,1052,,,14,,,,,,,,,NV,7803,557.357142857,7845,560.357142857,,SY17-18,,754,0.864678899,Primary,,,,,,,,PK-5,,,754,872,8/1/2017,14,6974,829,622
NV@002-125@002,002-125,002,Clark,Cunningham Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,7101,0,1253,,,14,,,,,,,,,NV,6323,451.642857143,7101,507.214285714,,SY17-18,,693,0.849979836,Primary,,,,,,,,PK-5,,,693,822,8/1/2017,14,6323,0,1116
NV@002-130@002,002-130,002,Clark,Dailey Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,6699,476,636,,,14,,,,,,,,,NV,7311,522.214285714,7175,512.5,,SY17-18,,658,0.879679144,Primary,,,,,,,,PK-5,,,658,748,8/1/2017,14,6912,399,436
NV@002-172@002,002-172,002,Clark,Darnell Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,2019,0,318,,,14,,,,,,,,,NV,4615,329.642857143,2019,144.214285714,,SY17-18,,337,0.863908648,Primary,,,,,,,,PK-5,,,337,880,8/1/2017,14,4615,0,727
NV@002-220@002,002-220,002,Clark,Dearing Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,8314,0,1421,,,14,,,,,,,,,NV,8092,578,8314,593.857142857,,SY17-18,,846,0.854036939,Primary,,,,,,,,PK-5,,,846,846,8/1/2017,14,8092,0,1383
NV@002-269@002,002-269,002,Clark,Decker Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,4003,0,673,,,14,,,,,,,,,NV,7581,541.5,4003,285.928571429,,SY17-18,,630,0.856029810,Primary,,,,,,,,PK-5,,,630,785,8/1/2017,14,7581,0,1275
NV@002-430@002,002-430,002,Clark,Del Sol High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,6833,761,1854,,,14,,,,,,,,,NV,11900,850,7594,542.428571429,,SY17-18,,1615,0.697322971,High,,,,,,,,9-12,1434,181,1615,2316,8/1/2017,14,10698,1202,825
NV@002-621@002,002-621,002,Clark,Delta Academy,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,409,54,16,,,14,,,,,,,,,NV,1335,95.357142857,463,33.071428571,,SY17-18,,281,0.595338983,Other,,,,,,,,6-12,252,29,281,472,8/1/2017,14,1147,188,70
NV@002-124@002,002-124,002,Clark,Derfelt Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,991,86,196,,,14,,,,,,,,,NV,3338,238.428571429,1077,76.928571429,,SY17-18,,379,0.626446281,Primary,,,,,,,,PK-5,326,53,379,605,8/1/2017,14,2980,358,892
NV@002-623@002,002-623,002,Clark,Desert Oasis High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,1216,162,156,,,14,,,,,,,,,NV,6224,444.571428571,1378,98.428571429,,SY17-18,,107,0.035762032,High,,,,,,,,9-12,798,272,107,2992,8/1/2017,14,4758,1466,2164
NV@002-609@002,002-609,002,Clark,Desert Pines High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,5444,405,454,,,14,,,,,,,,,NV,14457,1032.642857143,5849,417.785714286,,SY17-18,,2136,0.750527056,High,,,,,,,,9-12,1952,184,2136,2846,8/1/2017,14,13326,1131,339
NV@002-955@002,002-955,002,Clark,Desert Rose High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,222,0,39,,,13,,,,,,,,,NV,1199,85.642857143,222,17.076923077,,SY17-18,,344,0.849751949,High,,,,,,,,9-12,,,344,398,8/1/2017,14,1199,0,212
NV@002-106@002,002-106,002,Clark,Deskin Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,1488,0,256,,,14,,,,,,,,,NV,4260,304.285714286,1488,106.285714286,,SY17-18,,472,0.853023628,Primary,,,,,,,,PK-5,,,472,652,8/1/2017,14,4260,0,734
NV@002-300@002,002-300,002,Clark,Detwiler Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,7209,0,1203,,,14,,,,,,,,,NV,6850,489.285714286,7209,514.928571429,,SY17-18,,783,0.856999875,Primary,,,,,,,,PK-5,,,783,783,8/1/2017,14,6850,0,1143
NV@002-085@002,002-085,002,Clark,Diaz  Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,6030,0,1031,,,13,,,,,,,,,NV,6599,507.615384615,6030,463.846153846,,SY17-18,,751,0.854018377,Primary,,,,,,,,PK-5,,,751,751,8/1/2017,13,6599,0,1128
NV@002-094@002,002-094,002,Clark,Dickens Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,5431,997,1819,,,14,,,,,,,,,NV,5820,415.714285714,6428,459.142857143,,SY17-18,,587,0.767320261,Primary,,,,,,,,PK-5,460,127,587,765,8/1/2017,14,4844,976,806
NV@002-263@002,002-263,002,Clark,Diskin Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,6616,848,1784,,,14,,,,,,,,,NV,5503,393.071428571,7464,533.142857143,,SY17-18,,567,0.804255319,Primary,,,,,,,,PK-5,,,567,705,8/1/2017,14,4885,618,860
NV@002-266@002,002-266,002,Clark,Dondero Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,3119,284,570,,,14,,,,,,,,,NV,5514,393.857142857,3403,243.071428571,,SY17-18,,616,0.795865633,Primary,,,,,,,,PK-5,,,616,774,8/1/2017,14,5071,443,434
NV@002-111@002,002-111,002,Clark,Dooley Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,737,0,126,,,14,,,,,,,,,NV,2110,150.714285714,737,52.642857143,,SY17-18,,237,0.853905301,Primary,,,,,,,,PK-5,,,237,448,8/1/2017,14,2110,0,361
NV@002-076@002,002-076,002,Clark,"Duncan, Ruby ES",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,1848,200,130,,,14,,,,,,,,,NV,3816,272.571428571,2048,146.285714286,,SY17-18,,458,0.699236641,Primary,,,,,,,,PK-5,376,82,458,655,8/1/2017,14,3320,496,463
NV@002-417@002,002-417,002,Clark,Durango High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,3316,515,188,,,14,,,,,,,,,NV,11074,791,3831,273.642857143,,SY17-18,,1363,0.580988917,High,,,,,,,,9-12,1081,282,1363,2346,8/1/2017,14,9080,1994,961
NV@002-212@002,002-212,002,Clark,"Earl, Ira Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,7392,0,713,,,14,,,,,,,,,NV,7983,570.214285714,7392,528,,SY17-18,,657,0.912030161,Primary,,,,,,,,PK-5,,,657,712,8/1/2017,14,7983,0,770
NV@002-296@002,002-296,002,Clark,"Earl, Marion Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,1642,115,202,,,14,,,,,,,,,NV,4120,294.285714286,1757,125.5,,SY17-18,,475,0.667134831,Primary,,,,,,,,PK-5,410,65,475,712,8/1/2017,14,3717,403,826
NV@002-624@002,002-624,002,Clark,East Career & Tech High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,4215,1058,1641,,,14,,,,,,,,,NV,7954,568.142857143,5273,376.642857143,,SY17-18,,118,0.064270153,High,,,,,,,,9-12,883,297,118,1836,8/1/2017,14,6414,1540,567
NV@002-267@002,002-267,002,Clark,Edwards Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,3868,297,478,,,14,,,,,,,,,NV,7466,533.285714286,4165,297.5,,SY17-18,,716,1,Primary,,,,,,,,PK-5,,,716,716,8/1/2017,14,6651,815,765
NV@002-118@002,002-118,002,Clark,Eisenberg Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,8,2017,,,1719,0,299,,,14,,,,,,,,,NV,4342,310.142857143,1719,122.785714286,,SY17-18,,417,0.852040816,Primary,,,,,,,,PK-5,,,417,612,8/1/2017,14,4342,0,754
NV@002-410@002,002-410,002,Clark,Eldorado High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,6705,711,1389,,,14,,,,,,,,,NV,9284,663.142857143,7416,529.714285714,,SY17-18,,1392,0.6757,High,,,,,,,,9-12,1212,180,1392,2060.085836910,8/1/2017,14,8196,1088,413
NV@002-164@002,002-164,002,Clark,Elizondo Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,5572,1049,1795,,,14,,,,,,,,,NV,5586,399,6621,472.928571429,,SY17-18,,523,0.773668639,Primary,,,,,,,,PK-5,,,523,676,8/1/2017,14,4765,821,865
NV@002-361@002,002-361,002,Clark,"Escobedo, E Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,1119,233,180,,,14,,,,,,,,,NV,5402,385.857142857,1352,96.571428571,,SY17-18,,551,0.419011407,Middle,,,,,,,,6-8,414,137,551,1315,8/1/2017,14,4422,980,1790
NV@002-362@002,002-362,002,Clark,"Faiss, W Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,1513,229,193,,,14,,,,,,,,,NV,6586,470.428571429,1742,124.428571429,,SY17-18,,758,0.489664083,Middle,,,,,,,,6-8,585,173,758,1548,8/1/2017,14,5206,1380,2325
NV@002-257@002,002-257,002,Clark,Ferron Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,8,2017,,,4722,658,1181,,,14,,,,,,,,,NV,5703,407.357142857,5380,384.285714286,,SY17-18,,498,0.790476190,Primary,,,,,,,,PK-5,,,498,630,8/1/2017,14,5080,623,838
NV@002-347@002,002-347,002,Clark,Fertitta Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,724,126,74,,,14,,,,,,,,,NV,5209,372.071428571,850,60.714285714,,SY17-18,,579,0.415053763,Middle,,,,,,,,6-8,443,136,579,1395,8/1/2017,14,4178,1031,1727
NV@002-352@002,002-352,002,Clark,Findlay Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,8,2017,,,2958,391,369,,,14,,,,,,,,,NV,10175,726.785714286,3349,239.214285714,,SY17-18,,988,0.776729560,Middle,,,,,,,,6-8,802,186,988,1272,8/1/2017,14,8727,1448,1167
