Unique ID,School ID,District ID,County,School Name,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Enrollment-Total,Claim Date,Operating Days-Lunch Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid
NV@002-166@002,002-166,002,Clark,Lamping Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,281,24,84,,,17,,,,,,,,,NV,1469,86.411764706,305,17.941176471,,SY17-18,,125,0.175808720,Primary,,,,,,,,PK-5,111,14,125,711,1/1/2018,17,1322,147,1208
NV@002-418@002,002-418,002,Clark,Las Vegas Academy,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,894,465,248,,,17,,,,,,,,,NV,3279,192.882352941,1359,79.941176471,,SY17-18,,457,0.266472303,High,,,,,,,,9-12,325,132,457,1715,1/1/2018,17,2252,1027,965
NV@002-402@002,002-402,002,Clark,Las Vegas High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,4103,755,111,,,17,,,,,,,,,NV,13788,811.058823529,4858,285.764705882,,SY17-18,,1866,0.635342186,High,,,,,,,,9-12,1595,271,1866,2937,1/1/2018,17,11772,2016,449
NV@002-321@002,002-321,002,Clark,Laughlin High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,3377,0,538,,,17,,,,,,,,,NV,4705,276.764705882,3377,198.647058824,,SY17-18,,257,0.862669600,Other,,,,,,,,6-12,,,257,386,1/1/2018,17,4705,0,749
NV@002-337@002,002-337,002,Clark,Lawrence Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,2087,552,149,,,17,,,,,,,,,NV,11562,680.117647059,2639,155.235294118,,SY17-18,,905,0.674366617,Middle,,,,,,,,6-8,704,201,905,1342,1/1/2018,17,9251,2311,2341
NV@002-341@002,002-341,002,Clark,Leavitt Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,2117,429,335,,,17,,,,,,,,,NV,7482,440.117647059,2546,149.764705882,,SY17-18,,709,0.432844933,Middle,,,,,,,,6-8,560,149,709,1638,1/1/2018,17,6008,1474,3236
NV@002-619@002,002-619,002,Clark,Legacy High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,4490,676,422,,,17,,,,,,,,,NV,10925,642.647058824,5166,303.882352941,,SY17-18,,1637,0.586528126,High,,,,,,,,9-12,1328,309,1637,2791,1/1/2018,17,8962,1963,1224
NV@002-428@002,002-428,002,Clark,Liberty High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1917,467,222,,,17,,,,,,,,,NV,6314,371.411764706,2384,140.235294118,,SY17-18,,105,0.038057267,High,,,,,,,,9-12,798,252,105,2759,1/1/2018,17,4790,1524,775
NV@002-331@002,002-331,002,Clark,Lied Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1532,271,214,,,17,,,,,,,,,NV,6541,384.764705882,1803,106.058823529,,SY17-18,,535,0.589207048,Middle,,,,,,,,6-8,416,119,535,908,1/1/2018,17,5196,1345,1564
NV@002-222@002,002-222,002,Clark,Lincoln Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,5715,0,902,,,17,,,,,,,,,NV,9291,546.529411765,5715,336.176470588,,SY17-18,,689,0.863716650,Primary,,,,,,,,PK-5,,,689,732,1/1/2018,17,9291,0,1466
NV@002-270@002,002-270,002,Clark,Long Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,9235,0,1578,,,17,,,,,,,,,NV,9751,573.588235294,9235,543.235294118,,SY17-18,,773,0.854077253,Primary,,,,,,,,PK-5,,,773,862,1/1/2018,17,9751,0,1666
NV@002-144@002,002-144,002,Clark,Lowman Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,10630,0,1819,,,17,,,,,,,,,NV,12009,706.411764706,10630,625.294117647,,SY17-18,,966,0.853882253,Primary,,,,,,,,PK-5,,,966,966,1/1/2018,17,12009,0,2055
NV@002-141@002,002-141,002,Clark,Lummis Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,177,53,91,,,17,,,,,,,,,NV,1190,70,230,13.529411765,,SY17-18,,119,0.234714004,Primary,,,,,,,,PK-5,100,19,119,507,1/1/2018,17,955,235,1499
NV@002-103@002,002-103,002,Clark,Lundy Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,29,0,54,,,17,,,,,,,,,NV,11,0.647058824,29,1.705882353,,SY17-18,,3,0.1875,Primary,,,,,,,,PK-5,2,1,3,16,1/1/2018,17,11,0,113
NV@002-117@002,002-117,002,Clark,Lunt Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,6802,0,1159,,,17,,,,,,,,,NV,8043,473.117647059,6802,400.117647059,,SY17-18,,627,0.854365838,Primary,,,,,,,,PK-5,,,627,627,1/1/2018,17,8043,0,1371
NV@002-115@002,002-115,002,Clark,Lynch Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,7987,0,1402,,,17,,,,,,,,,NV,8430,495.882352941,7987,469.823529412,,SY17-18,,712,0.850741750,Primary,,,,,,,,PK-5,,,712,712,1/1/2018,17,8430,0,1479
NV@002-329@002,002-329,002,Clark,"Lyon, Mack Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,552,148,128,,,17,,,,,,,,,NV,1235,72.647058824,700,41.176470588,,SY17-18,,125,0.307881773,Middle,,,,,,,,6-8,93,32,125,406,1/1/2018,17,923,312,349
NV@002-277@002,002-277,002,Clark,Mack Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1239,136,213,,,17,,,,,,,,,NV,3465,203.823529412,1375,80.882352941,,SY17-18,,291,0.492385787,Primary,,,,,,,,PK-5,237,54,291,591,1/1/2018,17,2892,573,1121
NV@002-356@002,002-356,002,Clark,"Mack, Jerome Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,6391,0,1112,,,17,,,,,,,,,NV,11541,678.882352941,6391,375.941176471,,SY17-18,,1150,0.851797181,Middle,,,,,,,,6-8,,,1150,1238,1/1/2018,17,11541,0,2008
NV@002-217@002,002-217,002,Clark,Mackey Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,3985,1000,1562,,,17,,,,,,,,,NV,4720,277.647058824,4985,293.235294118,,SY17-18,,384,0.724528302,Primary,,,,,,,,PK-5,303,81,384,530,1/1/2018,17,3775,945,886
NV@002-213@002,002-213,002,Clark,Manch Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,11324,0,1888,,,17,,,,,,,,,NV,11712,688.941176471,11324,666.117647059,,SY17-18,,1001,0.857080132,Primary,,,,,,,,PK-5,,,1001,1001,1/1/2018,17,11712,0,1953
NV@002-353@002,002-353,002,Clark,Mannion Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1298,425,367,,,17,,,,,,,,,NV,5710,335.882352941,1723,101.352941176,,SY17-18,,487,0.312780989,Middle,,,,,,,,6-8,357,130,487,1557,1/1/2018,17,4227,1483,3648
NV@002-311@002,002-311,002,Clark,Martin Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,4994,444,456,,,17,,,,,,,,,NV,15603,917.823529412,5438,319.882352941,,SY17-18,,1275,0.839920949,Middle,,,,,,,,6-8,1147,128,1275,1518,1/1/2018,17,14029,1574,923
NV@002-281@002,002-281,002,Clark,Martinez Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,4434,0,778,,,17,,,,,,,,,NV,8282,487.176470588,4434,260.823529412,,SY17-18,,689,0.850744735,Primary,,,,,,,,PK-5,,,689,689,1/1/2018,17,8282,0,1453
NV@002-073@002,002-073,002,Clark,Marzano Academy at Lomie Heard ES,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,6872,0,1042,,,17,,,,,,,,,NV,7599,447,6872,404.235294118,,SY17-18,,431,0.868258684,Primary,,,,,,,,PK-5,,,431,675,1/1/2018,17,7599,0,1153
NV@002-072@002,002-072,002,Clark,"Mathis, Dr. Berverly S ES",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1539,305,256,,,17,,,,,,,,,NV,5869,345.235294118,1844,108.470588235,,SY17-18,,494,0.553191489,Primary,,,,,,,,PK-5,386,108,494,893,1/1/2018,17,4681,1188,2100
NV@002-132@002,002-132,002,Clark,May Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1065,419,238,,,17,,,,,,,,,NV,4066,239.176470588,1484,87.294117647,,SY17-18,,313,0.515650741,Primary,,,,,,,,PK-5,236,77,313,607,1/1/2018,17,3102,964,1460
NV@002-234@002,002-234,002,Clark,McCall Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,4722,0,803,,,17,,,,,,,,,NV,5439,319.941176471,4722,277.764705882,,SY17-18,,386,0.854651163,Primary,,,,,,,,PK-5,,,386,386,1/1/2018,17,5439,0,925
NV@002-249@002,002-249,002,Clark,McCaw Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1843,326,412,,,17,,,,,,,,,NV,4610,271.176470588,2169,127.588235294,,SY17-18,,430,0.595567867,Primary,,,,,,,,PK-5,349,81,430,722,1/1/2018,17,3811,799,1286
NV@002-298@002,002-298,002,Clark,McDoniel Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,1074,0,177,,,17,,,,,,,,,NV,4482,263.647058824,1074,63.176470588,,SY17-18,,261,0.858291842,Primary,,,,,,,,PK-5,,,261,582,1/1/2018,17,4482,0,740
NV@002-113@002,002-113,002,Clark,McMillan Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,6624,0,1053,,,17,,,,,,,,,NV,6639,390.529411765,6624,389.647058824,,SY17-18,,511,0.862880166,Primary,,,,,,,,PK-5,,,511,615,1/1/2018,17,6639,0,1055
NV@002-218@002,002-218,002,Clark,McWilliams Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,8769,0,1516,,,17,,,,,,,,,NV,8944,526.117647059,8769,515.823529412,,SY17-18,,676,0.852621544,Primary,,,,,,,,PK-5,,,676,778,1/1/2018,17,8944,0,1546
NV@002-112@002,002-112,002,Clark,Mendoza Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,5824,909,1411,,,17,,,,,,,,,NV,8271,486.529411765,6733,396.058823529,,SY17-18,,667,0.817401961,Primary,,,,,,,,PK-5,580,87,667,816,1/1/2018,17,7180,1091,970
NV@002-917@002,002-917,002,Clark,Miley Achievement Center Elementary,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,413,0,62,,,17,,,,,,,,,NV,410,24.117647059,413,24.294117647,,SY17-18,,26,0.870488323,Primary,,,,,,,,PK-5,,,26,33,1/1/2018,17,410,0,61
NV@002-916@002,002-916,002,Clark,Miley Achievement Secondary,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,807,0,121,,,17,,,,,,,,,NV,737,43.352941176,807,47.470588235,,SY17-18,,77,0.869103774,Other,,,,,,,,6-12,,,77,83,1/1/2018,17,737,0,111
NV@002-338@002,002-338,002,Clark,"Miller, Bob Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,709,224,183,,,17,,,,,,,,,NV,3566,209.764705882,933,54.882352941,,SY17-18,,326,0.193816885,Middle,,,,,,,,6-8,249,77,326,1682,1/1/2018,17,2748,818,5010
NV@002-215@002,002-215,002,Clark,"Miller, John Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,341,0,51,,,17,,,,,,,,,NV,417,24.529411765,341,20.058823529,,SY17-18,,79,0.86875,Primary,,,,,,,,PK-5,,,79,123,1/1/2018,17,417,0,63
NV@002-274@002,002-274,002,Clark,"Miller, Sandy Searles Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1255,531,441,,,17,,,,,,,,,NV,6412,377.176470588,1786,105.058823529,,SY17-18,,507,0.724285714,Primary,,,,,,,,PK-5,395,112,507,700,1/1/2018,17,4973,1439,1066
NV@002-957@002,002-957,002,Clark,Mission High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,88,20,12,,,17,,,,,,,,,NV,134,7.882352941,108,6.352941176,,SY17-18,,19,0.863636364,Other,,,,,,,,6-12,14,5,19,22,1/1/2018,17,107,27,10
NV@002-250@002,002-250,002,Clark,Mitchell Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,740,0,125,,,17,,,,,,,,,NV,2416,142.117647059,740,43.529411765,,SY17-18,,169,0.855524079,Primary,,,,,,,,PK-5,,,169,337,1/1/2018,17,2416,0,408
NV@002-602@002,002-602,002,Clark,Moapa Valley High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,217,27,46,,,17,,,,,,,,,NV,451,26.529411765,244,14.352941176,,SY17-18,,112,0.218323587,High,,,,,,,,9-12,89,23,112,513,1/1/2018,17,418,33,108
NV@002-424@002,002-424,002,Clark,Mojave High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,9551,1311,1893,,,17,,,,,,,,,NV,16876,992.705882353,10862,638.941176471,,SY17-18,,1898,0.7622,High,,,,,,,,9-12,1648,250,1898,2490.160062976,1/1/2018,17,14555,2321,717
NV@002-333@002,002-333,002,Clark,Molasky Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,3972,590,996,,,17,,,,,,,,,NV,8767,515.705882353,4562,268.352941176,,SY17-18,,834,0.743978591,Middle,,,,,,,,6-8,709,125,834,1121,1/1/2018,17,7378,1389,1157
NV@002-343@002,002-343,002,Clark,Monaco Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,5480,0,917,,,17,,,,,,,,,NV,14712,865.411764706,5480,322.352941176,,SY17-18,,1206,0.856593886,Middle,,,,,,,,6-8,,,1206,1264,1/1/2018,17,14712,0,2463
NV@002-282@002,002-282,002,Clark,Moore Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,7949,0,1351,,,17,,,,,,,,,NV,8679,510.529411765,7949,467.588235294,,SY17-18,,701,0.854652880,Primary,,,,,,,,PK-5,,,701,701,1/1/2018,17,8679,0,1476
NV@002-162@002,002-162,002,Clark,Morrow Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,727,254,359,,,17,,,,,,,,,NV,3307,194.529411765,981,57.705882353,,SY17-18,,302,0.446745562,Primary,,,,,,,,PK-5,231,71,302,676,1/1/2018,17,2483,824,1396
NV@002-228@002,002-228,002,Clark,Mountain View Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,5348,843,812,,,17,,,,,,,,,NV,7118,418.705882353,6191,364.176470588,,SY17-18,,516,0.865771812,Primary,,,,,,,,PK-5,447,69,516,596,1/1/2018,17,6161,957,541
NV@002-170@002,002-170,002,Clark,Neal Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,1498,0,248,,,17,,,,,,,,,NV,5416,318.588235294,1498,88.117647059,,SY17-18,,336,0.857776370,Primary,,,,,,,,PK-5,,,336,708,1/1/2018,17,5416,0,898
NV@002-625@002,002-625,002,Clark,Nevada Learning Academy at Clark County School District,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,0,0,0,,,0,,,,,,,,,NV,47,3.615384615,0,,,SY17-18,,37,0.255172414,Other,,,,,,,,6-12,28,9,37,145,1/1/2018,13,31,16,18
NV@002-146@002,002-146,002,Clark,Newton Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,1362,0,232,,,17,,,,,,,,,NV,4791,281.823529412,1362,80.117647059,,SY17-18,,277,0.854467630,Primary,,,,,,,,PK-5,,,277,721,1/1/2018,17,4791,0,816
NV@002-620@002,002-620,002,Clark,NW Career & Tech Ctr High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,972,446,90,,,17,,,,,,,,,NV,4786,281.529411765,1418,83.411764706,,SY17-18,,665,0.361216730,High,,,,,,,,9-12,417,248,665,1841,1/1/2018,17,3124,1662,1189
NV@002-322@002,002-322,002,Clark,O'Callaghan Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,4403,646,819,,,17,,,,,,,,,NV,13218,777.529411765,5049,297,,SY17-18,,112,0.080517613,Middle,,,,,,,,6-8,927,193,112,1391,1/1/2018,17,11016,2202,758
NV@002-083@002,002-083,002,Clark,O'Roarke Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,586,89,278,,,17,,,,,,,,,NV,1922,113.058823529,675,39.705882353,,SY17-18,,225,0.274725275,Primary,,,,,,,,PK-5,178,47,225,819,1/1/2018,17,1563,359,1847
NV@002-283@002,002-283,002,Clark,Ober Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,886,132,364,,,17,,,,,,,,,NV,2649,155.823529412,1018,59.882352941,,SY17-18,,278,0.358709677,Primary,,,,,,,,PK-5,229,49,278,775,1/1/2018,17,2233,416,1824
NV@002-312@002,002-312,002,Clark,Orr Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,5523,0,961,,,17,,,,,,,,,NV,9185,540.294117647,5523,324.882352941,,SY17-18,,998,0.851803765,Middle,,,,,,,,6-8,,,998,998,1/1/2018,17,9185,0,1598
NV@002-425@002,002-425,002,Clark,Palo Verde High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,1376,314,219,,,17,,,,,,,,,NV,4250,250,1690,99.411764706,,SY17-18,,682,0.212726138,High,,,,,,,,9-12,557,125,682,3206,1/1/2018,17,3308,942,1670
NV@002-232@002,002-232,002,Clark,Paradise Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,5828,0,991,,,17,,,,,,,,,NV,6371,374.764705882,5828,342.823529412,,SY17-18,,538,0.854708881,Primary,,,,,,,,PK-5,,,538,538,1/1/2018,17,6371,0,1083
NV@002-216@002,002-216,002,Clark,Park Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,8709,0,1511,,,17,,,,,,,,,NV,9175,539.705882353,8709,512.294117647,,SY17-18,,800,0.852219952,Primary,,,,,,,,PK-5,,,800,801,1/1/2018,17,9175,0,1591
NV@002-110@002,002-110,002,Clark,Parson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,1,2018,,,3142,473,1069,,,17,,,,,,,,,NV,3796,223.294117647,3615,212.647058824,,SY17-18,,302,0.736585366,Primary,,,,,,,,PK-5,,,302,410,1/1/2018,17,3365,431,888
NV@002-091@002,002-091,002,Clark,Perkins Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,1,2018,,,5922,1031,1530,,,17,,,,,,,,,NV,6891,405.352941176,6953,409,,SY17-18,,548,0.808259587,Primary,,,,,,,,PK-5,,,548,678,1/1/2018,17,5934,957,724
NV@002-114@002,002-114,002,Clark,"Perkins, Ute Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,1,2018,,,471,87,275,,,17,,,,,,,,,NV,1085,63.823529412,558,32.823529412,,SY17-18,,93,0.563636364,Primary,,,,,,,,PK-5,,,93,165,1/1/2018,17,872,213,724
NV@002-289@002,002-289,002,Clark,"Petersen, Dean Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,10659,0,1855,,,17,,,,,,,,,NV,11809,694.647058824,10659,627,,SY17-18,,913,0.851774380,Primary,,,,,,,,PK-5,,,913,913,1/1/2018,17,11809,0,2055
NV@002-933@002,002-933,002,Clark,Peterson Behavior Center Jr/Sr High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,915,0,148,,,17,,,,,,,,,NV,1034,60.823529412,915,53.823529412,,SY17-18,,86,0.860949209,Other,,,,,,,,6-12,,,86,86,1/1/2018,17,1034,0,167
NV@002-145@002,002-145,002,Clark,Piggott Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,102,95,91,,,17,,,,,,,,,NV,2476,145.647058824,197,11.588235294,,SY17-18,,227,0.326149425,Primary,,,,,,,,PK-5,163,64,227,696,1/1/2018,17,1610,866,1811
NV@002-244@002,002-244,002,Clark,Pittman Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,1,2018,,,5924,524,830,,,17,,,,,,,,,NV,7602,447.176470588,6448,379.294117647,,SY17-18,,509,0.865646259,Primary,,,,,,,,PK-5,,,509,588,1/1/2018,17,7042,560,882
NV@002-253@002,002-253,002,Clark,Priest Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,1,2018,,,6412,1416,1958,,,17,,,,,,,,,NV,7409,435.823529412,7828,460.470588235,,SY17-18,,565,0.759408602,Primary,,,,,,,,PK-5,,,565,744,1/1/2018,17,6063,1346,1715
NV@002-087@002,002-087,002,Clark,Rainbow Dreams Academy,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,2574,0,0,,,17,,,,,,,,,NV,3258,191.647058824,2574,151.411764706,,SY17-18,,275,1,Primary,,,,,,,,PK-5,,,275,275,1/1/2018,17,3258,0,0
NV@002-367@002,002-367,002,Clark,Rainbow Dreams Academy MS,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,367,0,0,,,17,,,,,,,,,NV,1114,65.529411765,367,21.588235294,,SY17-18,,78,1,Middle,,,,,,,,6-8,,,78,78,1/1/2018,17,1114,0,0
NV@002-403@002,002-403,002,Clark,Rancho High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,6312,730,1930,,,17,,,,,,,,,NV,17539,1031.705882353,7042,414.235294118,,SY17-18,,2198,0.672582619,High,,,,,,,,9-12,1963,235,2198,3268,1/1/2018,17,15747,1792,884
NV@002-235@002,002-235,002,Clark,Red Rock Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,5320,0,708,,,17,,,,,,,,,NV,9074,533.764705882,5320,312.941176471,,SY17-18,,705,0.882598969,Primary,,,,,,,,PK-5,,,705,799,1/1/2018,17,9074,0,1207
NV@002-295@002,002-295,002,Clark,Reed Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,6883,0,1148,,,17,,,,,,,,,NV,7458,438.705882353,6883,404.882352941,,SY17-18,,613,0.857044358,Primary,,,,,,,,PK-5,,,613,631,1/1/2018,17,7458,0,1244
NV@002-084@002,002-084,002,Clark,Reedom Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,417,114,332,,,17,,,,,,,,,NV,2366,139.176470588,531,31.235294118,,SY17-18,,221,0.340523883,Primary,,,,,,,,PK-5,167,54,221,649,1/1/2018,17,1888,478,1983
NV@002-104@002,002-104,002,Clark,Reid Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,1,2018,,,295,0,47,,,17,,,,,,,,,NV,347,20.411764706,295,17.352941176,,SY17-18,,25,0.863184080,Primary,,,,,,,,PK-5,,,25,25,1/1/2018,17,347,0,55
NV@002-160@002,002-160,002,Clark,Rhodes Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,530,141,326,,,17,,,,,,,,,NV,2739,161.117647059,671,39.470588235,,SY17-18,,259,0.409810127,Primary,,,,,,,,PK-5,213,46,259,632,1/1/2018,17,2224,515,1896
NV@002-194@002,002-194,002,Clark,Ries Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,1,2018,,,992,230,236,,,17,,,,,,,,,NV,5033,296.058823529,1222,71.882352941,,SY17-18,,405,0.444078947,Primary,,,,,,,,PK-5,312,93,405,912,1/1/2018,17,3839,1194,2370
